osm_id,osm_type,name,voltage_kv,operator,substation_type,lat,lon
146786832,way,Oxbow Substation,230.0,,generation,41.607063,-75.869453
148498292,way,Station 162,115.0,Rochester Gas & Electric,transmission,42.700396,-77.996822
148499456,way,,115.0,,generation,42.653819,-78.077114
148501189,way,,115.0,,transmission,42.49718,-78.081397
148502927,way,Station 180,115.0,Rochester Gas & Electric,distribution,42.417752,-78.161559
148524855,way,,,,,42.675687,-77.915176
148530670,way,,115.0,,,42.509269,-78.476231
148531842,way,County Line Substation,115.0,Village of Arcade Electric Department,minor_distribution,42.523942,-78.462192
148531877,way,,115.0,,,42.531619,-78.432911
148531930,way,Freedom Substation,115.0,Village of Arcade Electric Department,yes,42.519964,-78.407698
148532057,way,,115.0,,,42.531915,-78.30653
148535013,way,,,,,41.798878,-77.078069
148544291,way,Machias Substation,115.0,National Grid,yes,42.405676,-78.494845
148611138,way,Homer Hill Switch Structure,115.0,National Grid,,42.08944,-78.45741
148616165,way,Wellsville Substation,115.0,New York Power Authority,,42.114008,-77.957698
148616796,way,Andover Substation,115.0,National Grid,,42.155342,-77.801518
149067622,way,,115.0,NYSEG,yes,42.733507,-78.832626
149069388,way,Davis Road Substation,115.0,NYSEG,,42.727652,-78.682463
149085167,way,,115.0,,minor_distribution,42.470853,-79.339053
149085604,way,Bennett Road Substation,115.0,National Grid,minor_distribution,42.474605,-79.322493
149086459,way,East Dunkirk Substation,115.0,National Grid,minor_distribution,42.486183,-79.312533
149086473,way,Roberts Road Substation,115.0,National Grid,minor_distribution,42.484933,-79.316518
149086529,way,,115.0,,industrial,42.491774,-79.307852
149088868,way,Silver Creek Substation,115.0,NYSEG,yes,42.549083,-79.16565
149191877,way,Berry Road,115.0,National Grid,minor_distribution,42.436151,-79.381293
149196295,way,Finley Road Switching Station,115.0,National Grid,transmission,42.334908,-79.488067
149198477,way,Westfield Village Substation,115.0,,,42.330952,-79.582427
149327774,way,Baker Street Substation,115.0,,yes,42.073783,-79.331815
149329465,way,,115.0,,,42.106867,-79.199698
149428080,way,Cummins Substation,115.0,,industrial,42.083623,-79.358906
149429842,way,Cold Springs Substation,115.0,NYSEG,,42.152434,-78.972461
149439111,way,Moon Switching Station,115.0,,transmission,42.284136,-79.29941
149442086,way,,,,distribution,42.336545,-79.323552
149760560,way,,115.0,,industrial,42.073173,-78.390202
149760657,way,Dugan Road Substation,115.0,,,42.076295,-78.389212
149768761,way,Palmiter Substation,115.0,NYSEG,yes,42.266478,-77.774753
153285455,way,Lycoming Substation,230.0,PPL,distribution,41.221726,-77.01763
153285456,way,Williamsport Substation,69.0,PPL,minor_distribution,41.236173,-77.006807
154880746,way,Bath,115.0,NYSEG,,42.316233,-77.271732
154880748,way,Bath Substation,,Steuben Rural Electric Cooperative,minor_distribution,42.316974,-77.272718
163670977,way,,115.0,,,42.195577,-76.810949
166062068,way,South Ripley Switching Station,230.0,National Grid,transmission,42.196473,-79.760196
166141432,way,Springville Substation,115.0,,,42.518514,-78.642574
166142995,way,Hartfield Substation,115.0,,distribution,42.261611,-79.469044
166143161,way,,,,,42.255849,-79.494439
168802804,way,Saltsburg Substation,138.0,West Penn Power,distribution,40.50235,-79.473983
168814628,way,Cambria NUG Substation,115.0,,generation,40.474395,-78.701904
168814631,way,Clover NUG Substation,115.0,,generation,40.551253,-78.798264
168875099,way,Homer City Station,345.0,,generation,40.517119,-79.193775
173869335,way,Federal Street Station,34.5,NYSEG,minor_distribution,42.715546,-78.008356
175668416,way,Oakdale Substation,345.0,NYSEG,,42.13683,-75.982478
175668433,way,,115.0,National Grid,,42.520694,-76.139391
175668442,way,Clarks Corners Substation,345.0,FirstEnergy,yes,42.444522,-76.124368
175784546,way,Watercure Substation,345.0,NYSEG,transmission,42.108611,-76.771249
175814839,way,Chapman Substation,230.0,PPL,,41.340936,-77.763164
175814840,way,,,,,41.39857,-77.455713
175814841,way,Lobo Substation,230.0,,minor_distribution,41.369929,-77.541017
175833186,way,Hillside Substation,230.0,NYSEG,,42.102322,-76.793622
175833225,way,Stoney Ridge Substation,230.0,NYSEG,transmission,42.237428,-77.162946
175833231,way,Canandaigua Substation,230.0,NYSEG,,42.439238,-77.529624
175951288,way,,230.0,,,40.532408,-79.217858
175951290,way,Shelocta Substation,230.0,Pennsylvania Electric Company,transmission,40.631675,-79.313293
176081598,way,Forest Substation,230.0,West Penn Power,transmission,41.449974,-78.742217
176081599,way,Glade Substation,230.0,Penelec,transmission,41.834617,-79.016482
176081601,way,Lewis Run Substation,230.0,Pennsylvania Electric Company,distribution,41.880899,-78.659429
176081603,way,Warren Substation,230.0,Penelec,,41.836123,-79.190807
179302123,way,,115.0,,,42.576311,-77.457417
179361769,way,Montour Falls Substation,115.0,NYSEG,yes,42.327824,-76.842403
179362310,way,,115.0,,,42.360006,-76.910251
179365736,way,Hickling,115.0,NYSEG,,42.12368,-76.983086
179902922,way,,115.0,NYSEG,,42.059688,-76.787033
180022057,way,,115.0,,,42.147693,-77.087286
180023023,way,,,,,42.154154,-77.087232
180287250,way,Coddington Substation,115.0,NYSEG,yes,42.404298,-76.47281
180487114,way,,,,,42.143503,-76.269555
181047000,way,Moshannon Switching Station,230.0,Pennsylvania Electric Company,transmission,41.193758,-78.251588
181047002,way,Shawville Substation,230.0,,generation,41.066629,-78.367365
181047003,way,Elko Substation,230.0,West Penn Power,transmission,41.365044,-78.59827
181047019,way,Carbon Center Substation,230.0,West Penn Power,transmission,41.413965,-78.520579
181047020,way,Quehanna Substation,230.0,West Penn Power,,41.220364,-78.305512
181134948,way,Lewistown Substation,230.0,Penelec,transmission,40.580659,-77.590062
181134950,way,Milesburg Substation,230.0,West Penn Power,distribution,40.940554,-77.787184
181134952,way,Yeagertown Substation,230.0,Penelec,distribution,40.633657,-77.577342
181134953,way,,,,,40.940004,-77.788496
181134983,way,Dale Summit Substation,230.0,West Penn Power,distribution,40.826484,-77.793162
183603998,way,Harwood Substation,230.0,PPL,distribution,40.935303,-76.030356
183642349,way,Columbia Substation,230.0,PPL,,41.002557,-76.507134
183642359,way,Frackville Substation,230.0,PPL,distribution,40.777556,-76.245359
183642361,way,Sunbury Substation,500.0,PPL,transmission,40.835493,-76.828232
183642366,way,,69.0,,,40.828602,-76.242118
183642367,way,Locust Ridge Park #1 Substation,69.0,,generation,40.854664,-76.126111
183668504,way,Montour Station,230.0,PPL,generation,41.072444,-76.663682
183670546,way,Elimsport Substation,230.0,PPL,transmission,41.168451,-76.992
183670549,way,Clinton Substation,230.0,PPL,distribution,41.196432,-76.860557
183691699,way,Harwood Substation,69.0,PPL,,40.935413,-76.027948
183785837,way,Tuscarora Substation,69.0,PPL,minor_distribution,40.762287,-76.038527
183785852,way,Eldred Substation,230.0,PPL,distribution,40.728905,-76.441281
188374608,way,,,,,42.510015,-77.43877
189677584,way,Labrador Station,115.0,National Grid,minor_distribution,42.723234,-76.025971
189677941,way,,,,,42.591401,-76.162225
191788722,way,,,,,42.472583,-78.70128
197990178,way,Marshall Warrior Substation,34.5,,,42.18968,-77.544385
211041219,way,Cobble Hill Substation,115.0,NYSEG,yes,42.625416,-78.71271
222389246,way,,,,,42.363057,-77.358494
222968169,way,,,,,42.083737,-76.247926
231836857,way,Blossburg Substation,50.0,Penelec,minor_distribution,41.679458,-77.059526
235497366,way,Nantly-Glo Substation,46.0,Penelec,minor_distribution,40.47229,-78.831498
240081428,way,,115.0,,,42.132677,-75.931664
242750890,way,East Hazleton Substation,69.0,PPL,minor_distribution,40.940064,-75.943267
243978842,way,Smithfield Substation,46.0,Penelec,,40.483626,-78.020784
243980859,way,Warrior Ridge Substation,46.0,,generation,40.541106,-78.034415
256659597,way,,115.0,,,42.115476,-76.059983
259858382,way,Punxsutawney Substation,115.0,Penelec,,40.936927,-78.970902
264975122,way,,,,,40.800222,-77.853212
266418658,way,Thompson Farm Substation,,,,40.818487,-77.87351
266418688,way,Orchard Road Substation,,,,40.815996,-77.843011
272203787,way,Glenwood Substation,,,,42.116415,-75.945083
276909500,way,,,,,40.786349,-77.836254
281356451,way,,69.0,PPL,minor_distribution,40.775263,-76.227294
283724953,way,Fairview Substation,,,,40.527691,-78.402621
284476901,way,Collinsville Substation,46.0,Penelec,minor_distribution,40.502656,-78.387252
290841142,way,West Campus Substation,,,,40.793735,-77.866696
296964289,way,,,,,41.837745,-79.383808
304349619,way,Kittanning Substation,138.0,West Penn Power,,40.794874,-79.516546
304638027,way,Karns City Substation,138.0,West Penn Power,,41.005688,-79.717332
304638039,way,,,,,41.006795,-79.718467
306957657,way,,34.5,,,40.923468,-79.444226
307094300,way,Westfall Substation,115.0,Pennsylvania Electric Company,distribution,40.512943,-78.419282
309152842,way,,34.5,Rochester Gas & Electric,distribution,42.296348,-78.073315
311505344,way,South Hamburg Substation,69.0,Met-Ed,,40.545489,-75.97998
319010011,way,,115.0,NYSEG,yes,42.041362,-76.344671
319048012,way,Langdon,115.0,NYSEG,,42.084582,-75.81596
321074199,way,Silverville Substation,138.0,West Penn Power,,40.685155,-79.718242
321407978,way,,,,,41.017536,-79.689483
321649082,way,,115.0,SUNY Cortland,industrial,42.590006,-76.206491
321944845,way,,,,,41.182067,-79.714514
327151588,way,,,,,41.427646,-76.495379
329257020,way,,,,,40.543907,-79.766937
329257021,way,,,,,40.544678,-79.76662
329257022,way,Plum Substation,138.0,Duquesne Light,distribution,40.472491,-79.723917
330888530,way,,,,,40.979572,-79.618749
333400024,way,Cowansville Substation,34.5,Central Electric Cooperative,,40.903164,-79.592718
335539593,way,,,,,40.956218,-79.550964
335700488,way,,,,,40.897064,-79.478992
339828497,way,,,,,41.0086,-79.721018
342796975,way,,115.0,,,41.574753,-76.041231
342796976,way,,115.0,,,41.574882,-76.042078
350045904,way,Clarion Substaton,138.0,Pennsylvania Electric Company,,41.203977,-79.372545
355761343,way,,,NYSEG,,42.069603,-76.040818
360058780,way,New Bethlehem Substation,138.0,West Penn Power,,41.007779,-79.34662
360058781,way,Burma Substation,138.0,West Penn Power,transmission,41.13051,-79.427546
361477662,way,,69.0,,,41.391629,-75.821196
364071762,way,Vandergrift Substation,138.0,West Penn Power,,40.603446,-79.580224
364285883,way,Ebensburg Substation,46.0,Penelec,minor_distribution,40.481968,-78.726615
364733801,way,,,,,41.099243,-79.693525
366673515,way,,138.0,,generation,40.716393,-79.576621
369982395,way,,,,,40.806691,-79.564751
370766459,way,Rochester Street Substation,115.0,Salamanca Board of Public Utilities,minor_distribution,42.157754,-78.701445
370774937,way,,,,,42.343382,-77.307612
381220825,way,,,,,42.727069,-76.905234
384207716,way,Tamanend Substation,69.0,PPL,minor_distribution,40.837382,-76.024141
384622115,way,,,,,41.006037,-79.731758
387287684,way,,138.0,,generation,40.546054,-79.768316
388157858,way,Parkwood Substation,26.0,REA,minor_distribution,40.617854,-79.310651
396270379,way,Hauto Substation,69.0,PPL,minor_distribution,40.844039,-75.897716
396270380,way,Greenwood Substation,69.0,PPL,minor_distribution,40.820757,-75.96044
400353970,way,,,,,42.425186,-78.36501
416486398,way,,66.0,,,41.243074,-75.933873
418401111,way,,,,,41.817245,-78.288743
418403510,way,,,,,41.42901,-78.534341
419705575,way,Truxton Station,34.5,National Grid,minor_distribution,42.712959,-76.025536
430065843,way,Marlin Substation,69.0,PPL,minor_distribution,40.679016,-76.232617
430065846,way,Port Carbon Substation,69.0,PPL,minor_distribution,40.701844,-76.170856
431940742,way,Central Campus Substation,,,,40.796315,-77.86533
433533357,way,Front Street Substation,,,distribution,41.508626,-78.239198
438486431,way,Millville Substation,69.0,PPL,minor_distribution,41.121769,-76.521781
438488141,way,West Berwick Substation,69.0,PPL,minor_distribution,41.053651,-76.277404
438488142,way,Berwick Substation,69.0,PPL,minor_distribution,41.058304,-76.233551
438932438,way,Kenmar Substation,69.0,PPL,minor_distribution,41.247861,-76.962426
439600603,way,Montoursville Substation,69.0,PPL,minor_distribution,41.258579,-76.921945
439601786,way,South Williamsport Substation,69.0,PPL,minor_distribution,41.231564,-77.003432
439773680,way,,,,,42.354445,-76.589295
439782585,way,,,,,42.427185,-76.86487
439791279,way,,34.5,,,42.479507,-76.480888
440983077,way,,,,,42.236215,-76.359855
441011518,way,,,,,42.286167,-76.702736
441550910,way,,,,,42.085606,-77.239548
441568302,way,Tarentum Substation,34.5,West Penn Power,minor_distribution,40.60453,-79.74534
441570869,way,,138.0,West Penn Power,industrial,40.606296,-79.729424
441570876,way,Alleghany Ludhurn No. 5,34.5,West Penn Power,,40.619329,-79.718817
441707777,way,Niles Valley Substation,115.0,Pennsylvania Electric Company,distribution,41.819781,-77.288541
442067918,way,Osceola Substation,115.0,Pennsylvania Electric Company,distribution,41.975467,-77.340831
442089929,way,Knoxville Substation,50.0,Penelec,minor_distribution,41.947972,-77.440202
442089934,way,Westfield Substation,50.0,Penelec,minor_distribution,41.909997,-77.535408
442527212,way,Parrish Substation,69.0,PPL,minor_distribution,41.233112,-75.902386
443112182,way,,,,,41.843009,-79.141191
443112960,way,,,,,41.159006,-79.092937
446380884,way,,,,,42.154995,-76.850457
446380888,way,,,,,42.134129,-76.927322
457745300,way,Water Street Substation,46.0,Penelec,minor_distribution,40.571546,-78.137714
457745301,way,Alexandria Substation,46.0,Penelec,minor_distribution,40.562727,-78.11897
462215635,way,Titusville Substation,115.0,Pennsylvania Electric Company,,41.62264,-79.659632
467353087,way,,,,,41.982117,-78.619964
469316269,way,North Angola Station,115.0,National Grid,,42.64402,-79.022572
473911316,way,Wellsboro Substation,115.0,,,41.751648,-77.288093
473911320,way,,,,,41.751819,-77.289568
474084279,way,Tower Hill Substation,115.0,Pennsylvania Electric Company,,41.945382,-76.984649
474084280,way,,,,,41.946489,-76.983839
474750511,way,Whitehall Substation,,West Penn Power,,40.759918,-77.879118
475359910,way,,50.0,Tri County Rural Electric Cooperative,minor_distribution,41.89747,-77.534274
475409891,way,,115.0,,generation,41.761966,-76.85416
475414099,way,Main Street Substation,50.0,Penelec,minor_distribution,41.659637,-76.835254
475636529,way,,,,,41.570676,-77.082937
475664012,way,,,,,42.390196,-77.551195
475976709,way,,,,,42.554447,-77.478384
476463364,way,Covington Substation,50.0,Penelec,minor_distribution,41.744582,-77.075536
476652773,way,,,,,41.682491,-77.014535
477517688,way,,46.0,Penelec,minor_distribution,40.599075,-77.564999
478135237,way,,,,,41.67706,-78.640246
479122565,way,Two Mile Substation,115.0,,,41.836771,-78.300789
488692394,way,,69.0,,generation,40.790579,-76.199158
497071266,way,,138.0,West Penn Power,distribution,40.615138,-79.718808
508060278,way,,,,,40.479785,-79.382203
525373001,way,Dunkirk Substation,230.0,National Grid,transmission,42.490323,-79.346379
527716034,way,Tipton Substation,46.0,Penelec,minor_distribution,40.63554,-78.295322
541979534,way,,,,,42.43227,-76.499168
548173186,way,Thirtyfirst Street Substation,115.0,Pennsylvania Electric Company,yes,40.506184,-78.430588
551551498,way,Mansfield Substation,115.0,Pennsylvania Electric Company,,41.809748,-77.081057
553560324,way,,115.0,,industrial,42.163667,-77.121103
554321254,way,,69.0,PPL,minor_distribution,40.856396,-76.779025
554445414,way,Ridgeway Substation,138.0,West Penn Power,,41.437693,-78.733024
554445415,way,Ridgeway Substation,115.0,West Penn Power,,41.437569,-78.731586
555849330,way,,,,,42.354118,-76.601009
571688107,way,,34.5,,,42.601905,-76.633253
571688108,way,,115.0,,,42.602584,-76.632858
572976433,way,,,,,40.895709,-79.290359
579317581,way,Riverside Substation,46.0,Penelec,minor_distribution,40.594488,-77.574091
579424574,way,,,,,42.663413,-78.891468
583849029,way,Warren South Substation,115.0,Penelec,,41.815655,-79.101524
583972907,way,,,,,40.556708,-75.991499
587519853,way,,69.0,,,40.553638,-75.989256
588242355,way,Shickshinny Substation,500.0,PPL,switching,41.115057,-76.158665
591272480,way,,,,,42.118869,-75.890446
591280335,way,,,,,42.107878,-75.89599
591443656,way,Noyes Island Substation,34.5,NYSEG,yes,42.10674,-75.910118
594665529,way,,,Spectra Energy,gas,40.87997,-77.730034
607121018,way,,34.5,,yes,40.76763,-79.538062
608105684,way,Mount Carmel Substation,69.0,PPL,minor_distribution,40.79227,-76.410866
613462287,way,Hegins Substation,69.0,PPL,minor_distribution,40.641952,-76.494884
613956423,way,Highbridge Substation,69.0,PPL,minor_distribution,40.736265,-76.293691
613959304,way,Cass Substation,69.0,PPL,minor_distribution,40.703739,-76.252466
614487593,way,Girard Manor Substation,69.0,PPL,minor_distribution,40.868707,-76.11752
614908269,way,Delano Substation,69.0,PPL,minor_distribution,40.846369,-76.070254
615331363,way,Paper City Substation,138.0,West Penn Power,distribution,41.486699,-78.67682
617277499,way,Schuylkill Haven Substation,69.0,PPL,minor_distribution,40.630921,-76.178489
618144443,way,West Elmira,,NYSEG,,42.084949,-76.839132
619000150,way,Pine Grove Substation,69.0,PPL,minor_distribution,40.562244,-76.371086
619314915,way,Frailey Substation,69.0,PPL,minor_distribution,40.622641,-76.424768
621764420,way,Lansford Substation,69.0,PPL,minor_distribution,40.839702,-75.854912
622019795,way,Orwigsburg Substation,69.0,PPL,minor_distribution,40.660404,-76.112477
625578113,way,Hughesville Substation,69.0,PPL,minor_distribution,41.233539,-76.743199
625578116,way,Muncy Substation,69.0,PPL,minor_distribution,41.217714,-76.791637
625581893,way,Larrys Creek Substation,69.0,PPL,minor_distribution,41.22179,-77.213679
625581895,way,Jersey Shore Substation,69.0,PPL,minor_distribution,41.205935,-77.266267
626270223,way,,,,,42.113632,-77.144101
626273082,way,,115.0,,industrial,42.112478,-77.158742
633720250,way,,138.0,,,40.74866,-79.642143
636185440,way,Fairview Substation,69.0,PPL,minor_distribution,40.782133,-76.565862
641233888,way,,,,,41.429796,-78.537855
641235430,way,,,,industrial,41.453949,-78.545097
645716902,way,Rockton Mountain,115.0,Pennsylvania Electric Company,minor_distribution,41.07305,-78.527045
646044622,way,,,,,41.680375,-78.629909
646044623,way,,,,,41.680395,-78.630083
654465427,way,DuBois Substation,115.0,Penelec,distribution,41.119841,-78.731099
659537967,way,,,,,41.491302,-78.675224
659537968,way,Willamette Substation,138.0,West Penn Power,,41.494843,-78.67363
668511817,way,,,,,42.13567,-77.962203
668514382,way,,115.0,,industrial,42.090457,-78.441907
671375808,way,Pinecroft Substation,,Penelec,,40.571087,-78.35336
671375812,way,,,,,40.553998,-78.363921
671375814,way,East Altoona Substation,,Penelec,,40.536928,-78.374076
671947127,way,,,,,42.117865,-77.947342
672174928,way,,34.5,,,40.895026,-79.458836
672370440,way,Timblin Substation,115.0,Pennsylvania Electric Company,,40.96586,-79.184525
673516297,way,New Kensington Substation,34.5,West Penn Power,minor_distribution,40.568026,-79.770118
678524727,way,Clark Summit Substation,115.0,Pennsylvania Electric Company,distribution,41.448558,-79.726703
678712860,way,Whiskey Creek Substation,34.5,NYSEG,yes,42.109594,-77.039847
684457036,way,Lock Haven Swiching Station,69.0,PPL,distribution,41.120884,-77.433779
684457044,way,Lock Haven 69/12 kV Substation,69.0,PPL,minor_distribution,41.124138,-77.435168
684468066,way,First Quality Substation,69.0,,yes,41.158258,-77.357601
688958423,way,,,,,42.148652,-77.056964
692728994,way,Potter Substation,115.0,West Penn Power,,41.838029,-78.047883
692728996,way,Pierce Brook Substation,345.0,FirstEnergy,transmission,41.842104,-78.409587
692732682,way,Patriot Substation,230.0,,generation,41.179327,-76.838861
692732685,way,Saegers Substation,230.0,PPL,transmission,41.192428,-76.826021
697658792,way,,,,,40.634279,-79.584493
697658799,way,,,,,40.60591,-79.569133
705859849,way,,,,,42.09189,-76.789665
705859851,way,,,,,42.121154,-76.817196
705859997,way,,,,,42.160212,-76.841104
718140527,way,,,,,41.873324,-79.52904
718224489,way,,115.0,,,42.304913,-77.555469
719006650,way,,,,,42.068994,-77.411444
719010362,way,,,,,42.066141,-77.552318
722261015,way,,,,,42.541914,-76.874253
723293602,way,,115.0,,transmission,42.098472,-76.093237
723293605,way,,115.0,,,42.078007,-76.085809
723293610,way,,115.0,,,42.070532,-75.977022
723293986,way,,115.0,,,42.067616,-75.895317
723738156,way,West Williamsport Substation,69.0,PPL,minor_distribution,41.228689,-77.049003
723738158,way,,69.0,,yes,41.246205,-77.045865
723875588,way,,115.0,,industrial,41.570999,-76.044074
725984564,way,Asylum TWP,230.0,,generation,41.765786,-76.388268
725984568,way,Tiffany Substation,115.0,Pennsylvania Electric Company,distribution,41.853323,-75.829293
725984584,way,West Union Substation,34.5,NYSEG,yes,42.096819,-76.089078
725984585,way,,115.0,,industrial,42.09407,-76.094209
725984588,way,,50.0,,industrial,41.765306,-76.420066
728922514,way,,,Central Electic CO-OP,minor_distribution,41.390791,-79.577894
728925054,way,,,Penelec,minor_distribution,41.412148,-79.729531
733435586,way,Exeter Substation,69.0,PPL,minor_distribution,41.32243,-75.822182
734743711,way,Reed Substation,69.0,PPL,minor_distribution,40.867011,-76.588093
734864265,way,Cherokee / Merck Substation,69.0,,industrial,40.962388,-76.643887
734896952,way,,69.0,,,40.805929,-76.751991
735053604,way,Freeland Substation,69.0,PPL,minor_distribution,41.01902,-75.906515
735054004,way,Georgetown Substation,69.0,PPL,minor_distribution,41.233903,-75.868642
736717061,way,Fishbach Substation,69.0,PPL,minor_distribution,40.691383,-76.216382
738736398,way,Mifflintown Substation,69.0,PPL,minor_distribution,40.56261,-77.396641
738940893,way,Walker Substation,69.0,PPL,minor_distribution,40.567599,-77.337193
740859250,way,Auburn Substation,69.0,PPL,minor_distribution,40.606402,-76.099173
740859253,way,Cresson Substation,69.0,PPL,minor_distribution,40.624967,-76.184877
740860740,way,,69.0,,,40.557958,-76.38899
740862769,way,Benton Substation,69.0,PPL,minor_distribution,41.214747,-76.378807
740862780,way,,69.0,,,41.144284,-75.894919
748895161,way,Twin Rock Substation,46.0,Penelec,minor_distribution,40.493708,-78.862084
748898572,way,Lucerne Substation,115.0,Pennsylvania Electric Company,,40.557048,-79.159718
756239073,way,,,NYSEG,,42.678771,-76.956461
761657259,way,Brookville Substation,138.0,Pennsylvania Electric Company,,41.140635,-79.072161
765243199,way,,34.5,,,40.542065,-79.757206
765243203,way,,,,,40.553129,-79.761143
769495217,way,,,,,41.856367,-78.447357
771808614,way,,66.0,,,41.207724,-75.96313
776102559,way,,,,,42.085486,-78.455599
777421099,way,,69.0,PPL,minor_distribution,41.244966,-75.857328
788344954,way,South Milton Substation,69.0,PPL,minor_distribution,41.008399,-76.860948
788680978,way,Piney Creek Substation,115.0,Mid-Atlantic Interstate Transmission,generation,41.191332,-79.43638
791549513,way,Greenwood Substation,46.0,Penelec,,40.532127,-78.361329
795028001,way,Reading Anthracite Substation,69.0,,industrial,40.712177,-76.210199
795035926,way,,,,,40.721903,-76.260524
795035927,way,,,,,40.721898,-76.26024
