gen_uid,plant_code,generator_id,lat,lon,nameplate_mw,summer_mw,winter_mw,min_load_mw,pmax_mw,fuel_code,fuel,prime_mover,unit_type,technology,grid_kv
EIA_2568_1,2568,1,43.2358,-78.3906,0.5,0.5,0.4,0.3,0.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_2568_2,2568,2,43.2358,-78.3906,0.5,0.5,0.4,0.3,0.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_2568_3,2568,3,43.2358,-78.3906,0.5,0.5,0.4,0.3,0.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_2569_1,2569,1,43.323441,-76.420841,5.0,5.1,5.2,2.8,5.1,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_2569_2,2569,2,43.323441,-76.420841,5.0,5.1,5.2,2.8,5.1,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_2571_1,2571,1,44.6192,-74.9733,3.6,3.6,3.6,0.2,3.6,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_2571_2,2571,2,44.6192,-74.9733,3.6,3.6,3.6,0.2,3.6,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_2572_1,2572,1,44.0217,-75.6511,1.8,1.5,1.5,1.0,1.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,23.0
EIA_2572_2,2572,2,44.0217,-75.6511,1.8,1.5,1.5,1.0,1.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,23.0
EIA_2572_3,2572,3,44.0217,-75.6511,1.8,1.5,1.5,1.0,1.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,23.0
EIA_2573_1,2573,1,44.6172,-75.4042,0.5,0.4,0.4,0.2,0.4,WAT,Hydro,HY,HY,Conventional Hydroelectric,23.0
EIA_2573_2,2573,2,44.6172,-75.4042,0.5,0.4,0.4,0.2,0.4,WAT,Hydro,HY,HY,Conventional Hydroelectric,23.0
EIA_2574_1,2574,1,43.4436,-76.4961,2.8,2.2,2.2,0.7,2.2,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_2574_2,2574,2,43.4436,-76.4961,2.8,2.2,2.2,0.7,2.2,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_2574_3,2574,3,43.4436,-76.4961,2.8,2.2,2.2,0.7,2.2,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_2574_4,2574,4,43.4436,-76.4961,3.5,2.2,2.2,0.7,2.2,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_2575_1,2575,1,43.9247,-75.3731,2.0,1.8,1.8,1.0,1.8,WAT,Hydro,HY,HY,Conventional Hydroelectric,23.0
EIA_2575_2,2575,2,43.9247,-75.3731,2.0,1.8,1.8,1.0,1.8,WAT,Hydro,HY,HY,Conventional Hydroelectric,23.0
EIA_2575_3,2575,3,43.9247,-75.3731,2.0,1.8,1.8,1.0,1.8,WAT,Hydro,HY,HY,Conventional Hydroelectric,23.0
EIA_2576_1N,2576,1N,44.5306,-74.9331,1.5,1.5,1.6,0.3,1.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_2576_2N,2576,2N,44.5306,-74.9331,1.5,1.6,1.6,0.3,1.6,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_2576_3N,2576,3N,44.5306,-74.9331,1.5,1.6,1.6,0.3,1.6,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_2576_4N,2576,4N,44.5306,-74.9331,1.5,1.6,1.6,0.3,1.6,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_2578_1,2578,1,43.170948,-78.691551,3.0,2.8,2.4,1.8,2.8,WAT,Hydro,HY,HY,Conventional Hydroelectric,12.0
EIA_2579_1,2579,1,43.061017,-74.764347,3.0,2.8,2.9,1.0,2.8,WAT,Hydro,HY,HY,Conventional Hydroelectric,46.0
EIA_2579_2,2579,2,43.061017,-74.764347,3.0,3.4,3.4,1.0,3.4,WAT,Hydro,HY,HY,Conventional Hydroelectric,46.0
EIA_2580_1,2580,1,42.920374,-73.508886,2.0,1.1,1.1,0.3,1.1,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_2580_2,2580,2,42.920374,-73.508886,2.0,1.4,1.2,0.3,1.4,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_2581_1,2581,1,44.0117,-75.7967,2.0,1.3,1.7,1.0,1.3,WAT,Hydro,HY,HY,Conventional Hydroelectric,23.0
EIA_2581_2,2581,2,44.0117,-75.7967,2.0,1.3,1.7,1.0,1.3,WAT,Hydro,HY,HY,Conventional Hydroelectric,23.0
EIA_2581_3,2581,3,44.0117,-75.7967,2.0,1.3,1.7,1.0,1.3,WAT,Hydro,HY,HY,Conventional Hydroelectric,23.0
EIA_2582_1,2582,1,43.524103,-75.970318,4.0,4.0,4.0,0.5,4.0,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_2582_2,2582,2,43.524103,-75.970318,4.0,3.6,4.0,0.5,3.6,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_2583_1,2583,1,44.877326,-74.306288,1.0,0.8,0.8,0.6,0.8,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_2586_1,2586,1,43.4003,-76.4739,2.0,1.4,1.4,1.2,1.4,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_2586_2,2586,2,43.4003,-76.4739,2.0,1.4,1.4,1.2,1.4,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_2586_3,2586,3,43.4003,-76.4739,2.0,1.4,1.4,1.2,1.4,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_2586_4,2586,4,43.4003,-76.4739,2.0,1.4,1.4,1.2,1.4,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_2586_5,2586,5,43.4003,-76.4739,2.0,1.4,1.4,1.2,1.4,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_2588_1,2588,1,43.8719,-75.1364,4.0,4.0,4.0,2.5,4.0,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_2588_2,2588,2,43.8719,-75.1364,4.0,4.0,4.0,2.5,4.0,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_2589_1,2589,1,43.5211,-76.41,641.8,620.9,626.5,105.0,620.9,NUC,Nuclear,ST,ST,Nuclear,345.0
EIA_2589_2,2589,2,43.5211,-76.41,1259.3,1272.1,1293.9,75.0,1272.1,NUC,Nuclear,ST,ST,Nuclear,345.0
EIA_2590_1,2590,1,44.8053,-74.9975,5.0,5.1,5.0,1.0,5.1,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_2591_1,2591,1,44.7439,-75.0042,2.0,2.2,2.1,0.3,2.2,WAT,Hydro,HY,HY,Conventional Hydroelectric,23.0
EIA_2594_ST5,2594,ST5,43.4586,-76.5319,901.8,807.0,812.0,150.0,807.0,RFO,Oil,ST,ST,Petroleum Liquids,345.0
EIA_2594_ST6,2594,ST6,43.4586,-76.5319,901.8,808.2,808.7,150.0,808.2,RFO,Oil,ST,ST,Petroleum Liquids,345.0
EIA_2595_1,2595,1,43.3161,-76.4153,2.0,1.4,1.5,1.0,1.4,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_2595_2,2595,2,43.3161,-76.4153,2.0,1.4,1.5,1.0,1.4,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_2595_3,2595,3,43.3161,-76.4153,2.0,1.4,1.5,1.0,1.4,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_2596_4,2596,4,43.3156,-76.4172,1.0,0.9,0.9,0.7,0.9,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_2596_5,2596,5,43.3156,-76.4172,1.0,0.9,0.9,0.7,0.9,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_2596_6,2596,6,43.3156,-76.4172,0.5,0.4,0.4,0.4,0.4,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_2596_7,2596,7,43.3156,-76.4172,0.5,0.4,0.4,0.4,0.4,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_2597_1,2597,1,44.63,-74.8258,3.0,2.3,2.4,0.8,2.3,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_2598_1,2598,1,44.233419,-74.566217,1.5,1.6,1.6,1.0,1.6,WAT,Hydro,HY,HY,Conventional Hydroelectric,46.0
EIA_2598_2,2598,2,44.233419,-74.566217,0.6,0.6,0.6,0.4,0.6,WAT,Hydro,HY,HY,Conventional Hydroelectric,46.0
EIA_2598_3,2598,3,44.233419,-74.566217,0.6,0.6,0.6,0.4,0.6,WAT,Hydro,HY,HY,Conventional Hydroelectric,46.0
EIA_2599_1,2599,1,43.291861,-75.147734,19.0,18.3,18.1,4.0,18.3,WAT,Hydro,HY,HY,Conventional Hydroelectric,46.0
EIA_2600_1,2600,1,44.5178,-74.8228,25.0,24.0,23.8,1.0,24.0,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_2601_1,2601,1,44.835,-74.9803,2.0,2.3,2.1,0.2,2.3,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_2604_1,2604,1,44.2678,-75.1961,1.0,1.2,1.1,0.9,1.2,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_2604_2,2604,2,44.2678,-75.1961,1.0,1.2,1.1,0.9,1.2,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_2604_3,2604,3,44.2678,-75.1961,1.0,0.8,0.7,0.6,0.8,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_2604_4,2604,4,44.2678,-75.1961,1.0,0.2,0.2,0.2,0.2,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_2605_1,2605,1,42.78498,-73.707983,7.2,7.5,7.1,1.0,7.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_2605_2,2605,2,42.78498,-73.707983,7.2,5.9,6.3,1.0,5.9,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_2605_3,2605,3,42.78498,-73.707983,7.2,6.1,6.4,1.0,6.1,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_2605_4,2605,4,42.78498,-73.707983,7.2,6.6,6.6,1.0,6.6,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_2605_5,2605,5,42.78498,-73.707983,10.0,10.8,9.7,1.0,10.8,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_2606_1,2606,1,42.8992,-73.5989,4.0,4.0,4.3,1.5,4.0,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_2606_2,2606,2,42.8992,-73.5989,4.0,4.1,4.1,1.5,4.1,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_2606_3,2606,3,42.8992,-73.5989,4.0,3.8,3.9,1.5,3.8,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_2606_4,2606,4,42.8992,-73.5989,4.0,4.0,3.9,1.5,4.0,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_2607_1,2607,1,43.096823,-73.582107,2.0,1.5,1.6,0.1,1.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_2608_1,2608,1,43.9775,-75.8942,1.0,1.1,1.1,0.7,1.1,WAT,Hydro,HY,HY,Conventional Hydroelectric,23.0
EIA_2608_2,2608,2,43.9775,-75.8942,1.0,1.1,1.1,0.7,1.1,WAT,Hydro,HY,HY,Conventional Hydroelectric,23.0
EIA_2609_1,2609,1,43.2797,-73.7094,7.0,6.7,6.7,1.0,6.7,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_2609_2,2609,2,43.2797,-73.7094,7.0,7.0,8.1,1.0,7.0,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_2609_3,2609,3,43.2797,-73.7094,7.0,7.0,8.3,1.0,7.0,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_2609_4,2609,4,43.2797,-73.7094,7.0,7.2,7.4,1.0,7.2,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_2609_5,2609,5,43.2797,-73.7094,7.0,7.7,8.2,1.0,7.7,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_2609_6,2609,6,43.2797,-73.7094,1.3,1.3,1.3,0.2,1.3,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_2610_1,2610,1,43.9206,-75.2433,8.0,7.2,8.1,4.0,7.2,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_2610_2,2610,2,43.9206,-75.2433,8.0,7.2,8.1,4.0,7.2,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_2611_1,2611,1,44.5133,-74.8831,21.0,19.8,20.0,1.0,19.8,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_2612_8,2612,8,43.2339,-73.7556,9.0,8.5,8.6,4.0,8.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_2612_9,2612,9,43.2339,-73.7556,47.0,46.0,46.3,8.0,46.0,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_2613_1,2613,1,44.4553,-74.7614,26.0,23.3,24.5,1.0,23.3,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_2614_1,2614,1,43.2978,-73.8853,36.0,37.5,37.5,15.0,37.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_2614_2,2614,2,43.2978,-73.8853,2.5,2.5,2.5,0.2,2.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_2616_1,2616,1,44.642181,-74.976473,2.0,2.1,2.1,0.2,2.1,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_2616_2,2616,2,44.642181,-74.976473,2.0,2.0,2.0,0.2,2.0,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_2617_1,2617,1,43.927002,-75.321877,1.0,1.1,1.1,0.9,1.1,WAT,Hydro,HY,HY,Conventional Hydroelectric,23.0
EIA_2617_2,2617,2,43.927002,-75.321877,1.0,0.9,0.9,0.9,0.9,WAT,Hydro,HY,HY,Conventional Hydroelectric,23.0
EIA_2617_3,2617,3,43.927002,-75.321877,1.0,1.1,1.1,0.9,1.1,WAT,Hydro,HY,HY,Conventional Hydroelectric,23.0
EIA_2617_4,2617,4,43.927002,-75.321877,1.0,1.3,1.3,1.1,1.3,WAT,Hydro,HY,HY,Conventional Hydroelectric,23.0
EIA_2619_5,2619,5,43.2758,-75.1567,6.8,8.1,6.8,2.0,8.1,WAT,Hydro,HY,HY,Conventional Hydroelectric,46.0
EIA_2619_6,2619,6,43.2758,-75.1567,6.4,8.1,6.4,2.0,8.1,WAT,Hydro,HY,HY,Conventional Hydroelectric,46.0
EIA_2619_7,2619,7,43.2758,-75.1567,8.7,9.7,8.7,2.0,9.7,WAT,Hydro,HY,HY,Conventional Hydroelectric,46.0
EIA_2621_2,2621,2,43.4486,-76.5056,2.0,1.4,1.4,0.9,1.4,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_2621_3,2621,3,43.4486,-76.5056,2.0,1.4,1.4,0.9,1.4,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_2621_4,2621,4,43.4486,-76.5056,2.0,1.4,1.4,0.9,1.4,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_2621_5,2621,5,43.4486,-76.5056,2.0,1.4,1.4,0.9,1.4,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_2623_1,2623,1,43.3272,-78.2394,2.0,1.8,1.8,1.0,1.8,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_2623_2,2623,2,43.3272,-78.2394,2.0,2.0,2.0,1.1,2.0,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_2624_1,2624,1,44.7661,-74.9997,1.0,0.4,0.4,0.3,0.4,WAT,Hydro,HY,HY,Conventional Hydroelectric,23.0
EIA_2624_2,2624,2,44.7661,-74.9997,1.0,0.2,0.1,0.1,0.2,WAT,Hydro,HY,HY,Conventional Hydroelectric,23.0
EIA_2625_1,2625,1,41.2044,-73.9689,621.0,586.0,593.2,80.0,586.0,NG,Gas,ST,ST,Natural Gas Steam Turbine,345.0
EIA_2625_2,2625,2,41.2044,-73.9689,621.0,573.6,568.8,100.0,573.6,NG,Gas,ST,ST,Natural Gas Steam Turbine,345.0
EIA_2627_GRHM,2627,GRHM,41.8592,-74.5106,18.0,16.3,16.3,1.0,16.3,WAT,Hydro,HY,HY,Conventional Hydroelectric,69.0
EIA_2628_GEN1,2628,GEN1,41.1269,-74.1653,46.5,33.1,43.8,5.0,33.1,NG,Gas,GT,GT,Natural Gas Fired Combustion Turbine,69.0
EIA_2630_GEN1,2630,GEN1,41.537722,-74.771383,4.0,4.3,4.3,0.4,4.3,WAT,Hydro,HY,HY,Conventional Hydroelectric,69.0
EIA_2630_GEN2,2630,GEN2,41.537722,-74.771383,1.1,1.1,1.1,0.4,1.1,WAT,Hydro,HY,HY,Conventional Hydroelectric,69.0
EIA_2630_GEN3,2630,GEN3,41.537722,-74.771383,1.1,1.1,1.1,0.4,1.1,WAT,Hydro,HY,HY,Conventional Hydroelectric,69.0
EIA_2630_GEN4,2630,GEN4,41.537722,-74.771383,1.1,1.1,1.1,0.4,1.1,WAT,Hydro,HY,HY,Conventional Hydroelectric,69.0
EIA_2631_RIO,2631,RIO,41.4625,-74.7578,10.0,10.1,10.1,4.0,10.1,WAT,Hydro,HY,HY,Conventional Hydroelectric,69.0
EIA_2631_RIO2,2631,RIO2,41.4625,-74.7578,0.8,0.8,0.8,0.4,0.8,WAT,Hydro,HY,HY,Conventional Hydroelectric,69.0
EIA_2632_SHOE,2632,SHOE,41.4278,-74.4186,41.9,33.0,40.0,5.0,33.0,NG,Gas,GT,GT,Natural Gas Fired Combustion Turbine,69.0
EIA_2634_SWI2,2634,SWI2,41.5717,-74.7828,6.8,7.4,7.4,5.0,7.4,WAT,Hydro,HY,HY,Conventional Hydroelectric,69.0
EIA_2634_SWI3,2634,SWI3,41.5717,-74.7828,1.2,1.2,1.2,0.4,1.2,WAT,Hydro,HY,HY,Conventional Hydroelectric,69.0
EIA_2638_1,2638,1,43.1522,-77.6098,3.0,3.0,3.0,0.0,3.0,WAT,Hydro,HY,HY,Conventional Hydroelectric,11.5
EIA_2678_2,2678,2,40.6561,-73.5922,2.9,2.2,2.2,2.2,2.2,DFO,Oil,IC,IC,Petroleum Liquids,13.8
EIA_2678_3,2678,3,40.6561,-73.5922,3.1,2.0,2.0,2.0,2.0,DFO,Oil,IC,IC,Petroleum Liquids,13.8
EIA_2679_3,2679,3,40.6447,-73.5683,18.1,16.8,18.0,5.0,16.8,KER,Oil,GT,GT,Petroleum Liquids,69.0
EIA_2679_CT5,2679,CT5,40.6447,-73.5683,60.5,49.0,49.0,25.0,49.0,NG,Gas,GT,GT,Natural Gas Fired Combustion Turbine,69.0
EIA_2681_4,2681,4,41.1055,-72.3758,1.2,1.2,1.2,0.3,1.2,DFO,Oil,IC,IC,Petroleum Liquids,4.16
EIA_2681_5,2681,5,41.1055,-72.3758,1.8,1.6,1.6,0.3,1.6,DFO,Oil,IC,IC,Petroleum Liquids,4.16
EIA_2681_6,2681,6,41.1055,-72.3758,3.8,2.6,2.6,0.4,2.6,DFO,Oil,IC,IC,Petroleum Liquids,4.16
EIA_2682_5,2682,5,42.0933,-79.2478,24.5,22.5,22.5,5.0,22.5,NG,Gas,ST,ST,Natural Gas Steam Turbine,15.0
EIA_2682_6,2682,6,42.0933,-79.2478,24.5,22.5,22.5,5.0,22.5,NG,Gas,ST,ST,Natural Gas Steam Turbine,15.0
EIA_2682_7,2682,7,42.0933,-79.2478,47.3,42.0,47.0,9.0,42.0,NG,Gas,GT,GT,Natural Gas Fired Combustion Turbine,15.0
EIA_2685_1,2685,1,42.8056,-73.72264,2.8,2.8,2.8,1.0,2.8,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_2685_2,2685,2,42.8056,-73.72264,2.8,2.8,2.8,1.0,2.8,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_2685_3,2685,3,42.8056,-73.72264,3.0,3.0,3.0,1.0,3.0,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_2685_4,2685,4,42.8056,-73.72264,3.0,3.0,3.0,1.0,3.0,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_2686_1,2686,1,42.80746,-73.84269,2.8,2.8,2.9,1.0,2.8,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_2686_2,2686,2,42.80746,-73.84269,2.8,2.8,2.9,1.0,2.8,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_2686_3,2686,3,42.80746,-73.84269,3.0,3.0,2.9,1.0,3.0,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_2686_4,2686,4,42.80746,-73.84269,3.0,3.0,2.9,1.0,3.0,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_2693_1,2693,1,43.1427,-79.0394,193.5,187.3,187.3,1.0,187.3,WAT,Hydro,HY,HY,Conventional Hydroelectric,345.0
EIA_2693_10,2693,10,43.1427,-79.0394,193.5,187.3,187.3,1.0,187.3,WAT,Hydro,HY,HY,Conventional Hydroelectric,345.0
EIA_2693_11,2693,11,43.1427,-79.0394,193.5,187.3,187.3,1.0,187.3,WAT,Hydro,HY,HY,Conventional Hydroelectric,345.0
EIA_2693_12,2693,12,43.1427,-79.0394,193.5,187.3,187.3,1.0,187.3,WAT,Hydro,HY,HY,Conventional Hydroelectric,345.0
EIA_2693_13,2693,13,43.1427,-79.0394,193.5,187.3,187.3,1.0,187.3,WAT,Hydro,HY,HY,Conventional Hydroelectric,345.0
EIA_2693_2,2693,2,43.1427,-79.0394,193.5,187.3,187.3,1.0,187.3,WAT,Hydro,HY,HY,Conventional Hydroelectric,345.0
EIA_2693_3,2693,3,43.1427,-79.0394,193.5,187.3,187.3,1.0,187.3,WAT,Hydro,HY,HY,Conventional Hydroelectric,345.0
EIA_2693_4,2693,4,43.1427,-79.0394,193.5,187.3,187.3,1.0,187.3,WAT,Hydro,HY,HY,Conventional Hydroelectric,345.0
EIA_2693_5,2693,5,43.1427,-79.0394,193.5,187.3,187.3,1.0,187.3,WAT,Hydro,HY,HY,Conventional Hydroelectric,345.0
EIA_2693_7,2693,7,43.1427,-79.0394,193.5,187.3,187.3,1.0,187.3,WAT,Hydro,HY,HY,Conventional Hydroelectric,345.0
EIA_2693_8,2693,8,43.1427,-79.0394,150.3,187.3,187.3,1.0,187.3,WAT,Hydro,HY,HY,Conventional Hydroelectric,345.0
EIA_2693_9,2693,9,43.1427,-79.0394,150.3,187.3,187.3,1.0,187.3,WAT,Hydro,HY,HY,Conventional Hydroelectric,345.0
EIA_2694_17,2694,17,45.0038,-74.7994,57.0,53.5,53.5,1.0,53.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,230.0
EIA_2694_18,2694,18,45.0038,-74.7994,57.0,53.5,53.5,1.0,53.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,230.0
EIA_2694_19,2694,19,45.0038,-74.7994,57.0,53.5,53.5,1.0,53.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,230.0
EIA_2694_20,2694,20,45.0038,-74.7994,57.0,53.5,53.5,1.0,53.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,230.0
EIA_2694_21,2694,21,45.0038,-74.7994,57.0,53.5,53.5,1.0,53.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,230.0
EIA_2694_22,2694,22,45.0038,-74.7994,57.0,53.5,53.5,1.0,53.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,230.0
EIA_2694_23,2694,23,45.0038,-74.7994,57.0,53.5,53.5,1.0,53.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,230.0
EIA_2694_24,2694,24,45.0038,-74.7994,57.0,53.5,53.5,1.0,53.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,230.0
EIA_2694_25,2694,25,45.0038,-74.7994,57.0,53.5,53.5,1.0,53.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,230.0
EIA_2694_27,2694,27,45.0038,-74.7994,57.0,53.5,53.5,1.0,53.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,230.0
EIA_2694_28,2694,28,45.0038,-74.7994,57.0,53.5,53.5,1.0,53.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,230.0
EIA_2694_29,2694,29,45.0038,-74.7994,57.0,53.5,53.5,1.0,53.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,230.0
EIA_2694_30,2694,30,45.0038,-74.7994,57.0,53.5,53.5,1.0,53.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,230.0
EIA_2694_31,2694,31,45.0038,-74.7994,57.0,53.5,53.5,1.0,53.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,230.0
EIA_2694_32,2694,32,45.0038,-74.7994,57.0,53.5,53.5,1.0,53.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,230.0
EIA_2695_10,2695,10,40.658333,-73.640556,3.5,3.2,3.2,1.6,3.2,NG,Gas,IC,IC,Natural Gas Internal Combustion Engine,4.16
EIA_2695_11,2695,11,40.658333,-73.640556,5.2,5.2,5.2,2.6,5.2,NG,Gas,IC,IC,Natural Gas Internal Combustion Engine,4.16
EIA_2695_12,2695,12,40.658333,-73.640556,5.5,5.5,5.5,2.7,5.5,NG,Gas,IC,IC,Natural Gas Internal Combustion Engine,4.16
EIA_2695_13,2695,13,40.658333,-73.640556,5.5,5.5,5.5,2.7,5.5,NG,Gas,IC,IC,Natural Gas Internal Combustion Engine,4.16
EIA_2695_14,2695,14,40.658333,-73.640556,6.2,6.2,6.2,3.1,6.2,NG,Gas,IC,IC,Natural Gas Internal Combustion Engine,4.16
EIA_2695_9,2695,9,40.658333,-73.640556,3.5,3.2,3.2,1.6,3.2,NG,Gas,IC,IC,Natural Gas Internal Combustion Engine,4.16
EIA_2700_1,2700,1,43.975801,-75.874669,2.7,2.1,2.1,0.6,2.1,WAT,Hydro,HY,HY,Conventional Hydroelectric,2.3
EIA_2700_2,2700,2,43.975801,-75.874669,2.7,2.1,2.1,0.6,2.1,WAT,Hydro,HY,HY,Conventional Hydroelectric,2.3
EIA_2700_3,2700,3,43.975801,-75.874669,2.7,2.1,2.1,0.6,2.1,WAT,Hydro,HY,HY,Conventional Hydroelectric,2.3
EIA_6110_1,6110,1,43.52139,-76.408394,883.3,831.3,853.4,125.0,831.3,NUC,Nuclear,ST,ST,Nuclear,345.0
EIA_6122_1,6122,1,43.2777,-77.3099,614.0,580.3,582.0,121.0,580.3,NUC,Nuclear,ST,ST,Nuclear,115.0
EIA_6456_1,6456,1,43.6262,-73.3073,1.3,1.3,1.3,0.2,1.3,WAT,Hydro,HY,HY,Conventional Hydroelectric,46.0
EIA_6456_2,6456,2,43.6262,-73.3073,0.6,0.6,0.6,0.2,0.6,WAT,Hydro,HY,HY,Conventional Hydroelectric,46.0
EIA_6486_1,6486,1,44.6967,-73.6122,1.0,1.0,1.0,0.0,1.0,WAT,Hydro,HY,HY,Conventional Hydroelectric,6.72
EIA_6486_2,6486,2,44.6967,-73.6122,1.2,1.2,1.2,0.0,1.2,WAT,Hydro,HY,HY,Conventional Hydroelectric,6.72
