gen_uid,plant_code,generator_id,lat,lon,nameplate_mw,summer_mw,winter_mw,min_load_mw,pmax_mw,fuel_code,fuel,prime_mover,unit_type,technology,grid_kv
EIA_50458_GEN2,50458,GEN2,43.25,-73.8125,55.0,54.2,44.0,39.2,54.2,NG,Gas,CA,CC,Natural Gas Fired Combined Cycle,115.0
EIA_50472_GEN1,50472,GEN1,43.0839,-79.0056,25.0,18.0,18.0,3.0,18.0,MSW,Biomass,ST,ST,Municipal Solid Waste,115.0
EIA_50472_GEN2,50472,GEN2,43.0839,-79.0056,25.0,18.0,18.0,3.0,18.0,MSW,Biomass,ST,ST,Municipal Solid Waste,115.0
EIA_50512_GEN1,50512,GEN1,44.000608,-75.961156,14.5,14.5,14.5,2.2,14.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_50512_GEN2,50512,GEN2,44.000608,-75.961156,14.5,14.5,14.5,2.2,14.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_50512_GEN3,50512,GEN3,44.000608,-75.961156,3.6,3.6,3.6,0.5,3.6,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_50513_GEN1,50513,GEN1,43.897386,-75.04,1.8,2.5,2.5,0.3,2.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_50514_GEN1,50514,GEN1,43.160868,-73.584076,2.5,2.5,2.5,2.5,2.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_50514_GEN2,50514,GEN2,43.160868,-73.584076,2.5,2.5,2.5,2.5,2.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_50568_GEN1,50568,GEN1,43.081667,-77.381667,0.8,0.8,0.8,0.5,0.8,LFG,Biomass,IC,IC,Landfill Gas,35.0
EIA_50568_GEN2,50568,GEN2,43.081667,-77.381667,0.8,0.8,0.8,0.5,0.8,LFG,Biomass,IC,IC,Landfill Gas,35.0
EIA_50568_GEN3,50568,GEN3,43.081667,-77.381667,0.8,0.8,0.8,0.5,0.8,LFG,Biomass,IC,IC,Landfill Gas,35.0
EIA_50568_GEN4,50568,GEN4,43.081667,-77.381667,0.8,0.8,0.8,0.5,0.8,LFG,Biomass,IC,IC,Landfill Gas,35.0
EIA_50568_GEN5,50568,GEN5,43.081667,-77.381667,1.6,1.6,1.6,0.8,1.6,LFG,Biomass,IC,IC,Landfill Gas,35.0
EIA_50568_GEN6,50568,GEN6,43.081667,-77.381667,1.6,1.6,1.6,0.8,1.6,LFG,Biomass,IC,IC,Landfill Gas,35.0
EIA_50568_GEN7,50568,GEN7,43.081667,-77.381667,1.6,1.6,1.6,0.8,1.6,LFG,Biomass,IC,IC,Landfill Gas,35.0
EIA_50568_GEN8,50568,GEN8,43.081667,-77.381667,1.6,1.6,1.6,0.8,1.6,LFG,Biomass,IC,IC,Landfill Gas,35.0
EIA_50649_GEN1,50649,GEN1,40.7348,-73.3868,17.0,14.4,14.4,1.0,14.4,MSW,Biomass,ST,ST,Municipal Solid Waste,69.0
EIA_50652_GEN1,50652,GEN1,43.618874,-75.30546,1.5,1.5,1.5,0.1,1.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_50652_GEN2,50652,GEN2,43.618874,-75.30546,1.5,1.5,1.5,0.1,1.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_50656_GEN1,50656,GEN1,40.8814,-73.2906,28.0,24.5,24.5,8.0,24.5,MSW,Biomass,ST,ST,Municipal Solid Waste,69.0
EIA_50662_GEN1,50662,GEN1,43.0047,-76.1149,39.5,30.0,30.0,3.5,30.0,MSW,Biomass,ST,ST,Municipal Solid Waste,115.0
EIA_50744_GEN1,50744,GEN1,43.080338,-75.600963,47.7,38.8,47.6,35.0,38.8,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,115.0
EIA_50744_GEN2,50744,GEN2,43.080338,-75.600963,16.5,16.0,16.5,12.0,16.0,NG,Gas,CA,CC,Natural Gas Fired Combined Cycle,115.0
EIA_50744_GEN3,50744,GEN3,43.080338,-75.600963,1.1,1.1,1.1,0.2,1.1,DFO,Oil,IC,IC,Petroleum Liquids,115.0
EIA_50759_GEN1,50759,GEN1,43.98289,-75.620583,2.2,2.1,2.0,0.3,2.1,WAT,Hydro,HY,HY,Conventional Hydroelectric,23.0
EIA_50759_GEN2,50759,GEN2,43.98289,-75.620583,2.2,2.1,2.0,0.3,2.1,WAT,Hydro,HY,HY,Conventional Hydroelectric,23.0
EIA_50768_1,50768,1,43.442468,-75.215946,3.4,3.4,3.4,0.5,3.4,WAT,Hydro,HY,HY,Conventional Hydroelectric,46.0
EIA_50882_GEN1,50882,GEN1,41.277129,-73.942344,59.7,51.0,53.7,7.0,51.0,MSW,Biomass,ST,ST,Municipal Solid Waste,138.0
EIA_50907_UNT1,50907,UNT1,43.348808,-76.425169,1.8,1.7,1.7,0.4,1.7,MSW,Biomass,ST,ST,Municipal Solid Waste,34.5
EIA_50907_UNT2,50907,UNT2,43.348808,-76.425169,1.8,1.7,1.7,0.4,1.7,MSW,Biomass,ST,ST,Municipal Solid Waste,34.5
EIA_50978_GEN1,50978,GEN1,43.06132,-76.08239,48.8,35.0,40.0,16.0,35.0,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,115.0
EIA_50978_GEN2,50978,GEN2,43.06132,-76.08239,48.8,35.0,40.0,16.0,35.0,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,115.0
EIA_50978_GEN3,50978,GEN3,43.06132,-76.08239,25.0,23.0,25.0,10.0,23.0,NG,Gas,CA,CC,Natural Gas Fired Combined Cycle,115.0
EIA_51033_GEN1,51033,GEN1,41.859601,-74.510259,7.5,7.0,7.6,5.0,7.0,WAT,Hydro,HY,HY,Conventional Hydroelectric,69.0
EIA_51034_GEN1,51034,GEN1,43.040335,-74.850621,6.5,6.5,6.5,0.8,6.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,46.0
EIA_51034_GEN2,51034,GEN2,43.040335,-74.850621,6.5,6.5,6.5,0.8,6.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,46.0
EIA_51038_GEN1,51038,GEN1,40.7869,-73.1064,12.5,11.0,11.0,1.0,11.0,MSW,Biomass,ST,ST,Municipal Solid Waste,13.8
EIA_52058_01,52058,01,44.704089,-75.487049,0.7,0.2,0.2,0.1,0.2,WAT,Hydro,HY,HY,Conventional Hydroelectric,13.2
EIA_52058_02,52058,02,44.704089,-75.487049,0.7,0.2,0.1,0.1,0.2,WAT,Hydro,HY,HY,Conventional Hydroelectric,13.2
EIA_52058_03,52058,03,44.704089,-75.487049,0.7,0.2,0.1,0.1,0.2,WAT,Hydro,HY,HY,Conventional Hydroelectric,13.2
EIA_52058_04,52058,04,44.704089,-75.487049,0.7,0.2,0.1,0.1,0.2,WAT,Hydro,HY,HY,Conventional Hydroelectric,13.2
EIA_52058_05,52058,05,44.704089,-75.487049,0.7,0.2,0.1,0.1,0.2,WAT,Hydro,HY,HY,Conventional Hydroelectric,13.2
EIA_52091_01-8N,52091,01-8N,40.6679,-73.9787,0.8,0.8,0.8,0.1,0.8,DFO,Oil,IC,IC,Petroleum Liquids,480.0
EIA_52091_02-8P,52091,02-8P,40.6679,-73.9787,1.0,1.0,1.0,0.1,1.0,DFO,Oil,IC,IC,Petroleum Liquids,480.0
EIA_52091_03-8L,52091,03-8L,40.6679,-73.9787,1.0,1.0,1.0,0.1,1.0,DFO,Oil,IC,IC,Petroleum Liquids,480.0
EIA_52168_GEN2,52168,GEN2,40.869972,-73.824437,16.0,16.0,16.0,3.0,16.0,NG,Gas,CA,CC,Natural Gas Fired Combined Cycle,26.4
EIA_52168_GEN3,52168,GEN3,40.869972,-73.824437,12.9,12.3,12.6,10.3,12.3,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,26.4
EIA_52168_GEN4,52168,GEN4,40.869972,-73.824437,12.9,12.3,12.6,10.3,12.3,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,26.4
EIA_52168_U0007,52168,U0007,40.869972,-73.824437,1.7,1.5,1.5,0.3,1.5,DFO,Oil,IC,IC,Petroleum Liquids,26.4
EIA_54034_GEN1,54034,GEN1,42.625325,-73.749955,49.2,47.0,57.0,45.0,47.0,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,115.0
EIA_54034_GEN2,54034,GEN2,42.625325,-73.749955,39.0,32.4,27.0,15.0,32.4,NG,Gas,CA,CC,Natural Gas Fired Combined Cycle,115.0
EIA_54041_GEN1,54041,GEN1,43.161947,-78.744971,48.7,43.3,48.3,30.0,43.3,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,115.0
EIA_54041_GEN2,54041,GEN2,43.161947,-78.744971,48.7,43.3,48.3,30.0,43.3,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,115.0
EIA_54041_GEN3,54041,GEN3,43.161947,-78.744971,48.7,43.3,48.3,30.0,43.3,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,115.0
EIA_54041_GEN4,54041,GEN4,43.161947,-78.744971,75.2,78.0,80.0,14.0,78.0,NG,Gas,CA,CC,Natural Gas Fired Combined Cycle,115.0
EIA_54076_GEN1,54076,GEN1,42.085944,-78.45425,46.0,34.1,43.2,29.0,34.1,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,115.0
EIA_54076_GEN2,54076,GEN2,42.085944,-78.45425,44.6,44.6,44.6,34.0,44.6,NG,Gas,CA,CC,Natural Gas Fired Combined Cycle,115.0
EIA_54099_GEN1,54099,GEN1,43.891437,-73.396998,42.1,41.0,39.0,2.0,41.0,NG,Gas,ST,ST,Natural Gas Steam Turbine,115.0
EIA_54114_GEN1,54114,GEN1,40.6417,-73.7778,47.1,49.0,51.1,30.0,49.0,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,138.0
EIA_54114_GEN2,54114,GEN2,40.6417,-73.7778,47.1,51.7,50.0,30.0,51.7,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,138.0
EIA_54114_GEN3,54114,GEN3,40.6417,-73.7778,27.0,26.0,24.9,6.0,26.0,NG,Gas,CA,CC,Natural Gas Fired Combined Cycle,138.0
EIA_54131_GEN1,54131,GEN1,43.0483,-78.8539,48.7,37.4,44.7,30.6,37.4,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,115.0
EIA_54131_GEN2,54131,GEN2,43.0483,-78.8539,17.0,20.0,20.0,10.0,20.0,NG,Gas,CA,CC,Natural Gas Fired Combined Cycle,115.0
EIA_54149_GEN1,54149,GEN1,40.916833,-73.129056,47.0,44.5,47.1,23.0,44.5,NG,Gas,GT,GT,Natural Gas Fired Combustion Turbine,69.0
EIA_54391_1,54391,1,44.519153,-73.464752,1.5,1.5,1.5,0.5,1.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,23.0
EIA_54391_2,54391,2,44.519153,-73.464752,0.6,0.7,0.7,0.1,0.7,WAT,Hydro,HY,HY,Conventional Hydroelectric,23.0
EIA_54395_1,54395,1,42.937465,-73.654393,1.7,1.7,1.7,0.4,1.7,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_54395_2,54395,2,42.937465,-73.654393,1.7,1.7,1.7,0.4,1.7,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_54547_1,54547,1,43.495,-76.4511,169.2,155.7,194.4,90.0,155.7,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,345.0
EIA_54547_2,54547,2,43.495,-76.4511,169.2,155.7,194.4,90.0,155.7,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,345.0
EIA_54547_3,54547,3,43.495,-76.4511,169.2,155.7,194.4,90.0,155.7,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,345.0
EIA_54547_4,54547,4,43.495,-76.4511,169.5,155.7,194.4,90.0,155.7,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,345.0
EIA_54547_5,54547,5,43.495,-76.4511,204.5,167.9,209.7,45.0,167.9,NG,Gas,CA,CC,Natural Gas Fired Combined Cycle,345.0
EIA_54547_6,54547,6,43.495,-76.4511,204.5,167.9,209.7,45.0,167.9,NG,Gas,CA,CC,Natural Gas Fired Combined Cycle,345.0
EIA_54548_1,54548,1,43.980806,-75.624677,3.3,3.0,3.0,1.0,3.0,WAT,Hydro,HY,HY,Conventional Hydroelectric,23.0
EIA_54573_1,54573,1,41.598395,-73.922036,1.0,1.0,0.9,1.0,1.0,WAT,Hydro,HY,HY,Conventional Hydroelectric,14.0
EIA_54574_GEN1,54574,GEN1,44.7132,-73.4557,95.2,79.4,92.0,40.0,79.4,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,115.0
EIA_54574_GEN2,54574,GEN2,44.7132,-73.4557,95.2,73.5,92.0,40.0,73.5,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,115.0
EIA_54574_GEN3,54574,GEN3,44.7132,-73.4557,95.2,85.9,86.5,10.0,85.9,NG,Gas,CA,CC,Natural Gas Fired Combined Cycle,115.0
EIA_54580_C1,54580,C1,43.2469,-73.8281,2.6,2.5,2.5,0.9,2.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_54580_C2,54580,C2,43.2469,-73.8281,2.6,2.5,2.5,0.9,2.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_54580_C3,54580,C3,43.2469,-73.8281,2.6,2.4,2.4,2.3,2.4,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_54580_C4,54580,C4,43.2469,-73.8281,1.0,1.1,1.1,0.2,1.1,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_54580_C5,54580,C5,43.2469,-73.8281,1.0,1.1,1.1,0.2,1.1,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_54580_P1,54580,P1,43.2469,-73.8281,24.6,25.0,25.0,6.0,25.0,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_54580_P2,54580,P2,43.2469,-73.8281,24.6,25.0,25.0,6.0,25.0,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_54592_GEN1,54592,GEN1,44.9503,-74.8928,66.5,46.0,56.0,46.0,46.0,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,115.0
EIA_54592_GEN2,54592,GEN2,44.9503,-74.8928,35.6,35.0,35.0,30.0,35.0,NG,Gas,CA,CC,Natural Gas Fired Combined Cycle,115.0
EIA_54593_GEN1,54593,GEN1,42.9828,-78.1592,47.7,34.3,44.3,34.3,34.3,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,115.0
EIA_54593_GEN2,54593,GEN2,42.9828,-78.1592,18.5,14.5,14.8,14.5,14.5,NG,Gas,CA,CC,Natural Gas Fired Combined Cycle,115.0
EIA_54691_2G,54691,2G,43.884444,-75.430556,0.5,0.5,0.5,0.1,0.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,23.0
EIA_54691_3G,54691,3G,43.884444,-75.430556,0.5,0.5,0.5,0.1,0.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,23.0
EIA_54772_GEN1,54772,GEN1,43.304413,-73.63993,6.9,6.9,6.9,0.1,6.9,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_54772_GEN2,54772,GEN2,43.304413,-73.63993,6.9,6.9,6.9,0.1,6.9,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_54782_GE10,54782,GE10,42.9281,-76.8408,0.8,0.8,0.8,0.6,0.8,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_54782_GE11,54782,GE11,42.9281,-76.8408,0.8,0.8,0.8,0.6,0.8,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_54782_GE12,54782,GE12,42.9281,-76.8408,0.8,0.8,0.8,0.6,0.8,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_54782_GE13,54782,GE13,42.9281,-76.8408,0.8,0.8,0.8,0.6,0.8,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_54782_GE14,54782,GE14,42.9281,-76.8408,0.8,0.8,0.8,0.6,0.8,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_54782_GE15,54782,GE15,42.9281,-76.8408,1.6,1.6,1.6,0.8,1.6,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_54782_GE16,54782,GE16,42.9281,-76.8408,1.6,1.6,1.6,0.8,1.6,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_54782_GE17,54782,GE17,42.9281,-76.8408,1.6,1.6,1.6,0.8,1.6,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_54782_GE18,54782,GE18,42.9281,-76.8408,1.6,1.6,1.6,0.8,1.6,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_54782_GEN1,54782,GEN1,42.9281,-76.8408,0.8,0.8,0.8,0.6,0.8,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_54782_GEN2,54782,GEN2,42.9281,-76.8408,0.8,0.8,0.8,0.6,0.8,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_54782_GEN3,54782,GEN3,42.9281,-76.8408,0.8,0.8,0.8,0.6,0.8,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_54782_GEN4,54782,GEN4,42.9281,-76.8408,0.8,0.8,0.8,0.6,0.8,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_54782_GEN5,54782,GEN5,42.9281,-76.8408,0.8,0.8,0.8,0.6,0.8,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_54782_GEN6,54782,GEN6,42.9281,-76.8408,0.8,0.8,0.8,0.6,0.8,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_54782_GEN7,54782,GEN7,42.9281,-76.8408,0.8,0.8,0.8,0.6,0.8,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_54782_GEN8,54782,GEN8,42.9281,-76.8408,0.8,0.8,0.8,0.6,0.8,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_54782_GEN9,54782,GEN9,42.9281,-76.8408,0.8,0.8,0.8,0.6,0.8,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_54808_GT1,54808,GT1,40.7899,-73.9233,5.5,5.5,5.5,3.0,5.5,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,13.2
EIA_54808_GT2,54808,GT2,40.7899,-73.9233,5.5,5.5,5.5,3.0,5.5,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,13.2
EIA_54865_1-02,54865,1-02,43.227058,-76.302137,1.6,1.2,1.2,0.3,1.2,WAT,Hydro,HY,HY,Conventional Hydroelectric,2.4
EIA_54865_2-01,54865,2-01,43.227058,-76.302137,1.6,1.2,1.2,0.3,1.2,WAT,Hydro,HY,HY,Conventional Hydroelectric,2.4
EIA_54878_01,54878,01,44.336358,-75.50274,0.4,0.4,0.4,0.1,0.4,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_54878_02,54878,02,44.336358,-75.50274,0.3,0.3,0.3,0.1,0.3,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_54878_03,54878,03,44.336358,-75.50274,0.3,0.3,0.3,0.1,0.3,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_54914_01,54914,01,40.699357,-73.976392,121.0,95.0,110.0,90.0,95.0,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,138.0
EIA_54914_02,54914,02,40.699357,-73.976392,121.0,95.0,110.0,90.0,95.0,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,138.0
EIA_54914_03,54914,03,40.699357,-73.976392,40.0,35.0,38.0,35.0,35.0,NG,Gas,CA,CC,Natural Gas Fired Combined Cycle,138.0
EIA_54914_04,54914,04,40.699357,-73.976392,40.0,35.0,38.0,35.0,35.0,NG,Gas,CA,CC,Natural Gas Fired Combined Cycle,138.0
EIA_54953_GEN1,54953,GEN1,43.2958,-73.5956,22.0,22.0,22.0,0.1,22.0,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_54953_GEN2,54953,GEN2,43.2958,-73.5956,22.0,22.0,22.0,0.1,22.0,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_55155_UNT1,55155,UNT1,42.704391,-73.850866,0.9,0.9,0.9,0.7,0.9,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_55155_UNT2,55155,UNT2,42.704391,-73.850866,0.9,0.9,0.9,0.7,0.9,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_55155_UNT3,55155,UNT3,42.704391,-73.850866,0.9,0.9,0.9,0.7,0.9,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_55155_UNT4,55155,UNT4,42.704391,-73.850866,1.6,1.6,1.6,1.2,1.6,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_55155_UNT5,55155,UNT5,42.704391,-73.850866,1.6,1.6,1.6,1.2,1.6,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_55368_V47,55368,V47,42.678819,-78.243792,6.6,6.6,6.6,0.1,6.6,WND,Wind,WT,WT,Onshore Wind Turbine,34.5
EIA_55375_CT1,55375,CT1,40.7825,-73.8964,170.0,165.0,189.0,100.0,165.0,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,138.0
EIA_55375_CT2,55375,CT2,40.7825,-73.8964,170.0,165.0,189.0,100.0,165.0,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,138.0
EIA_55375_ST1,55375,ST1,40.7825,-73.8964,255.0,228.0,266.0,120.0,228.0,NG,Gas,CA,CC,Natural Gas Fired Combined Cycle,138.0
EIA_55405_CT1,55405,CT1,42.2728,-73.8492,270.3,218.7,272.8,153.1,218.7,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,345.0
EIA_55405_CT2,55405,CT2,42.2728,-73.8492,270.3,221.5,273.6,155.1,221.5,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,345.0
EIA_55405_CT3,55405,CT3,42.2728,-73.8492,270.3,222.1,286.5,155.5,222.1,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,345.0
EIA_55405_ST1,55405,ST1,42.2728,-73.8492,136.9,110.7,139.0,77.5,110.7,NG,Gas,CA,CC,Natural Gas Fired Combined Cycle,345.0
EIA_55405_ST2,55405,ST2,42.2728,-73.8492,136.9,111.8,136.4,78.2,111.8,NG,Gas,CA,CC,Natural Gas Fired Combined Cycle,345.0
EIA_55405_ST3,55405,ST3,42.2728,-73.8492,136.9,109.0,121.4,76.3,109.0,NG,Gas,CA,CC,Natural Gas Fired Combined Cycle,345.0
EIA_55699_1,55699,1,40.610654,-73.762218,60.5,55.8,50.0,26.0,55.8,NG,Gas,GT,GT,Natural Gas Fired Combustion Turbine,69.0
EIA_55757_GEN1,55757,GEN1,43.2094,-78.9836,0.8,0.8,0.8,0.6,0.8,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_55757_GEN2,55757,GEN2,43.2094,-78.9836,0.8,0.8,0.8,0.6,0.8,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_55757_GEN3,55757,GEN3,43.2094,-78.9836,0.8,0.8,0.8,0.6,0.8,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_55757_GEN4,55757,GEN4,43.2094,-78.9836,0.8,0.8,0.8,0.6,0.8,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_55757_GEN5,55757,GEN5,43.2094,-78.9836,0.8,0.8,0.8,0.6,0.8,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_55757_GEN6,55757,GEN6,43.2094,-78.9836,0.8,0.8,0.8,0.6,0.8,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_55757_GEN7,55757,GEN7,43.2094,-78.9836,0.8,0.8,0.8,0.6,0.8,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_55769_MADW,55769,MADW,42.894722,-75.451666,11.5,11.5,11.5,0.1,11.5,WND,Wind,WT,WT,Onshore Wind Turbine,115.0
EIA_55786_CT01,55786,CT01,40.7861,-73.2931,50.0,42.5,47.0,25.0,42.5,NG,Gas,GT,GT,Natural Gas Fired Combustion Turbine,69.0
EIA_55786_CT02,55786,CT02,40.7861,-73.2931,50.0,42.5,47.0,25.0,42.5,NG,Gas,GT,GT,Natural Gas Fired Combustion Turbine,69.0
EIA_55787_CT01,55787,CT01,40.957053,-72.865877,50.0,42.5,47.0,25.0,42.5,KER,Oil,GT,GT,Petroleum Liquids,69.0
EIA_55787_CT02,55787,CT02,40.957053,-72.865877,50.0,42.5,47.0,25.0,42.5,KER,Oil,GT,GT,Petroleum Liquids,69.0
EIA_55790_1,55790,1,42.988989,-75.762536,30.0,30.0,30.0,0.1,30.0,WND,Wind,WT,WT,Onshore Wind Turbine,115.0
EIA_55969_U-01,55969,U-01,41.10603,-72.376155,54.0,53.4,54.1,20.0,53.4,KER,Oil,GT,GT,Petroleum Liquids,69.0
EIA_56032_0001,56032,0001,40.6439,-73.5683,60.0,45.9,47.1,28.0,45.9,NG,Gas,GT,GT,Natural Gas Fired Combustion Turbine,69.0
EIA_56032_001,56032,001,40.6439,-73.5683,60.0,48.1,49.7,28.0,48.1,NG,Gas,GT,GT,Natural Gas Fired Combustion Turbine,69.0
EIA_56141_2,56141,2,40.6097,-73.7622,60.5,55.8,60.0,26.0,55.8,NG,Gas,GT,GT,Natural Gas Fired Combustion Turbine,69.0
EIA_56188_CTG,56188,CTG,40.736611,-73.388424,50.0,47.0,47.0,40.0,47.0,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,69.0
EIA_56188_STG,56188,STG,40.736611,-73.388424,32.0,27.5,30.1,5.0,27.5,NG,Gas,CA,CC,Natural Gas Fired Combined Cycle,69.0
EIA_56196_CA01,56196,CA01,40.7889,-73.9069,188.0,,,,188.0,NG,Gas,CA,CC,Natural Gas Fired Combined Cycle,138.0
EIA_56196_CT01,56196,CT01,40.7889,-73.9069,170.0,238.0,270.2,135.0,238.0,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,138.0
EIA_56196_CT02,56196,CT02,40.7889,-73.9069,170.0,238.0,270.2,135.0,238.0,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,138.0
EIA_56234_CT01,56234,CT01,40.8142,-72.9403,196.2,187.7,216.0,150.0,187.7,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,138.0
EIA_56234_ST01,56234,ST01,40.8142,-72.9403,152.7,129.6,149.2,80.0,129.6,NG,Gas,CA,CC,Natural Gas Fired Combined Cycle,138.0
EIA_56250_GEN1,56250,GEN1,42.8586,-77.0872,0.8,0.8,0.8,0.6,0.8,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_56250_GEN10,56250,GEN10,42.8586,-77.0872,1.6,1.6,1.6,0.8,1.6,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_56250_GEN11,56250,GEN11,42.8586,-77.0872,1.6,1.6,1.6,0.8,1.6,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_56250_GEN2,56250,GEN2,42.8586,-77.0872,0.8,0.8,0.8,0.6,0.8,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_56250_GEN3,56250,GEN3,42.8586,-77.0872,0.8,0.8,0.8,0.6,0.8,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_56250_GEN4,56250,GEN4,42.8586,-77.0872,0.8,0.8,0.8,0.6,0.8,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_56250_GEN5,56250,GEN5,42.8586,-77.0872,0.8,0.8,0.8,0.6,0.8,LFG,Biomass,IC,IC,Landfill Gas,34.5
