Date,Hour,Type,Solve Time
2024-08-20,0,SCED,1.4535
2024-08-20,1,SCED,1.2961
2024-08-20,2,SCED,1.315
2024-08-20,3,SCED,1.2944
2024-08-20,4,SCED,1.2759
2024-08-20,5,SCED,1.2867
2024-08-20,6,SCED,0.9827
2024-08-20,7,SCED,1.002
2024-08-20,8,SCED,0.9997
2024-08-20,9,SCED,0.9714
2024-08-20,10,SCED,1.1539
2024-08-20,11,SCED,1.2358
2024-08-20,12,SCED,1.0598
2024-08-20,13,SCED,1.0307
2024-08-20,14,SCED,1.1968
2024-08-20,15,SCED,1.0448
2024-08-20,16,SCED,1.3541
2024-08-20,17,SCED,1.0953
2024-08-20,18,SCED,1.2335
2024-08-20,19,SCED,1.5089
2024-08-20,20,SCED,1.3002
2024-08-20,21,SCED,1.1489
2024-08-20,22,SCED,1.136
2024-08-20,23,SCED,1.0873
