Date,Hour,Type,Solve Time
2024-06-17,0,SCED,1.8248
2024-06-17,1,SCED,2.4496
2024-06-17,2,SCED,1.6746
2024-06-17,3,SCED,1.6872
2024-06-17,4,SCED,1.6654
2024-06-17,5,SCED,1.6895
2024-06-17,6,SCED,1.0317
2024-06-17,7,SCED,1.0272
2024-06-17,8,SCED,1.0887
2024-06-17,9,SCED,1.4004
2024-06-17,10,SCED,1.0708
2024-06-17,11,SCED,1.0688
2024-06-17,12,SCED,1.4009
2024-06-17,13,SCED,1.6125
2024-06-17,14,SCED,1.5471
2024-06-17,15,SCED,1.5754
2024-06-17,16,SCED,1.2502
2024-06-17,17,SCED,1.248
2024-06-17,18,SCED,1.6285
2024-06-17,19,SCED,1.288
2024-06-17,20,SCED,4.3976
2024-06-17,21,SCED,2.0208
2024-06-17,22,SCED,1.9348
2024-06-17,23,SCED,1.3985
