Date,Hour,Type,Solve Time
2024-01-08,0,SCED,2.9327
2024-01-08,1,SCED,1.2361
2024-01-08,2,SCED,1.1907
2024-01-08,3,SCED,1.246
2024-01-08,4,SCED,1.2136
2024-01-08,5,SCED,1.247
2024-01-08,6,SCED,1.1254
2024-01-08,7,SCED,1.1524
2024-01-08,8,SCED,1.1283
2024-01-08,9,SCED,1.1006
2024-01-08,10,SCED,1.1032
2024-01-08,11,SCED,1.0191
2024-01-08,12,SCED,1.1996
2024-01-08,13,SCED,1.0695
2024-01-08,14,SCED,1.1143
2024-01-08,15,SCED,1.0568
2024-01-08,16,SCED,1.089
2024-01-08,17,SCED,1.9304
2024-01-08,18,SCED,1.1436
2024-01-08,19,SCED,1.1369
2024-01-08,20,SCED,1.102
2024-01-08,21,SCED,1.0782
2024-01-08,22,SCED,1.1002
2024-01-08,23,SCED,1.1776
