Date,Hour,Type,Solve Time
2024-01-08,0,SCED,1.102
2024-01-08,1,SCED,1.0335
2024-01-08,2,SCED,0.9803
2024-01-08,3,SCED,1.0073
2024-01-08,4,SCED,0.9702
2024-01-08,5,SCED,0.963
2024-01-08,6,SCED,1.0496
2024-01-08,7,SCED,0.9284
2024-01-08,8,SCED,0.9568
2024-01-08,9,SCED,0.9304
2024-01-08,10,SCED,0.944
2024-01-08,11,SCED,0.9439
2024-01-08,12,SCED,1.0147
2024-01-08,13,SCED,0.9913
2024-01-08,14,SCED,0.9391
2024-01-08,15,SCED,1.0364
2024-01-08,16,SCED,1.0221
2024-01-08,17,SCED,1.0703
2024-01-08,18,SCED,1.0929
2024-01-08,19,SCED,1.0332
2024-01-08,20,SCED,1.0192
2024-01-08,21,SCED,1.0384
2024-01-08,22,SCED,0.9224
2024-01-08,23,SCED,1.05
