Date,Hour,Type,Solve Time
2024-01-08,0,SCED,1.5787
2024-01-08,1,SCED,1.4028
2024-01-08,2,SCED,1.4023
2024-01-08,3,SCED,1.409
2024-01-08,4,SCED,1.4162
2024-01-08,5,SCED,1.4116
2024-01-08,6,SCED,1.1718
2024-01-08,7,SCED,1.1564
2024-01-08,8,SCED,1.446
2024-01-08,9,SCED,1.5278
2024-01-08,10,SCED,1.5059
2024-01-08,11,SCED,1.2147
2024-01-08,12,SCED,1.2184
2024-01-08,13,SCED,1.212
2024-01-08,14,SCED,1.2046
2024-01-08,15,SCED,1.5646
2024-01-08,16,SCED,1.5929
2024-01-08,17,SCED,3.1579
2024-01-08,18,SCED,1.6779
2024-01-08,19,SCED,1.2746
2024-01-08,20,SCED,1.799
2024-01-08,21,SCED,1.2932
2024-01-08,22,SCED,1.6844
2024-01-08,23,SCED,1.2053
