Date,Hour,Type,Solve Time
2024-08-20,0,SCED,1.7081
2024-08-20,1,SCED,1.4023
2024-08-20,2,SCED,3.4974
2024-08-20,3,SCED,1.3948
2024-08-20,4,SCED,1.4203
2024-08-20,5,SCED,1.3848
2024-08-20,6,SCED,0.9999
2024-08-20,7,SCED,1.0389
2024-08-20,8,SCED,1.2616
2024-08-20,9,SCED,1.2372
2024-08-20,10,SCED,1.2189
2024-08-20,11,SCED,1.0827
2024-08-20,12,SCED,1.254
2024-08-20,13,SCED,2.543
2024-08-20,14,SCED,1.5344
2024-08-20,15,SCED,3.1589
2024-08-20,16,SCED,1.5323
2024-08-20,17,SCED,1.2903
2024-08-20,18,SCED,1.2256
2024-08-20,19,SCED,1.963
2024-08-20,20,SCED,1.5025
2024-08-20,21,SCED,1.857
2024-08-20,22,SCED,1.7305
2024-08-20,23,SCED,1.8201
