Date,Hour,Type,Solve Time
2024-08-20,0,SCED,1.9686
2024-08-20,1,SCED,1.8652
2024-08-20,2,SCED,1.782
2024-08-20,3,SCED,1.7874
2024-08-20,4,SCED,1.765
2024-08-20,5,SCED,1.7908
2024-08-20,6,SCED,1.0793
2024-08-20,7,SCED,1.0737
2024-08-20,8,SCED,1.1997
2024-08-20,9,SCED,1.1095
2024-08-20,10,SCED,1.274
2024-08-20,11,SCED,3.3022
2024-08-20,12,SCED,1.7687
2024-08-20,13,SCED,1.5645
2024-08-20,14,SCED,2.0434
2024-08-20,15,SCED,2.3537
2024-08-20,16,SCED,2.4434
2024-08-20,17,SCED,1.5195
2024-08-20,18,SCED,1.5144
2024-08-20,19,SCED,1.4207
2024-08-20,20,SCED,1.8584
2024-08-20,21,SCED,1.6465
2024-08-20,22,SCED,1.5897
2024-08-20,23,SCED,3.0402
