Date,Hour,Type,Solve Time
2024-08-20,0,SCED,4.4676
2024-08-20,1,SCED,2.2751
2024-08-20,2,SCED,2.1988
2024-08-20,3,SCED,2.2965
2024-08-20,4,SCED,2.2101
2024-08-20,5,SCED,2.2699
2024-08-20,6,SCED,1.1473
2024-08-20,7,SCED,1.141
2024-08-20,8,SCED,1.5921
2024-08-20,9,SCED,1.3629
2024-08-20,10,SCED,1.1644
2024-08-20,11,SCED,1.331
2024-08-20,12,SCED,1.7502
2024-08-20,13,SCED,2.7249
2024-08-20,14,SCED,1.9192
2024-08-20,15,SCED,2.1708
2024-08-20,16,SCED,2.2278
2024-08-20,17,SCED,1.5478
2024-08-20,18,SCED,2.3227
2024-08-20,19,SCED,2.3226
2024-08-20,20,SCED,2.2187
2024-08-20,21,SCED,2.4159
2024-08-20,22,SCED,2.5824
2024-08-20,23,SCED,1.7672
