GEN,UnitOnT0State,PowerGeneratedT0
EIA_58507_S0003,1000,1.2
EIA_58550_PV1,1000,2.0
EIA_58647_1,1000,1.0
EIA_58678_1,1000,0.8
EIA_58678_2,1000,0.8
EIA_58679_2,1000,0.6
EIA_58679_3,1000,0.6
EIA_58679_4,1000,0.2
EIA_58768_1,1000,16.2
EIA_58777_1,1000,124.0
EIA_58785_BRT1,1000,1.0
EIA_58786_DRP1,1000,2.5
EIA_58787_DNN1,1000,2.0
EIA_58788_NRT1,1000,1.0
EIA_58789_RVH1,1000,1.5
EIA_58790_CLN1,1000,2.5
EIA_58790_CLN2,1000,1.5
EIA_58873_UNIT1,1000,2.0
EIA_58873_UNIT2,1000,2.0
EIA_58979_CPHGN,1000,79.9
EIA_59274_SUTTG,1000,4.0
EIA_59276_LEAVG,1000,9.5
EIA_59453_GTG1A,1000,4.0
EIA_59470_CSR1,1000,1.8
EIA_59613_TWLL,1000,1.2
EIA_59623_CSPV,1000,2.0
EIA_59629_GEN1,1000,77.7
EIA_59705_SSUN2,1000,2.0
EIA_59789_PV1,1000,1.4
EIA_59816_BR12,1000,4.0
EIA_59880_KIPS1,1000,2.0
EIA_59881_KIPS2,1000,2.0
EIA_60004_INV#1,1000,1.0
EIA_60004_INV#2,1000,1.0
EIA_60045_GEN1,1000,24.9
EIA_60097_PV1,1000,1.0
EIA_60098_PV1,1000,2.0
EIA_60114_PV1,1000,1.5
EIA_60115_PV1,1000,1.0
EIA_60150_ARGOS,1000,2.0
EIA_60229_PV1,1000,1.5
EIA_60232_PV1,1000,2.0
EIA_60365_VULC,1000,1.6
EIA_60425_SO049,1000,1.8
EIA_60431_TC3,1000,2.0
EIA_60452_CALV,1000,3.0
EIA_60453_CUMM,1000,1.8
EIA_60454_HOUGH,1000,2.0
EIA_60455_ONS,1000,1.9
EIA_60456_ONW,1000,1.9
EIA_60462_PV1,1000,2.0
EIA_60463_PV1,1000,1.6
EIA_60477_BE,1000,1.7
EIA_60478_BW,1000,1.0
EIA_60507_NORTH,1000,2.0
EIA_60507_SOUTH,1000,2.0
EIA_60596_1,1000,130.0
EIA_60677_TRSP,1000,2.0
EIA_60817_PV1,1000,2.0
EIA_60818_PV1,1000,2.0
EIA_60819_PV1,1000,2.0
EIA_60904_PV1,1000,2.0
EIA_60967_10016,1000,2.0
EIA_61003_CMUSW,1000,2.0
EIA_61012_GEN1,1000,0.8
EIA_61012_GEN2,1000,0.8
EIA_61012_GEN3,1000,0.8
EIA_61012_GEN4,1000,0.8
EIA_61012_GEN5,1000,0.8
EIA_61012_GEN6,1000,0.8
EIA_61012_GEN7,1000,0.8
EIA_61012_GEN8,1000,0.8
EIA_61015_CMUSW,1000,2.0
EIA_61030_CMUSW,1000,2.0
EIA_61041_WT1,1000,79.7
EIA_61042_PV1,1000,1.3
EIA_61043_PV1,1000,2.0
EIA_61207_UNIT1,1000,1.5
EIA_61207_UNIT2,1000,1.5
EIA_61207_UNIT3,1000,1.5
EIA_61207_UNIT4,1000,1.5
EIA_61210_FLS1,1000,2.0
EIA_61238_CGTB,1000,7.7
EIA_61376_CEDR1,1000,1.8
EIA_61389_PV1,1000,1.2
EIA_61414_GEN1,1000,2.0
EIA_61414_GEN2,1000,2.0
EIA_61414_GEN3,1000,2.0
EIA_61414_GEN4,1000,2.0
EIA_61414_GEN5,1000,2.0
EIA_61414_GEN6,1000,2.0
EIA_61469_LIC01,1000,2.0
EIA_61470_CFM11,1000,2.0
EIA_61471_CFM31,1000,2.0
EIA_61487_SLBAB,1000,9.0
EIA_61488_GT,1000,7.5
EIA_61509_MONA,1000,1.7
EIA_61509_MONB,1000,1.7
EIA_61510_MONC,1000,2.0
EIA_61510_MOND,1000,2.0
EIA_61510_MONE,1000,2.0
EIA_61575_BAL01,1000,2.0
EIA_61576_JF01,1000,2.0
EIA_61577_MRT01,1000,2.0
EIA_61578_MIN01,1000,2.0
EIA_61579_SUT01,1000,2.0
EIA_61604_1,1000,1.8
EIA_61641_23,1000,1.7
EIA_61641_24,1000,1.7
EIA_61641_25,1000,1.7
EIA_61642_10,1000,0.5
EIA_61642_11,1000,0.5
EIA_61642_12,1000,0.5
EIA_61673_WT,1000,78.4
EIA_61717_SSIRE,1000,1.0
EIA_61719_LWCJ1,1000,2.0
EIA_61720_LECOU,1000,1.5
EIA_61724_10254,1000,2.0
EIA_61725_PV1,1000,1.8
EIA_61734_1,1000,1.5
EIA_61764_SNWH2,1000,2.0
EIA_61765_SNWH1,1000,2.0
EIA_61804_ROC01,1000,1.8
EIA_61847_10046,1000,2.0
EIA_61863_10048,1000,2.0
EIA_61888_10049,1000,2.0
EIA_61898_SOLEA,1000,4.0
EIA_61899_LINC,1000,2.0
EIA_61900_BLYD,1000,1.5
EIA_61902_HOLTS,1000,1.2
EIA_61903_10116,1000,2.0
EIA_61904_10044,1000,2.0
EIA_61905_10045,1000,2.0
EIA_61917_OPPEN,1000,1.4
EIA_61922_BEACO,1000,2.0
EIA_61958_BAP1,1000,1.5
EIA_62017_RIV1,1000,20.0
EIA_62029_5515,1000,1.8
EIA_62034_7,1000,2.0
EIA_62145_MINI1,1000,1.8
EIA_62146_MINI2,1000,2.0
EIA_62154_12,1000,2.0
EIA_62155_9,1000,1.4
EIA_62156_15,1000,2.0
EIA_62157_235,1000,2.0
EIA_62158_11,1000,2.0
EIA_62159_20,1000,1.7
EIA_62160_300,1000,2.0
EIA_62303_MF01,1000,2.0
EIA_62322_MG8,1000,1.5
EIA_62322_MG9,1000,1.5
EIA_62357_08158,1000,5.0
EIA_62389_PASTO,1000,16.0
EIA_62412_DAUM,1000,4.0
EIA_62413_ELLIS,1000,18.0
EIA_62456_RGP00,1000,1.5
EIA_62471_1034,1000,2.5
EIA_62472_617,1000,2.2
EIA_62473_1035,1000,2.5
EIA_62474_928,1000,5.0
EIA_62476_607,1000,2.0
EIA_62477_372,1000,1.3
EIA_62479_175,1000,2.0
EIA_62480_635,1000,2.0
EIA_62486_CMRSL,1000,2.0
EIA_62496_1268,1000,3.8
EIA_62498_1413,1000,2.0
EIA_62500_1258,1000,2.0
EIA_62502_1415,1000,5.0
EIA_62504_1159,1000,2.0
EIA_62507_1419,1000,4.1
EIA_62508_1420,1000,3.0
EIA_62517_1142,1000,2.3
EIA_62518_1181,1000,2.3
EIA_62519_1244,1000,2.3
EIA_62521_1442,1000,1.4
EIA_62524_1444,1000,3.7
EIA_62525_40,1000,2.0
EIA_62526_41,1000,2.0
EIA_62527_390,1000,2.0
EIA_62528_391,1000,2.0
EIA_62530_496,1000,2.0
EIA_62531_1010,1000,2.0
EIA_62532_1011,1000,2.0
EIA_62533_1023,1000,2.0
EIA_62549_JOHNN,1000,1.5
EIA_62556_JOHNS,1000,2.0
EIA_62572_ATT49,1000,1.0
EIA_62576_MER01,1000,1.2
EIA_62580_6081,1000,4.0
EIA_62582_5216,1000,6.0
EIA_62582_5465,1000,2.0
EIA_62582_5466,1000,2.0
EIA_62582_5467,1000,2.0
EIA_62613_CBPB1,1000,1.8
EIA_62614_KMFO1,1000,1.7
EIA_62721_SS29,1000,2.0
EIA_62722_SS24,1000,2.0
EIA_62723_SS22,1000,2.0
EIA_62724_HSW,1000,1.6
EIA_62725_HSE,1000,1.6
EIA_62736_850KW,1000,0.9
EIA_62736_CPH,1000,0.5
EIA_62737_WVW,1000,5.0
EIA_62738_WVE,1000,5.0
EIA_62759_GV,1000,2.0
EIA_62761_CH,1000,2.0
EIA_62764_WT,1000,2.0
EIA_62777_ULSTE,1000,1.4
EIA_62784_FRANK,1000,1.6
EIA_62785_MALON,1000,1.1
EIA_62788_X0040,1000,4.7
EIA_62810_13500,1000,1.6
EIA_62831_25,1000,2.0
EIA_62832_309,1000,1.7
EIA_62834_871,1000,2.2
EIA_62843_PV1,1000,1.9
EIA_62860_263,1000,4.0
EIA_62920_CG-1,1000,1.1
EIA_62920_CG-2,1000,1.1
EIA_62920_CG-3,1000,1.1
EIA_62920_CG-4,1000,0.3
EIA_62998_ASHDO,1000,4.0
EIA_62999_FINCH,1000,5.0
EIA_63000_WALDN,1000,5.0
EIA_63012_SWANN,1000,5.0
EIA_63013_STATE,1000,4.0
EIA_63051_32,1000,2.0
EIA_63052_106,1000,2.0
EIA_63055_26,1000,2.0
EIA_63056_131,1000,2.0
EIA_63057_114,1000,2.0
EIA_63058_199,1000,2.0
EIA_63059_19,1000,2.0
EIA_63060_28,1000,2.0
EIA_63060_29,1000,2.0
EIA_63079_157,1000,1.7
EIA_63086_1731,1000,2.0
EIA_63106_21,1000,2.0
EIA_63107_1725,1000,2.0
EIA_63108_30,1000,2.0
EIA_63112_22,1000,2.0
EIA_63129_ALLIS,1000,5.0
EIA_63130_BEALS,1000,3.5
EIA_63161_TNWDA,1000,2.0
EIA_63224_X0140,1000,5.0
EIA_63230_KNAGG,1000,3.9
EIA_63236_DG2,1000,3.2
EIA_63236_DG3,1000,3.2
EIA_63236_DG4,1000,3.2
EIA_63236_DG5,1000,3.2
EIA_63279_PV1,1000,1.0
EIA_63291_GPS,1000,1.6
EIA_63292_BHD,1000,1.9
EIA_63297_GATES,1000,1.8
EIA_63337_6004,1000,5.0
EIA_63339_6609,1000,3.6
EIA_63340_6609,1000,5.0
EIA_63341_6608,1000,5.0
EIA_63369_RILE1,1000,2.0
EIA_63369_RILE2,1000,2.0
EIA_63371_BRUNS,1000,2.0
EIA_63372_CATLI,1000,4.0
EIA_63373_SARAT,1000,5.0
EIA_63405_29,1000,2.0
EIA_63407_101,1000,2.0
EIA_63408_300,1000,2.0
EIA_63409_100,1000,2.0
EIA_63410_304,1000,1.4
EIA_63411_RTE40,1000,5.0
EIA_63415_CENTR,1000,1.6
EIA_63450_PV1,1000,4.9
EIA_63497_NORTH,1000,1.3
EIA_63498_SOUTH,1000,1.2
EIA_63511_PV1,1000,1.1
EIA_63647_SDM00,1000,1.8
EIA_63648_NHH03,1000,1.1
EIA_63649_NHH04,1000,1.0
EIA_63661_SWM-1,1000,2.8
EIA_63661_SWM-2,1000,2.8
EIA_63661_SWM-3,1000,2.8
EIA_63675_TROYL,1000,2.0
EIA_63729_MT1,1000,3.0
EIA_63747_GRA,1000,2.0
EIA_63748_MHW,1000,1.9
EIA_63749_MHE,1000,1.9
EIA_63750_BLU,1000,2.0
EIA_63751_UND,1000,2.0
EIA_63752_GRA,1000,2.0
EIA_63772_1394,1000,1.1
EIA_63774_KRS,1000,1.0
EIA_63780_JOHN2,1000,2.0
EIA_63781_LIV4,1000,2.0
EIA_63800_23,1000,2.0
EIA_63854_8175C,1000,2.0
EIA_63855_8175E,1000,2.0
EIA_63856_8175D,1000,2.0
EIA_63857_8175B,1000,2.0
EIA_63858_8175A,1000,2.0
EIA_64017_7405,1000,4.0
EIA_64030_GEN1,1000,2.0
EIA_64041_4683,1000,2.0
EIA_64044_7141,1000,4.0
EIA_64046_7140,1000,4.0
EIA_64084_BR1CS,1000,5.0
EIA_64087_BR2CS,1000,5.0
EIA_64090_NYR12,1000,5.0
EIA_64091_MROCS,1000,5.0
EIA_64092_GLSCS,1000,5.0
EIA_64102_GE19H,1000,7.7
EIA_64125_TWNSD,1000,5.0
EIA_64126_ORNGE,1000,2.0
EIA_64127_PODNQ,1000,3.7
EIA_64143_BLA,1000,2.0
EIA_64291_A1,1000,2.0
EIA_64291_A2,1000,1.0
EIA_64291_A3,1000,1.0
EIA_64310_CORN,1000,5.0
EIA_64350_OBFC,1000,6.0
EIA_64351_JFK8,1000,4.9
EIA_64371_CORT1,1000,5.0
EIA_64372_SNGFD,1000,5.0
EIA_64373_CLAY1,1000,5.0
EIA_64374_NRWCH,1000,5.0
EIA_64421_DEWIT,1000,2.0
EIA_64442_MPPV,1000,0.5
EIA_64445_PV1,1000,1.8
EIA_64451_1583,1000,2.0
EIA_64453_VOLNE,1000,1.5
EIA_64525_TB1,1000,7.0
EIA_64542_1,1000,5.0
EIA_64554_BF,1000,4.0
EIA_64555_BO,1000,4.0
EIA_64556_BH,1000,5.0
EIA_64557_RV,1000,5.0
EIA_64560_TSS,1000,5.0
EIA_64561_TSN,1000,5.0
EIA_64562_WAS,1000,2.0
EIA_64577_MIN,1000,1.0
EIA_64578_SLT,1000,2.0
EIA_64593_B1,1000,5.0
EIA_64594_B1,1000,5.0
EIA_64595_B1,1000,5.0
EIA_64679_HS1,1000,5.0
EIA_64680_CP1,1000,5.0
EIA_64681_CP2,1000,2.0
EIA_64692_533,1000,1.1
EIA_64715_DSNBR,1000,5.0
EIA_64716_KNPPE,1000,5.0
EIA_64717_MAINR,1000,5.0
EIA_64718_RDMNN,1000,1.5
EIA_64719_GLNMR,1000,2.0
EIA_64720_KNPPW,1000,5.0
EIA_64721_RWEAV,1000,5.0
EIA_64722_RDMNS,1000,5.0
EIA_64724_TWNLN,1000,5.0
EIA_64725_WLMRD,1000,4.0
EIA_64746_GSCS,1000,1.0
EIA_64747_C3245,1000,5.0
EIA_64748_CR18A,1000,3.5
EIA_64749_CR18B,1000,4.0
EIA_64788_FRHOL,1000,2.0
EIA_64931_531,1000,1.5
EIA_64964_ROCKI,1000,3.5
EIA_64965_BULLS,1000,4.5
EIA_65071_PV1,1000,2.0
EIA_65090_CORT3,1000,5.0
EIA_65121_GEN1,1000,20.0
EIA_65122_GEN1,1000,20.0
EIA_65123_GEN1,1000,20.0
EIA_65124_GEN1,1000,20.0
EIA_65125_GEN1,1000,20.0
EIA_65155_DEK2,1000,3.0
EIA_65156_DEK1,1000,5.0
EIA_65159_VOL1,1000,5.0
EIA_65163_ORIOL,1000,5.6
EIA_65165_ONSUN,1000,2.4
EIA_65201_CTS0A,1000,2.0
EIA_65201_CTS0B,1000,1.5
EIA_65201_CTS0C,1000,2.0
EIA_65201_CTS0D,1000,2.0
EIA_65212_ATC04,1000,2.0
EIA_65217_SGOSH,1000,5.0
EIA_65222_AFTON,1000,3.3
EIA_65232_GEN1,1000,2.0
EIA_65233_GEN1,1000,2.0
EIA_65297_81722,1000,3.8
EIA_65298_81724,1000,5.0
EIA_65299_81721,1000,5.0
EIA_65300_81723,1000,3.7
EIA_65309_532,1000,5.0
EIA_65337_MAYBK,1000,5.0
EIA_65378_NY002,1000,5.0
EIA_65379_NY001,1000,4.5
EIA_65385_AIRPT,1000,3.4
EIA_65399_U1,1000,0.5
EIA_65399_U2,1000,0.5
EIA_65434_NY003,1000,5.0
EIA_65435_NY004,1000,3.5
EIA_65436_NY006,1000,5.0
EIA_65450_18002,1000,1.0
EIA_65459_NY005,1000,5.0
EIA_65487_WASH,1000,4.6
EIA_65495_BALLH,1000,107.5
EIA_65496_BLUES,1000,111.8
EIA_65522_65013,1000,106.0
EIA_65587_7105,1000,5.0
EIA_65597_CLWB,1000,2.0
EIA_65613_JBTB2,1000,1.6
EIA_65620_100LR,1000,2.0
EIA_65621_456LR,1000,1.4
EIA_65624_US40,1000,5.0
EIA_65625_US963,1000,5.0
EIA_65626_NEV,1000,5.0
EIA_65627_GL,1000,5.0
EIA_65628_JR,1000,5.0
EIA_65643_CASTN,1000,5.0
EIA_65647_CROT,1000,3.0
EIA_65679_11933,1000,22.9
EIA_65721_7104,1000,5.0
EIA_65723_15557,1000,5.0
EIA_65724_15889,1000,5.0
EIA_65752_EFK,1000,2.0
EIA_65753_GRPRT,1000,5.0
EIA_65754_KDRHK,1000,5.0
EIA_65755_MYER,1000,1.9
EIA_65757_SGRTS,1000,1.9
EIA_65775_5324,1000,2.0
EIA_65776_5939,1000,2.0
EIA_65777_5779,1000,2.0
EIA_65785_19822,1000,4.0
EIA_65786_19823,1000,2.5
EIA_65815_MPRES,1000,1.0
EIA_65839_GEN1,1000,20.0
EIA_65841_GEN1,1000,20.0
EIA_66034_19826,1000,5.0
EIA_66036_20205,1000,3.0
EIA_66037_20206,1000,4.0
EIA_66040_23204,1000,3.5
EIA_66052_EPW01,1000,101.2
EIA_66061_A1,1000,5.0
EIA_66062_A2,1000,5.0
EIA_66063_A3,1000,5.0
EIA_66064_A4,1000,5.0
EIA_66065_WVS1,1000,5.0
EIA_66065_WVS2,1000,5.0
EIA_66074_4942,1000,2.0
EIA_66081_8211,1000,3.3
EIA_66094_561,1000,1.5
EIA_66150_EQX36,1000,1.7
EIA_66176_10891,1000,2.0
EIA_66177_10896,1000,2.0
EIA_66187_10992,1000,2.0
EIA_66206_MOVSO,1000,5.0
EIA_66207_VEPSO,1000,5.0
EIA_66209_10986,1000,5.0
EIA_66210_10887,1000,2.0
EIA_66211_10889,1000,2.0
EIA_66212_10965,1000,5.0
EIA_66213_10907,1000,2.0
EIA_66214_10967,1000,5.0
EIA_66215_10996,1000,5.0
EIA_66217_10968,1000,2.0
EIA_66218_10892,1000,2.0
EIA_66219_11008,1000,5.0
EIA_66220_10999,1000,5.0
EIA_66221_10972,1000,5.0
EIA_66222_10895,1000,4.0
EIA_66223_11000,1000,2.0
EIA_66224_10890,1000,2.0
EIA_66225_10970,1000,5.0
EIA_66226_10991,1000,4.8
EIA_66227_10886,1000,2.0
EIA_66228_10888,1000,2.0
EIA_66229_10975,1000,2.0
EIA_66230_10997,1000,5.0
EIA_66231_10988,1000,4.4
EIA_66232_10894,1000,2.0
EIA_66233_10995,1000,5.0
EIA_66234_10971,1000,4.5
EIA_66235_10961,1000,4.5
EIA_66236_10982,1000,5.0
EIA_66256_P4726,1000,5.0
EIA_66258_P5569,1000,3.2
EIA_66272_GEN1,1000,5.0
EIA_66274_GEN1,1000,3.5
EIA_66275_GEN1,1000,2.2
EIA_66322_GEN1,1000,5.0
EIA_66360_RUSP1,1000,4.9
EIA_66361_ROSP1,1000,5.0
EIA_66380_83022,1000,4.9
EIA_66387_NECA,1000,5.0
EIA_66388_NECA,1000,3.5
EIA_66424_LIV,1000,5.0
EIA_66425_CLAV,1000,5.0
EIA_66442_ORANG,1000,5.0
EIA_66457_APP18,1000,5.0
EIA_66460_APP21,1000,5.0
EIA_66473_WALTO,1000,2.3
EIA_66481_UVALE,1000,1.7
EIA_66482_GHENT,1000,3.3
EIA_66483_SNFRD,1000,5.0
EIA_66488_10958,1000,2.0
EIA_66489_10951,1000,3.7
EIA_66490_10998,1000,5.0
EIA_66501_CCPV1,1000,5.0
EIA_66503_CCPV2,1000,5.0
EIA_66504_SS1,1000,5.0
EIA_66522_18208,1000,5.0
EIA_66583_05658,1000,5.0
EIA_66586_06945,1000,5.0
EIA_66645_KIPP,1000,3.5
EIA_66729_P3101,1000,1.4
EIA_66731_P4450,1000,3.9
EIA_66732_P4451,1000,2.1
EIA_66734_P4739,1000,4.4
EIA_66749_HERR1,1000,5.0
EIA_66752_NGVB2,1000,3.0
EIA_66762_P3599,1000,3.5
EIA_66763_P3600,1000,1.0
EIA_66764_3954,1000,5.0
EIA_66765_3595,1000,2.5
EIA_66766_P3608,1000,2.8
EIA_66767_4725,1000,2.0
EIA_66769_P4468,1000,5.0
EIA_66771_P4471,1000,2.9
EIA_66777_GEN1,1000,5.0
EIA_66812_P5570,1000,3.0
EIA_66816_GLEN,1000,4.3
EIA_66822_NECA,1000,5.0
EIA_66823_NECB,1000,3.3
EIA_66835_P4453,1000,3.5
EIA_66836_P5567,1000,3.7
EIA_66846_JOGEE,1000,2.0
EIA_66940_HAL20,1000,5.0
EIA_67181_HUN21,1000,4.0
EIA_67202_AVON2,1000,4.0
EIA_67212_SWED1,1000,5.0
EIA_67213_HAM1,1000,4.5
EIA_67227_NYRWY,1000,3.0
EIA_67228_BROAD,1000,5.0
EIA_67268_P5648,1000,3.5
EIA_67271_P3879,1000,1.0
EIA_67275_4072C,1000,0.5
EIA_67275_4072G,1000,1.5
EIA_67293_71334,1000,1.8
EIA_67293_71335,1000,0.3
EIA_67295_P5564,1000,5.0
EIA_67335_SC,1000,5.0
EIA_67345_SMI21,1000,3.8
EIA_67456_7BPV1,1000,1.1
EIA_67468_FOX,1000,5.0
EIA_67470_TWEL,1000,4.7
EIA_67471_LBN,1000,4.8
EIA_67472_LBS,1000,5.0
EIA_67475_SARA3,1000,3.5
EIA_67476_SARA4,1000,3.5
EIA_67479_PORT1,1000,2.5
EIA_67481_LWRD2,1000,2.0
EIA_67482_LWRD3,1000,2.0
EIA_67550_SR5,1000,4.4
EIA_67574_SS2,1000,5.0
EIA_67604_TRY03,1000,5.0
EIA_67605_TRY02,1000,5.0
EIA_67606_TRY01,1000,4.6
EIA_67611_10993,1000,4.9
EIA_67612_10994,1000,2.2
EIA_67618_11054,1000,2.3
EIA_67619_10898,1000,2.0
EIA_67620_11018,1000,5.0
EIA_67745_4075,1000,1.2
EIA_67908_RICH1,1000,5.0
