UID,From Bus,To Bus,R,X,B,Cont Rating
L827_828,827,828,0.0,0.00156276,0.0,999999
L827_888,827,888,0.0,0.01610399,0.0,999999
L112_749,112,749,0.0,0.00125149,0.0,999999
L213_742,213,742,0.0,0.01747629,0.0,999999
L320_393,320,393,0.0,0.01230606,0.0,600
L322_689,322,689,0.0,0.00459084,0.0,600
L209_348,209,348,0.0,0.01302738,0.0,600
L390_827,390,827,0.0,0.00064074,0.0,999999
L393_755,393,755,0.0,0.02785939,0.0,999999
L7_755,7,755,0.0,0.00495685,0.0,999999
L393_853,393,853,0.0,0.00021826,0.0,999999
L414_847,414,847,0.0,0.00064323,0.0,999999
L322_761,322,761,0.0,0.01267239,0.0,999999
L415_888,415,888,0.0,0.00955307,0.0,999999
L853_854,853,854,0.0,0.00878807,0.0,999999
L320_847,320,847,0.0,0.00030271,0.0,999999
L209_210,209,210,0.0,0.02486027,0.0,600
L213_762,213,762,0.0,0.00021461,0.0,999999
L755_756,755,756,0.0,0.0143328,0.0,999999
L348_751,348,751,0.0,0.01497486,0.0,999999
L390_883,390,883,0.0,0.00061859,0.0,999999
L52_322,52,322,0.0,0.00272553,0.0,600
L316_320,316,320,0.0,0.01008731,0.0,1200
L7_756,7,756,0.0,0.00967205,0.0,999999
L112_756,112,756,0.0,0.00261896,0.0,999999
L233_749,233,749,0.0,0.03007359,0.0,999999
L121_366,121,366,0.0,0.00812486,0.0,1200
L183_528,183,528,0.0,0.0702586,0.0,200
L848_914,848,914,0.0,0.00398215,0.0,999999
L268_745,268,745,0.0,0.02353915,0.0,999999
L236_940,236,940,0.0,0.00303989,0.0,999999
L232_379,232,379,0.0,0.08915158,0.0,200
L258_867,258,867,0.0,0.04436562,0.0,999999
L195_944,195,944,0.0,0.02036642,0.0,999999
L46_895,46,895,0.0,0.08654638,0.0,999999
L205_643,205,643,0.0,0.00810374,0.0,200
L169_920,169,920,0.0,0.17911,0.0,999999
L923_924,923,924,0.0,0.13772367,0.0,999999
L653_863,653,863,0.0,0.00116925,0.0,999999
L948_963,948,963,0.0,0.00155311,0.0,999999
L421_525,421,525,0.0,0.01976802,0.0,200
L459_628,459,628,0.0,0.02492191,0.0,200
L180_629,180,629,0.0,0.05087449,0.0,200
L157_457,157,457,0.0,0.02162227,0.0,200
L180_774,180,774,0.0,0.08737094,0.0,999999
L701_930,701,930,0.0,0.00280073,0.0,999999
L1_265,1,265,0.0,0.01075085,0.0,200
L123_407,123,407,0.0,0.02197757,0.0,800
L634_790,634,790,0.0,0.00298074,0.0,999999
L250_251,250,251,0.0,0.02745948,0.0,200
L326_404,326,404,0.0,0.01179814,0.0,200
L862_864,862,864,0.0,0.00323194,0.0,999999
L204_639,204,639,0.0,0.00374406,0.0,200
L351_800,351,800,0.0,0.01746102,0.0,999999
L62_374,62,374,0.0,0.09728191,0.0,200
L429_632,429,632,0.0,0.00085259,0.0,1200
L395_744,395,744,0.0,0.00996514,0.0,999999
L180_553,180,553,0.0,0.13739957,0.0,200
L205_518,205,518,0.0,0.02061669,0.0,200
L87_88,87,88,0.0,0.01192139,0.0,200
L248_874,248,874,0.0,0.0379775,0.0,999999
L32_447,32,447,0.0,0.00741487,0.0,200
L569_843,569,843,0.0,0.00659045,0.0,999999
L527_597,527,597,0.0,0.01696508,0.0,200
L327_822,327,822,0.0,0.00232082,0.0,999999
L122_790,122,790,0.0,0.02048788,0.0,999999
L856_857,856,857,0.0,0.00337588,0.0,999999
L285_748,285,748,0.0,0.06509601,0.0,999999
L283_743,283,743,0.0,0.04463929,0.0,999999
L154_163,154,163,0.0,0.02797142,0.0,200
L165_965,165,965,0.0,0.00097222,0.0,999999
L295_834,295,834,0.0,0.04583591,0.0,999999
L134_136,134,136,0.0,0.02559505,0.0,200
L544_834,544,834,0.0,0.00864557,0.0,999999
L848_849,848,849,0.0,0.0082835,0.0,999999
L380_851,380,851,0.0,0.00657142,0.0,999999
L585_766,585,766,0.0,0.00201159,0.0,999999
L211_648,211,648,0.0,0.00692589,0.0,1200
L621_775,621,775,0.0,0.04589575,0.0,999999
L916_919,916,919,0.0,0.00114739,0.0,999999
L684_832,684,832,0.0,0.00936749,0.0,999999
L926_961,926,961,0.0,0.00094772,0.0,999999
L591_809,591,809,0.0,0.01324343,0.0,999999
L53_372,53,372,0.0,0.01796798,0.0,200
L291_378,291,378,0.0,0.03386602,0.0,200
L273_749,273,749,0.0,0.00316559,0.0,999999
L957_958,957,958,0.0,0.00314348,0.0,999999
L965_966,965,966,0.0,0.00110432,0.0,999999
L167_173,167,173,0.0,0.01417002,0.0,200
L420_793,420,793,0.0,0.00884435,0.0,999999
L411_802,411,802,0.0,0.00817251,0.0,999999
L370_771,370,771,0.0,0.0165082,0.0,999999
L14_485,14,485,0.0,0.0150536,0.0,200
L620_718,620,718,0.0,0.09504167,0.0,200
L544_835,544,835,0.0,0.00864097,0.0,999999
L612_939,612,939,0.0,0.03993384,0.0,999999
L66_68,66,68,0.0,0.09708801,0.0,200
L124_778,124,778,0.0,0.00637106,0.0,999999
L32_932,32,932,0.0,0.00483648,0.0,999999
L797_813,797,813,0.0,0.00159071,0.0,999999
L112_757,112,757,0.0,0.00159409,0.0,999999
L387_831,387,831,0.0,0.06236159,0.0,999999
L956_957,956,957,0.0,0.00394874,0.0,999999
L92_188,92,188,0.0,0.01060093,0.0,200
L20_71,20,71,0.0,0.00321833,0.0,200
L153_772,153,772,0.0,0.01603265,0.0,999999
L424_429,424,429,0.0,0.00088396,0.0,1200
L430_493,430,493,0.0,0.01308184,0.0,200
L568_845,568,845,0.0,0.00248318,0.0,999999
L483_618,483,618,0.0,0.00293388,0.0,999999
L271_272,271,272,0.0,0.02349762,0.0,200
L107_778,107,778,0.0,0.01200507,0.0,999999
L421_752,421,752,0.0,0.01430907,0.0,999999
L387_716,387,716,0.0,0.0011104,0.0,999999
L557_787,557,787,0.0,0.00346246,0.0,999999
L338_938,338,938,0.0,0.01142161,0.0,999999
L173_897,173,897,0.0,0.09110431,0.0,999999
L56_104,56,104,0.0,0.00518772,0.0,200
L98_492,98,492,0.0,0.00926204,0.0,200
L942_943,942,943,0.0,0.01102957,0.0,999999
L21_30,21,30,0.0,0.03398593,0.0,200
L521_857,521,857,0.0,0.00890579,0.0,999999
L886_887,886,887,0.0,0.01369808,0.0,999999
L351_446,351,446,0.0,0.00209014,0.0,1200
L718_742,718,742,0.0,0.00183675,0.0,999999
L614_809,614,809,0.0,0.01790081,0.0,999999
L458_722,458,722,0.0,0.02354849,0.0,200
L183_553,183,553,0.0,0.08302795,0.0,200
L278_415,278,415,0.0,0.00385671,0.0,2400
L53_926,53,926,0.0,0.06664719,0.0,999999
L936_947,936,947,0.0,0.00154807,0.0,999999
L581_585,581,585,0.0,0.00149946,0.0,999999
L125_494,125,494,0.0,0.00828045,0.0,800
L745_748,745,748,0.0,0.06385786,0.0,999999
L316_815,316,815,0.0,0.00625822,0.0,999999
L395_872,395,872,0.0,0.00104625,0.0,999999
L391_718,391,718,0.0,0.0197128,0.0,200
L390_882,390,882,0.0,0.00054881,0.0,999999
L180_742,180,742,0.0,0.05838446,0.0,999999
L562_791,562,791,0.0,0.00235784,0.0,999999
L660_855,660,855,0.0,0.00615218,0.0,999999
L343_931,343,931,0.0,0.00163826,0.0,999999
L452_781,452,781,0.0,8.166e-05,0.0,999999
L290_291,290,291,0.0,0.1034499,0.0,200
L414_841,414,841,0.0,0.00689076,0.0,999999
L202_648,202,648,0.0,0.04515825,0.0,200
L262_283,262,283,0.0,0.0379685,0.0,200
L430_495,430,495,0.0,0.00400327,0.0,200
L819_850,819,850,0.0,0.01582691,0.0,999999
L24_501,24,501,0.0,0.00162981,0.0,999999
L746_753,746,753,0.0,0.00131945,0.0,999999
L379_662,379,662,0.0,0.02303002,0.0,200
L370_446,370,446,0.0,0.00136359,0.0,1200
L191_229,191,229,0.0,0.00305728,0.0,600
L14_941,14,941,0.0,0.00212074,0.0,999999
L178_197,178,197,0.0,0.00034826,0.0,1200
L82_944,82,944,0.0,0.0912942,0.0,999999
L39_333,39,333,0.0,0.00297386,0.0,999999
L662_858,662,858,0.0,0.00750368,0.0,999999
L375_649,375,649,0.0,0.00802157,0.0,200
L385_930,385,930,0.0,0.00205284,0.0,999999
L123_801,123,801,0.0,0.00526541,0.0,999999
L566_899,566,899,0.0,0.01530961,0.0,999999
L677_839,677,839,0.0,0.01499565,0.0,999999
L250_865,250,865,0.0,0.02781285,0.0,999999
L108_407,108,407,0.0,0.00291077,0.0,1200
L133_947,133,947,0.0,0.02721892,0.0,999999
L473_775,473,775,0.0,0.02672355,0.0,999999
L366_947,366,947,0.0,0.00014913,0.0,999999
L122_804,122,804,0.0,0.01959988,0.0,999999
L251_875,251,875,0.0,0.01514587,0.0,999999
L782_792,782,792,0.0,0.00166761,0.0,999999
L211_722,211,722,0.0,0.01079514,0.0,600
L25_372,25,372,0.0,0.03147595,0.0,200
L296_297,296,297,0.0,0.03287736,0.0,200
L482_647,482,647,0.0,0.00605342,0.0,200
L612_923,612,923,0.0,0.06360824,0.0,999999
L95_817,95,817,0.0,0.0313623,0.0,999999
L107_413,107,413,0.0,0.00243858,0.0,800
L153_611,153,611,0.0,0.01088707,0.0,200
L582_583,582,583,0.0,0.02042077,0.0,200
L59_684,59,684,0.0,0.02133795,0.0,200
L278_379,278,379,0.0,0.02757842,0.0,200
L326_912,326,912,0.0,0.03632462,0.0,999999
L249_252,249,252,0.0,0.02189958,0.0,200
L421_763,421,763,0.0,0.00137288,0.0,999999
L319_489,319,489,0.0,0.01993334,0.0,200
L56_69,56,69,0.0,0.10919152,0.0,200
L206_808,206,808,0.0,0.01364148,0.0,999999
L655_745,655,745,0.0,0.06280717,0.0,999999
L686_824,686,824,0.0,0.00173142,0.0,999999
L381_852,381,852,0.0,0.00866993,0.0,999999
L196_928,196,928,0.0,0.01574931,0.0,999999
L259_652,259,652,0.0,0.06444926,0.0,200
L682_833,682,833,0.0,0.00104304,0.0,999999
L524_808,524,808,0.0,0.00404252,0.0,999999
L117_917,117,917,0.0,0.00707798,0.0,999999
L98_430,98,430,0.0,0.02843232,0.0,200
L622_766,622,766,0.0,0.00935987,0.0,999999
L694_901,694,901,0.0,0.00311494,0.0,999999
L884_893,884,893,0.0,0.00455788,0.0,999999
L455_586,455,586,0.0,0.02534463,0.0,200
L173_892,173,892,0.0,0.01373649,0.0,999999
L5_33,5,33,0.0,0.02271118,0.0,200
L880_911,880,911,0.0,0.00137811,0.0,999999
L549_601,549,601,0.0,0.00560053,0.0,200
L710_873,710,873,0.0,0.23646511,0.0,999999
L210_635,210,635,0.0,0.0077843,0.0,600
L457_804,457,804,0.0,0.00689325,0.0,999999
L892_896,892,896,0.0,0.02311925,0.0,999999
L38_576,38,576,0.0,0.00222563,0.0,999999
L871_873,871,873,0.0,0.01876927,0.0,999999
L418_726,418,726,0.0,0.01075285,0.0,200
L142_923,142,923,0.0,0.02318105,0.0,999999
L390_904,390,904,0.0,0.00040442,0.0,999999
L830_831,830,831,0.0,0.00296909,0.0,999999
L190_952,190,952,0.0,0.01787252,0.0,999999
L91_181,91,181,0.0,0.02917375,0.0,200
L284_743,284,743,0.0,0.00380274,0.0,999999
L814_825,814,825,0.0,0.03636663,0.0,999999
L21_922,21,922,0.0,0.00143184,0.0,999999
L387_826,387,826,0.0,0.12758892,0.0,999999
L577_912,577,912,0.0,0.0108535,0.0,999999
L476_482,476,482,0.0,0.08886895,0.0,200
L77_747,77,747,0.0,0.01760071,0.0,999999
L317_825,317,825,0.0,0.00910362,0.0,999999
L716_915,716,915,0.0,0.07895254,0.0,999999
L97_449,97,449,0.0,0.02512516,0.0,200
L134_336,134,336,0.0,0.02762205,0.0,200
L8_272,8,272,0.0,0.08748921,0.0,200
L703_704,703,704,0.0,0.01108527,0.0,200
L59_831,59,831,0.0,0.01248537,0.0,999999
L402_936,402,936,0.0,0.01374737,0.0,999999
L767_769,767,769,0.0,0.00494932,0.0,999999
L324_630,324,630,0.0,0.07638468,0.0,200
L252_898,252,898,0.0,0.0161523,0.0,999999
L316_829,316,829,0.0,0.00162332,0.0,999999
L62_181,62,181,0.0,0.07885997,0.0,200
L669_753,669,753,0.0,0.00305369,0.0,999999
L96_174,96,174,0.0,0.04544261,0.0,200
L66_917,66,917,0.0,0.04313368,0.0,999999
L82_928,82,928,0.0,0.01374506,0.0,999999
L180_630,180,630,0.0,0.00502822,0.0,200
L822_844,822,844,0.0,0.00093801,0.0,999999
L829_832,829,832,0.0,0.01204683,0.0,999999
L297_717,297,717,0.0,0.00685695,0.0,200
L395_870,395,870,0.0,0.01990465,0.0,999999
L137_944,137,944,0.0,0.01802836,0.0,999999
L455_480,455,480,0.0,0.06995423,0.0,200
L387_818,387,818,0.0,0.2006447,0.0,999999
L5_94,5,94,0.0,0.02357695,0.0,200
L870_871,870,871,0.0,0.04770485,0.0,999999
L332_339,332,339,0.0,0.01162495,0.0,200
L396_869,396,869,0.0,0.0037945,0.0,999999
L225_884,225,884,0.0,0.00174655,0.0,999999
L886_910,886,910,0.0,0.00220418,0.0,999999
L225_226,225,226,0.0,0.00022714,0.0,999999
L318_825,318,825,0.0,0.00921074,0.0,999999
L104_564,104,564,0.0,0.01731322,0.0,200
L65_285,65,285,0.0,0.00314553,0.0,1200
L543_818,543,818,0.0,0.05582451,0.0,999999
L159_424,159,424,0.0,0.03014075,0.0,200
L19_214,19,214,0.0,0.00106298,0.0,1200
L204_852,204,852,0.0,0.01078201,0.0,999999
L71_948,71,948,0.0,0.06123405,0.0,999999
L574_575,574,575,0.0,0.00955254,0.0,200
L869_870,869,870,0.0,0.05287551,0.0,999999
L342_343,342,343,0.0,0.01558344,0.0,200
L326_577,326,577,0.0,0.02614328,0.0,200
L13_82,13,82,0.0,0.02007442,0.0,200
L244_911,244,911,0.0,0.00199492,0.0,999999
L353_537,353,537,0.0,0.03605967,0.0,200
L194_220,194,220,0.0,0.00691308,0.0,200
L179_205,179,205,0.0,0.04069815,0.0,200
L574_632,574,632,0.0,0.0029682,0.0,999999
L88_929,88,929,0.0,0.01348643,0.0,999999
L171_560,171,560,0.0,0.00631907,0.0,200
L628_629,628,629,0.0,0.06619493,0.0,200
L579_857,579,857,0.0,0.00143495,0.0,999999
L162_876,162,876,0.0,0.01355707,0.0,999999
L446_797,446,797,0.0,0.00187151,0.0,999999
L344_919,344,919,0.0,0.06464619,0.0,999999
L102_898,102,898,0.0,0.00553808,0.0,999999
L258_868,258,868,0.0,0.07044064,0.0,999999
L398_509,398,509,0.0,0.00053635,0.0,1200
L60_835,60,835,0.0,0.00673279,0.0,999999
L21_36,21,36,0.0,0.08147489,0.0,200
L387_684,387,684,0.0,0.05337252,0.0,200
L816_896,816,896,0.0,0.02092318,0.0,999999
L451_781,451,781,0.0,0.0004609,0.0,999999
L47_100,47,100,0.0,0.0284227,0.0,200
L724_728,724,728,0.0,0.01421431,0.0,200
L836_860,836,860,0.0,0.0036112,0.0,999999
L188_950,188,950,0.0,0.028584,0.0,999999
L855_856,855,856,0.0,0.00720652,0.0,999999
L316_881,316,881,0.0,0.00129577,0.0,999999
L535_646,535,646,0.0,0.06037685,0.0,200
L367_949,367,949,0.0,0.00178087,0.0,999999
L333_916,333,916,0.0,0.06590658,0.0,999999
L698_771,698,771,0.0,0.0059434,0.0,999999
L158_610,158,610,0.0,0.02228891,0.0,200
L248_566,248,566,0.0,0.01674432,0.0,200
L201_635,201,635,0.0,0.02721302,0.0,200
L255_872,255,872,0.0,0.07056293,0.0,999999
L548_774,548,774,0.0,0.03271443,0.0,999999
L750_760,750,760,0.0,0.00839425,0.0,999999
L677_728,677,728,0.0,0.01505325,0.0,200
L262_455,262,455,0.0,0.03226869,0.0,200
L909_960,909,960,0.0,0.03359539,0.0,999999
L249_866,249,866,0.0,0.02723087,0.0,999999
L228_720,228,720,0.0,0.02457898,0.0,200
L232_768,232,768,0.0,0.03765228,0.0,999999
L94_379,94,379,0.0,0.03020713,0.0,200
L133_334,133,334,0.0,0.02842418,0.0,200
L18_100,18,100,0.0,0.00603078,0.0,200
L363_918,363,918,0.0,0.00612978,0.0,999999
L925_928,925,928,0.0,0.00147373,0.0,999999
L99_206,99,206,0.0,0.02734856,0.0,200
L173_906,173,906,0.0,0.01385115,0.0,999999
L68_366,68,366,0.0,0.00466868,0.0,1200
L33_114,33,114,0.0,0.04705337,0.0,200
L174_925,174,925,0.0,0.06577745,0.0,999999
L350_938,350,938,0.0,0.00713453,0.0,999999
L169_924,169,924,0.0,0.04085467,0.0,999999
L124_411,124,411,0.0,0.00756867,0.0,400
L622_742,622,742,0.0,0.00441044,0.0,999999
L147_642,147,642,0.0,0.02113498,0.0,200
L569_844,569,844,0.0,0.00363487,0.0,999999
L254_259,254,259,0.0,0.01127203,0.0,200
L111_516,111,516,0.0,0.00390032,0.0,200
L868_869,868,869,0.0,0.04598718,0.0,999999
L38_88,38,88,0.0,0.00986504,0.0,200
L90_97,90,97,0.0,0.01403602,0.0,200
L294_820,294,820,0.0,0.00143333,0.0,999999
L481_721,481,721,0.0,0.02566398,0.0,200
L197_561,197,561,0.0,0.00374432,0.0,2400
L821_845,821,845,0.0,0.00323307,0.0,999999
L356_787,356,787,0.0,8.57e-05,0.0,999999
L94_554,94,554,0.0,0.01727664,0.0,200
L371_894,371,894,0.0,0.00968121,0.0,999999
L639_890,639,890,0.0,0.00310015,0.0,999999
L624_939,624,939,0.0,0.06517328,0.0,999999
L234_494,234,494,0.0,0.00057221,0.0,1200
L833_915,833,915,0.0,0.03109523,0.0,999999
L145_964,145,964,0.0,0.0082919,0.0,999999
L179_353,179,353,0.0,0.02567893,0.0,200
L286_746,286,746,0.0,0.03378849,0.0,999999
L263_747,263,747,0.0,0.00133618,0.0,999999
L162_899,162,899,0.0,0.00486759,0.0,999999
L316_390,316,390,0.0,0.00131095,0.0,1200
L493_807,493,807,0.0,0.00172902,0.0,999999
L770_809,770,809,0.0,0.00789206,0.0,999999
L215_547,215,547,0.0,0.00709729,0.0,6600
L228_412,228,412,0.0,0.00576526,0.0,200
L791_792,791,792,0.0,0.01246109,0.0,999999
L91_187,91,187,0.0,0.04418101,0.0,200
L355_642,355,642,0.0,0.02185989,0.0,200
L53_927,53,927,0.0,0.06029928,0.0,999999
L36_501,36,501,0.0,0.02735831,0.0,200
L424_430,424,430,0.0,0.02656971,0.0,200
L357_367,357,367,0.0,0.03076409,0.0,200
L316_728,316,728,0.0,0.01850975,0.0,600
L908_909,908,909,0.0,0.00826228,0.0,999999
L806_808,806,808,0.0,0.00591683,0.0,999999
L259_863,259,863,0.0,0.02549481,0.0,999999
L13_966,13,966,0.0,0.01297312,0.0,999999
L96_324,96,324,0.0,0.11538508,0.0,200
L99_353,99,353,0.0,0.0355582,0.0,200
L90_449,90,449,0.0,0.03811815,0.0,200
L561_811,561,811,0.0,0.0077955,0.0,999999
L266_417,266,417,0.0,0.00645313,0.0,200
L371_817,371,817,0.0,0.0224669,0.0,999999
L575_807,575,807,0.0,0.00898978,0.0,999999
L902_907,902,907,0.0,0.00305356,0.0,999999
L86_88,86,88,0.0,0.02337287,0.0,200
L23_36,23,36,0.0,0.01606323,0.0,200
L430_496,430,496,0.0,0.00490205,0.0,200
L415_690,415,690,0.0,0.00085106,0.0,1200
L60_819,60,819,0.0,0.00647129,0.0,999999
L68_358,68,358,0.0,0.03252187,0.0,200
L66_699,66,699,0.0,0.01456044,0.0,200
L222_245,222,245,0.0,0.01097273,0.0,200
L387_824,387,824,0.0,0.006042,0.0,999999
L95_876,95,876,0.0,0.07540002,0.0,999999
L264_404,264,404,0.0,0.00931601,0.0,200
L66_342,66,342,0.0,0.03990451,0.0,200
L192_229,192,229,0.0,0.00550775,0.0,600
L202_243,202,243,0.0,0.10682983,0.0,200
L171_816,171,816,0.0,0.07098228,0.0,999999
L412_868,412,868,0.0,0.02094009,0.0,999999
L720_721,720,721,0.0,0.0537346,0.0,200
L623_776,623,776,0.0,0.05468873,0.0,999999
L625_742,625,742,0.0,0.00286153,0.0,999999
L858_859,858,859,0.0,0.0012637,0.0,999999
L893_894,893,894,0.0,0.02001774,0.0,999999
L1_417,1,417,0.0,0.00877438,0.0,200
L46_910,46,910,0.0,0.03444784,0.0,999999
L347_931,347,931,0.0,0.09359808,0.0,999999
L491_642,491,642,0.0,0.02613363,0.0,200
L592_635,592,635,0.0,0.02139671,0.0,200
L259_399,259,399,0.0,0.00136534,0.0,1200
L260_261,260,261,0.0,0.01132104,0.0,200
L245_879,245,879,0.0,0.00116341,0.0,999999
L171_817,171,817,0.0,0.02756163,0.0,999999
L660_856,660,856,0.0,0.00128223,0.0,999999
L424_491,424,491,0.0,0.02370331,0.0,200
L688_824,688,824,0.0,0.00368719,0.0,999999
L395_461,395,461,0.0,0.00124021,0.0,999999
L834_860,834,860,0.0,0.0055059,0.0,999999
L0_348,0,348,0.0,0.0075567,0.0,600
L887_899,887,899,0.0,0.0089594,0.0,999999
L66_345,66,345,0.0,0.02378073,0.0,200
L121_949,121,949,0.0,0.00073078,0.0,999999
L260_861,260,861,0.0,0.00680979,0.0,999999
L229_941,229,941,0.0,0.01116359,0.0,999999
L378_633,378,633,0.0,0.01288855,0.0,200
L349_937,349,937,0.0,0.00227125,0.0,999999
L293_294,293,294,0.0,0.00025282,0.0,999999
L94_393,94,393,0.0,0.00022385,0.0,999999
L257_744,257,744,0.0,0.0018941,0.0,999999
L0_455,0,455,0.0,0.05499957,0.0,200
L420_607,420,607,0.0,0.00329688,0.0,200
L149_169,149,169,0.0,0.16499964,0.0,200
L785_788,785,788,0.0,0.00824532,0.0,999999
L865_875,865,875,0.0,0.01509076,0.0,999999
L937_938,937,938,0.0,0.01613691,0.0,999999
L123_802,123,802,0.0,0.00150886,0.0,999999
L136_356,136,356,0.0,0.00134798,0.0,1200
L843_844,843,844,0.0,0.0043023,0.0,999999
L62_943,62,943,0.0,0.12414024,0.0,999999
L8_270,8,270,0.0,0.02804533,0.0,200
L716_818,716,818,0.0,0.19953442,0.0,999999
L446_650,446,650,0.0,0.00024852,0.0,999999
L960_961,960,961,0.0,0.01305614,0.0,999999
L72_543,72,543,0.0,0.00195479,0.0,1200
L76_195,76,195,0.0,0.03375757,0.0,200
L415_693,415,693,0.0,0.00522542,0.0,1200
L555_892,555,892,0.0,0.00121922,0.0,999999
L55_163,55,163,0.0,0.02525533,0.0,200
L826_833,826,833,0.0,0.02489278,0.0,999999
L138_748,138,748,0.0,0.00447843,0.0,999999
L362_363,362,363,0.0,0.01072757,0.0,200
L11_765,11,765,0.0,0.03685446,0.0,999999
