Date,Hour,Type,Solve Time
2025-11-05,0,SCED,1.9336
2025-11-05,1,SCED,1.6535
2025-11-05,2,SCED,1.623
2025-11-05,3,SCED,1.7076
2025-11-05,4,SCED,1.7731
2025-11-05,5,SCED,1.6295
2025-11-05,6,SCED,1.6304
2025-11-05,7,SCED,1.6874
2025-11-05,8,SCED,1.6121
2025-11-05,9,SCED,1.6827
2025-11-05,10,SCED,1.5143
2025-11-05,11,SCED,1.6776
2025-11-05,12,SCED,1.611
2025-11-05,13,SCED,1.6058
2025-11-05,14,SCED,1.6748
2025-11-05,15,SCED,1.5129
2025-11-05,16,SCED,1.5808
2025-11-05,17,SCED,1.5472
2025-11-05,18,SCED,1.5464
2025-11-05,19,SCED,1.4883
2025-11-05,20,SCED,1.7099
2025-11-05,21,SCED,1.6077
2025-11-05,22,SCED,1.609
2025-11-05,23,SCED,1.7795
