Date,Hour,Type,Solve Time
2024-08-20,0,SCED,7.8741
2024-08-20,1,SCED,2.8578
2024-08-20,2,SCED,2.8474
2024-08-20,3,SCED,3.1196
2024-08-20,4,SCED,2.8623
2024-08-20,5,SCED,3.0087
2024-08-20,6,SCED,1.3821
2024-08-20,7,SCED,1.3738
2024-08-20,8,SCED,1.9275
2024-08-20,9,SCED,1.6553
2024-08-20,10,SCED,1.3624
2024-08-20,11,SCED,1.6099
2024-08-20,12,SCED,2.0844
2024-08-20,13,SCED,3.4478
2024-08-20,14,SCED,2.4563
2024-08-20,15,SCED,2.6596
2024-08-20,16,SCED,2.725
2024-08-20,17,SCED,1.9383
2024-08-20,18,SCED,2.8562
2024-08-20,19,SCED,3.1635
2024-08-20,20,SCED,2.8845
2024-08-20,21,SCED,2.943
2024-08-20,22,SCED,3.2115
2024-08-20,23,SCED,2.2761
