Date,Hour,Type,Solve Time
2024-06-17,0,SCED,1.3455
2024-06-17,1,SCED,1.2148
2024-06-17,2,SCED,1.2095
2024-06-17,3,SCED,1.216
2024-06-17,4,SCED,1.2292
2024-06-17,5,SCED,1.2018
2024-06-17,6,SCED,1.0594
2024-06-17,7,SCED,1.0479
2024-06-17,8,SCED,1.0629
2024-06-17,9,SCED,1.3024
2024-06-17,10,SCED,1.3138
2024-06-17,11,SCED,3.061
2024-06-17,12,SCED,1.4174
2024-06-17,13,SCED,1.7557
2024-06-17,14,SCED,1.63
2024-06-17,15,SCED,1.2323
2024-06-17,16,SCED,1.1822
2024-06-17,17,SCED,1.1594
2024-06-17,18,SCED,1.1673
2024-06-17,19,SCED,1.1393
2024-06-17,20,SCED,1.3497
2024-06-17,21,SCED,1.1369
2024-06-17,22,SCED,1.141
2024-06-17,23,SCED,1.3786
