Date,Hour,Type,Solve Time
2024-06-17,0,SCED,2.9337
2024-06-17,1,SCED,3.3728
2024-06-17,2,SCED,2.9833
2024-06-17,3,SCED,2.8081
2024-06-17,4,SCED,2.6558
2024-06-17,5,SCED,6.1597
2024-06-17,6,SCED,1.2967
2024-06-17,7,SCED,1.554
2024-06-17,8,SCED,1.3196
2024-06-17,9,SCED,1.6979
2024-06-17,10,SCED,5.433
2024-06-17,11,SCED,2.6034
2024-06-17,12,SCED,2.6429
2024-06-17,13,SCED,2.6815
2024-06-17,14,SCED,3.3708
2024-06-17,15,SCED,2.1407
2024-06-17,16,SCED,3.3869
2024-06-17,17,SCED,2.0666
2024-06-17,18,SCED,1.9604
2024-06-17,19,SCED,3.949
2024-06-17,20,SCED,2.9498
2024-06-17,21,SCED,3.3292
2024-06-17,22,SCED,3.2799
2024-06-17,23,SCED,3.6334
