Date,Hour,Type,Solve Time
2024-06-17,0,SCED,2.2852
2024-06-17,1,SCED,1.9478
2024-06-17,2,SCED,1.9601
2024-06-17,3,SCED,1.9495
2024-06-17,4,SCED,1.9542
2024-06-17,5,SCED,1.9675
2024-06-17,6,SCED,1.1486
2024-06-17,7,SCED,1.4546
2024-06-17,8,SCED,2.2135
2024-06-17,9,SCED,1.835
2024-06-17,10,SCED,2.5853
2024-06-17,11,SCED,6.2579
2024-06-17,12,SCED,2.0777
2024-06-17,13,SCED,3.719
2024-06-17,14,SCED,2.6976
2024-06-17,15,SCED,2.5805
2024-06-17,16,SCED,1.6171
2024-06-17,17,SCED,1.5533
2024-06-17,18,SCED,2.1354
2024-06-17,19,SCED,1.455
2024-06-17,20,SCED,1.4535
2024-06-17,21,SCED,3.9112
2024-06-17,22,SCED,2.3276
2024-06-17,23,SCED,2.4142
