osm_id,power_type,voltage_kv,voltage_tier,cables,operator,num_nodes,length_km
101049937,line,400.0,345-499 kV,3,,929,354.18
122782242,line,230.0,230-344 kV,12,,47,17.01
122782247,line,400.0,345-499 kV,3,,521,218.23
122782257,line,230.0,230-344 kV,3,,213,79.7
122782258,line,230.0,230-344 kV,3,,152,56.63
122782274,line,230.0,230-344 kV,3,,198,85.07
122782277,line,230.0,230-344 kV,6,,165,76.34
122782279,line,400.0,345-499 kV,6,,431,205.42
122790278,line,230.0,230-344 kV,6,,64,25.21
122790279,line,230.0,230-344 kV,3,,164,57.15
122790282,line,115.0,115-229 kV,6,,91,27.32
220406889,line,115.0,115-229 kV,3,,519,125.13
243483219,minor_line,0,<69 kV,,,42,19.78
243483221,minor_line,0,<69 kV,,,7,3.26
243483228,minor_line,0,<69 kV,,,16,7.12
299915640,line,230.0,230-344 kV,3,,260,100.86
299915655,line,115.0,115-229 kV,6,,60,23.46
299915658,line,230.0,230-344 kV,3,,183,69.19
299915661,line,230.0,230-344 kV,6,,5,1.33
301856464,minor_line,0,<69 kV,,,3,1.66
301856465,minor_line,0,<69 kV,,,4,0.95
304256985,line,230.0,230-344 kV,3,,177,66.65
338157960,line,230.0,230-344 kV,3,,154,67.45
338157961,line,230.0,230-344 kV,3,,2,0.05
338157962,line,230.0,230-344 kV,3,,2,0.03
338157963,line,230.0,230-344 kV,6,,3,0.39
338159112,line,230.0,230-344 kV,3,,208,73.65
373347666,minor_line,0,<69 kV,,,7,2.75
373824607,line,230.0,230-344 kV,3,,358,159.08
373824608,line,230.0,230-344 kV,3,,402,160.47
374464053,line,230.0,230-344 kV,3,,316,119.48
675124281,line,0,<69 kV,,,3,0.11
675124282,line,0,<69 kV,,,2,0.05
675124283,line,0,<69 kV,,,2,0.04
675124284,line,0,<69 kV,,,2,0.04
675124288,line,0,<69 kV,,,3,0.14
675124289,line,230.0,230-344 kV,3,,6,0.63
675124290,line,230.0,230-344 kV,3,,6,0.7
675124291,line,230.0,230-344 kV,6,,29,9.84
675124292,line,230.0,230-344 kV,6,,31,9.79
675760052,line,230.0,230-344 kV,3,,2,0.08
908225665,line,115.0,115-229 kV,3,,8,0.92
908225666,line,115.0,115-229 kV,3,,7,0.64
908225668,line,115.0,115-229 kV,3,,95,17.21
908225669,line,115.0,115-229 kV,3,,61,13.98
1122867310,line,230.0,230-344 kV,3,,6,0.56
1122867311,line,400.0,345-499 kV,3,,5,0.54
1122867312,line,230.0,230-344 kV,9,,3,0.32
1122867313,line,230.0,230-344 kV,3,,2,0.1
1122867314,line,230.0,230-344 kV,3,,3,0.23
1122867315,line,230.0,230-344 kV,3,,62,23.14
1122867316,line,230.0,230-344 kV,3,,142,47.56
1123959790,line,115.0,115-229 kV,3,,2,0.03
1123959792,line,115.0,115-229 kV,3,,188,41.46
1123959793,line,115.0,115-229 kV,3,,363,81.0
1123959795,line,115.0,115-229 kV,6,,5,0.18
1123959800,line,115.0,115-229 kV,3,,214,40.47
1125880206,line,115.0,115-229 kV,3,,16,1.99
1125880207,line,115.0,115-229 kV,3,,4,0.18
1125880208,line,115.0,115-229 kV,3,,159,30.29
1125880209,line,115.0,115-229 kV,3,,2,0.09
1125880210,line,115.0,115-229 kV,3,,2,0.09
1125880215,line,115.0,115-229 kV,3,,12,0.92
1125880216,line,115.0,115-229 kV,3,,240,19.97
1125880217,line,115.0,115-229 kV,3,,16,4.73
1125880218,line,115.0,115-229 kV,6,,4,0.22
1125880219,line,115.0,115-229 kV,3,,25,4.53
1125880220,line,115.0,115-229 kV,6,,3,0.05
1125880221,line,115.0,115-229 kV,3,,45,9.99
1125880223,line,115.0,115-229 kV,3,,20,2.72
1125880224,line,115.0,115-229 kV,3,,3,0.15
1125880225,line,115.0,115-229 kV,3,,16,1.89
1125880226,line,115.0,115-229 kV,3,,64,5.97
1125881261,line,115.0,115-229 kV,3,,8,0.4
1126035427,line,115.0,115-229 kV,3,,406,66.02
1126035428,line,115.0,115-229 kV,6,,12,2.76
1126035429,line,115.0,115-229 kV,3,,143,25.77
1126035431,line,115.0,115-229 kV,3,,2,0.05
1126035435,line,115.0,115-229 kV,3,,234,45.06
1126035437,line,115.0,115-229 kV,3,,260,98.21
1126035438,line,115.0,115-229 kV,3,,33,9.88
1126035439,line,115.0,115-229 kV,3,,34,7.09
1126035440,line,115.0,115-229 kV,3,,36,7.4
1126035442,line,115.0,115-229 kV,6,,15,1.23
1126035443,line,115.0,115-229 kV,3,,120,26.19
1126035444,line,115.0,115-229 kV,3,,17,2.54
1126035447,line,115.0,115-229 kV,3,,68,11.02
1126035448,line,115.0,115-229 kV,3,,6,0.64
1126104504,line,115.0,115-229 kV,3,,23,3.61
1126104506,line,115.0,115-229 kV,3,,23,4.68
1126104508,line,115.0,115-229 kV,6,,24,1.9
1126104509,line,115.0,115-229 kV,3,,16,2.34
1126104510,line,115.0,115-229 kV,3,,70,16.85
1126104511,line,115.0,115-229 kV,3,,7,0.43
1126104512,line,115.0,115-229 kV,3,,4,0.25
1126104513,line,115.0,115-229 kV,3,,3,0.43
1126104514,line,115.0,115-229 kV,3,,3,0.43
1126104515,line,115.0,115-229 kV,6,,17,3.3
1126104516,line,115.0,115-229 kV,6,,315,64.55
1126104517,line,115.0,115-229 kV,3,,3,0.47
1126104518,line,115.0,115-229 kV,3,,3,0.47
1126104519,line,115.0,115-229 kV,6,,27,5.09
1126104521,line,115.0,115-229 kV,3,,353,63.68
1126179829,line,115.0,115-229 kV,3,,110,25.06
1126203106,line,115.0,115-229 kV,3,,92,30.17
1126203108,line,115.0,115-229 kV,3,,131,35.07
1126203109,line,115.0,115-229 kV,3,,185,39.15
1126358408,line,115.0,115-229 kV,3,,67,13.81
1126358409,line,230.0,230-344 kV,3,,2,0.08
1126756773,line,115.0,115-229 kV,3,,475,102.48
1126756775,line,115.0,115-229 kV,3,,50,8.72
1127315110,line,115.0,115-229 kV,3,,335,59.07
1127315111,line,115.0,115-229 kV,3,,169,29.93
1127315117,line,230.0,230-344 kV,3,,5,0.59
1127315119,line,230.0,230-344 kV,3,,330,128.88
1127315120,line,230.0,230-344 kV,6,,3,0.15
1127315121,line,230.0,230-344 kV,6,,15,2.45
1127315122,line,230.0,230-344 kV,3,,289,128.96
1127315123,line,115.0,115-229 kV,3,,170,29.99
1127315125,line,115.0,115-229 kV,3,,405,72.98
1127335703,line,115.0,115-229 kV,3,,140,17.28
1127335704,line,115.0,115-229 kV,6,,3,0.06
1127335705,line,115.0,115-229 kV,3,,194,23.01
1128215900,line,115.0,115-229 kV,3,,471,84.36
1128215902,line,115.0,115-229 kV,3,,364,64.48
1128215903,line,115.0,115-229 kV,3,,188,15.24
1128215916,line,115.0,115-229 kV,3,,89,16.51
1128215917,line,115.0,115-229 kV,3,,55,17.05
1210826651,line,230.0,230-344 kV,6,,93,41.89
1210826652,line,230.0,230-344 kV,3,,103,31.28
1376014662,line,0,<69 kV,,,3,0.37
15260485,line,138.0,115-229 kV,3,,90,7.94
15260644,line,138.0,115-229 kV,3,,77,12.87
15262402,line,138.0,115-229 kV,3,,70,12.06
15262602,line,138.0,115-229 kV,3,,150,22.77
15265642,line,138.0,115-229 kV,3,,98,17.06
15384794,line,138.0,115-229 kV,3,,324,58.26
20692528,line,69.0,69-114 kV,3,,3,0.02
20694442,line,69.0,69-114 kV,3,,69,11.97
20695830,line,69.0,69-114 kV,3,,3,0.01
20696608,line,69.0,69-114 kV,3,,2,0.01
20719634,line,69.0,69-114 kV,3,,175,20.08
20719958,line,138.0,115-229 kV,3,,3,0.02
20722430,line,138.0,115-229 kV,3,,287,52.19
20724197,line,138.0,115-229 kV,3,,224,47.22
20837825,line,138.0,115-229 kV,3,,3,0.03
20839830,line,138.0,115-229 kV,3,,9,0.09
20839832,line,138.0,115-229 kV,3,,3,0.02
20839912,line,138.0,115-229 kV,3,,98,25.71
20841005,line,138.0,115-229 kV,3,,10,0.78
20841098,line,138.0,115-229 kV,3,,3,0.02
20841204,line,138.0,115-229 kV,3,,2,0.01
20841207,line,138.0,115-229 kV,3,,5,0.09
20841753,line,138.0,115-229 kV,3,,5,0.03
20841838,line,138.0,115-229 kV,3,,232,40.66
20842124,line,138.0,115-229 kV,3,,71,13.43
20842512,line,138.0,115-229 kV,3,,11,0.14
20842986,line,138.0,115-229 kV,3,,2,0.01
20842994,line,138.0,115-229 kV,3,,2,0.02
20843723,line,69.0,69-114 kV,3,,3,0.02
20844104,line,138.0,115-229 kV,3,,3,0.03
20845832,line,138.0,115-229 kV,3,,5,0.04
20846904,line,69.0,69-114 kV,3,,76,12.74
20847412,line,138.0,115-229 kV,3,,4,0.04
20847711,line,138.0,115-229 kV,3,,3,0.02
20848574,line,69.0,69-114 kV,3,,4,0.02
20848868,line,69.0,69-114 kV,3,,2,0.02
20850159,line,69.0,69-114 kV,3,,221,38.93
20852185,line,138.0,115-229 kV,3,,3,0.02
20852743,line,69.0,69-114 kV,3,,4,0.02
21014688,line,138.0,115-229 kV,3,,118,24.24
21015931,line,138.0,115-229 kV,3,,4,0.04
21017256,line,69.0,69-114 kV,3,,4,0.02
21018032,line,69.0,69-114 kV,3,,4,0.02
21020378,line,69.0,69-114 kV,3,,4,0.03
21021789,line,138.0,115-229 kV,3,,148,36.29
21022607,line,69.0,69-114 kV,3,,96,16.31
21046936,line,138.0,115-229 kV,3,,53,8.86
21048611,line,138.0,115-229 kV,3,,2,0.01
21049761,line,138.0,115-229 kV,3,,143,25.39
21062197,line,138.0,115-229 kV,3,,14,0.22
21068061,line,138.0,115-229 kV,3,,2,0.01
21068125,line,138.0,115-229 kV,3,,9,0.09
21069880,line,138.0,115-229 kV,3,,203,42.45
21070186,line,138.0,115-229 kV,3,,195,40.5
21070479,line,138.0,115-229 kV,3,,14,2.05
21070514,line,138.0,115-229 kV,6,,22,4.24
21082674,line,69.0,69-114 kV,3,,4,0.02
21147587,line,138.0,115-229 kV,3,,186,33.04
21148294,line,69.0,69-114 kV,3,,161,27.28
21234806,line,138.0,115-229 kV,3,,126,21.12
21235127,line,138.0,115-229 kV,3,,186,37.26
21235702,line,138.0,115-229 kV,3,,3,0.03
21235898,line,138.0,115-229 kV,3,,64,11.9
21236521,line,69.0,69-114 kV,3,,57,10.22
21236946,line,138.0,115-229 kV,3,,2,0.01
21237132,line,138.0,115-229 kV,3,,63,12.52
21238207,line,138.0,115-229 kV,3,,162,28.8
21239875,line,138.0,115-229 kV,3,,4,0.03
21240017,line,138.0,115-229 kV,3,,44,7.16
21240292,line,138.0,115-229 kV,3,,2,0.04
21240854,line,69.0,69-114 kV,3,,70,14.88
21302514,line,138.0,115-229 kV,3,,12,1.87
21303548,line,138.0,115-229 kV,3,,89,18.07
21306013,line,138.0,115-229 kV,3,,4,0.04
21306934,line,138.0,115-229 kV,3,,389,70.52
21309954,line,138.0,115-229 kV,6,,32,5.28
21311093,line,138.0,115-229 kV,3,,133,25.83
21311110,line,138.0,115-229 kV,3,,148,26.12
21314171,line,138.0,115-229 kV,3,,4,0.28
21320258,line,138.0,115-229 kV,6,,46,8.16
21324601,line,138.0,115-229 kV,3,,6,0.35
21325017,line,138.0,115-229 kV,3,,119,23.62
21325678,line,138.0,115-229 kV,3,,144,29.27
21397916,line,138.0,115-229 kV,3,,7,0.09
21399596,line,138.0,115-229 kV,3,,4,0.03
21399765,line,138.0,115-229 kV,3,,127,21.9
21399794,line,138.0,115-229 kV,3,,15,0.17
21400201,line,138.0,115-229 kV,3,,154,27.76
21400210,line,138.0,115-229 kV,3,,4,0.07
21401156,line,138.0,115-229 kV,3,,176,35.69
21402377,line,138.0,115-229 kV,3,,2,0.02
21403117,line,138.0,115-229 kV,3,,89,10.13
21404578,line,138.0,115-229 kV,3,,5,0.06
28986485,line,138.0,115-229 kV,3,,10,0.11
83047445,line,138.0,115-229 kV,6,,63,19.01
98341771,line,138.0,115-229 kV,3,,68,11.17
98341773,line,400.0,345-499 kV,6,,136,48.63
98341774,line,230.0,230-344 kV,3,,83,28.26
98413667,line,230.0,230-344 kV,3,,3,0.17
98414069,line,138.0,115-229 kV,6,,35,6.37
98421603,line,230.0,230-344 kV,6,,72,22.62
98421606,line,400.0,345-499 kV,6,,35,11.77
98426770,line,138.0,115-229 kV,6,,3,0.15
98426773,line,138.0,115-229 kV,3,,4,0.3
98426774,line,138.0,115-229 kV,6,,56,14.0
98426787,line,138.0,115-229 kV,6,,6,1.31
98426789,line,138.0,115-229 kV,6,,10,2.14
98426791,line,138.0,115-229 kV,6,,10,1.15
98426793,line,138.0,115-229 kV,6,,13,1.44
98426803,line,138.0,115-229 kV,3,,2,0.18
98426807,line,138.0,115-229 kV,6,,4,0.39
98426812,line,138.0,115-229 kV,6,,15,3.47
98426824,line,138.0,115-229 kV,6,,5,0.36
98426826,line,138.0,115-229 kV,6,,15,3.95
98427327,line,138.0,115-229 kV,3,,3,0.08
98427330,line,138.0,115-229 kV,3,,4,0.32
98427331,line,138.0,115-229 kV,3,,4,0.32
98466941,line,0,<69 kV,,,4,0.87
98466952,line,138.0,115-229 kV,6,,336,96.63
98466977,line,138.0,115-229 kV,6,,28,7.63
98466984,line,138.0,115-229 kV,6,,28,6.21
100657592,line,400.0,345-499 kV,3,,372,177.84
100664196,line,230.0,230-344 kV,6,,39,12.39
100671613,line,138.0,115-229 kV,6,,354,105.97
100671618,line,115.0,115-229 kV,3,,217,75.14
101038276,line,400.0,345-499 kV,3,,385,159.42
101038283,line,230.0,230-344 kV,6,,65,26.23
101038286,line,400.0,345-499 kV,3,,13,3.12
101038289,line,230.0,230-344 kV,3,,3,0.12
101049927,line,400.0,345-499 kV,3,,377,159.77
101049931,line,230.0,230-344 kV,3,,6,0.44
101049935,line,230.0,230-344 kV,3,,6,0.41
101049940,line,0,<69 kV,,,4,0.27
101069233,line,0,<69 kV,,,5,0.96
101069234,line,0,<69 kV,,,2,0.4
101949042,line,138.0,115-229 kV,3,,23,7.78
101949044,line,138.0,115-229 kV,6,,27,7.63
101949058,line,230.0,230-344 kV,3,,62,19.91
101949071,line,138.0,115-229 kV,6,,17,2.02
101949077,line,230.0,230-344 kV,6,,13,4.46
101949082,line,230.0,230-344 kV,3,,3,0.33
101949083,line,230.0,230-344 kV,3,,3,0.33
102783489,line,0,<69 kV,,,3,0.46
102783491,line,230.0,230-344 kV,3,,171,64.83
102783492,line,400.0,345-499 kV,3,,496,197.65
102783494,line,400.0,345-499 kV,3,,493,198.96
102783497,line,400.0,345-499 kV,6,,12,4.37
102783499,line,230.0,230-344 kV,3,,2,0.08
102783501,line,138.0,115-229 kV,6,,58,17.17
102933107,line,138.0,115-229 kV,3,,3,0.08
124652365,line,400.0,345-499 kV,6,,62,13.19
124652366,line,230.0,230-344 kV,6,,71,22.25
124652374,line,230.0,230-344 kV,3,,23,6.17
124652976,line,400.0,345-499 kV,3,,2,0.08
124808270,line,400.0,345-499 kV,6,,88,36.6
124808271,line,400.0,345-499 kV,3,,70,26.92
126175781,line,345.0,345-499 kV,3,,466,110.76
126175796,line,138.0,115-229 kV,3,,174,40.99
174682115,line,345.0,345-499 kV,3,,163,53.6
174711658,line,138.0,115-229 kV,3,,3,0.03
174711659,line,138.0,115-229 kV,3,,7,0.06
174711660,line,345.0,345-499 kV,3,,2,0.01
174711661,line,138.0,115-229 kV,3,,7,0.06
174711662,line,138.0,115-229 kV,3,,7,0.06
174711663,line,345.0,345-499 kV,3,,3,0.08
174711664,line,138.0,115-229 kV,3,,3,0.03
174711665,line,345.0,345-499 kV,3,,2,0.02
174711666,line,138.0,115-229 kV,3,,4,0.05
174711667,line,138.0,115-229 kV,3,,2,0.05
174789424,line,345.0,345-499 kV,3,,114,36.94
174808890,line,138.0,115-229 kV,3,,86,19.5
174808891,line,345.0,345-499 kV,3,,507,178.75
193197828,line,115.0,115-229 kV,3,,32,8.88
235012503,line,138.0,115-229 kV,6,,73,6.67
244446279,line,69.0,69-114 kV,3,,2,0.0
297119296,minor_line,0,<69 kV,,,2,0.08
297119297,minor_line,0,<69 kV,,,2,0.1
297119299,minor_line,0,<69 kV,,,2,0.09
297119300,minor_line,0,<69 kV,,,2,0.08
297119301,minor_line,0,<69 kV,,,2,0.05
303498749,line,138.0,115-229 kV,3,,44,7.15
327300968,line,400.0,345-499 kV,3,,320,124.93
328331091,line,230.0,230-344 kV,3,,5,0.8
328331093,line,230.0,230-344 kV,3,,5,0.87
328332497,line,400.0,345-499 kV,3,,330,141.39
328371977,line,400.0,345-499 kV,3,,423,178.4
328371978,line,400.0,345-499 kV,3,,446,178.73
328454679,line,400.0,345-499 kV,3,,2,0.38
328454680,line,400.0,345-499 kV,3,,2,0.25
328454681,line,400.0,345-499 kV,3,,2,0.13
328454683,line,400.0,345-499 kV,6,,5,0.92
328468060,line,400.0,345-499 kV,6,,383,181.03
328468061,line,230.0,230-344 kV,3,,247,95.39
328468063,line,400.0,345-499 kV,3,,3,0.22
328468064,line,400.0,345-499 kV,3,,3,0.22
328820117,line,400.0,345-499 kV,3,,2,0.36
328820118,line,400.0,345-499 kV,6,,88,16.68
328820119,line,400.0,345-499 kV,3,,2,0.12
328820121,line,400.0,345-499 kV,3,,2,0.25
328823536,line,400.0,345-499 kV,3,CFE,41,15.39
329140639,line,400.0,345-499 kV,3,,334,141.58
329151307,line,400.0,345-499 kV,3,,6,0.2
329355348,line,230.0,230-344 kV,3,,2,0.06
329355349,line,230.0,230-344 kV,3,,2,0.06
329355350,line,230.0,230-344 kV,6,,3,0.29
329355352,line,138.0,115-229 kV,3,,5,0.49
329355353,line,230.0,230-344 kV,6,,448,160.37
335761044,line,230.0,230-344 kV,3,,299,116.29
335761045,line,400.0,345-499 kV,3,,30,8.21
336123156,line,230.0,230-344 kV,3,Comisión Federal de Electricidad,322,120.75
336123157,line,230.0,230-344 kV,3,,4,1.05
336123158,line,230.0,230-344 kV,3,,4,1.03
344295451,line,69.0,69-114 kV,3,,170,25.54
449702995,line,115.0,115-229 kV,,,16,1.7
451971469,line,138.0,115-229 kV,3,,2,0.01
451971470,line,138.0,115-229 kV,3,,2,0.02
451971471,line,138.0,115-229 kV,3,,4,0.04
451971472,line,138.0,115-229 kV,3,,2,0.02
451971473,line,138.0,115-229 kV,3,,4,0.05
451971474,line,138.0,115-229 kV,3,,2,0.1
451971475,line,138.0,115-229 kV,3,,3,0.06
451971476,line,138.0,115-229 kV,3,,6,0.06
451971477,line,138.0,115-229 kV,3,,4,0.05
451971479,line,138.0,115-229 kV,3,,4,0.04
451971481,line,138.0,115-229 kV,3,,77,13.35
451971485,line,138.0,115-229 kV,3,,38,7.39
451971491,line,138.0,115-229 kV,3,,6,0.05
451971492,line,138.0,115-229 kV,3,,9,0.13
451971493,line,138.0,115-229 kV,3,,14,2.15
451971495,line,138.0,115-229 kV,3,,2,0.02
451971496,line,138.0,115-229 kV,3,,2,0.02
451971497,line,138.0,115-229 kV,3,,14,0.15
451971498,line,138.0,115-229 kV,3,,25,4.26
451971500,line,138.0,115-229 kV,3,,5,0.05
451971501,line,138.0,115-229 kV,3,,3,0.02
451971502,line,138.0,115-229 kV,3,,5,0.05
451971503,line,138.0,115-229 kV,3,,4,0.05
451971504,line,138.0,115-229 kV,3,,5,0.06
451971505,line,138.0,115-229 kV,3,,3,0.03
451971506,line,138.0,115-229 kV,3,,5,0.08
451971507,line,138.0,115-229 kV,3,,5,0.05
451971508,line,138.0,115-229 kV,3,,2,0.02
451971509,line,0,<69 kV,3,,4,0.04
451971510,line,0,<69 kV,3,,4,0.05
451971511,line,138.0,115-229 kV,3,,2,0.01
451971512,line,138.0,115-229 kV,3,,2,0.02
451971515,line,138.0,115-229 kV,3,,2,0.02
451971516,line,138.0,115-229 kV,3,,3,0.03
451971517,line,138.0,115-229 kV,3,,3,0.03
451971518,line,138.0,115-229 kV,3,,4,0.22
451971519,line,138.0,115-229 kV,3,,4,0.23
451971521,line,138.0,115-229 kV,3,,2,0.01
451971522,line,138.0,115-229 kV,3,,2,0.02
451971523,line,138.0,115-229 kV,3,,7,0.06
451971525,line,138.0,115-229 kV,3,,2,0.02
451971526,line,138.0,115-229 kV,3,,4,0.06
451971527,line,138.0,115-229 kV,3,,4,0.05
451971530,line,69.0,69-114 kV,3,,3,0.02
451971531,line,69.0,69-114 kV,3,,3,0.01
451971532,line,69.0,69-114 kV,3,,4,0.05
451971533,line,69.0,69-114 kV,3,,4,0.06
451971534,line,138.0,115-229 kV,3,,2,0.09
451971535,line,138.0,115-229 kV,3,,2,0.04
451971536,line,138.0,115-229 kV,3,,4,0.04
451971537,line,138.0,115-229 kV,3,,5,0.04
451971538,line,138.0,115-229 kV,3,,5,0.04
451971539,line,138.0,115-229 kV,3,,5,0.04
451971541,line,138.0,115-229 kV,3,,3,0.02
451971542,line,138.0,115-229 kV,3,,3,0.02
451971543,line,138.0,115-229 kV,3,,3,0.02
451971544,line,138.0,115-229 kV,3,,5,0.04
451971545,line,138.0,115-229 kV,3,,3,0.02
451971546,line,138.0,115-229 kV,3,,2,0.02
451971547,line,138.0,115-229 kV,3,,4,0.05
451971548,line,138.0,115-229 kV,3,,5,0.04
451971549,line,138.0,115-229 kV,3,,14,0.17
451971550,line,138.0,115-229 kV,3,,13,0.17
451971553,line,138.0,115-229 kV,3,,2,0.02
451971554,line,138.0,115-229 kV,3,,3,0.04
451971555,line,138.0,115-229 kV,3,,3,0.04
451971557,line,138.0,115-229 kV,3,,7,0.04
451971558,line,138.0,115-229 kV,3,,2,0.02
451971559,line,138.0,115-229 kV,3,,2,0.02
451971561,line,138.0,115-229 kV,3,,3,0.03
451971562,line,138.0,115-229 kV,3,,3,0.03
451971563,line,69.0,69-114 kV,3,,3,0.01
451971564,line,69.0,69-114 kV,3,,2,0.02
451971565,line,69.0,69-114 kV,3,,3,0.03
451971566,line,69.0,69-114 kV,3,,3,0.04
451971568,line,138.0,115-229 kV,3,,2,0.02
451971569,line,138.0,115-229 kV,3,,3,0.03
451971570,line,138.0,115-229 kV,3,,3,0.03
451971571,line,138.0,115-229 kV,3,,3,0.03
451971572,line,138.0,115-229 kV,3,,3,0.03
451971582,line,138.0,115-229 kV,3,,2,0.0
451971584,line,138.0,115-229 kV,3,,3,0.02
451971588,line,138.0,115-229 kV,3,,2,0.01
451971589,line,138.0,115-229 kV,3,,3,0.03
451971590,line,138.0,115-229 kV,3,,3,0.03
451971591,line,138.0,115-229 kV,3,,3,0.14
451971592,line,138.0,115-229 kV,3,,3,0.16
451971593,line,138.0,115-229 kV,3,,3,0.06
451971594,line,138.0,115-229 kV,3,,2,0.01
451971595,line,138.0,115-229 kV,3,,4,0.04
451971596,line,138.0,115-229 kV,6,,55,4.81
451971597,line,138.0,115-229 kV,3,,4,0.31
451971598,line,138.0,115-229 kV,3,,7,0.42
451971599,line,138.0,115-229 kV,3,,4,0.16
451971600,line,138.0,115-229 kV,3,,4,0.07
451971601,line,138.0,115-229 kV,6,,24,4.09
451971602,line,138.0,115-229 kV,3,,3,0.09
451971604,line,138.0,115-229 kV,3,,8,0.32
451971605,line,138.0,115-229 kV,3,,2,0.01
451971606,line,17.5,<69 kV,3,,2,0.01
451971607,line,17.5,<69 kV,3,,2,0.01
451971608,line,69.0,69-114 kV,3,,5,0.23
451971609,line,138.0,115-229 kV,3,,2,0.15
451971610,line,138.0,115-229 kV,3,,2,0.1
451971611,line,138.0,115-229 kV,6,,2,0.13
451971612,line,138.0,115-229 kV,6,,33,3.77
451971616,line,69.0,69-114 kV,3,,5,0.17
451971619,line,69.0,69-114 kV,3,,2,0.09
451971622,line,138.0,115-229 kV,3,,3,0.08
451971623,line,138.0,115-229 kV,3,,3,0.07
451971625,line,138.0,115-229 kV,6,,29,2.7
451971626,line,138.0,115-229 kV,3,,3,0.07
451971627,line,69.0,69-114 kV,3,,7,0.22
451971628,line,138.0,115-229 kV,3,,3,0.07
451971629,line,138.0,115-229 kV,6,,6,0.51
451971630,line,69.0,69-114 kV,3,,21,1.8
451971631,line,138.0,115-229 kV,3,,2,0.09
451971633,line,69.0,69-114 kV,3,,19,1.68
451971634,line,138.0,115-229 kV,6,,26,2.38
451971635,line,69.0,69-114 kV,3,,8,0.27
451971636,line,138.0,115-229 kV,3,,4,0.12
451971637,line,138.0,115-229 kV,6,,53,4.81
451971638,line,138.0,115-229 kV,3,,4,0.16
451971640,line,138.0,115-229 kV,3,,18,2.8
451971641,line,138.0,115-229 kV,3,,27,3.95
451971642,line,138.0,115-229 kV,3,,27,3.44
451971643,line,138.0,115-229 kV,3,,3,0.03
451971644,line,138.0,115-229 kV,3,,2,0.03
451971646,line,138.0,115-229 kV,3,,3,0.04
451971647,line,138.0,115-229 kV,3,,2,0.02
451971648,line,138.0,115-229 kV,3,,2,0.02
451971649,line,138.0,115-229 kV,3,,2,0.02
451971650,line,138.0,115-229 kV,3,,2,0.02
451971651,line,138.0,115-229 kV,3,,2,0.02
451971652,line,138.0,115-229 kV,3,,3,0.04
451971653,line,138.0,115-229 kV,3,,3,0.04
451971654,line,138.0,115-229 kV,3,,6,0.09
451971655,line,138.0,115-229 kV,3,,2,0.02
451971658,line,69.0,69-114 kV,3,,5,0.09
451971659,line,138.0,115-229 kV,3,,4,0.12
451971660,line,138.0,115-229 kV,3,,6,0.72
451971661,line,138.0,115-229 kV,3,,6,0.68
451971664,line,138.0,115-229 kV,3,,4,0.19
451971665,line,138.0,115-229 kV,3,,3,0.12
451971669,line,138.0,115-229 kV,3,,29,5.06
451971672,line,138.0,115-229 kV,3,,31,4.75
451971678,line,138.0,115-229 kV,3,,29,4.56
451971682,line,138.0,115-229 kV,3,,2,0.04
451971683,line,138.0,115-229 kV,3,,2,0.01
451971684,line,17.5,<69 kV,3,,3,0.03
451971685,line,17.5,<69 kV,3,,3,0.03
451971689,line,138.0,115-229 kV,3,,2,0.01
451971690,line,138.0,115-229 kV,3,,4,0.27
451971691,line,138.0,115-229 kV,3,,5,0.05
451971692,line,138.0,115-229 kV,3,,5,0.04
451971693,line,138.0,115-229 kV,3,,6,0.08
451971694,line,138.0,115-229 kV,3,,6,0.43
451971695,line,230.0,230-344 kV,3,,2,0.04
451971696,line,230.0,230-344 kV,3,,4,0.38
451971697,line,138.0,115-229 kV,3,,8,0.67
451971698,line,138.0,115-229 kV,3,,8,0.65
451971707,line,345.0,345-499 kV,3,,5,0.07
451971709,line,138.0,115-229 kV,3,,11,0.15
451971710,line,345.0,345-499 kV,3,,5,0.49
451971711,line,345.0,345-499 kV,3,NextEra Energy,203,46.71
451971712,line,138.0,115-229 kV,6,,2,0.18
451971713,line,138.0,115-229 kV,3,,4,0.38
451971714,line,138.0,115-229 kV,3,,4,0.38
451971715,line,138.0,115-229 kV,3,,30,4.61
451971717,line,138.0,115-229 kV,3,,80,14.42
451971726,line,138.0,115-229 kV,3,,4,0.27
451971727,line,138.0,115-229 kV,6,,2,0.17
451971731,line,138.0,115-229 kV,3,,3,0.02
451971732,line,138.0,115-229 kV,3,,4,0.04
451971733,line,138.0,115-229 kV,3,,3,0.03
451971735,line,138.0,115-229 kV,3,,13,0.15
451971736,cable,138.0,115-229 kV,,,4,0.21
451971737,line,138.0,115-229 kV,3,,2,0.03
451971740,line,138.0,115-229 kV,3,,2,0.11
451971747,line,138.0,115-229 kV,3,,6,0.79
451971748,line,345.0,345-499 kV,3,,244,64.6
451971749,line,345.0,345-499 kV,3,,11,1.96
451971751,line,138.0,115-229 kV,3,,7,1.58
451971752,line,69.0,69-114 kV,3,,3,0.04
451971753,line,69.0,69-114 kV,3,,409,75.26
451971754,line,345.0,345-499 kV,3,,7,0.13
451971755,line,138.0,115-229 kV,3,,3,0.08
451971756,line,345.0,345-499 kV,3,,4,0.13
451971757,line,345.0,345-499 kV,6,,148,40.56
452115674,line,69.0,69-114 kV,3,,4,0.04
