osm_id,power_type,voltage_kv,voltage_tier,cables,operator,num_nodes,length_km
510838971,line,69.0,69-114 kV,3,,2,0.01
510838972,line,69.0,69-114 kV,3,,5,0.07
510838973,line,69.0,69-114 kV,3,,60,8.02
510838974,line,69.0,69-114 kV,6,,3,0.1
510838976,line,138.0,115-229 kV,3,Lower Colorado River Authority,48,11.02
510838977,line,138.0,115-229 kV,3,,2,0.02
510838978,line,138.0,115-229 kV,3,,4,0.05
510838979,line,138.0,115-229 kV,3,,2,0.02
510838980,line,138.0,115-229 kV,3,,2,0.01
510838981,line,138.0,115-229 kV,3,,3,0.03
510838982,line,138.0,115-229 kV,3,,3,0.03
510838983,line,138.0,115-229 kV,3,,3,0.03
510838984,line,138.0,115-229 kV,3,,2,0.01
510838985,line,138.0,115-229 kV,3,,2,0.02
510838986,line,138.0,115-229 kV,3,,2,0.03
510838987,line,138.0,115-229 kV,3,,3,0.03
510838988,line,138.0,115-229 kV,3,,3,0.03
510838989,line,138.0,115-229 kV,3,,4,0.03
510838990,line,138.0,115-229 kV,3,,4,0.03
510838991,line,138.0,115-229 kV,3,,4,0.03
510838992,line,138.0,115-229 kV,3,,4,0.03
510838993,line,69.0,69-114 kV,3,,2,0.01
510838994,line,138.0,115-229 kV,3,,10,0.09
510838995,line,138.0,115-229 kV,3,,10,0.08
510838996,line,138.0,115-229 kV,3,,3,0.02
510838998,line,138.0,115-229 kV,3,,29,8.99
510838999,line,138.0,115-229 kV,3,,36,10.27
510839001,line,138.0,115-229 kV,3,,2,0.01
510839002,line,138.0,115-229 kV,3,,2,0.01
510839004,line,138.0,115-229 kV,3,,4,0.06
510839005,line,138.0,115-229 kV,3,,6,0.08
510839007,cable,0,<69 kV,6,,2,0.07
510839008,cable,0,<69 kV,3,,2,0.01
510839009,cable,0,<69 kV,3,,2,0.01
510839010,cable,0,<69 kV,6,,2,0.07
510839011,cable,0,<69 kV,3,,2,0.01
510839012,cable,0,<69 kV,3,,2,0.01
510839013,line,138.0,115-229 kV,3,,3,0.1
510839014,line,138.0,115-229 kV,3,,3,0.1
510839015,line,138.0,115-229 kV,3,,2,0.02
510839016,line,138.0,115-229 kV,3,,2,0.03
510839017,line,138.0,115-229 kV,3,,5,0.05
510839018,line,138.0,115-229 kV,3,,9,0.11
511105718,line,138.0,115-229 kV,3,,5,0.06
511105720,line,138.0,115-229 kV,3,,2,0.02
511105722,line,138.0,115-229 kV,3,,2,0.01
511105723,line,138.0,115-229 kV,3,,29,5.56
511105725,line,138.0,115-229 kV,3,,5,0.05
511105727,line,138.0,115-229 kV,3,,2,0.02
511105728,line,138.0,115-229 kV,3,,3,0.03
511105729,line,138.0,115-229 kV,3,,2,0.03
511105730,line,138.0,115-229 kV,3,,2,0.03
511105731,line,138.0,115-229 kV,3,,2,0.03
511105732,line,138.0,115-229 kV,3,,4,0.03
511105733,line,138.0,115-229 kV,3,,4,0.03
511105734,line,138.0,115-229 kV,3,,2,0.01
511105735,line,138.0,115-229 kV,3,,2,0.04
511105736,line,138.0,115-229 kV,3,,2,0.01
511105737,line,138.0,115-229 kV,3,,3,0.03
511105738,line,138.0,115-229 kV,3,,6,0.04
511105739,line,138.0,115-229 kV,3,,4,0.06
511105740,line,138.0,115-229 kV,3,,2,0.04
511105741,line,138.0,115-229 kV,3,,2,0.02
511105742,line,138.0,115-229 kV,3,,4,0.03
511105743,line,69.0,69-114 kV,3,,2,0.04
511105744,line,69.0,69-114 kV,3,,2,0.02
511105745,line,69.0,69-114 kV,3,,4,0.03
511105746,line,69.0,69-114 kV,3,,2,0.02
511105747,line,138.0,115-229 kV,3,,6,0.06
511105748,line,138.0,115-229 kV,3,,10,0.08
511105749,line,138.0,115-229 kV,3,,7,0.06
511105750,line,138.0,115-229 kV,6,,2,0.12
511105751,line,138.0,115-229 kV,3,,16,4.42
511105752,line,138.0,115-229 kV,3,,2,0.12
511105753,line,138.0,115-229 kV,3,,11,0.19
511105754,line,138.0,115-229 kV,3,,2,0.04
511105755,line,138.0,115-229 kV,3,,3,0.09
511105756,line,138.0,115-229 kV,3,,3,0.04
511105757,line,138.0,115-229 kV,3,,3,0.04
511105759,line,138.0,115-229 kV,3,,2,0.05
511105760,line,138.0,115-229 kV,3,,6,0.1
511105761,line,138.0,115-229 kV,3,,2,0.05
511105762,line,138.0,115-229 kV,6,,2,0.12
511105763,line,138.0,115-229 kV,3,,99,9.57
511105764,line,138.0,115-229 kV,3,,153,14.24
511105765,line,138.0,115-229 kV,3,,2,0.01
511105766,line,138.0,115-229 kV,3,,5,0.08
511105768,line,138.0,115-229 kV,3,,23,2.28
511105769,line,138.0,115-229 kV,3,,2,0.02
511105770,line,138.0,115-229 kV,3,,2,0.02
511105771,line,138.0,115-229 kV,3,,4,0.05
511105773,line,138.0,115-229 kV,3,,133,12.1
511133209,line,138.0,115-229 kV,3,,2,0.03
511133212,line,138.0,115-229 kV,3,,4,0.03
511133215,line,138.0,115-229 kV,3,,3,0.03
511133219,line,138.0,115-229 kV,3,,4,0.03
511133222,line,138.0,115-229 kV,3,,4,0.03
511133226,line,138.0,115-229 kV,3,,7,0.06
511133229,line,138.0,115-229 kV,3,,7,0.07
511133235,line,138.0,115-229 kV,3,,86,18.55
511133245,line,138.0,115-229 kV,3,,2,0.01
511133248,line,138.0,115-229 kV,3,,2,0.02
511133251,line,138.0,115-229 kV,3,,3,0.07
511133253,line,138.0,115-229 kV,3,,4,0.03
511133256,line,138.0,115-229 kV,3,,4,0.03
511133258,line,138.0,115-229 kV,3,,4,0.03
511133261,line,138.0,115-229 kV,3,,4,0.03
511133265,line,138.0,115-229 kV,3,,4,0.05
511133268,line,138.0,115-229 kV,3,,4,0.05
511133271,line,138.0,115-229 kV,3,,2,0.07
511133274,line,138.0,115-229 kV,3,,7,0.06
511133276,line,138.0,115-229 kV,3,,105,22.51
511133284,line,138.0,115-229 kV,3,,3,0.03
511133285,line,138.0,115-229 kV,3,,2,0.02
511133286,line,138.0,115-229 kV,3,,3,0.02
511133287,line,138.0,115-229 kV,3,,4,0.09
511133288,line,138.0,115-229 kV,3,,3,0.03
511133289,line,138.0,115-229 kV,3,,3,0.02
511133290,line,138.0,115-229 kV,3,,3,0.03
511133291,line,138.0,115-229 kV,3,,2,0.04
511133292,line,138.0,115-229 kV,3,,2,0.04
511133293,line,138.0,115-229 kV,3,,2,0.01
511133294,line,138.0,115-229 kV,3,,4,0.03
511133295,line,138.0,115-229 kV,3,,3,0.03
511133296,line,138.0,115-229 kV,3,,4,0.04
511133299,line,138.0,115-229 kV,3,,10,0.11
511133300,line,138.0,115-229 kV,3,,4,0.26
511133301,line,138.0,115-229 kV,3,,5,0.39
511133302,line,138.0,115-229 kV,6,,5,0.56
511133303,line,138.0,115-229 kV,3,,9,0.06
511133304,line,138.0,115-229 kV,3,,8,0.06
511133305,line,138.0,115-229 kV,6,,2,0.22
511133306,line,138.0,115-229 kV,3,,2,0.28
511133307,line,138.0,115-229 kV,3,,2,0.28
511133308,line,138.0,115-229 kV,3,,3,0.02
511133310,line,138.0,115-229 kV,3,,3,0.03
511343950,line,69.0,69-114 kV,3,,2,0.02
511343951,line,69.0,69-114 kV,3,,3,0.02
511343952,line,69.0,69-114 kV,3,,3,0.02
511343953,line,69.0,69-114 kV,3,,3,0.02
511343954,line,69.0,69-114 kV,3,,6,0.07
511343955,line,69.0,69-114 kV,3,,6,0.07
511343956,line,138.0,115-229 kV,3,,2,0.02
511343957,line,138.0,115-229 kV,3,,3,0.08
511343958,line,69.0,69-114 kV,3,,40,5.26
511343959,line,138.0,115-229 kV,3,,3,0.33
511343960,line,138.0,115-229 kV,3,,3,0.34
511343961,line,138.0,115-229 kV,3,,7,0.07
511343962,line,138.0,115-229 kV,3,,9,0.07
511343963,line,138.0,115-229 kV,3,,7,0.07
511343964,line,138.0,115-229 kV,3,,9,0.07
511343965,line,138.0,115-229 kV,3,,6,0.09
511343966,line,138.0,115-229 kV,3,,2,0.01
511343967,line,138.0,115-229 kV,3,,2,0.02
511343968,line,138.0,115-229 kV,3,,4,0.04
511343969,line,138.0,115-229 kV,3,,4,0.04
511343970,line,138.0,115-229 kV,3,,3,0.02
511343971,line,138.0,115-229 kV,3,,47,12.22
511343972,line,138.0,115-229 kV,3,,47,9.23
511343973,line,138.0,115-229 kV,3,,4,0.06
511343974,line,138.0,115-229 kV,3,,31,7.28
511343981,line,138.0,115-229 kV,3,,2,0.0
511343984,line,138.0,115-229 kV,3,,51,11.54
511343994,line,138.0,115-229 kV,3,,4,0.03
511344001,line,138.0,115-229 kV,3,,2,0.02
511344007,line,138.0,115-229 kV,3,,6,0.05
511344020,line,138.0,115-229 kV,3,,3,0.02
511344026,line,138.0,115-229 kV,3,,13,0.24
511344033,line,138.0,115-229 kV,3,,2,0.05
511344038,line,138.0,115-229 kV,3,,2,0.05
511344042,line,138.0,115-229 kV,3,,3,0.19
511344048,line,138.0,115-229 kV,3,,2,0.03
511344053,line,345.0,345-499 kV,3,,2,0.01
511344058,line,138.0,115-229 kV,3,,9,0.08
511344065,line,138.0,115-229 kV,3,,9,0.08
511344071,line,138.0,115-229 kV,3,,9,0.08
511344077,line,138.0,115-229 kV,3,,7,0.08
511344084,line,138.0,115-229 kV,3,,9,0.08
511344090,line,138.0,115-229 kV,3,,3,0.19
511344095,line,138.0,115-229 kV,3,,4,0.06
511344101,line,138.0,115-229 kV,3,,7,0.11
511344107,line,138.0,115-229 kV,3,,2,0.14
511344113,line,138.0,115-229 kV,3,,2,0.04
511344118,line,138.0,115-229 kV,3,,2,0.02
511344122,line,138.0,115-229 kV,3,,2,0.02
511344128,line,138.0,115-229 kV,3,,3,0.03
511344133,line,138.0,115-229 kV,3,,4,0.03
511344137,line,138.0,115-229 kV,3,,4,0.03
511344140,line,138.0,115-229 kV,3,,4,0.03
511344144,line,138.0,115-229 kV,3,,7,0.06
511344147,line,138.0,115-229 kV,3,,7,0.09
511344150,line,138.0,115-229 kV,3,,2,0.05
511344153,line,138.0,115-229 kV,3,,2,0.02
511344156,line,138.0,115-229 kV,3,,8,0.08
511344159,line,138.0,115-229 kV,3,,9,0.08
511344162,line,138.0,115-229 kV,3,,12,0.15
511344166,line,138.0,115-229 kV,3,,15,0.3
511344170,line,138.0,115-229 kV,3,,4,0.05
511344173,line,138.0,115-229 kV,3,,2,0.03
511344176,line,138.0,115-229 kV,3,,6,0.1
511344179,line,138.0,115-229 kV,3,,2,0.03
511344182,line,138.0,115-229 kV,3,,13,0.16
511344186,line,138.0,115-229 kV,3,,17,3.88
511344189,line,138.0,115-229 kV,3,,96,18.72
511344198,line,138.0,115-229 kV,3,,7,0.11
511344200,line,138.0,115-229 kV,3,,6,0.11
511344201,line,345.0,345-499 kV,3,,3,0.11
511344202,line,345.0,345-499 kV,3,,12,0.36
511344205,line,138.0,115-229 kV,3,,4,0.17
511344208,line,138.0,115-229 kV,3,,3,0.43
511344211,line,138.0,115-229 kV,3,,2,0.02
511344214,line,138.0,115-229 kV,3,,2,0.02
511344217,line,138.0,115-229 kV,3,,2,0.11
511344220,line,138.0,115-229 kV,3,,3,0.15
511344222,line,138.0,115-229 kV,3,,2,0.01
511344225,line,138.0,115-229 kV,3,,23,5.19
511344229,line,138.0,115-229 kV,3,,3,0.02
511344232,line,138.0,115-229 kV,3,,20,0.18
511344236,line,138.0,115-229 kV,3,,61,13.86
511344244,line,138.0,115-229 kV,3,,2,0.01
511344247,line,138.0,115-229 kV,3,,74,14.27
511344252,line,138.0,115-229 kV,3,,2,0.01
511344255,line,138.0,115-229 kV,3,,2,0.02
511344258,line,138.0,115-229 kV,3,,5,0.05
511344267,line,138.0,115-229 kV,3,,78,14.61
511461969,line,69.0,69-114 kV,3,,87,12.85
511461975,line,69.0,69-114 kV,3,,2,0.0
514880226,line,138.0,115-229 kV,3,,2,0.02
514880227,line,138.0,115-229 kV,3,,260,40.05
515061660,line,69.0,69-114 kV,3,,7,0.67
515061661,line,138.0,115-229 kV,3,,5,0.5
515061662,line,69.0,69-114 kV,3,,2,0.01
515061663,line,69.0,69-114 kV,3,,3,0.01
515061664,line,69.0,69-114 kV,3,,103,12.65
515061665,line,69.0,69-114 kV,3,,178,24.39
515061667,line,69.0,69-114 kV,3,,2,0.01
515061668,line,69.0,69-114 kV,3,,195,26.15
515061669,line,69.0,69-114 kV,3,,2,0.01
515061670,line,69.0,69-114 kV,3,,3,0.01
515061677,line,69.0,69-114 kV,3,,3,0.26
515061678,line,69.0,69-114 kV,3,,389,50.92
515061679,line,69.0,69-114 kV,3,,6,0.05
515061681,line,69.0,69-114 kV,3,,2,0.02
515061682,line,69.0,69-114 kV,3,,3,0.04
515214783,minor_line,12.5,<69 kV,1,,2,0.04
515214784,minor_line,12.5,<69 kV,2,,4,0.1
515325947,line,69.0,69-114 kV,3,,119,15.36
515325948,line,69.0,69-114 kV,3,,2,0.01
515325949,line,69.0,69-114 kV,3,,3,0.01
515325951,line,69.0,69-114 kV,3,,156,21.03
515325953,line,138.0,115-229 kV,3,,12,2.28
515325954,line,138.0,115-229 kV,3,,5,0.04
515325955,line,138.0,115-229 kV,3,,2,0.03
515325959,line,69.0,69-114 kV,3,,2,0.03
515325960,line,69.0,69-114 kV,3,,4,0.02
515325961,line,69.0,69-114 kV,3,,3,0.02
515325962,line,69.0,69-114 kV,3,,12,0.09
515325964,line,69.0,69-114 kV,3,,2,0.0
515325965,line,69.0,69-114 kV,3,,3,0.02
515325966,line,69.0,69-114 kV,3,,40,4.98
515325971,cable,0,<69 kV,3,,2,0.01
515325978,line,138.0,115-229 kV,3,,3,0.25
515325979,line,138.0,115-229 kV,3,,3,0.25
515325980,line,345.0,345-499 kV,3,,2,0.07
515325981,line,138.0,115-229 kV,3,,5,0.25
515325982,line,138.0,115-229 kV,3,,5,0.05
515325983,line,138.0,115-229 kV,3,,3,0.03
515325984,line,138.0,115-229 kV,3,,6,0.1
515325985,line,138.0,115-229 kV,3,,5,0.05
515325986,line,138.0,115-229 kV,3,,6,0.36
515325987,line,345.0,345-499 kV,3,,2,0.07
515325988,line,345.0,345-499 kV,3,,2,0.03
515325989,line,345.0,345-499 kV,3,,2,0.06
515325990,line,345.0,345-499 kV,3,,5,0.09
515325991,line,345.0,345-499 kV,3,,5,0.09
515325992,line,345.0,345-499 kV,3,,5,0.1
515325993,line,345.0,345-499 kV,3,,5,0.1
515325994,line,138.0,115-229 kV,3,,3,0.02
515325995,line,138.0,115-229 kV,3,,5,0.05
515325996,line,138.0,115-229 kV,3,,5,0.05
515325997,line,138.0,115-229 kV,3,,5,0.05
515325998,line,138.0,115-229 kV,3,,6,0.09
515505184,minor_line,12.5,<69 kV,3,,2,0.02
515540146,minor_line,12.5,<69 kV,3,,3,0.03
515589076,line,138.0,115-229 kV,3,,7,0.55
515589078,line,138.0,115-229 kV,3,,7,0.27
515589084,line,138.0,115-229 kV,3,,6,0.27
515589085,line,138.0,115-229 kV,3,,2,0.03
515589086,line,138.0,115-229 kV,3,,2,0.03
515589087,line,138.0,115-229 kV,3,,10,1.03
515589091,line,138.0,115-229 kV,3,,2,0.03
515589094,line,138.0,115-229 kV,3,,2,0.03
515589097,line,138.0,115-229 kV,3,,2,0.01
515589100,line,138.0,115-229 kV,3,,2,0.01
515589106,line,138.0,115-229 kV,3,,11,1.22
515589109,line,138.0,115-229 kV,3,,4,0.05
515589113,line,138.0,115-229 kV,3,,5,0.06
515589116,line,138.0,115-229 kV,3,,5,0.06
515589120,line,138.0,115-229 kV,3,,8,0.06
515589125,line,138.0,115-229 kV,3,,7,0.06
515589129,line,138.0,115-229 kV,3,,4,0.05
515589138,line,138.0,115-229 kV,3,,7,0.69
515589144,line,138.0,115-229 kV,3,,4,0.3
515589148,line,138.0,115-229 kV,3,,4,0.33
515589153,line,138.0,115-229 kV,3,,2,0.01
515589157,line,138.0,115-229 kV,3,,3,0.04
515589161,line,138.0,115-229 kV,3,,3,0.04
515589174,cable,69.0,69-114 kV,3,,3,0.17
515589177,cable,69.0,69-114 kV,3,,2,0.02
515589180,cable,69.0,69-114 kV,3,,2,0.02
515589184,cable,69.0,69-114 kV,3,,2,0.02
515589188,cable,69.0,69-114 kV,3,,2,0.02
515589192,cable,69.0,69-114 kV,3,,2,0.02
515589195,cable,69.0,69-114 kV,3,,5,0.3
515589198,cable,69.0,69-114 kV,3,,5,0.16
515589200,cable,69.0,69-114 kV,3,,5,0.15
515589203,cable,69.0,69-114 kV,3,,5,0.14
515589217,cable,69.0,69-114 kV,3,,4,0.13
515589221,cable,69.0,69-114 kV,3,,4,0.1
515589222,cable,69.0,69-114 kV,3,,4,0.06
515589224,cable,69.0,69-114 kV,3,,4,0.03
515589226,cable,69.0,69-114 kV,3,,4,0.07
515589228,cable,69.0,69-114 kV,3,,2,0.02
515589231,cable,69.0,69-114 kV,3,,2,0.02
515589234,cable,69.0,69-114 kV,3,,2,0.02
515589238,cable,69.0,69-114 kV,3,,12,0.17
515589242,cable,69.0,69-114 kV,6,,3,0.69
515589246,cable,69.0,69-114 kV,3,,2,0.05
515589248,cable,69.0,69-114 kV,3,,3,0.01
515589251,line,138.0,115-229 kV,3,,4,0.03
515589252,line,138.0,115-229 kV,3,,4,0.03
515589253,line,138.0,115-229 kV,3,,5,0.32
515589254,line,138.0,115-229 kV,3,,74,12.28
515589256,line,138.0,115-229 kV,3,,3,0.08
515589257,line,138.0,115-229 kV,3,,3,0.08
515589265,line,69.0,69-114 kV,3,,16,0.9
515589266,line,138.0,115-229 kV,3,,3,0.11
515589267,line,138.0,115-229 kV,3,,7,0.05
515589268,line,138.0,115-229 kV,3,,7,0.05
515589269,line,138.0,115-229 kV,3,,2,0.02
515589270,line,138.0,115-229 kV,3,,5,0.05
515589271,line,138.0,115-229 kV,3,,7,0.1
515589272,line,138.0,115-229 kV,3,,3,0.05
515589273,line,138.0,115-229 kV,3,,5,0.06
515589274,line,138.0,115-229 kV,3,,6,0.06
515589275,line,138.0,115-229 kV,3,,78,19.09
515589276,line,138.0,115-229 kV,3,,2,0.05
515589277,line,138.0,115-229 kV,3,,2,0.05
515589278,line,138.0,115-229 kV,3,,2,0.01
515589279,line,138.0,115-229 kV,3,,2,0.02
515589280,line,138.0,115-229 kV,3,,7,0.11
515589281,line,138.0,115-229 kV,3,,5,0.06
515589282,line,138.0,115-229 kV,3,,3,0.03
515589283,line,138.0,115-229 kV,3,,3,0.02
515589284,line,138.0,115-229 kV,3,,3,0.02
515589285,line,138.0,115-229 kV,3,,3,0.02
515589286,line,138.0,115-229 kV,3,,5,0.04
515589287,line,138.0,115-229 kV,3,,3,0.02
515589288,line,138.0,115-229 kV,3,,3,0.02
515589289,line,138.0,115-229 kV,3,,7,0.12
515589290,line,138.0,115-229 kV,3,,5,0.04
515589292,cable,138.0,115-229 kV,3,,4,0.06
515589293,cable,138.0,115-229 kV,3,,4,0.02
515589294,line,138.0,115-229 kV,3,,4,0.18
515589295,line,138.0,115-229 kV,3,,4,0.2
515589296,cable,138.0,115-229 kV,3,,2,0.01
515589297,cable,138.0,115-229 kV,3,,2,0.01
515589298,cable,138.0,115-229 kV,3,,4,0.05
515589299,cable,0,<69 kV,3,,2,0.01
515589300,cable,0,<69 kV,3,,2,0.01
515589310,line,69.0,69-114 kV,3,,165,21.38
515589312,line,69.0,69-114 kV,3,,3,0.01
515589313,line,69.0,69-114 kV,3,,3,0.02
515589314,line,69.0,69-114 kV,3,,85,10.53
515589315,line,69.0,69-114 kV,3,,82,10.75
515589317,line,69.0,69-114 kV,3,,2,0.01
515589318,line,69.0,69-114 kV,3,,3,0.01
515589319,line,69.0,69-114 kV,3,,3,0.02
515589320,line,69.0,69-114 kV,3,,2,0.01
515589321,line,69.0,69-114 kV,3,,5,0.09
515589322,line,69.0,69-114 kV,3,,99,16.5
515589323,line,69.0,69-114 kV,3,,2,0.02
515589324,line,69.0,69-114 kV,3,,3,0.01
515589326,line,69.0,69-114 kV,3,,7,0.76
515589327,line,138.0,115-229 kV,3,,18,3.8
515589328,line,138.0,115-229 kV,3,,4,0.26
515589329,line,138.0,115-229 kV,6,,20,2.99
515589330,line,69.0,69-114 kV,3,,3,0.11
515589331,line,69.0,69-114 kV,3,,3,0.14
515589332,line,69.0,69-114 kV,3,,4,0.02
515589333,line,69.0,69-114 kV,3,,3,0.02
515589334,line,69.0,69-114 kV,3,,4,0.04
515589335,line,69.0,69-114 kV,3,,128,22.47
515589336,line,69.0,69-114 kV,3,,2,0.01
515589337,line,69.0,69-114 kV,3,,3,0.02
515589338,line,138.0,115-229 kV,3,,3,0.02
515589339,line,138.0,115-229 kV,3,,2,0.02
515589340,line,138.0,115-229 kV,3,,3,0.03
515589341,line,138.0,115-229 kV,3,,3,0.02
515589342,line,138.0,115-229 kV,3,,84,20.46
515589343,line,138.0,115-229 kV,3,,2,0.07
515589344,line,138.0,115-229 kV,3,,2,0.06
515589345,line,69.0,69-114 kV,3,,3,0.01
515589346,line,69.0,69-114 kV,3,,2,0.02
515589348,line,69.0,69-114 kV,3,,68,11.32
515589349,line,138.0,115-229 kV,3,,21,4.08
515589350,line,138.0,115-229 kV,6,,2,0.23
515589351,line,138.0,115-229 kV,3,,2,0.01
515589352,line,138.0,115-229 kV,3,,13,1.38
515589353,line,138.0,115-229 kV,3,,2,0.01
515589355,line,138.0,115-229 kV,3,,13,1.36
515589356,line,138.0,115-229 kV,3,,2,0.07
515589357,line,138.0,115-229 kV,3,,2,0.07
515589358,line,138.0,115-229 kV,3,,4,0.06
515589359,line,138.0,115-229 kV,3,,4,0.09
515589360,line,138.0,115-229 kV,3,,7,0.06
515589361,line,138.0,115-229 kV,3,,7,0.06
515589362,line,138.0,115-229 kV,3,,29,6.37
515589363,line,138.0,115-229 kV,3,,8,0.08
515589364,line,138.0,115-229 kV,3,,8,0.1
515589366,line,138.0,115-229 kV,3,,11,1.55
515589367,line,138.0,115-229 kV,3,,3,0.03
515589368,line,138.0,115-229 kV,3,,3,0.03
515589369,line,69.0,69-114 kV,3,,81,10.38
515589370,line,69.0,69-114 kV,3,,23,3.58
515589371,line,69.0,69-114 kV,3,,6,0.77
515589372,line,69.0,69-114 kV,3,,3,0.01
515589373,line,69.0,69-114 kV,3,,3,0.02
515589375,line,69.0,69-114 kV,3,,4,0.02
515589376,line,69.0,69-114 kV,3,,2,0.02
515589377,line,69.0,69-114 kV,3,,2,0.02
515589379,line,69.0,69-114 kV,3,,2,0.01
515589380,line,69.0,69-114 kV,3,,2,0.01
515589381,line,69.0,69-114 kV,3,,3,0.04
515589382,line,69.0,69-114 kV,3,,2,0.01
515589383,line,69.0,69-114 kV,3,,5,0.05
515589384,line,69.0,69-114 kV,3,,2,0.01
515589385,line,69.0,69-114 kV,3,,3,0.02
515589386,line,69.0,69-114 kV,3,,2,0.04
515589387,line,69.0,69-114 kV,3,,2,0.01
515589388,line,69.0,69-114 kV,3,,5,0.05
515589389,line,69.0,69-114 kV,3,,3,0.02
515589390,line,69.0,69-114 kV,3,,3,0.02
515589391,line,69.0,69-114 kV,3,,4,0.05
515589392,line,69.0,69-114 kV,3,,2,0.0
515589393,line,138.0,115-229 kV,3,,2,0.02
515589394,line,138.0,115-229 kV,3,,2,0.02
515589395,line,69.0,69-114 kV,3,,2,0.03
515589396,line,69.0,69-114 kV,3,,8,0.11
515589397,line,69.0,69-114 kV,3,,6,0.05
515589398,line,69.0,69-114 kV,3,,4,0.03
515589400,line,69.0,69-114 kV,3,,6,0.51
515589401,line,69.0,69-114 kV,3,,3,0.04
515589402,line,69.0,69-114 kV,3,,2,0.0
515589403,line,69.0,69-114 kV,3,,3,0.04
515589406,line,69.0,69-114 kV,3,,10,0.51
515589407,line,69.0,69-114 kV,3,,9,0.49
515589409,line,69.0,69-114 kV,3,,23,1.29
515589410,line,69.0,69-114 kV,3,,27,2.01
515589411,line,69.0,69-114 kV,3,,3,0.02
515589412,line,69.0,69-114 kV,3,,2,0.01
515589413,line,69.0,69-114 kV,3,,2,0.01
515589414,line,69.0,69-114 kV,3,,3,0.02
515589415,line,69.0,69-114 kV,3,,3,0.02
515589416,line,69.0,69-114 kV,3,,9,0.07
515589417,line,69.0,69-114 kV,3,,3,0.02
515589466,line,69.0,69-114 kV,3,,4,0.16
515589470,line,138.0,115-229 kV,6,,38,8.12
515589475,line,138.0,115-229 kV,3,,3,0.02
515589478,line,138.0,115-229 kV,3,,2,0.02
515589481,line,138.0,115-229 kV,3,,2,0.02
515589484,line,138.0,115-229 kV,3,,3,0.02
515589487,line,138.0,115-229 kV,3,,3,0.02
515589491,line,138.0,115-229 kV,3,,8,0.09
515655194,line,69.0,69-114 kV,3,,2,0.0
515655195,line,69.0,69-114 kV,3,,2,0.0
515655196,line,69.0,69-114 kV,3,,2,0.0
515655197,line,69.0,69-114 kV,3,,7,0.04
515655198,line,69.0,69-114 kV,3,,3,0.02
515655199,line,69.0,69-114 kV,3,,3,0.02
515655200,line,69.0,69-114 kV,3,,3,0.07
515655201,line,69.0,69-114 kV,3,,3,0.07
515655204,line,69.0,69-114 kV,3,,3,0.08
515655206,line,69.0,69-114 kV,3,,3,0.08
515655209,line,69.0,69-114 kV,6,,2,0.05
515655213,line,69.0,69-114 kV,6,,2,0.06
515655231,line,69.0,69-114 kV,3,,47,5.37
515655277,line,138.0,115-229 kV,3,,2,0.04
515655278,line,69.0,69-114 kV,3,,5,0.21
515655279,line,138.0,115-229 kV,3,,4,0.03
515655280,line,138.0,115-229 kV,3,,4,0.03
515655281,line,138.0,115-229 kV,3,,5,0.05
515655282,line,138.0,115-229 kV,3,,10,0.11
515655283,line,138.0,115-229 kV,3,,2,0.13
515655284,line,138.0,115-229 kV,3,,2,0.02
515655285,line,138.0,115-229 kV,3,,2,0.02
515655286,line,138.0,115-229 kV,3,,5,0.07
515655287,line,138.0,115-229 kV,3,,3,0.03
515655291,line,69.0,69-114 kV,3,,2,0.01
515655292,line,69.0,69-114 kV,3,,2,0.01
515655293,line,69.0,69-114 kV,3,,150,17.15
515655296,line,69.0,69-114 kV,3,,4,0.02
515655297,line,69.0,69-114 kV,3,,43,5.08
515655298,line,138.0,115-229 kV,3,,2,0.04
515655299,line,138.0,115-229 kV,3,,3,0.08
515655300,line,138.0,115-229 kV,3,,6,0.06
515655301,line,138.0,115-229 kV,3,,9,0.16
515655303,line,138.0,115-229 kV,3,,2,0.02
515655304,line,138.0,115-229 kV,3,,9,0.12
515655306,line,69.0,69-114 kV,3,,2,0.01
515655307,line,69.0,69-114 kV,3,,3,0.01
515655308,line,69.0,69-114 kV,3,,18,1.45
515655310,line,69.0,69-114 kV,3,,2,0.01
515655311,line,69.0,69-114 kV,3,,2,0.01
515655312,line,69.0,69-114 kV,3,,4,0.02
515655313,line,69.0,69-114 kV,3,,2,0.01
515655314,line,69.0,69-114 kV,3,,2,0.01
515655315,line,69.0,69-114 kV,3,,4,0.03
515655318,line,69.0,69-114 kV,3,,3,0.02
515655319,line,69.0,69-114 kV,3,,16,1.75
515655320,line,69.0,69-114 kV,3,,58,4.89
515655321,line,69.0,69-114 kV,6,,2,0.15
515655322,line,69.0,69-114 kV,3,,4,0.33
515655323,line,69.0,69-114 kV,3,,4,0.3
515655324,line,69.0,69-114 kV,3,,2,0.03
515655325,line,69.0,69-114 kV,3,,3,0.04
515655326,line,69.0,69-114 kV,3,,2,0.02
515655327,line,69.0,69-114 kV,3,,4,0.04
515655329,line,69.0,69-114 kV,3,,2,0.01
515655331,line,69.0,69-114 kV,3,,12,0.99
515655334,line,69.0,69-114 kV,3,,56,4.11
515655335,line,69.0,69-114 kV,3,,3,0.03
515655336,line,69.0,69-114 kV,3,,69,5.97
515655337,line,69.0,69-114 kV,3,,2,0.01
515655338,line,69.0,69-114 kV,3,,3,0.01
