osm_id,osm_type,name,fuel,mw,operator,lat,lon
1467182488,way,Hidden Lakes Reliability Project,battery,220.0,Evelyn Energy Storage LLC,29.488915,-95.036235
1475136337,way,Maverick Clean Energy Center (BESS),battery,12.0,On Energy Storage,29.364266,-95.202283
1475136338,way,Crosby Clean Energy Center (BESS),battery,12.0,On Energy Storage,29.873066,-95.01591
1475136393,way,Regis Goodwin LLC,battery,9.9,Regis Goodwin LLC,26.245201,-98.452139
1475136394,way,Regis Carrizo Springs,battery,9.9,Regis Carrizo Springs LLC,28.517399,-99.834644
1476000367,way,,,,,29.646272,-95.053867
1476715364,way,,solar,,,30.689555,-96.973125
2741038,relation,Barney Davis Power Plant,gas,1082.2,Talen Energy,27.605254,-97.302879
2854431,relation,Greens Bayou Electric Generating Station,gas,432.0,NRG Texas,29.821594,-95.221095
6706822,relation,Javelina Wind I,wind,249.7,NextEra Energy,27.321123,-98.997411
6706825,relation,Los Vientos Wind IV,wind,200.0,Duke Energy,26.565006,-98.698535
6706826,relation,Los Vientos Wind V,wind,110.0,Duke Energy,26.41082,-98.576932
6706827,relation,Los Vientos Wind III,wind,200.0,Duke Energy,26.487469,-98.594631
7173583,relation,Nueces Bay Power Plant,gas,730.2,Talen Energy,27.820902,-97.419187
7192089,relation,Papalote Creek Wind Farm 1,wind,179.85,E.ON,27.951072,-97.425969
7192090,relation,Papalote Creek Wind Farm 2,wind,200.1,E.ON,27.951072,-97.425969
7429952,relation,Baffin Wind,wind,188.0,Iberdrola,27.184013,-97.597078
7429953,relation,Peñascal Wind Power 1,wind,201.6,Iberdrola,27.103505,-97.528662
7429954,relation,Peñascal Wind Power 2,wind,201.6,Iberdrola,27.103505,-97.528662
7429955,relation,Texas Gulf Wind,wind,283.2,Pattern Energy,27.002598,-97.584127
7433170,relation,Magic Valley Wind 1,wind,203.0,E.ON,26.475928,-97.691043
7433171,relation,Los Vientos Wind I,wind,200.0,Duke Energy,26.321439,-97.599426
7433172,relation,Los Vientos Wind II,wind,201.6,Duke Energy,26.344998,-97.670681
7434565,relation,San Roman Wind Farm,wind,95.3,Acciona,26.093061,-97.386571
7434566,relation,Cameron Wind Farm,wind,165.0,IKEA,26.195589,-97.467114
7434827,relation,Los Mirasoles Wind Farm,wind,250.0,EDP,26.492539,-98.448447
8211848,relation,Chapman Ranch Wind,wind,236.0,Enbridge,27.58909,-97.534852
8216745,relation,Bruenning's Breeze Wind Farm,wind,228.0,E.ON,26.522238,-97.655467
13490530,relation,Torrecillas Wind,wind,300.0,NextEra Energy,27.618965,-98.839984
13490531,relation,Javelina Wind II,wind,200.0,NextEra Energy,27.43943,-98.906677
13509567,relation,Peyton Creek Wind Farm,wind,151.2,RWE Renewables,28.869392,-95.880289
13534369,relation,Mesteno Wind Farm,wind,201.6,Duke Energy,26.523691,-98.745573
14140778,relation,Las Lomas Wind Project,wind,201.6,Engie North America,26.704061,-99.051866
14140780,relation,Patriot Wind Farm,wind,226.1,Avangrid Renewables LLC,27.604161,-97.629251
14140785,relation,La Chalupa Wind Farm,wind,198.5,"Acciona Energy USA Global, LLC",26.25213,-97.525989
14191864,relation,Raymond Wind Farm,wind,440.0,RWE Renewables Americas,26.368955,-97.788529
14191884,relation,Las Majadas Wind Farm,wind,272.6,"Las Majadas Wind Farm, LLC",26.333548,-97.527399
14709717,relation,Palmas Altas Wind Farm,wind,144.9,"Acciona Energy USA Global, LLC",26.28834,-97.496267
14709729,relation,El Algodon Alto Wind Farm,wind,200.2,"El Algodon Alto Wind Farm, LLC",28.001477,-97.714842
14709749,relation,Helena Wind,wind,268.0,"Helena Wind, LLC",28.604496,-97.941959
15422202,relation,Parque Eólico El Porvenir,wind,54.0,,25.927871,-98.204547
15566875,relation,Corazon Energy Solar Farm,solar,200.0,Eni New Energy US INC,27.650447,-99.252713
15566963,relation,Elara Solar,solar,0.0,Swinerton Renewable Energy,28.894573,-99.168816
15567059,relation,East Blackland Solar Project 1,solar,144.0,Duke Energy CORP,30.423877,-97.459127
15656239,relation,"Big Star Solar, LLC (Hybrid)",solar,,"RWE Renewables Americas, LLC",29.913181,-97.270729
15683625,relation,,solar,,,29.56652,-98.33807
15688189,relation,Nebula Solar,solar,135.0,"Rayos del Sol Solar Project, LLC",26.105057,-97.803342
15688362,relation,Brazoria County Solar Project (Danciger),solar,200.0,,29.190229,-95.759618
15693269,relation,Fighting Jays Solar Project,solar,227.5,"AP Solar 2, LLC",29.353957,-95.735536
15711158,relation,Brazoria West Solar Farm,solar,200.0,,29.202304,-95.65879
15711331,relation,Old 300 Solar Center,solar,430.0,"Old 300 Solar Center, LLC",29.342342,-95.82299
15728184,relation,Cutlass Solar 1,solar,110.9,"Cutlass Solar 1, LLC",29.406642,-95.732805
15730157,relation,Blue Jay Solar 1,solar,210.0,,30.706065,-96.0682
15731612,relation,Shakes Solar,solar,200.0,Cypress Creek Renewables,28.573454,-99.723564
15822116,relation,Vancourt Solar Interconnections,solar,45.0,"Rayos del Sol Solar Project, LLC",26.090151,-97.801222
17393799,relation,PowerFin Kingsbery,solar,2.6,"PowerFin ASL 1, LLC",30.266085,-97.685324
17393800,relation,Commerce Solar,solar,5.0,City of San Antonio - (TX),29.435241,-98.618624
17393801,relation,Fort Bend Solar,solar,145.0,"Acciona Energy USA Global, LLC",29.553974,-95.966061
17434827,relation,Sandy Branch Solar,solar,230.0,CG Wharton County LLC,29.451921,-96.091507
19824043,relation,Kingsberry Energy Storage System,battery,1.5,Austin Energy,30.26558,-97.688155
19824093,relation,Bat Cave,battery,100.0,Engie North America,30.734167,-99.231359
19824099,relation,Junction (TX),battery,9.9,"HEN Infrastructure, L.L.C.",30.492842,-99.770085
19824134,relation,Ranchtown,battery,9.9,Engie North America,29.616529,-98.733481
19824139,relation,TX11 Republic Road Storage,battery,50.0,Key Capture Energy,30.881349,-96.625097
19824142,relation,Commerce ESS,battery,10.0,City of San Antonio - (TX),29.435449,-98.618497
20049758,relation,Horizon Solar,solar,200.0,"Leeward Asset Management, LLC",28.935579,-99.111592
20049906,relation,Peacock Energy Project,solar,150.0,"Lightsource Renewable Energy Asset Management, LLC",28.004326,-97.398573
20056098,relation,Orion I Solar Project,solar,200.0,Ben Milam Solar 1 LLC,30.990149,-97.006997
20056099,relation,Cattlemen Solar Park,solar,,Cattlemen Solar Park LLC,31.057152,-96.863951
20056100,relation,Orion II Solar Project,solar,250.0,Ben Milam Solar 2 LLC,31.031935,-96.917874
20056101,relation,OCI Stillhouse Solar,,,Stillhouse Solar LLC,30.977036,-97.165326
20056102,relation,Orion III Solar Project,solar,250.0,Ben Milam Solar 3 LLC,30.939797,-97.123661
20056103,relation,Chillingham Solar,solar;battery,,Chillingham Solar LLC,31.020863,-97.282484
20056104,relation,Five Wells Solar Center - Hybrid,solar;battery,617.9,"Five Wells Solar Center, LLC",30.976252,-97.242706
20056372,relation,Aktina Solar,solar,500.0,"Hecate Energy Ramsey, LLC",29.069932,-96.281285
20080201,relation,Tres Bahias Solar Power,solar,196.3,"Tres Bahias Solar Power, LLC",28.697287,-96.460891
20080229,relation,Starr Solar Ranch,solar,136.0,"Lightsource Renewable Energy Asset Management, LLC",26.521645,-99.002818
20080234,relation,Umbriel Solar,solar,150.0,"Umbriel Solar, LLC",30.657907,-94.777745
20082076,relation,AP Sunray,solar,203.5,AP Sunray LLC,29.285583,-99.620028
20082460,relation,Sparta Solar,solar,250.0,"Sparta Solar, LLC",28.579312,-97.943635
20175946,relation,Ganado Solar + Storage,solar,0.0,Enel Green Power,29.118508,-96.50881
20188458,relation,Parliament Solar,solar,480.0,"Parliament Solar, LLC",30.20958,-95.860144
122810847,way,Central Termoeléctrica Samalayuca I y II,gas;oil,838.0,,31.332142,-106.487298
154962941,way,,solar,,,35.627923,-106.085873
164025259,way,Ford Utilities Center,gas;waste,14.8,University of New Mexico,35.083821,-106.625236
168087476,way,Plant X,gas,190.4,Southwestern Public Service Co,34.165458,-102.411817
201333184,way,Tolk Generating Station,coal,1135.8,Southwestern Public Service Co,34.18446,-102.56957
251887379,way,Otero Solar,solar,8.0,PNM Resources,32.978,-105.971638
257620192,way,,solar,,,35.629615,-106.084557
257620193,way,,solar,,,35.628947,-106.085999
257620194,way,,solar,,,35.629241,-106.08666
290364079,way,RC Energy AA LLC Solar Facility,solar,1.0,RC Energy AA LLC,35.152628,-106.546927
347013546,way,Newman Power Station,gas,882.0,El Paso Electric,31.984281,-106.432303
388096759,way,Eubank Landfill Solar Array,solar,2.0,"Suncore Photovoltaics, Inc",35.047936,-106.529963
393543564,way,SunE SPS5 Hopi,solar,10.1,"SunE SPS5, LLC",32.345675,-104.234881
397891761,way,Cimarron Solar Facility,solar,30.0,First Solar,36.467378,-104.640336
397896581,way,Springer Solar Farm,solar,1.0,Springer Electric Cooperative,36.398096,-104.594312
402680483,way,Quail Run Energy Center,gas,550.4,CER Quail Run Energy Partners LP,31.841756,-102.316187
405055524,way,Ector County Energy Center,gas,358.8,Invenergy,32.070731,-102.586227
419984534,way,Odessa Ector Power Partners,gas,1152.8,LaFrontera Holdings LLC,31.839309,-102.32736
449466231,way,Rio Bravo Power Plant,oil,150.0,Public Service Co of NM,35.027402,-106.642296
459061986,way,Notrees Windpower Hybrid,battery,36.0,Duke Energy Renewables Services,31.998998,-102.83394
459877999,way,Permian Basin Power Plant,gas,447.0,Luminant,31.583843,-102.963661
463732504,way,Blackhawk Station,gas,243.9,Borger Energy Associates,35.695618,-101.360407
463732741,way,Harrington Generating Station,coal,1080.0,Southwestern Public Service Co,35.300279,-101.752714
463732742,way,Nichols Generating Station,gas,474.7,Southwestern Public Service Co,35.285366,-101.751018
465695766,way,Jones Generating Station,gas,860.4,Southwestern Public Service Co,33.525889,-101.739395
467959231,way,EG178 Facility,gas,153.9,Kinder Morgan Production Company LP,32.74771,-100.954437
468019587,way,Power Resources Cogeneration Plant,gas,230.0,Berkshire Hathaway Energy,32.273611,-101.422678
490163553,way,Antelope Elk Energy Center,gas,766.8,Golden Spread Electric Cooperative,33.864022,-101.837996
536499723,way,Santa Fe Solar Energy Center,solar,9.5,Public Service Company of New Mexico,35.561995,-106.085266
559769120,way,Meadow Lake Solar Energy Center,solar,9.1,PNM Resources,34.809963,-106.519413
579799484,way,Castle Gap Solar Hybrid,solar;battery,189.9,Upton County Solar 2 LLC,31.260507,-102.283131
579799496,way,Upton County Solar,solar,150.0,Consolidated Edison Development Inc.,31.250515,-102.270672
609606074,way,Montana Solar Facility,solar,3.0,El Paso Electric Co,31.819855,-106.215174
609606075,way,Montana Power Station,gas,527.2,El Paso Electric Co,31.823145,-106.211652
669794725,way,Rio Grande Power Plant,gas,398.3,El Paso Electric Co,31.804685,-106.548119
673133764,way,Prosperity Energy Storage Facility Hybrid,solar;battery,1.3,Public Service Co of NM,35.002317,-106.637296
673526228,way,Quay County Power Plant,oil,27.0,Southwestern Public Service Co,35.184062,-103.731128
680540870,way,Albuquerque Solar Energy Center,solar,2.0,Public Service Company of New Mexico,35.168801,-106.600682
685991068,way,Cunningham Station,gas,519.2,Southwestern Public Service Co,32.713281,-103.354622
685991070,way,Hobbs Generating Station,gas,681.5,Lea Power Partners LLC,32.729861,-103.309798
685991071,way,Maddox Power Plant,gas,212.0,Southwestern Public Service Co,32.714432,-103.301375
686100705,way,Storrie Lake Solar Project,solar,1.5,MSM Solar LLC,35.65855,-105.184055
687078209,way,Mustang Station Power Plant,gas,993.1,Golden Spread Electric Cooperative,32.974435,-102.740863
689629040,way,Picuris Solar Farm,solar,1.0,Picuris Pueblo,36.188001,-105.682111
690564788,way,LCEC Generation LLVC,gas,46.5,"Western Farmers Elec Coop, Inc",32.977863,-103.323509
690591255,way,BDD 2A Solar Farm,solar,1.5,,35.777471,-106.113318
697035189,way,,solar,,,35.464505,-106.294067
699003152,way,Algodones Generating Station,gas,45.0,Public Service Co of NM,35.384771,-106.465097
700941213,way,,solar,,,35.143282,-106.610484
705661288,way,El Chaparral Solar Farm,solar,10.0,SunE EPE1 LLC,32.033208,-106.337925
710573556,way,WSMR I,solar,4.1,Siemens Government Technologies Inc,32.396272,-106.476411
712205755,way,,solar,,,35.651912,-105.970943
712205756,way,,solar,,,35.651817,-105.967976
712205757,way,,solar,,,35.651865,-105.966429
712205759,way,,solar,,,35.650804,-105.97316
712411506,way,BDD Solar Farm,solar,2.5,Buckman Direction Diversion Plant - City of Santa Fe,35.692914,-106.079889
713477403,way,,solar,,,35.624016,-106.044358
713477404,way,,solar,,,35.624477,-106.043875
714078351,way,Alamogordo Solar Farm,solar,5.0,PNM,32.865655,-105.999874
714078354,way,,solar,,,32.843978,-106.010254
714078355,way,,solar,,,32.841828,-106.007711
718278000,way,,solar,,,35.588206,-106.043479
720392657,way,,solar,,,31.709525,-103.59845
725037239,way,SFCC Solar Farm,solar,1.5,Santa Fe Community College,35.601487,-105.997342
777864774,way,Abiquiu Generating Station,hydro,15.6,Los Alamos Department of Public Utilities,36.239854,-106.423088
781418018,way,,solar,,Santa Fe County,35.537096,-105.908831
830563513,way,Plant,coal,,,35.609075,-105.241424
869982974,way,Armory Solar Farm,solar,,,35.572194,-106.088336
873074029,way,Bluebell Solar I,solar,30.0,"Bluebell Solar, LLC",31.869322,-100.832328
904936695,way,Britton Solar Energy Center,solar,50.0,"NMRD Data Center, LLC",35.018817,-106.10383
926061945,way,,,,,35.087561,-106.620039
941157567,way,Roswell Solar Farm,solar,70.0,NextEra,33.443324,-104.443266
941157568,way,Chaves Solar 2,solar,,,33.449225,-104.458698
941157569,way,Chaves Solar,solar,70.0,NextEra,33.461662,-104.460364
943425655,way,Antelope Station,gas,165.4,,33.86492,-101.843295
948823944,way,Central de ciclo combinado Norte III,gas,906.0,,31.473678,-106.471858
956762292,way,Central de ciclo combinado Chihuahua III,gas,268.0,,31.332212,-106.488421
960178963,way,Copper Power Plant,gas,86.9,El Paso Electric Co,31.756389,-106.375318
977653894,way,,solar,,,36.37075,-105.659388
977653897,way,Klauer Campus Solar Farm,solar,0.5,,36.346623,-105.651298
1003321121,way,Solar Garden,solar,,Otero County Electric Cooperative,32.908396,-105.972281
1058281179,way,Prospero Solar II,solar,331.0,Longroad Energy Services LLC,32.274465,-102.868083
1059073751,way,Hyde Park Solar Farm,solar,,,35.744292,-105.833323
1061615851,way,Alcalde Solar Array,solar,2.4,Jemez Cuba LLC,36.091347,-106.042111
1061880500,way,,solar,,,32.054941,-103.572043
1087292739,way,Oxy Renewable Energy - Goldsmith,solar,16.8,Oxy Renewable Energy LLC,32.002842,-102.626466
1087292741,way,Westover Power Plant,oil,9.0,"Power Depot Group A, LLC",31.836078,-102.446449
1087292743,way,Flower Valley II,battery,101.0,Flower Valley II,31.197351,-103.361692
1087292744,way,TX7 Flat Top,battery,9.9,Key Capture Energy,31.197889,-103.360671
1087292745,way,TX8 Worsham,battery,9.9,Key Capture Energy,31.356617,-103.336519
1087292747,way,Swoose II,battery,101.0,Swoose II,31.451073,-103.095969
1087292748,way,Bakke Power Plant,oil,9.0,"Power Depot Group A, LLC",32.295961,-102.539641
1087292749,way,Frankel Power Plant,oil,9.0,"Power Depot Group A, LLC",32.381288,-102.782836
1087292750,way,Goldsmith Power Plant,oil,9.0,"Power Depot Group A, LLC",31.975323,-102.635328
1087292751,way,Tumbleweed Power Plant,oil,9.0,"Power Depot Group A, LLC",32.351215,-102.557505
1087292752,way,N. Mary Francis Power Plant,oil,9.0,"Power Depot Group A, LLC",31.921428,-102.431045
1087292754,way,Middle Daisy Solar,solar,5.0,Onyx Asset Services Group,32.979514,-103.371303
1088677715,way,Las Vegas Solar Energy Center,solar,5.0,PNM Resources,35.6437,-105.207219
1088677718,way,San Miguel Solar Energy Center,solar,20.0,PNM Resources,35.635089,-105.173635
1095349297,way,,wind,,,34.692654,-105.642872
1107746534,way,,solar,,,31.298429,-101.159556
1108141045,way,,solar,,,32.07712,-106.286129
1108141057,way,Buena Vista Energy Center,battery;solar,170.0,"Buena Vista Energy Center, LLC",32.074295,-106.334752
1116213454,way,El Rito Solar Farm,solar,1.6,"Syncarpha El Rito I, LLC",36.331521,-106.1903
1136270380,way,,solar,,Military,31.841545,-106.362319
1147358760,way,Aragorn Solar Project,solar,187.2,"SE Aragorn, LLC",31.720099,-104.446749
1147358761,way,Titan Solar Project,solar,260.0,"SE Titan, LLC",31.687383,-104.460532
1153912962,way,Syncarpha Taos,solar,3.1,"Syncarpha Taos I, LLC",36.372729,-105.659142
1155593976,way,CNMEC Solar Energy Center,solar,2.0,New Mexico Renewable Development LLC,34.781262,-106.055922
1155927753,way,Caprock Solar 1 LLC,solar,25.0,Duke Energy Renewables Services,34.984011,-103.623849
1156190908,way,SEV NM Phase 2,solar,2.0,"Altus Power America Management, LLC",33.349115,-104.538885
1158879065,way,GSE NM1,solar,2.3,"Altus Power America Management, LLC",33.16279,-104.385666
1159160654,way,Holloman Solar Facility,solar,5.0,El Paso Electric Co,32.920567,-106.074504
1160680149,way,SoCore Clovis 1,solar,2.0,SoCore Clovis 1 LLC,34.41089,-103.253007
1161276901,way,,solar,,,35.668869,-105.914024
1161802749,way,,solar,,,31.815529,-106.406208
1163090622,way,,solar,,,36.472978,-105.655255
1169715081,way,Whites City Solar Farm,solar,20.0,Chevron,32.073316,-104.164389
1173576261,way,,solar,,,31.814574,-106.413665
1180905616,way,,wind,,,33.028633,-103.778923
1198846200,way,,solar,,Sandia Mountain Natural History Center,35.125549,-106.378878
1198854418,way,,solar,,Sandia Mountain Natural History Center,35.125612,-106.378877
1198854419,way,,solar,,Sandia Mountain Natural History Center,35.125676,-106.378879
1198854420,way,,solar,,Sandia Mountain Natural History Center,35.125738,-106.378879
1211050437,way,Border Solar,solar,150.0,,31.532612,-106.530444
1213452617,way,Wasson CO2 Removal Plant,gas,23.4,Occidental Permian Ltd,33.009946,-102.756959
1226508814,way,,solar,,,35.408569,-104.193062
1259479575,way,,solar,,,34.430452,-100.228785
1335806204,way,Arroyo Calabases Solar Farm,solar,,,35.712983,-106.017401
1350389215,way,,solar,,,33.421682,-104.596947
1357642095,way,High Lonesome,wind,,,34.46991,-105.962925
1374473978,way,Caprock Wind Farm,wind,80.0,Leeward Energy,34.973725,-103.342959
1374473982,way,Grady Wind Energy Center,wind,220.0,Pattern Energy Group,34.8004,-103.147982
1374473984,way,New Mexico Wind Energy Center,wind,204.0,FPL Energy,34.620836,-104.06191
1374473988,way,Casa Mesa Wind Energy Center,wind,50.93,NextEra Energy Resources,34.604823,-103.980266
1394064706,way,Cedarvale Wind Farm,wind,,,34.326067,-105.62894
1411055548,way,Duran Wind Field,wind,,,34.357003,-105.366007
1442461552,way,,solar,,,31.791821,-106.626849
1443394652,way,,solar,,,34.99888,-106.61065
1444889627,way,,solar,,,33.431663,-104.436395
1449697495,way,Pyron Wind Farm LLC Hybrid,battery,9.9,"Big Sky Wind, LLC",32.580905,-100.692519
1449698462,way,Inadale Wind Farm LLC Hybrid,battery,9.9,"Big Sky Wind, LLC",32.497152,-100.596299
1449701346,way,Upton County BESS,battery,24.8,"VESI Upton County BESS, LLC",31.254929,-102.243613
1449710697,way,"Roadrunner, LLC Hybrid",battery,50.0,"Roadrunner Solar, LLC",31.227093,-102.127504
1449920427,way,Paleo,battery,200.0,Engie North America,33.896717,-101.808858
1450416949,way,TX13 Endurance Park Storage,battery,50.0,Key Capture Energy,32.85658,-100.992155
1453231782,way,Angelo Storage,battery,100.0,"Angelo Storage, LLC",31.507935,-100.587241
1453233999,way,Burksol Energy Storage,battery,100.0,"Burksol, LLC",33.781742,-100.877406
1453242353,way,Cedarville (TX),battery,9.9,"HEN Infrastructure, L.L.C.",31.514519,-103.450724
1453242440,way,Coyote Springs (TX),battery,9.9,"HEN Infrastructure, L.L.C.",31.396972,-103.627042
1453242681,way,Faulkner,battery,9.9,"HEN Infrastructure, L.L.C.",31.260039,-103.794116
1453243402,way,Lonestar,battery,9.9,"HEN Infrastructure, L.L.C.",31.594831,-103.249855
1453245623,way,Saddleback,battery,9.9,HEN Infrastructure,31.332235,-103.499972
1453245715,way,Screwbean,battery,9.9,"HEN Infrastructure, L.L.C.",31.821768,-104.047504
1453783272,way,Flower Valley I,battery,9.9,Flower Valley,31.196708,-103.36174
1454373654,way,,battery,,,31.23989,-102.116683
1454373921,way,Garden City East BESS,battery,9.9,"HEN Infrastructure, L.L.C.",31.867273,-101.469168
1454374183,way,,battery,,,31.79392,-106.612901
1454963751,way,Crossett Power Management LLC,battery,203.0,Crossett Power Management LLC,31.190987,-102.318725
1454972953,way,Rodeo Ranch Energy Storage,battery,300.0,"Rodeo Ranch Energy Storage, LLC",31.358086,-103.33518
1458653097,way,Borden County BESS,battery,150.0,Borden County Battery Energy Storage System LLC,32.72236,-101.638666
1461470886,way,,solar,,,35.736845,-106.073116
1461470887,way,,solar,,,35.736595,-106.074624
1461470888,way,,solar,,,35.737673,-106.07281
1461470889,way,,solar,,,35.738532,-106.074269
1464234686,way,Swoose I,battery,9.9,Swoose,31.451439,-103.096181
1464238407,way,Revolution,battery,150.0,"Crane 2 BESS, LLC",31.232701,-102.30968
1465320448,way,Lumina II Solar Project,solar,326.6,"IP Lumina II, LLC",32.885119,-100.753387
1465335833,way,Al Pastor Battery Storage Plant,battery,100.3,Al Pastor BESS LLC,32.717006,-101.937098
1468422066,way,,,,,31.749036,-106.474097
1468422067,way,,,,,31.748928,-106.474572
1468422068,way,,,,,31.749015,-106.474595
1468422069,way,,,,,31.749291,-106.47323
1468510506,way,,solar,,,32.075813,-106.185215
1475136309,way,Pluma - Pino Solar,solar,5.0,Standard Solar,35.630913,-105.23115
1475136310,way,Pluma - Curry Road North Solar,solar,3.0,Standard Solar,34.381755,-103.225345
1481011512,way,,solar,,,31.97916,-103.835783
6746715,relation,Forest Creek Wind Farm,wind,124.2,E.ON,32.025041,-101.278833
6746717,relation,Morgan Creek Power Plant,gas,536.4,Luminant,32.336212,-100.916074
6775541,relation,Stanton Wind Project,wind,120.0,Invenergy,32.211294,-101.818995
6801811,relation,Goat Mountain Wind Ranch 2,wind,69.6,NRG Energy Gas & Wind Holdings Inc,31.940897,-100.82703
6801812,relation,Goat Mountain Wind Ranch 1,wind,80.0,NRG Energy Gas & Wind Holdings Inc,31.940897,-100.82703
6803879,relation,Spinning Spur 3 Wind,wind,194.0,Électricité de France,35.297132,-102.710296
6803880,relation,Spinning Spur 2 Wind,wind,161.0,Électricité de France,35.292077,-102.582609
6803881,relation,Spinning Spur 1 Wind,wind,161.0,Électricité de France,35.283213,-102.434703
6804128,relation,Wildorado Wind 2,wind,78.2,NRG Energy,35.282039,-102.316274
6804129,relation,Wildorado Wind 1,wind,161.0,NRG Energy,35.282039,-102.316274
6848590,relation,White Deer Wind,wind,80.0,Royal Dutch Shell,35.486546,-101.23917
6848591,relation,Majestic 1 Wind Energy Center,wind,79.5,NextEra Energy,35.381764,-101.539026
6848592,relation,Majestic 2 Wind Energy Center,wind,79.6,NextEra Energy,35.381764,-101.539026
6851368,relation,Grandview Wind Farm 1,wind,211.2,BlackRock; E.ON Climate and Renewables,35.254028,-101.185906
6861477,relation,Noble Great Plains Windpark,wind,114.0,Exelon,36.475202,-101.378147
6861479,relation,Palo Duro Wind Energy Center,wind,249.9,NextEra Energy,36.410648,-101.004336
6861481,relation,Frisco Wind Farm,wind,20.0,DeWind,36.496171,-101.586589
6861485,relation,Exelon Wind 4,wind,79.8,Exelon,36.399646,-101.387832
6861491,relation,Valero Sunray Wind Farm,wind,49.5,Valero,35.952982,-101.892525
6867062,relation,Miami Wind,wind,288.6,Invenergy,35.620309,-100.541453
6891303,relation,Cirrus 1 Wind Project,wind,61.2,Cirrus Wind 1 LLC,33.032855,-101.683862
6903041,relation,Scurry County Wind,wind,130.5,Invenergy Services LLC,32.759602,-100.823705
6903042,relation,Scurry County Wind II,wind,120.0,Invenergy,32.759349,-100.823534
6903045,relation,Post Wind Farm,wind,84.0,NextEra Energy,32.918791,-101.184747
6903047,relation,Bull Creek Wind,wind,180.0,Eurus Energy,32.927854,-101.584399
6903835,relation,Sand Bluff Wind,wind,90.0,E.ON,32.025041,-101.278833
6903836,relation,Capricorn Ridge Wind,wind,662.5,NextEra Energy,31.907778,-100.908267
6903837,relation,Panther Creek Wind 2,wind,115.5,E.ON,31.956567,-101.301825
6903838,relation,Panther Creek Wind 1,wind,142.5,E.ON,32.100538,-101.450804
6903839,relation,Elbow Creek Wind Farm,wind,121.9,NRG Energy,32.124112,-101.396017
6903840,relation,Ocotillo Wind Farm,wind,58.8,Duke Energy,32.131939,-101.393808
6903841,relation,Panther Creek Wind 3,wind,199.5,E.ON,31.982558,-101.135877
6903844,relation,Mesquite Creek Wind,wind,211.2,Sumitomo;Duke Energy,32.706269,-101.739806
6906783,relation,McAdoo Wind Energy,wind,150.0,Invenergy,33.750371,-100.991609
6929428,relation,Whirlwind Energy Center,wind,59.8,RES,34.10617,-101.098511
7200716,relation,South Plains Wind 1,wind,200.0,SunEdison,34.080594,-101.323763
7200717,relation,South Plains Wind 2,wind,300.3,SunEdison,34.196578,-101.381309
7204165,relation,Route 66 Wind Project,wind,150.0,JPMorgan,35.205806,-101.435053
7214571,relation,Sweetwater Wind 2,wind,98.8,Leeward Renewable Energy,32.330896,-100.379859
7214572,relation,Sweetwater Wind 3,wind,135.0,Leeward Renewable Energy,32.338015,-100.419883
7214573,relation,Sweetwater Wind 1,wind,37.5,Leeward Renewable Energy,32.437988,-100.351227
7214574,relation,Sweetwater Wind 5,wind,80.5,Leeward Renewable Energy,32.242214,-100.487618
7214575,relation,Horse Hollow 2,wind,299.0,NextEra Energy,32.234403,-100.10029
7214576,relation,Horse Hollow 1,wind,213.0,NextEra Energy,32.1992,-100.023478
7214577,relation,Horse Hollow 3,wind,223.5,NextEra Energy,32.265359,-100.284487
7214578,relation,Turkey Track Energy Center,wind,169.5,Invenergy,32.211995,-100.255759
7214579,relation,Buffalo Gap 3,wind,170.2,AES Corporation,32.29939,-100.115302
7214580,relation,Buffalo Gap 1,wind,120.6,AES Corporation,32.29939,-100.115302
7214581,relation,Buffalo Gap 2,wind,232.5,AES Corporation,32.328284,-100.207681
7214583,relation,Trent Wind Farm,wind,152.0,American Electric Power,32.449643,-100.231865
7214584,relation,South Trent Wind Farm,wind,101.2,NRG Energy,32.433072,-100.193528
7214587,relation,Roscoe Wind Farm,wind,209.0,RWE Renewables Americas LLC,32.470042,-100.665977
7214588,relation,Loraine Wind Farm,wind,150.0,Third Planet Windpower,32.445196,-100.745872
7214589,relation,Inadale Wind Farm,wind,197.0,RWE Renewables Americas LLC,32.497878,-100.596669
7214590,relation,Champion Wind Farm,wind,126.5,RWE Renewables Americas LLC,32.398796,-100.647999
7214591,relation,Pyron Wind Farm,wind,249.0,RWE Renewables Americas LLC,32.579779,-100.692451
7308922,relation,Rattlesnake Den 1,wind,207.2,Invenergy,31.749353,-101.466473
7309299,relation,Wake Wind Wind Energy,wind,257.25,Southern Company,33.80282,-101.069851
7309565,relation,Briscoe Wind Farm,wind,149.85,Capital Dynamics,34.392583,-101.314942
7309566,relation,Longhorn Wind Farm,wind,200.0,EDF,34.31687,-101.240917
7309636,relation,Mariah del Norte Wind,wind,230.4,First Reserve,34.686097,-102.664788
7309711,relation,Hereford Wind,wind,200.0,EDF,34.772911,-102.298174
7311044,relation,Colbeck's Corner Wind Farm,wind,200.0,E.ON Climate and Renewables,35.335351,-101.151278
7311045,relation,Salt Fork Wind,wind,174.0,Électricité de France,35.163895,-100.940323
7380412,relation,Cotton Plains Wind,wind,50.4,Apex Clean Energy,34.060533,-101.187815
7380413,relation,Old Settler Wind,wind,151.2,Apex Clean Energy,34.060533,-101.187815
8207862,relation,Lamesa Solar,solar,102.0,Southern Company,32.720198,-101.922317
