GEOID,population,lat,lng
48113016531,3425,32.6398257,-96.9147108
48113016532,2493,32.6258285,-96.9201935
48113016533,3862,32.7006236,-96.9225382
48113016534,3588,32.6895222,-96.9012985
48113016535,3757,32.6690853,-96.9171306
48113016536,3193,32.6690986,-96.8999478
48113016607,3643,32.653065,-96.8863253
48113016610,4790,32.6113133,-96.8320976
48113016615,4218,32.5753391,-96.9334073
48113016616,6403,32.5536174,-96.9459566
48113016617,4514,32.610614,-96.8827205
48113016618,5290,32.6021353,-96.8654463
48113016619,3731,32.6115464,-96.8490569
48113016620,5688,32.5928456,-96.8417041
48113016621,7560,32.5679688,-96.841323
48113016622,3907,32.5547622,-96.8393158
48113016623,8279,32.5625953,-96.8792671
48113016624,3436,32.5657927,-96.9172828
48113016626,5019,32.5841769,-96.9422335
48113016627,1657,32.5788223,-96.8324298
48113016628,5131,32.5825297,-96.8483146
48113016629,3158,32.5976002,-96.9307816
48113016630,6288,32.6027505,-96.9163638
48113016631,5087,32.5917023,-96.8942627
48113016632,3244,32.5847592,-96.8645774
48113016633,6305,32.5928104,-96.8783551
48113016634,3537,32.6299205,-96.8453327
48113016635,4022,32.6397072,-96.86992
48113016636,2927,32.6257473,-96.8971082
48113016637,3186,32.629173,-96.8870084
48113016638,1983,32.6295891,-96.8758118
48113016704,4485,32.6171958,-96.7758945
48113016706,2513,32.6079578,-96.7732991
48113016707,4521,32.6100417,-96.7945997
48113016708,6654,32.6246293,-96.7934756
48113016709,4532,32.637339,-96.765885
48113016710,4667,32.657844,-96.7641726
48113016711,2421,32.6561238,-96.7810043
48113016802,5465,32.5702404,-96.7779081
48113016803,6580,32.5960911,-96.7639874
48113016805,2928,32.5977756,-96.8143124
48113016806,5636,32.598139,-96.795875
48113016902,7363,32.6469938,-96.7003825
48113016903,6851,32.5891919,-96.6664144
48113017005,4958,32.6501644,-96.6012142
48113017006,5698,32.6078256,-96.556351
48113017007,4983,32.6751952,-96.5597152
48113017008,8361,32.6845535,-96.5379418
48113017009,5842,32.6907005,-96.5666005
48113017010,6573,32.6803211,-96.5848716
48113017101,5987,32.6957713,-96.6036328
48113017102,6070,32.6641838,-96.63268
48113017201,6268,32.7246272,-96.6251422
48113017203,4808,32.7334469,-96.6046326
48113017204,4532,32.7106108,-96.6113613
48113017307,4383,32.7569935,-96.5574635
48113017308,4243,32.743937,-96.5628803
48113017309,3381,32.7347549,-96.5392842
48113017310,3603,32.736451,-96.5501423
48113017311,3863,32.7612933,-96.5781724
48113017312,4073,32.7517024,-96.5743417
48113017313,3535,32.7271579,-96.5339603
48113017314,8020,32.7219398,-96.5769303
48113017315,7379,32.7110576,-96.5928593
48113017400,5680,32.7555165,-96.5911712
48113017500,3823,32.7595528,-96.6101956
48113017602,4361,32.7708888,-96.6407031
48113017604,3425,32.743028,-96.617534
48113017605,3941,32.754626,-96.6442769
48113017606,5211,32.7571141,-96.6290211
48113017703,4996,32.7858593,-96.6171334
48113017704,6376,32.7755464,-96.609763
48113017705,3097,32.7866271,-96.6015188
48113017706,5224,32.7744879,-96.5861268
48113017805,6565,32.7869383,-96.6473624
48113017806,5228,32.8045623,-96.6599244
48113017808,5146,32.8291502,-96.6067159
48113017811,4688,32.8196511,-96.6044142
48113017812,2438,32.8167918,-96.6218138
48113017814,5527,32.8022125,-96.6029404
48113017815,3285,32.8052678,-96.6324222
48113017816,4289,32.7957698,-96.6445156
48113017817,3222,32.8062381,-96.6205852
48113017818,3661,32.7984582,-96.6176471
48113017819,2551,32.8164854,-96.6324077
48113017820,3215,32.8101779,-96.6438253
48113017900,5412,32.8176074,-96.6546331
48113018001,7529,32.8335679,-96.6446373
48113018002,3745,32.8252486,-96.6369569
48113018105,5880,32.9196568,-96.6208472
48113018110,5423,32.8828347,-96.6009298
48113018111,6879,32.8677534,-96.6183123
48113018120,5142,32.9338318,-96.594165
48113018121,5764,32.9185354,-96.6030021
48113018126,6894,32.8587846,-96.6299976
48113018127,3264,32.8529342,-96.639328
48113018128,5913,32.8543362,-96.606016
48113018129,4504,32.843118,-96.6129938
48113018130,4532,32.8363128,-96.6258465
48113018132,5343,32.8361747,-96.5761895
48113018133,3916,32.9015974,-96.5634188
48113018134,5570,32.9024086,-96.5264472
48113018135,5182,32.8803021,-96.5257484
48113018137,4145,32.862001,-96.5606065
48113018138,4985,32.8510465,-96.5820548
48113018140,5572,32.9188721,-96.5648339
48113018141,4245,32.8720402,-96.5276514
48113018142,3916,32.8395685,-96.544888
48113018143,6836,32.95171,-96.5389509
48113018144,4458,32.9415141,-96.5257885
48113018145,4089,32.8809852,-96.5569973
48113018146,3564,32.8842684,-96.5795604
48113018147,3737,32.8678415,-96.5856559
48113018148,5372,32.8580761,-96.5981257
48113018149,3970,32.9195356,-96.526311
48113018150,4248,32.9250563,-96.5392161
48113018151,3960,32.9539771,-96.601841
48113018152,6203,32.9422631,-96.6148515
48113018153,6044,32.9643362,-96.5911458
48113018154,5595,32.9785968,-96.573781
48113018155,5526,32.9692909,-96.551425
48113018156,4744,32.9139685,-96.5833302
48113018157,3583,32.9299301,-96.5808858
48113018158,4186,32.7721875,-96.5303216
48113018159,5199,32.811384,-96.5557414
48113018203,6636,32.9021995,-96.6062954
48113018204,4504,32.901842,-96.6257093
48113018205,4355,32.8887332,-96.6158652
48113018206,4700,32.8844225,-96.626841
48113018300,7632,32.8860362,-96.6430438
48113018401,5222,32.8711295,-96.6564407
48113018402,4417,32.8717459,-96.6404343
48113018403,1047,32.8611265,-96.6507495
48113018501,3985,32.8892168,-96.671102
48113018505,3876,32.9067087,-96.713857
48113018506,2771,32.8978057,-96.6970701
48113018507,3934,32.9074299,-96.724128
48113018508,1429,32.9044281,-96.7192382
48113018600,3948,32.9016653,-96.6571861
48113018700,6720,32.9016782,-96.6398642
48113018801,4576,32.9252279,-96.6351449
48113018802,1566,32.9128804,-96.6405967
48113018900,6363,32.9202539,-96.6573161
48113019013,5133,32.9128587,-96.6742771
48113019016,2699,32.9195134,-96.7421805
48113019018,5157,32.925293,-96.711364
48113019019,7113,32.9123571,-96.7116638
48113019020,5611,32.936807,-96.6757418
48113019023,5028,32.9500058,-96.6906873
48113019024,4164,32.9382137,-96.6912893
48113019025,4912,32.9463108,-96.6297022
48113019026,5534,32.9379049,-96.6392503
48113019027,6375,32.9571246,-96.6407837
48113019028,3708,32.9562186,-96.6748841
48113019029,6525,32.9481773,-96.6663675
48113019031,6345,32.974462,-96.6794383
48113019032,4258,32.9203483,-96.6917717
48113019033,4422,32.9129,-96.6916931
48113019034,4525,32.9209189,-96.7261193
48113019035,5310,32.9126249,-96.7258465
48113019036,2847,32.9820172,-96.6946727
48113019037,3531,32.9658142,-96.6900712
48113019039,6606,32.9465166,-96.7074162
48113019040,6968,32.9323213,-96.7387195
48113019041,2363,32.9288298,-96.7271307
48113019042,8230,32.9736501,-96.6507078
48113019044,4066,32.92756,-96.6916279
48113019045,3153,32.9239598,-96.702975
48113019046,3691,32.9200032,-96.6741578
48113019047,3543,32.9273458,-96.6741942
48113019048,3299,32.9345444,-96.65692
48113019049,4092,32.9418377,-96.6565647
48113019050,2902,32.9708192,-96.6306354
48113019051,5423,32.9633763,-96.617973
48113019052,1102,32.9801964,-96.7069567
48113019053,1657,32.9673723,-96.7108836
48113019101,1438,32.9481597,-96.7339318
48113019102,5008,32.9489047,-96.7225579
48113019202,4714,32.9459399,-96.7468299
48113019203,3957,32.9568544,-96.7416435
48113019205,4588,32.9738902,-96.7601189
48113019208,5932,32.9321554,-96.7652519
48113019210,4338,32.9811167,-96.72854
48113019211,5077,32.9696,-96.7320622
48113019212,3044,32.934448,-96.7598198
48113019213,3232,32.9365374,-96.7547381
48113019214,5284,32.943428,-96.7630835
48113019215,2880,32.9539786,-96.7623134
48113019216,3992,32.9703659,-96.7498037
48113019301,3098,32.856345,-96.7818523
48113019302,6342,32.8446397,-96.7804746
48113019400,4290,32.8477546,-96.791368
48113019501,7096,32.8580225,-96.7993959
48113019502,4457,32.8446067,-96.8063186
48113019600,2369,32.8314269,-96.7876412
48113019700,1966,32.832828,-96.7967924
48113019800,4529,32.8294881,-96.8100061
48113019900,3884,32.7381104,-96.888595
48113020000,5779,32.978014,-97.0138724
48113020100,2428,32.8211903,-96.9125532
48113020200,4416,32.6855277,-96.7107028
48113020300,2784,32.7743,-96.7668089
48113020401,2225,32.7820539,-96.7787611
48113020402,6079,32.7687223,-96.7929609
48113020500,5259,32.7833893,-96.8622702
48113020600,2478,32.8727219,-96.8216046
48113020700,5178,32.9631878,-96.8715064
48113020800,6593,32.7554397,-96.7518499
48113020900,2751,32.7514443,-96.7725661
48113021000,5547,32.7445167,-96.8042584
48113021100,4087,32.7356814,-96.7724914
48113021200,5716,32.7480924,-96.9403443
48113980000,3,32.8919689,-97.0173096
48113980100,40,32.8454803,-96.8492653
48113980200,3858,32.9822984,-96.7507128
48115950401,4008,32.7615291,-101.9448926
48115950402,3266,32.7116702,-101.9935199
48115950500,3460,32.7276362,-101.9602477
48115950600,1722,32.8530507,-101.8157205
48117950300,5849,34.8378751,-102.4014111
48117950400,5518,34.8257967,-102.4027156
48117950500,3700,34.813272,-102.3998159
48117950600,3516,34.9407663,-102.6075637
48119950100,3001,33.3859329,-95.6733504
48119950200,2229,33.3536914,-95.6743243
48121020109,8988,33.1979501,-96.8555858
48121020110,5733,33.184063,-96.8775633
48121020111,4402,33.1725126,-96.8726782
48121020112,3049,33.1729111,-96.8899875
48121020115,7156,33.1570865,-96.9799447
48121020116,5760,33.2795609,-96.9786417
48121020117,2285,33.3307187,-96.9976401
48121020118,4568,33.4071838,-97.0455233
48121020119,4605,33.1772463,-96.9210841
48121020120,5925,33.1745621,-96.9039544
48121020121,7156,33.2539307,-97.0106312
48121020122,4277,33.2376325,-96.9565717
48121020123,6134,33.2631715,-96.9080668
48121020124,3061,33.2413052,-96.9034902
48121020125,7979,33.2258257,-96.9136215
48121020126,3779,33.1669428,-96.9396536
48121020127,7500,33.148228,-96.9484014
48121020128,11727,33.2406355,-96.8651729
48121020129,4232,33.3335135,-96.8955596
48121020130,2265,33.2000025,-96.9620862
48121020131,8184,33.211593,-97.0062655
48121020132,5171,33.1855894,-96.8934302
48121020133,7591,33.1933615,-96.8987295
48121020134,5500,33.1976301,-96.9099056
48121020135,6385,33.213695,-96.915714
48121020136,3648,33.1953321,-96.9432194
48121020137,3935,33.2128223,-96.9354948
48121020203,5936,33.3428914,-97.1503459
48121020204,5554,33.3840396,-97.245502
48121020205,1784,33.3225703,-97.0791184
48121020206,3311,33.2698101,-97.3383527
48121020207,3685,33.3306772,-97.2065472
48121020208,3397,33.3269411,-97.2817264
48121020305,7960,32.9989169,-97.1512865
48121020310,4808,33.1723182,-97.2329503
48121020311,3628,32.9991893,-97.2198665
48121020312,7610,33.005581,-97.2602822
48121020313,5963,33.1344382,-97.3315553
48121020314,11860,33.1128253,-97.2581086
48121020315,3424,33.0763525,-97.1694655
48121020316,3770,33.1264364,-97.1690736
48121020317,5098,33.0908049,-97.2122969
48121020318,5862,33.1476646,-97.1776455
48121020319,6920,33.0684984,-97.3322966
48121020320,11167,33.0172578,-97.3462394
48121020321,6438,33.0300783,-97.1815355
48121020322,7662,33.0497528,-97.2286584
48121020402,5379,33.2428384,-97.1595552
48121020403,4142,33.2242943,-97.1525178
48121020404,4822,33.292512,-97.1521471
48121020405,4681,33.2507749,-97.2044478
48121020504,3959,33.2755349,-97.119588
48121020505,7637,33.24232,-97.1074975
48121020506,1964,33.253791,-97.0711685
48121020507,3479,33.2495378,-97.1237304
48121020508,2408,33.2395286,-97.1270622
48121020601,5306,33.2274757,-97.1207469
48121020603,3469,33.2221814,-97.1151593
48121020604,4055,33.2221501,-97.1026209
48121020605,2680,33.223448,-97.0900904
48121020700,3543,33.2169331,-97.1507886
48121020800,6022,33.198343,-97.1797465
48121020900,3717,33.2021001,-97.1584476
48121021000,5633,33.2055765,-97.1468466
48121021100,3468,33.2104184,-97.1348764
48121021202,4060,33.2037261,-97.1181249
48121021203,3798,33.1999514,-97.0994669
48121021204,3626,33.1906287,-97.0920838
48121021301,3966,33.1983533,-97.1291024
48121021304,6440,33.1732392,-97.1342976
48121021305,3801,33.1843868,-97.1175303
48121021306,3116,33.1767144,-97.103056
48121021307,4922,33.1619983,-97.0987758
48121021410,4580,33.1191484,-97.0628941
48121021411,7284,33.1103403,-97.00545
48121021412,6183,33.1621262,-97.0349911
48121021413,2841,33.1380922,-97.0387152
48121021414,4853,33.2238513,-97.057944
48121021415,9881,33.1889657,-97.0762105
48121021416,4491,33.1454703,-97.1003524
48121021417,2615,33.151213,-97.0885735
48121021418,4187,33.1577528,-97.0800667
48121021419,4699,33.1447142,-97.0707658
48121021420,3234,33.1361307,-97.0817811
48121021421,3895,33.1349275,-97.0616575
48121021422,5070,33.1518285,-97.124017
48121021423,3606,33.1406091,-97.1175182
48121021502,4726,33.0713167,-96.9983543
48121021505,6135,33.0747713,-97.0304442
48121021512,4747,33.1150528,-97.0996019
48121021513,3739,33.0916582,-97.0420207
48121021514,4238,33.0819853,-97.0607167
48121021516,6585,33.0932829,-96.9113487
48121021517,4461,33.0628042,-96.9288491
48121021518,2884,33.0846018,-96.8981898
48121021520,3527,33.0907456,-96.8811928
48121021521,4044,33.0978503,-96.8879428
48121021522,4364,33.1148909,-96.8787863
48121021526,8280,33.1646277,-96.8517313
48121021528,2635,33.158948,-96.8694035
48121021529,4845,33.1603616,-96.8800653
48121021530,3754,33.07635,-96.8796691
48121021531,4887,33.0905158,-96.8696799
48121021532,4105,33.0878393,-96.8607016
48121021533,6188,33.1068765,-96.8632958
48121021534,6302,33.1067256,-96.9286158
48121021535,3809,33.1390678,-96.9063127
48121021536,6529,33.1502622,-96.904903
48121021537,5374,33.130344,-96.9412363
48121021538,6745,33.140672,-96.857095
48121021539,8624,33.1453274,-96.8760071
48121021540,7330,33.131728,-96.8811181
48121021611,4424,32.9944306,-96.8984529
48121021612,3770,33.0053579,-96.9043812
48121021613,5579,33.0051408,-96.892378
48121021614,3650,33.0027161,-96.8824514
48121021615,4692,32.995418,-96.8794316
48121021616,4626,33.006446,-96.8638802
48121021618,4351,33.0471277,-96.9984047
48121021619,3182,33.028864,-96.9620283
48121021620,3859,33.0066833,-96.9598393
48121021621,3634,32.9961728,-96.9230605
48121021622,6092,33.007002,-96.9267263
48121021626,2434,33.0755145,-96.8471481
48121021630,5457,33.0214643,-96.9079607
48121021631,5302,33.017439,-96.8942332
48121021632,3548,33.0183707,-96.8562905
48121021633,4261,33.0181501,-96.8780283
48121021634,5215,33.0066881,-96.8530842
48121021635,4550,33.0023345,-96.8479734
48121021637,4215,32.9941579,-96.860687
48121021638,4048,32.9945908,-96.8697884
48121021639,3403,33.0289505,-96.8760426
48121021640,3132,33.032792,-96.8707605
48121021641,3656,32.9950469,-96.8494786
48121021642,3468,32.990277,-96.8495301
48121021643,4919,33.030546,-96.8950537
48121021644,2202,33.0388672,-96.8974669
48121021645,2083,33.036857,-96.9508707
48121021646,6426,33.0271159,-96.9374614
48121021647,4670,33.0563577,-96.8505804
48121021648,3104,33.0391975,-96.8447025
48121021649,3406,33.0122944,-96.93616
48121021650,5354,33.0318898,-96.923801
48121021651,6584,33.0416584,-96.869001
48121021652,4283,33.0382975,-96.906774
48121021653,2824,33.0561448,-96.8817843
48121021654,3855,33.0532713,-96.9034272
48121021655,2323,33.0671935,-96.8642603
48121021715,4722,33.0617336,-97.0345627
48121021716,5550,33.052519,-97.0188524
48121021717,5438,33.0497788,-97.0361061
48121021719,5240,33.0852613,-97.0899662
48121021720,3187,33.0657868,-97.052508
48121021721,3680,33.055546,-97.0527802
48121021722,4150,33.0449489,-97.0565458
48121021723,1476,33.0238447,-97.0322997
48121021724,4250,33.0294175,-97.0479236
48121021725,3565,33.0264632,-97.0659816
48121021726,3107,33.0168459,-97.0588078
48121021727,5383,33.0007782,-97.0510032
48121021728,3693,33.0017146,-97.0115066
48121021729,3012,33.0145982,-97.0380972
48121021730,3625,33.0158237,-97.0255879
48121021731,3462,33.0123121,-97.0127729
48121021732,2524,33.0135129,-96.9987734
48121021733,3244,33.0072131,-96.998714
48121021734,3569,33.0118098,-96.9902903
48121021735,3346,33.007703,-96.9829579
48121021736,2527,33.000511,-96.9879614
48121021737,4908,32.9931913,-96.9919117
48121021738,3382,32.9959627,-96.9671793
48121021739,3596,33.0193872,-96.9875047
48121021740,5195,33.0223646,-97.0013819
48121021741,1948,33.0233781,-97.0166682
48121021742,6441,33.0333174,-97.0340716
48121021743,3689,33.0386994,-97.0279109
48121021744,3781,33.0396982,-97.0119094
48121021745,5924,33.0315012,-97.0064187
48121021746,4365,33.0678449,-97.1176424
48121021748,4254,33.0452844,-97.0800992
48121021749,3347,33.0549453,-97.1017513
48121021750,5127,33.0254072,-97.1101542
48121021751,4734,33.0281391,-97.0983777
48121021752,4851,33.0244365,-97.0843884
48121021754,4029,33.1010052,-97.1294791
48121021755,9181,33.0934461,-97.1190398
48121021756,4222,32.9971973,-97.072145
48121021757,3192,33.0049655,-97.0942016
48121021758,3580,33.0629636,-97.0700753
48121021759,2164,33.0472925,-97.0675923
48121021800,4218,33.0991518,-96.848414
48121021900,5762,33.1263805,-96.854177
48123970100,3937,29.2298161,-97.189055
48123970201,1749,29.1394456,-97.2951314
48123970202,3235,29.169844,-97.406001
48123970300,4482,29.0935524,-97.1803881
48123970400,3870,28.9646445,-97.3722925
48123970500,2551,29.0062122,-97.5903734
48125950300,1770,33.6153628,-100.7876173
48127950201,4735,28.522185,-99.8625923
48127950202,2357,28.4763945,-99.9648706
48127950400,1523,28.4011728,-99.6500045
48129950200,1926,34.9341409,-100.8939445
48129950300,1332,34.9550364,-100.8158457
48131950100,4664,27.8873624,-98.3460839
48131950200,2887,27.9109076,-98.6350258
48131950500,2280,27.5182297,-98.5086282
48133950100,2760,32.4328061,-98.5750045
48133950201,1064,32.4563925,-98.8131809
48133950202,4723,32.3701582,-98.792185
48133950301,3605,32.3932785,-98.9792605
48133950302,1590,32.3822696,-99.0238712
48133950400,1770,32.1532269,-98.9899396
48133950500,2213,32.2509271,-98.7127383
48135000100,3790,31.9294171,-102.4129237
48135000300,1885,31.9070199,-102.383664
48135000400,4394,31.880536,-102.360014
48135000500,4473,31.8918824,-102.3789905
48135000600,5518,31.8768317,-102.3745648
48135000700,4653,31.8741393,-102.3901894
48135000800,3837,31.8878105,-102.4142899
48135001000,4465,31.8558816,-102.4032053
48135001100,6877,31.8374515,-102.4001749
48135001300,4867,31.8585542,-102.386337
48135001500,4548,31.8589794,-102.3683297
48135001600,5869,31.8639504,-102.3547507
48135001700,5825,31.8688163,-102.3362078
48135001800,3666,31.8413848,-102.347558
48135001900,5164,31.8363749,-102.3609979
48135002000,3337,31.8271343,-102.3887872
48135002200,4705,31.7992171,-102.6330087
48135002300,3478,31.8565016,-102.3288788
48135002400,5117,31.8846937,-102.332972
48135002501,10841,31.9225379,-102.3865568
48135002502,6442,31.9019217,-102.3644318
48135002503,5216,31.9053898,-102.3410542
48135002701,7484,31.876762,-102.4733413
48135002702,6561,31.8653008,-102.5425068
48135002801,7027,31.8008492,-102.5225134
48135002803,5516,31.8374574,-102.4350101
48135002804,6752,31.8129195,-102.4546116
48135002900,3397,31.8863225,-102.3079052
48135003001,1240,32.0209259,-102.4139734
48135003002,4672,31.9705226,-102.3207138
48135003003,4602,31.7584573,-102.3154748
48135003004,5478,31.8920146,-102.2948347
48135003100,3475,31.8456375,-102.3783966
48137950300,1422,29.9859327,-100.3073997
48139060103,4681,32.5252691,-96.7208365
48139060104,3885,32.5113542,-96.6334007
48139060105,4310,32.4589021,-96.604717
48139060106,3619,32.4643834,-96.7011039
48139060206,7461,32.5242594,-96.8090687
48139060207,7247,32.5187416,-96.7765119
48139060209,5901,32.4833204,-96.8693036
48139060211,4062,32.4216248,-96.9034592
48139060212,7406,32.4398392,-96.8281866
48139060215,3824,32.5104567,-96.8387054
48139060216,7922,32.5393014,-96.8720051
48139060217,8698,32.4156083,-96.766436
48139060218,2768,32.4800015,-96.7744929
48139060219,4929,32.472405,-96.8059938
48139060220,3941,32.4931609,-96.958996
48139060221,7591,32.5077458,-96.9121909
48139060300,4221,32.404202,-96.8280166
48139060400,5272,32.3607682,-96.8256498
48139060500,3350,32.3875435,-96.8603455
48139060601,5171,32.4124249,-96.8441041
48139060602,4603,32.4137135,-96.8626996
48139060702,5837,32.5053931,-96.9566125
48139060704,4815,32.5289423,-97.0224345
48139060801,10690,32.4374733,-96.9714157
48139060802,8744,32.4369275,-97.0391317
48139060803,1903,32.480739,-97.0675051
48139060900,7884,32.3304399,-96.9830067
48139061000,4538,32.1750728,-96.9275869
48139061100,5550,32.311058,-96.8462922
48139061200,2173,32.2111227,-96.7528266
48139061300,3627,32.3269773,-96.6927716
48139061401,2354,32.3313875,-96.664335
48139061402,5747,32.3472587,-96.6549677
48139061500,5682,32.3070789,-96.6320195
48139061600,6928,32.3451068,-96.6161945
48139061700,5121,32.350298,-96.5182328
48141000106,5829,31.9205526,-106.4304194
48141000107,5256,31.9206798,-106.4147125
48141000108,3405,31.9196203,-106.4013581
48141000109,3562,31.90994,-106.4155944
48141000110,3441,31.9025703,-106.4156657
48141000111,2664,31.9063747,-106.4373846
48141000112,4222,31.9059108,-106.4289389
48141000113,3544,31.8916411,-106.4191208
48141000114,3693,31.8844264,-106.4330288
48141000204,5359,31.8896868,-106.4004849
48141000205,4033,31.8864723,-106.412337
48141000206,4565,31.8743006,-106.4153585
48141000207,4791,31.903732,-106.3965237
48141000208,4315,31.9180554,-106.3860004
48141000301,5743,31.8573628,-106.4296231
48141000302,5388,31.861868,-106.4175432
48141000401,6261,31.842051,-106.4740819
48141000403,3233,31.8605493,-106.4453315
48141000404,3024,31.8636237,-106.4365322
48141000600,4065,31.832269,-106.4485058
48141000800,5152,31.8167719,-106.4517236
48141000901,4351,31.8089133,-106.4518444
48141000902,2549,31.8166818,-106.4829078
48141001001,2937,31.7996854,-106.4619536
48141001002,3391,31.800489,-106.4505633
48141001107,6761,31.8565044,-106.5440676
48141001109,4826,31.8481308,-106.5256675
48141001110,4998,31.8344753,-106.5175338
48141001111,5120,31.8279543,-106.5014178
48141001112,4524,31.8475205,-106.5490922
48141001114,5179,31.8194059,-106.5338559
48141001115,3870,31.8072248,-106.5123973
48141001116,2714,31.8327511,-106.5598803
48141001117,5877,31.8263824,-106.5444423
48141001118,2397,31.8353828,-106.5351002
48141001119,3863,31.8404416,-106.5474227
48141001202,4862,31.844101,-106.5636999
48141001204,5131,31.8358725,-106.5694911
48141001301,3652,31.8512284,-106.5928875
48141001302,7087,31.8272568,-106.5825147
48141001400,2664,31.7877661,-106.5218408
48141001501,4929,31.7942149,-106.4959478
48141001502,2627,31.7761208,-106.4996815
48141001600,4088,31.7638388,-106.4976276
48141001700,1165,31.7595497,-106.4874258
48141001800,1156,31.7540746,-106.493555
48141001900,2387,31.7524737,-106.4807791
48141002000,2312,31.7576843,-106.4713385
48141002100,2084,31.7653797,-106.4740387
48141002201,2984,31.7785084,-106.4811233
48141002202,3832,31.770441,-106.4841373
48141002300,4154,31.7841358,-106.4682713
48141002400,3052,31.7897946,-106.454968
48141002500,5676,31.7919442,-106.440362
48141002600,2838,31.7810231,-106.450068
48141002800,4387,31.7708673,-106.4604165
48141002900,1406,31.7704504,-106.4482046
48141003000,3547,31.7652615,-106.4363992
48141003100,3114,31.7626421,-106.4264803
48141003200,2371,31.7745139,-106.4221902
48141003300,5338,31.7846563,-106.4278339
48141003402,5689,31.7926198,-106.4021705
48141003403,5484,31.7831298,-106.3862022
48141003404,6263,31.7812542,-106.3680975
48141003501,2658,31.7639275,-106.3901426
48141003502,4153,31.7344749,-106.3590965
48141003601,3878,31.7628758,-106.4173647
48141003602,2825,31.7547941,-106.4083087
48141003701,4088,31.7482275,-106.3940731
48141003702,4132,31.7409899,-106.3827659
48141003801,5095,31.7272563,-106.3711804
48141003803,3009,31.715588,-106.359283
48141003804,3393,31.7125369,-106.35035
48141003901,3338,31.7024363,-106.3357603
48141003902,2285,31.6860606,-106.3251731
48141003904,3193,31.6983347,-106.3431601
48141003905,3221,31.6851735,-106.3372
48141004004,5536,31.6942672,-106.3107885
48141004005,5785,31.6702953,-106.318615
48141004006,2680,31.6813964,-106.2899023
48141004007,3166,31.6985848,-106.3031132
48141004008,4469,31.7057157,-106.2988988
48141004103,6692,31.7224797,-106.3213319
48141004104,6147,31.7142341,-106.334513
48141004105,3305,31.7410638,-106.3483093
48141004106,4936,31.7386962,-106.3400542
48141004107,1391,31.7369684,-106.3300208
48141004201,5583,31.7476554,-106.3581372
48141004202,5235,31.7595463,-106.3641295
48141004303,5726,31.7779461,-106.3510284
48141004307,5378,31.7610676,-106.3103516
48141004309,5274,31.7397981,-106.3107474
48141004310,4952,31.793118,-106.3454208
48141004311,4490,31.7862202,-106.3451085
48141004312,4918,31.7580719,-106.3349155
48141004313,3173,31.7629853,-106.321757
48141004314,4841,31.7603763,-106.2972186
48141004316,5432,31.7410991,-106.2963529
48141004317,3955,31.7677274,-106.3598091
48141004318,3569,31.7638207,-106.3477284
48141004319,5114,31.7610024,-106.2830783
48141004320,2905,31.7521041,-106.284991
48141010101,7514,31.9239638,-106.2337828
48141010102,3005,31.8166496,-106.4190553
48141010103,4435,31.8016933,-106.4236687
48141010203,2858,31.9867309,-106.5986342
48141010210,8205,31.9506694,-106.4335175
48141010211,2864,31.9387789,-106.4730352
48141010212,7594,31.9704673,-106.4173398
48141010213,8446,31.8881593,-106.5335669
48141010214,6400,31.8662577,-106.5161318
48141010217,4921,31.870623,-106.5533341
48141010218,4227,31.8916461,-106.617734
48141010220,6941,31.9490105,-106.5394707
48141010222,2026,31.937914,-106.6087767
48141010223,5010,31.944197,-106.3858393
48141010224,5755,31.975143,-106.3756848
48141010225,4983,31.8714237,-106.5705189
48141010226,4479,31.8930153,-106.5695244
48141010227,3899,31.8723103,-106.5854974
48141010228,5416,31.8953218,-106.5910618
48141010229,7243,31.8692004,-106.6171389
48141010230,2299,31.8696112,-106.5967949
48141010231,4053,31.9521977,-106.5879246
48141010232,3842,31.917156,-106.5921375
48141010303,3970,31.7908652,-106.3279528
48141010307,5952,31.7769136,-106.3300451
48141010311,6237,31.7956673,-106.3122018
48141010312,3775,31.7871151,-106.3127613
48141010316,3835,31.7769372,-106.3171015
48141010317,4042,31.7767288,-106.3078481
48141010322,5544,31.7972302,-106.2936258
48141010323,4255,31.7869159,-106.2935737
48141010326,4537,31.7722888,-106.2935852
48141010327,3474,31.779575,-106.2944754
48141010328,4183,31.7717125,-106.276153
48141010329,5419,31.7752797,-106.2583549
48141010333,4850,31.6687895,-106.1654813
48141010334,3958,31.6285929,-106.1812396
48141010335,4080,31.6425284,-106.0722242
48141010336,6219,31.7478823,-106.2744582
48141010337,6502,31.7349817,-106.2769813
48141010338,7538,31.7202053,-106.2859027
48141010344,3123,31.7584542,-106.0752564
48141010346,5431,31.6714357,-106.2626365
48141010347,4135,31.625919,-106.2287675
48141010348,4574,31.7847034,-106.2718242
48141010349,3438,31.7868059,-106.2804238
48141010350,4412,31.7950028,-106.2767084
48141010351,3222,31.8018081,-106.2761117
48141010352,5819,31.7850498,-106.2614239
48141010353,5166,31.7918613,-106.2439964
48141010354,6383,31.8051823,-106.2355975
48141010355,5156,31.7998873,-106.2596364
48141010356,3776,31.6777808,-106.1889269
48141010357,7994,31.6662272,-106.2097931
48141010358,10351,31.8189103,-106.255518
48141010359,2577,31.8557116,-106.1835611
48141010360,3802,31.6917038,-106.207143
48141010361,3177,31.6877576,-106.1965659
48141010362,7823,31.6818265,-106.2447902
48141010363,5315,31.6899506,-106.225158
48141010364,2707,31.9063937,-106.0672806
