section,row_num,unit_name,inr,unit_code,county,fuel,zone,in_service,installed_mw,apr2026_mora
Operational Resources (Wind),677,LONGHORN WIND NORTH U2,,LHORN_N_UNIT2,FLOYD,WIND-P,PANHANDLE,2015,100.0,100.0
Operational Resources (Wind),678,LORAINE WINDPARK I,,LONEWOLF_G1,MITCHELL,WIND-O,WEST,2010,48.0,48.0
Operational Resources (Wind),679,LORAINE WINDPARK II,,LONEWOLF_G2,MITCHELL,WIND-O,WEST,2010,51.0,51.0
Operational Resources (Wind),680,LORAINE WINDPARK III,,LONEWOLF_G3,MITCHELL,WIND-O,WEST,2011,25.5,25.5
Operational Resources (Wind),681,LORAINE WINDPARK IV,,LONEWOLF_G4,MITCHELL,WIND-O,WEST,2011,24.0,24.0
Operational Resources (Wind),682,LOS VIENTOS III WIND,,LV3_UNIT_1,STARR,WIND-O,SOUTH,2015,200.0,200.0
Operational Resources (Wind),683,LOS VIENTOS IV WIND,,LV4_UNIT_1,STARR,WIND-O,SOUTH,2016,200.0,200.0
Operational Resources (Wind),684,LOS VIENTOS V WIND,,LV5_UNIT_1,STARR,WIND-O,SOUTH,2016,110.0,110.0
Operational Resources (Wind),685,LOS VIENTOS WIND I,,LV1_LV1A,WILLACY,WIND-C,COASTAL,2013,200.1,200.1
Operational Resources (Wind),686,LOS VIENTOS WIND II,,LV2_LV2,WILLACY,WIND-C,COASTAL,2013,201.6,201.6
Operational Resources (Wind),687,MAGIC VALLEY WIND (REDFISH) 1A,,REDFISH_MV1A,WILLACY,WIND-C,COASTAL,2012,99.8,99.8
Operational Resources (Wind),688,MAGIC VALLEY WIND (REDFISH) 1B,,REDFISH_MV1B,WILLACY,WIND-C,COASTAL,2012,103.5,103.5
Operational Resources (Wind),689,MARIAH DEL NORTE 1,,MARIAH_NORTE1,PARMER,WIND-P,PANHANDLE,2017,115.2,115.2
Operational Resources (Wind),690,MARIAH DEL NORTE 2,,MARIAH_NORTE2,PARMER,WIND-P,PANHANDLE,2017,115.2,115.2
Operational Resources (Wind),691,MAVERICK CREEK WIND WEST U1,,MAVCRK_W_UNIT1,CONCHO,WIND-O,WEST,2022,201.6,201.6
Operational Resources (Wind),692,MAVERICK CREEK WIND WEST U2,,MAVCRK_W_UNIT2,CONCHO,WIND-O,WEST,2022,11.1,11.1
Operational Resources (Wind),693,MAVERICK CREEK WIND WEST U3,,MAVCRK_W_UNIT3,CONCHO,WIND-O,WEST,2022,33.6,33.6
Operational Resources (Wind),694,MAVERICK CREEK WIND WEST U4,,MAVCRK_W_UNIT4,CONCHO,WIND-O,WEST,2022,22.2,22.2
Operational Resources (Wind),695,MAVERICK CREEK WIND EAST U1,,MAVCRK_E_UNIT5,CONCHO,WIND-O,WEST,2022,71.4,71.4
Operational Resources (Wind),696,MAVERICK CREEK WIND EAST U2,,MAVCRK_E_UNIT6,CONCHO,WIND-O,WEST,2022,33.3,33.3
Operational Resources (Wind),697,MAVERICK CREEK WIND EAST U3,,MAVCRK_E_UNIT7,CONCHO,WIND-O,WEST,2022,22.0,22.0
Operational Resources (Wind),698,MAVERICK CREEK WIND EAST U4,,MAVCRK_E_UNIT8,CONCHO,WIND-O,WEST,2022,20.0,20.0
Operational Resources (Wind),699,MAVERICK CREEK WIND EAST U5,,MAVCRK_E_UNIT9,CONCHO,WIND-O,WEST,2022,76.8,76.8
Operational Resources (Wind),700,MCADOO WIND,,MWEC_G1,DICKENS,WIND-P,PANHANDLE,2008,150.0,150.0
Operational Resources (Wind),701,MESQUITE CREEK WIND 1,,MESQCRK_WND1,DAWSON,WIND-O,WEST,2015,105.6,105.6
Operational Resources (Wind),702,MESQUITE CREEK WIND 2,,MESQCRK_WND2,DAWSON,WIND-O,WEST,2015,105.6,105.6
Operational Resources (Wind),703,MIAMI WIND G1,,MIAM1_G1,ROBERTS,WIND-P,PANHANDLE,2014,144.3,144.3
Operational Resources (Wind),704,MIAMI WIND G2,,MIAM1_G2,ROBERTS,WIND-P,PANHANDLE,2014,144.3,144.3
Operational Resources (Wind),705,MIDWAY WIND,,MIDWIND_UNIT1,SAN PATRICIO,WIND-C,COASTAL,2019,162.8,162.8
Operational Resources (Wind),706,MONTGOMERY RANCH WIND U1,,MONT_WND_UNIT1,FOARD,WIND-O,WEST,2024,106.1,105.9
Operational Resources (Wind),707,MONTGOMERY RANCH WIND U2,,MONT_WND_UNIT2,FOARD,WIND-O,WEST,2024,92.9,92.7
Operational Resources (Wind),708,NIELS BOHR WIND A (BEARKAT WIND A),,NBOHR_UNIT1,GLASSCOCK,WIND-O,WEST,2017,196.6,196.6
Operational Resources (Wind),709,NOTREES WIND 1,,NWF_NWF1,WINKLER,WIND-O,WEST,2009,92.6,92.6
Operational Resources (Wind),710,NOTREES WIND 2,,NWF_NWF2,WINKLER,WIND-O,WEST,2009,60.0,60.0
Operational Resources (Wind),711,OCOTILLO WIND,,OWF_OWF,HOWARD,WIND-O,WEST,2008,54.6,54.6
Operational Resources (Wind),712,OLD SETTLER WIND,,COTPLNS_OLDSETLR,FLOYD,WIND-P,PANHANDLE,2017,151.2,151.2
Operational Resources (Wind),713,OVEJA WIND U1,,OVEJA_G1,IRION,WIND-O,WEST,2021,151.2,151.2
Operational Resources (Wind),714,OVEJA WIND U2,,OVEJA_G2,IRION,WIND-O,WEST,2021,151.2,151.2
Operational Resources (Wind),715,PALMAS ALTAS WIND,,PALMWIND_UNIT1,CAMERON,WIND-C,COASTAL,2020,144.9,144.9
Operational Resources (Wind),716,PANHANDLE WIND 1 U1,,PH1_UNIT1,CARSON,WIND-P,PANHANDLE,2014,109.2,109.2
Operational Resources (Wind),717,PANHANDLE WIND 1 U2,,PH1_UNIT2,CARSON,WIND-P,PANHANDLE,2014,109.2,109.2
Operational Resources (Wind),718,PANHANDLE WIND 2 U1,,PH2_UNIT1,CARSON,WIND-P,PANHANDLE,2014,94.2,94.2
Operational Resources (Wind),719,PANHANDLE WIND 2 U2,,PH2_UNIT2,CARSON,WIND-P,PANHANDLE,2014,96.6,96.6
Operational Resources (Wind),720,PANTHER CREEK WIND 1,,PC_NORTH_PANTHER1,HOWARD,WIND-O,WEST,2008,149.2,148.5
Operational Resources (Wind),721,PANTHER CREEK WIND 2,,PC_SOUTH_PANTHER2,HOWARD,WIND-O,WEST,2019,123.3,121.9
Operational Resources (Wind),722,PANTHER CREEK WIND 3 A,,PC_SOUTH_PANTH31,HOWARD,WIND-O,WEST,2022,106.9,106.9
Operational Resources (Wind),723,PANTHER CREEK WIND 3 B,,PC_SOUTH_PANTH32,HOWARD,WIND-O,WEST,2022,108.5,108.5
Operational Resources (Wind),724,PAPALOTE CREEK WIND,,PAP1_PAP1,SAN PATRICIO,WIND-C,COASTAL,2009,179.9,179.9
Operational Resources (Wind),725,PAPALOTE CREEK WIND II,,COTTON_PAP2,SAN PATRICIO,WIND-C,COASTAL,2010,200.1,200.1
Operational Resources (Wind),726,PECOS WIND 1 (WOODWARD),,WOODWRD1_WOODWRD1,PECOS,WIND-O,WEST,2001,91.7,91.7
Operational Resources (Wind),727,PECOS WIND 2 (WOODWARD),,WOODWRD2_WOODWRD2,PECOS,WIND-O,WEST,2001,85.4,85.4
Operational Resources (Wind),728,PENASCAL WIND 1,,PENA_UNIT1,KENEDY,WIND-C,COASTAL,2009,160.8,160.8
Operational Resources (Wind),729,PENASCAL WIND 2,,PENA_UNIT2,KENEDY,WIND-C,COASTAL,2009,141.6,141.6
Operational Resources (Wind),730,PENASCAL WIND 3,,PENA3_UNIT3,KENEDY,WIND-C,COASTAL,2011,100.8,100.8
Operational Resources (Wind),731,PEYTON CREEK WIND,,PEY_UNIT1,MATAGORDA,WIND-C,COASTAL,2020,151.2,151.2
Operational Resources (Wind),732,PIONEER DJ WIND U1,,PIONR_DJ_UNIT1,MIDLAND,WIND-O,WEST,2025,124.2,124.2
Operational Resources (Wind),733,PIONEER DJ WIND U2,,PIONR_DJ_UNIT2,MIDLAND,WIND-O,WEST,2025,16.4,16.4
Operational Resources (Wind),734,PYRON WIND 1,,PYR_PYRON1,NOLAN,WIND-O,WEST,2008,128.5,127.8
Operational Resources (Wind),735,PYRON WIND 2,,PYR_PYRON2,NOLAN,WIND-O,WEST,2008,134.9,134.2
Operational Resources (Wind),736,RANCHERO WIND U1,,RANCHERO_UNIT1,CROCKETT,WIND-O,WEST,2020,150.0,150.0
Operational Resources (Wind),737,RANCHERO WIND U2,,RANCHERO_UNIT2,CROCKETT,WIND-O,WEST,2020,150.0,150.0
Operational Resources (Wind),738,RATTLESNAKE I WIND ENERGY CENTER G1,,RSNAKE_G1,GLASSCOCK,WIND-O,WEST,2015,109.2,104.6
Operational Resources (Wind),739,RATTLESNAKE I WIND ENERGY CENTER G2,,RSNAKE_G2,GLASSCOCK,WIND-O,WEST,2015,109.2,102.7
Operational Resources (Wind),740,RED CANYON WIND,,RDCANYON_RDCNY1,BORDEN,WIND-O,WEST,2006,89.6,89.6
Operational Resources (Wind),741,RELOJ DEL SOL WIND U1,,RELOJ_UNIT1,ZAPATA,WIND-O,SOUTH,2022,55.4,55.4
Operational Resources (Wind),742,RELOJ DEL SOL WIND U2,,RELOJ_UNIT2,ZAPATA,WIND-O,SOUTH,2022,48.0,48.0
Operational Resources (Wind),743,RELOJ DEL SOL WIND U3,,RELOJ_UNIT3,ZAPATA,WIND-O,SOUTH,2022,83.1,83.1
Operational Resources (Wind),744,RELOJ DEL SOL WIND U4,,RELOJ_UNIT4,ZAPATA,WIND-O,SOUTH,2022,22.8,22.8
Operational Resources (Wind),745,ROADRUNNER CROSSING WIND U1,,RRC_WIND_UNIT1,EASTLAND,WIND-O,NORTH,2025,94.1,94.1
Operational Resources (Wind),746,ROADRUNNER CROSSING WIND U2,,RRC_WIND_UNIT2,EASTLAND,WIND-O,NORTH,2025,28.7,28.7
Operational Resources (Wind),747,ROADRUNNER CROSSING WIND U3,,RRC_WIND_UNIT3,EASTLAND,WIND-O,NORTH,2025,125.9,125.9
Operational Resources (Wind),748,ROCK SPRINGS VAL VERDE WIND (FERMI) 1,,FERMI_WIND1,VAL VERDE,WIND-O,WEST,2017,121.9,121.9
Operational Resources (Wind),749,ROCK SPRINGS VAL VERDE WIND (FERMI) 2,,FERMI_WIND2,VAL VERDE,WIND-O,WEST,2017,27.4,27.4
Operational Resources (Wind),750,ROSCOE WIND,,TKWSW1_ROSCOE,NOLAN,WIND-O,WEST,2008,114.0,114.0
Operational Resources (Wind),751,ROSCOE WIND 2A,,TKWSW1_ROSCOE2A,NOLAN,WIND-O,WEST,2008,95.0,95.0
Operational Resources (Wind),752,ROUTE 66 WIND,,ROUTE_66_WIND1,CARSON,WIND-P,PANHANDLE,2015,150.0,150.0
Operational Resources (Wind),753,RTS 2 WIND (HEART OF TEXAS WIND) U1,,RTS2_U1,MCCULLOCH,WIND-O,SOUTH,2021,89.9,89.9
Operational Resources (Wind),754,RTS 2 WIND (HEART OF TEXAS WIND) U2,,RTS2_U2,MCCULLOCH,WIND-O,SOUTH,2021,89.9,89.9
Operational Resources (Wind),755,RTS WIND,,RTS_U1,MCCULLOCH,WIND-O,SOUTH,2018,160.0,160.0
Operational Resources (Wind),756,SAGE DRAW WIND U1,,SAGEDRAW_UNIT1,LYNN,WIND-O,WEST,2022,169.2,169.2
Operational Resources (Wind),757,SAGE DRAW WIND U2,,SAGEDRAW_UNIT2,LYNN,WIND-O,WEST,2022,169.2,169.2
Operational Resources (Wind),758,SALT FORK 1 WIND U1,,SALTFORK_UNIT1,DONLEY,WIND-P,PANHANDLE,2017,64.0,64.0
Operational Resources (Wind),759,SALT FORK 1 WIND U2,,SALTFORK_UNIT2,DONLEY,WIND-P,PANHANDLE,2017,110.0,110.0
Operational Resources (Wind),760,SAN ROMAN WIND,,SANROMAN_WIND_1,CAMERON,WIND-C,COASTAL,2016,95.3,95.2
Operational Resources (Wind),761,SAND BLUFF WIND U1,,MCDLD_SB1_2,GLASSCOCK,WIND-O,WEST,2025,71.4,71.4
Operational Resources (Wind),762,SAND BLUFF WIND U2,,MCDLD_SB3_282,GLASSCOCK,WIND-O,WEST,2025,14.1,14.1
Operational Resources (Wind),763,SAND BLUFF WIND U3,,MCDLD_SB4_G87,GLASSCOCK,WIND-O,WEST,2025,4.0,4.0
Operational Resources (Wind),764,SENATE WIND,,SENATEWD_UNIT1,JACK,WIND-O,NORTH,2012,150.0,150.0
Operational Resources (Wind),765,SENDERO WIND ENERGY,,EXGNSND_WIND_1,JIM HOGG,WIND-O,SOUTH,2015,78.0,78.0
Operational Resources (Wind),766,SEYMOUR HILLS WIND (S_HILLS WIND),,S_HILLS_UNIT1,BAYLOR,WIND-O,WEST,2019,30.2,30.2
Operational Resources (Wind),767,SHAFFER (PATRIOT WIND/PETRONILLA),,SHAFFER_UNIT1,NUECES,WIND-C,COASTAL,2021,226.1,226.1
Operational Resources (Wind),768,SHAMROCK WIND U1,,SHAMROCK_UNIT1,CROCKETT,WIND-O,WEST,2025,203.1,203.0
Operational Resources (Wind),769,SHAMROCK WIND U2,,SHAMROCK_UNIT2,CROCKETT,WIND-O,WEST,2025,20.9,20.9
Operational Resources (Wind),770,SHANNON WIND,,SHANNONW_UNIT_1,CLAY,WIND-O,WEST,2015,204.1,204.1
Operational Resources (Wind),771,SHEEP CREEK WIND,,SHEEPCRK_UNIT1,EASTLAND,WIND-O,NORTH,2024,150.0,150.0
Operational Resources (Wind),772,SHERBINO 2 WIND,,KEO_SHRBINO2,PECOS,WIND-O,WEST,2011,132.0,132.0
Operational Resources (Wind),773,SILVER STAR WIND,,FLTCK_SSI,ERATH,WIND-O,NORTH,2008,52.8,52.8
Operational Resources (Wind),774,SOUTH PLAINS WIND 1 U1,,SPLAIN1_WIND1,FLOYD,WIND-P,PANHANDLE,2015,102.0,102.0
Operational Resources (Wind),775,SOUTH PLAINS WIND 1 U2,,SPLAIN1_WIND2,FLOYD,WIND-P,PANHANDLE,2015,98.0,98.0
Operational Resources (Wind),776,SOUTH PLAINS WIND 2 U1,,SPLAIN2_WIND21,FLOYD,WIND-P,PANHANDLE,2016,148.5,148.5
Operational Resources (Wind),777,SOUTH PLAINS WIND 2 U2,,SPLAIN2_WIND22,FLOYD,WIND-P,PANHANDLE,2016,151.8,151.8
Operational Resources (Wind),778,SOUTH TRENT WIND,,STWF_T1,NOLAN,WIND-O,WEST,2008,101.2,98.2
Operational Resources (Wind),779,SPINNING SPUR WIND TWO A,,SSPURTWO_WIND_1,OLDHAM,WIND-P,PANHANDLE,2014,161.0,161.0
Operational Resources (Wind),780,SPINNING SPUR WIND TWO B,,SSPURTWO_SS3WIND2,OLDHAM,WIND-P,PANHANDLE,2015,98.0,98.0
Operational Resources (Wind),781,SPINNING SPUR WIND TWO C,,SSPURTWO_SS3WIND1,OLDHAM,WIND-P,PANHANDLE,2015,96.0,96.0
Operational Resources (Wind),782,STANTON WIND ENERGY,,SWEC_G1,MARTIN,WIND-O,WEST,2008,123.6,120.0
Operational Resources (Wind),783,STELLA WIND,,STELLA_UNIT1,KENEDY,WIND-C,COASTAL,2018,201.0,201.0
Operational Resources (Wind),784,STEPHENS RANCH WIND 1,,SRWE1_UNIT1,BORDEN,WIND-O,WEST,2014,213.8,211.2
Operational Resources (Wind),785,STEPHENS RANCH WIND 2,,SRWE1_SRWE2,BORDEN,WIND-O,WEST,2015,166.5,164.7
Operational Resources (Wind),786,SWEETWATER WIND 1,,SWEETWND_WND1,NOLAN,WIND-O,WEST,2003,42.5,42.5
Operational Resources (Wind),787,SWEETWATER WIND 2A,,SWEETWN2_WND24,NOLAN,WIND-O,WEST,2006,16.8,16.8
Operational Resources (Wind),788,SWEETWATER WIND 2B,,SWEETWN2_WND2,NOLAN,WIND-O,WEST,2004,110.8,110.8
Operational Resources (Wind),789,SWEETWATER WIND 3A,,SWEETWN3_WND3A,NOLAN,WIND-O,WEST,2011,33.6,33.6
Operational Resources (Wind),790,SWEETWATER WIND 3B,,SWEETWN3_WND3B,NOLAN,WIND-O,WEST,2011,118.6,118.6
Operational Resources (Wind),791,SWEETWATER WIND 4-4A,,SWEETWN4_WND4A,NOLAN,WIND-O,WEST,2007,125.0,125.0
Operational Resources (Wind),792,SWEETWATER WIND 4-4B,,SWEETWN4_WND4B,NOLAN,WIND-O,WEST,2007,112.0,112.0
Operational Resources (Wind),793,SWEETWATER WIND 4-5,,SWEETWN5_WND5,NOLAN,WIND-O,WEST,2007,85.0,85.0
Operational Resources (Wind),794,TAHOKA WIND 1,,TAHOKA_UNIT_1,LYNN,WIND-O,WEST,2019,150.0,150.0
Operational Resources (Wind),795,TAHOKA WIND 2,,TAHOKA_UNIT_2,LYNN,WIND-O,WEST,2019,150.0,150.0
Operational Resources (Wind),796,TEXAS BIG SPRING WIND A,,SGMTN_SIGNALMT,HOWARD,WIND-O,WEST,1999,27.7,27.7
Operational Resources (Wind),797,TG EAST WIND U1,,TRUSGILL_UNIT1,KNOX,WIND-O,WEST,2022,42.0,42.0
Operational Resources (Wind),798,TG EAST WIND U2,,TRUSGILL_UNIT2,KNOX,WIND-O,WEST,2022,44.8,44.8
Operational Resources (Wind),799,TG EAST WIND U3,,TRUSGILL_UNIT3,KNOX,WIND-O,WEST,2022,42.0,42.0
Operational Resources (Wind),800,TG EAST WIND U4,,TRUSGILL_UNIT4,KNOX,WIND-O,WEST,2022,207.2,207.2
Operational Resources (Wind),801,TORRECILLAS WIND 1,,TORR_UNIT1_25,WEBB,WIND-O,SOUTH,2019,149.0,149.0
Operational Resources (Wind),802,TORRECILLAS WIND 2,,TORR_UNIT2_23,WEBB,WIND-O,SOUTH,2019,23.0,23.0
Operational Resources (Wind),803,TORRECILLAS WIND 3,,TORR_UNIT2_25,WEBB,WIND-O,SOUTH,2019,128.0,128.0
Operational Resources (Wind),804,TRENT WIND 1 A,,TRENT_TRENT,NOLAN,WIND-O,WEST,2001,38.3,38.3
Operational Resources (Wind),805,TRENT WIND 1 B,,TRENT_UNIT_1B,NOLAN,WIND-O,WEST,2018,15.6,15.6
Operational Resources (Wind),806,TRENT WIND 2,,TRENT_UNIT_2,NOLAN,WIND-O,WEST,2018,50.5,50.5
Operational Resources (Wind),807,TRENT WIND 3 A,,TRENT_UNIT_3A,NOLAN,WIND-O,WEST,2018,38.3,38.3
Operational Resources (Wind),808,TRENT WIND 3 B,,TRENT_UNIT_3B,NOLAN,WIND-O,WEST,2018,13.8,13.8
Operational Resources (Wind),809,TRINITY HILLS WIND 1,,TRINITY_TH1_BUS1,ARCHER,WIND-O,WEST,2012,103.4,103.4
Operational Resources (Wind),810,TRINITY HILLS WIND 2,,TRINITY_TH1_BUS2,ARCHER,WIND-O,WEST,2012,94.6,94.6
Operational Resources (Wind),811,TSTC WEST TEXAS WIND,,ROSC2_1UNIT,NOLAN,WIND-O,WEST,2008,2.0,2.0
Operational Resources (Wind),812,TURKEY TRACK WIND,,TTWEC_G1,NOLAN,WIND-O,WEST,2008,174.6,169.5
Operational Resources (Wind),813,TYLER BLUFF WIND,,TYLRWIND_UNIT1,COOKE,WIND-O,NORTH,2016,125.6,125.6
Operational Resources (Wind),814,VENADO WIND U1,,VENADO_UNIT1,ZAPATA,WIND-O,SOUTH,2021,105.0,105.0
Operational Resources (Wind),815,VENADO WIND U2,,VENADO_UNIT2,ZAPATA,WIND-O,SOUTH,2021,96.6,96.6
Operational Resources (Wind),816,VERA WIND 1,,VERAWIND_UNIT1,KNOX,WIND-O,WEST,2021,12.0,12.0
Operational Resources (Wind),817,VERA WIND 2,,VERAWIND_UNIT2,KNOX,WIND-O,WEST,2021,7.2,7.2
Operational Resources (Wind),818,VERA WIND 3,,VERAWIND_UNIT3,KNOX,WIND-O,WEST,2021,100.8,100.8
Operational Resources (Wind),819,VERA WIND 4,,VERAWIND_UNIT4,KNOX,WIND-O,WEST,2021,22.0,22.0
Operational Resources (Wind),820,VERA WIND 5,,VERAWIND_UNIT5,KNOX,WIND-O,WEST,2021,100.8,100.8
Operational Resources (Wind),821,VERTIGO WIND (FORMERLY GREEN PASTURES WIND 2),,VERTIGO_WIND_I,BAYLOR,WIND-O,WEST,2015,150.0,150.0
Operational Resources (Wind),822,VORTEX WIND U1,,VORTEX_WIND1,THROCKMORTON,WIND-O,WEST,2024,153.6,153.6
Operational Resources (Wind),823,VORTEX WIND U2,,VORTEX_WIND2,THROCKMORTON,WIND-O,WEST,2024,24.2,24.2
Operational Resources (Wind),824,VORTEX WIND U3,,VORTEX_WIND3,THROCKMORTON,WIND-O,WEST,2024,158.4,158.4
Operational Resources (Wind),825,VORTEX WIND U4,,VORTEX_WIND4,THROCKMORTON,WIND-O,WEST,2022,14.0,14.0
Operational Resources (Wind),826,WAKE WIND 1,,WAKEWE_G1,DICKENS,WIND-P,PANHANDLE,2016,114.9,114.9
Operational Resources (Wind),827,WAKE WIND 2,,WAKEWE_G2,DICKENS,WIND-P,PANHANDLE,2016,142.4,142.3
Operational Resources (Wind),828,WEST RAYMOND (EL TRUENO) WIND U1,,TRUENO_UNIT1,WILLACY,WIND-C,COASTAL,2021,116.6,116.6
Operational Resources (Wind),829,WEST RAYMOND (EL TRUENO) WIND U2,,TRUENO_UNIT2,WILLACY,WIND-C,COASTAL,2021,123.2,123.2
Operational Resources (Wind),830,WESTERN TRAIL WIND (AJAX WIND) U1,,AJAXWIND_UNIT1,WILBARGER,WIND-O,WEST,2022,225.6,225.6
Operational Resources (Wind),831,WESTERN TRAIL WIND (AJAX WIND) U2,,AJAXWIND_UNIT2,WILBARGER,WIND-O,WEST,2022,141.0,141.0
Operational Resources (Wind),832,WHIRLWIND ENERGY,,WEC_WECG1,FLOYD,WIND-P,PANHANDLE,2007,59.8,57.0
Operational Resources (Wind),833,WHITETAIL WIND,,EXGNWTL_WIND_1,WEBB,WIND-O,SOUTH,2012,92.3,92.3
Operational Resources (Wind),834,WHITE MESA WIND U1,,WHMESA_UNIT1,CROCKETT,WIND-O,WEST,2022,152.3,152.3
Operational Resources (Wind),835,WHITE MESA 2 WIND U1,,WHMESA_UNIT2_23,CROCKETT,WIND-O,WEST,2022,13.9,13.9
Operational Resources (Wind),836,WHITE MESA 2 WIND U2,,WHMESA_UNIT2_28,CROCKETT,WIND-O,WEST,2022,183.3,183.3
Operational Resources (Wind),837,WHITE MESA 2 WIND U3,,WHMESA_UNIT3_23,CROCKETT,WIND-O,WEST,2022,18.6,18.6
Operational Resources (Wind),838,WHITE MESA 2 WIND U4,,WHMESA_UNIT3_28,CROCKETT,WIND-O,WEST,2022,132.5,132.5
Operational Resources (Wind),839,WILLOW SPRINGS WIND A,,SALVTION_UNIT1,HASKELL,WIND-O,WEST,2017,125.0,125.0
Operational Resources (Wind),840,WILLOW SPRINGS WIND B,,SALVTION_UNIT2,HASKELL,WIND-O,WEST,2017,125.0,125.0
Operational Resources (Wind),841,WILSON RANCH (INFINITY LIVE OAK WIND),,WL_RANCH_UNIT1,SCHLEICHER,WIND-O,WEST,2020,199.5,199.5
Operational Resources (Wind),842,WINDTHORST 2 WIND,,WNDTHST2_UNIT1,ARCHER,WIND-O,WEST,2014,67.6,67.6
Operational Resources (Wind),843,WKN MOZART WIND,,MOZART_WIND_1,KENT,WIND-O,WEST,2012,30.0,30.0
Operational Resources (Wind),844,WOLF RIDGE WIND,,WHTTAIL_WR1,COOKE,WIND-O,NORTH,2025,121.5,121.5
Operational Resources (Wind),845,YOUNG WIND U1,,YNG_WND_UNIT1,YOUNG,WIND-O,WEST,2025,193.0,193.0
Operational Resources (Wind),846,YOUNG WIND U2,,YNG_WND_UNIT2,YOUNG,WIND-O,WEST,2025,148.9,148.9
Operational Resources (Wind),847,YOUNG WIND U3,,YNG_WND_UNIT3,YOUNG,WIND-O,WEST,2025,146.1,146.1
Operational Resources (Wind) - Synchronized but not Approved for Commercial Operations,851,ANCHOR WIND U1,21INR0546,ANCHOR_WIND1,CALLAHAN,WIND-O,WEST,2025,16.0,16.0
Operational Resources (Wind) - Synchronized but not Approved for Commercial Operations,852,BAIRD NORTH WIND U1,20INR0083,BAIRDWND_UNIT1,CALLAHAN,WIND-O,WEST,2026,195.0,195.0
Operational Resources (Wind) - Synchronized but not Approved for Commercial Operations,853,BAIRD NORTH WIND U2,20INR0083,BAIRDWND_UNIT2,CALLAHAN,WIND-O,WEST,2026,145.0,145.0
Operational Resources (Wind) - Synchronized but not Approved for Commercial Operations,854,BIG SAMPSON WIND U1,16INR0104,BIGSAMWD_UNIT1,CROCKETT,WIND-O,WEST,2026,132.9,132.5
Operational Resources (Wind) - Synchronized but not Approved for Commercial Operations,855,BIG SAMPSON WIND U2,16INR0104,BIGSAMWD_UNIT2,CROCKETT,WIND-O,WEST,2026,132.5,132.5
Operational Resources (Wind) - Synchronized but not Approved for Commercial Operations,856,BOARD CREEK WP U1,21INR0324,BOARDCRK_UNIT1,NAVARRO,WIND-O,NORTH,2026,108.8,108.8
Operational Resources (Wind) - Synchronized but not Approved for Commercial Operations,857,BOARD CREEK WP U2,21INR0324,BOARDCRK_UNIT2,NAVARRO,WIND-O,NORTH,2026,190.4,190.4
Operational Resources (Wind) - Synchronized but not Approved for Commercial Operations,858,CANYON WIND U1,18INR0030,CANYONWD_UNIT1,SCURRY,WIND-O,WEST,2026,146.6,144.0
Operational Resources (Wind) - Synchronized but not Approved for Commercial Operations,859,CANYON WIND U2,18INR0030,CANYONWD_UNIT2,SCURRY,WIND-O,WEST,2026,2.5,2.5
Operational Resources (Wind) - Synchronized but not Approved for Commercial Operations,860,CANYON WIND U3,18INR0030,CANYONWD_UNIT3,SCURRY,WIND-O,WEST,2026,59.2,58.2
Operational Resources (Wind) - Synchronized but not Approved for Commercial Operations,861,CANYON WIND U4,18INR0030,CANYONWD_UNIT4,SCURRY,WIND-O,WEST,2026,20.2,19.8
Operational Resources (Wind) - Synchronized but not Approved for Commercial Operations,862,CANYON WIND U5,18INR0030,CANYONWD_UNIT5,SCURRY,WIND-O,WEST,2026,67.7,66.5
Operational Resources (Wind) - Synchronized but not Approved for Commercial Operations,863,CANYON WIND U6,18INR0030,CANYONWD_UNIT6,SCURRY,WIND-O,WEST,2026,12.6,12.4
Operational Resources (Wind) - Synchronized but not Approved for Commercial Operations,864,COYOTE WIND U1,17INR0027b,COYOTE_W_UNIT1,SCURRY,WIND-O,WEST,2025,90.0,90.0
Operational Resources (Wind) - Synchronized but not Approved for Commercial Operations,865,COYOTE WIND U2,17INR0027b,COYOTE_W_UNIT2,SCURRY,WIND-O,WEST,2025,26.6,26.6
Operational Resources (Wind) - Synchronized but not Approved for Commercial Operations,866,COYOTE WIND U3,17INR0027b,COYOTE_W_UNIT3,SCURRY,WIND-O,WEST,2025,126.0,126.0
Operational Resources (Wind) - Synchronized but not Approved for Commercial Operations,867,EL SUAZ RANCH U1,20INR0097,ELSAUZ_UNIT1,WILLACY,WIND-C,COASTAL,2026,153.0,153.0
Operational Resources (Wind) - Synchronized but not Approved for Commercial Operations,868,EL SUAZ RANCH U2,20INR0097,ELSAUZ_UNIT2,WILLACY,WIND-C,COASTAL,2026,148.5,148.5
Operational Resources (Wind) - Synchronized but not Approved for Commercial Operations,869,FOXTROT WIND U1,20INR0129,FOXTROT_UNIT1,BEE,WIND-O,SOUTH,2026,130.2,130.2
Operational Resources (Wind) - Synchronized but not Approved for Commercial Operations,870,FOXTROT WIND U2,20INR0129,FOXTROT_UNIT2,BEE,WIND-O,SOUTH,2026,84.0,84.0
Operational Resources (Wind) - Synchronized but not Approved for Commercial Operations,871,FOXTROT WIND U3,20INR0129,FOXTROT_UNIT3,BEE,WIND-O,SOUTH,2026,54.0,54.0
Operational Resources (Wind) - Synchronized but not Approved for Commercial Operations,872,HARALD (BEARKAT WIND B),15INR0064b,HARALD_UNIT1,GLASSCOCK,WIND-O,WEST,2026,162.1,162.1
