Date,Hour,Type,Solve Time
2024-08-20,0,SCED,4.1893
2024-08-20,1,SCED,1.8525
2024-08-20,2,SCED,1.8242
2024-08-20,3,SCED,1.8451
2024-08-20,4,SCED,1.787
2024-08-20,5,SCED,1.8138
2024-08-20,6,SCED,1.1417
2024-08-20,7,SCED,0.9362
2024-08-20,8,SCED,1.0422
2024-08-20,9,SCED,3.7091
2024-08-20,10,SCED,1.2313
2024-08-20,11,SCED,1.4133
2024-08-20,12,SCED,1.4405
2024-08-20,13,SCED,1.7703
2024-08-20,14,SCED,1.7117
2024-08-20,15,SCED,2.1342
2024-08-20,16,SCED,2.0579
2024-08-20,17,SCED,2.1478
2024-08-20,18,SCED,2.9582
2024-08-20,19,SCED,3.2319
2024-08-20,20,SCED,1.6639
2024-08-20,21,SCED,1.6262
2024-08-20,22,SCED,1.5951
2024-08-20,23,SCED,2.3067
