from_sub,to_sub,voltage_kv,length_km,category,circuits,X_pu,MVAmax,intersects
130357,170512,345,19.724805643766103,mst,1,0.010821506477949393,1082,False
240302,240315,345,20.00594580902672,mst,1,0.010975746787056878,1082,False
240257,240251,345,21.46416083694315,mst,1,0.011775758896470387,1082,False
240226,240242,345,21.643934931977924,mst,1,0.011874387322479802,1082,False
200190,200182,345,26.3019374541999,delaunay,1,0.014429880409655566,1082,False
150430,130350,345,26.516631179705914,delaunay,1,0.014547666591344646,1082,False
210317,140316,345,26.576937610990168,delaunay,1,0.014580752161290973,1082,False
140360,140329,345,26.846720100993608,delaunay,1,0.014728761374458162,1082,False
140213,140323,345,27.08658033961621,delaunay,1,0.01486035451524418,1082,False
200127,200003,345,21.657006928378145,mst,1,0.011881558936551925,1082,False
230283,230080,345,21.816916818588084,mst,1,0.011969289378313815,1082,False
110742,111317,345,21.925397061454284,mst,1,0.012028804268960008,1082,False
230277,230267,345,22.13187368212767,mst,1,0.012142082347766744,1082,False
150375,150532,345,22.386908956872904,mst,1,0.012282000881191354,1082,False
180138,180132,345,22.499047226864576,mst,1,0.012343522654184053,1082,False
210332,210144,345,22.677963423979893,mst,1,0.012441680416600607,1082,False
150265,150152,345,22.77487492834288,mst,1,0.012494848416893845,1082,False
120415,120351,345,22.79066572842747,mst,1,0.012503511632567224,1082,False
140272,140185,345,22.912990375687503,mst,1,0.012570621899032927,1082,False
250361,250357,345,27.39107842760161,delaunay,1,0.015027409546921952,1082,False
140213,140303,345,27.710491060780864,delaunay,1,0.015202647059600843,1082,False
140213,140360,345,28.144958354270102,delaunay,1,0.015441006347690299,1082,False
260185,210326,345,28.43167512959989,delaunay,1,0.015598306120250979,1082,False
140272,140266,345,28.59693448731949,delaunay,1,0.0156889714095523,1082,False
250357,250217,345,23.79658288047916,mst,1,0.01305538216421163,1082,False
250328,250352,345,24.264371469840988,mst,1,0.013312022322878527,1082,False
150503,150426,345,24.290415942873462,mst,1,0.013326310952065845,1082,False
170450,150529,345,24.34410815806329,mst,1,0.013355767802743395,1082,False
250361,250217,345,24.61218310341,mst,1,0.013502840215523405,1082,False
240194,190191,345,58.9638279463123,neighbor_2,1,0.03234898521230156,1082,False
240257,240226,345,61.006431441063775,neighbor_2,1,0.03346960699938219,1082,False
160264,110126,345,61.10623347672116,neighbor_2,1,0.03352436081520598,1082,False
150375,150120,345,61.60754525775679,neighbor_2,1,0.03379939260938054,1082,False
240194,240262,345,62.73010582940624,neighbor_2,1,0.03441525654829009,1082,False
260105,170218,345,25.14510402040616,mst,1,0.013795213547847279,1082,False
250366,250352,345,26.02117195899867,mst,1,0.014275845653624138,1082,False
230288,230080,345,26.080535438289644,mst,1,0.014308413897251114,1082,False
150367,150434,345,26.347049278459334,mst,1,0.014454629849891994,1082,False
140372,230263,345,26.483737417751136,mst,1,0.01452962027623734,1082,False
170520,170118,345,29.29504920759852,delaunay,1,0.016071974066424563,1082,False
150460,150475,345,31.27505076826782,delaunay,1,0.01715825091508413,1082,False
150265,150539,345,31.3119523318062,delaunay,1,0.01717849600728372,1082,False
150539,260105,345,31.864609125994317,delaunay,1,0.01748169692020524,1082,False
160268,160279,345,32.632208949861955,delaunay,1,0.017902820789128214,1082,False
150367,150369,345,26.87336030406342,mst,1,0.014743376835583627,1082,False
160264,160234,345,27.385858015602235,mst,1,0.015024545502363585,1082,False
150460,150341,345,27.503395049869845,mst,1,0.015089029168296582,1082,False
160299,160080,345,27.51961928552797,mst,1,0.015097930177231477,1082,False
250257,250345,345,27.537660102249312,mst,1,0.015107827806569043,1082,False
210317,140323,345,63.21723485577153,neighbor_2,1,0.034682507339482305,1082,False
220141,220172,345,63.7163480969177,neighbor_2,1,0.034956332961383965,1082,False
170562,170526,345,64.64972659807002,neighbor_2,1,0.03546840703090924,1082,False
170562,150539,345,68.4825295917404,neighbor_2,1,0.037571175655035906,1082,False
210317,140272,345,68.99828472969561,neighbor_2,1,0.037854131424903376,1082,False
230283,230234,345,28.40794749902163,mst,1,0.015585288566991073,1082,False
220204,220223,345,29.122175303249694,mst,1,0.015977131252276455,1082,False
240166,240215,345,29.183459453141538,mst,1,0.016010753222349444,1082,False
111279,111235,345,29.224225187910122,mst,1,0.016033118292548044,1082,False
150369,150152,345,29.332308700689495,mst,1,0.016092415527452417,1082,False
190204,150550,345,29.584975507539045,mst,1,0.016231034661981097,1082,False
111305,110126,345,29.66574367171421,mst,1,0.016275346034555247,1082,False
110958,230072,345,29.727283672931286,mst,1,0.016309108370866736,1082,False
180026,180013,345,30.17989745068579,mst,1,0.016557423260069582,1082,False
220119,220248,345,30.23259365073606,mst,1,0.016586333672699557,1082,False
110958,111035,345,32.71302239372748,delaunay,1,0.017947157003238016,1082,False
150367,150479,345,35.250315291132296,delaunay,1,0.019339177387195452,1082,False
110958,230234,345,35.55494428427356,delaunay,1,0.01950630423661469,1082,False
230288,230207,345,35.6859188236109,delaunay,1,0.019578160043535322,1082,False
250361,250345,345,35.96660873912227,delaunay,1,0.019732153334716947,1082,False
200003,200143,345,30.333521368101966,mst,1,0.0166417050647936,1082,False
140213,270153,345,31.97869927583166,mst,1,0.017544289541792123,1082,False
180141,180135,345,32.31785259986608,mst,1,0.01773035727596097,1082,False
240270,240286,345,32.53745004239727,mst,1,0.017850833755669326,1082,False
190204,190194,345,32.72484268119224,mst,1,0.017953641899448463,1082,False
150375,210352,345,69.88231306547664,neighbor_2,1,0.03833913079752678,1082,False
170562,150529,345,71.09807321302843,neighbor_2,1,0.03900612628280409,1082,False
240257,240180,345,74.14806268383026,neighbor_2,1,0.040679424433977034,1082,False
130310,230257,345,76.54221811597051,neighbor_2,1,0.041992916135037806,1082,False
120440,120447,345,78.04119152681115,neighbor_2,1,0.04281528928124989,1082,False
210171,210306,345,32.91510316519533,mst,1,0.018058023412621343,1082,False
210171,210275,345,34.19572596925778,mst,1,0.018760604123440733,1082,False
160299,160271,345,34.36891517331352,mst,1,0.018855619918650476,1082,False
230072,230068,345,34.50375344807857,mst,1,0.018929595464478307,1082,False
240299,240286,345,34.60991166660358,mst,1,0.018987836436288288,1082,False
110958,110928,345,36.58470664016801,delaunay,1,0.020071256825061716,1082,False
110928,230283,345,38.71970026498282,delaunay,1,0.02124256607690299,1082,False
111389,111305,345,39.339664668396196,delaunay,1,0.021582693575688063,1082,False
170562,170462,345,41.00845873693935,delaunay,1,0.022498234450931652,1082,False
111362,110126,345,42.514729674906825,delaunay,1,0.023324611197407398,1082,False
230267,230257,345,34.885678059603244,mst,1,0.01913912856368067,1082,False
200190,200117,345,34.97468338420412,mst,1,0.019187959042121647,1082,False
230242,230257,345,35.940135927650346,mst,1,0.019717629708679418,1082,False
190207,190084,345,36.23896175624839,mst,1,0.01988157280136963,1082,False
220128,220172,345,39.1864599040734,mst,1,0.02149864172851076,1082,False
120415,270001,345,78.90534344022603,neighbor_2,1,0.04328938396678647,1082,False
140372,110160,345,80.18996503719008,neighbor_2,1,0.04399415851231684,1082,False
130310,210332,345,83.15394561692801,neighbor_2,1,0.04562027010111657,1082,False
190170,190188,345,88.51642012395413,neighbor_2,1,0.0485622535945743,1082,False
150375,210323,345,89.30289216814738,neighbor_2,1,0.04899373122100419,1082,False
180026,180129,345,39.22424400856159,mst,1,0.021519371004066975,1082,False
190188,190084,345,39.54852614640762,mst,1,0.021697280045036064,1082,False
150503,150479,345,39.706088449894764,mst,1,0.021783722543819606,1082,False
250223,250233,345,39.76273311902296,mst,1,0.02181479918229111,1082,False
190127,190183,345,39.78448085913378,mst,1,0.021826730519650794,1082,False
150513,150449,345,44.55836067349952,delaunay,1,0.02444579669800058,1082,False
250223,250217,345,49.57776302873571,delaunay,1,0.02719956249339586,1082,False
160289,160279,345,49.976670697806306,delaunay,1,0.027418412909613544,1082,False
160299,160092,345,50.57968632879686,delaunay,1,0.02774924190103285,1082,False
230267,230273,345,51.0533104842866,delaunay,1,0.028009083592723503,1082,False
190188,190061,345,41.99548761781878,mst,1,0.0230397424191856,1082,False
150375,210090,345,42.07630502948971,mst,1,0.023084080810129623,1082,False
190170,190061,345,46.58126742637517,mst,1,0.025555612375066573,1082,False
190104,190121,345,46.72284717944808,mst,1,0.025633286459298132,1082,False
120148,120151,345,48.68865768277256,mst,1,0.02671177774992689,1082,False
210144,210275,345,48.70065050821862,mst,1,0.026718357304655962,1082,False
240308,240315,345,49.693879513378235,mst,1,0.027263266811372394,1082,False
220141,220189,345,50.39745575049048,mst,1,0.0276492657887589,1082,False
240180,240308,345,52.10272722342614,mst,1,0.02858481905221363,1082,False
200187,160261,345,54.01296681757916,mst,1,0.029632822795109596,1082,False
170538,170462,345,58.260534686932616,delaunay,1,0.03196314148335812,1082,False
240305,240180,345,58.29848926765335,delaunay,1,0.03198396428630762,1082,False
250328,250257,345,59.152022133288355,delaunay,1,0.03245223310484125,1082,False
250328,250233,345,63.45582431957117,delaunay,1,0.034813403302398634,1082,False
220160,220223,345,65.33189407333262,delaunay,1,0.035842660642626506,1082,False
150449,150526,345,55.64983405929912,mst,1,0.03053084783929622,1082,False
120198,160080,345,56.61756022946654,mst,1,0.03106176587258278,1082,False
190204,190058,345,61.65693720579423,mst,1,0.033826490229265815,1082,False
240012,240305,345,62.09794191230917,mst,1,0.03406843610059893,1082,False
160080,160209,345,63.88615440068864,mst,1,0.03504949281550068,1082,False
240318,220204,345,89.78498421530642,neighbor_2,1,0.049258218603314516,1082,False
240318,220223,345,107.185983812623,neighbor_2,1,0.05880482875836406,1082,False
190170,190058,345,116.6622440914757,neighbor_2,1,0.0640037348386756,1082,False
190170,190183,345,116.88553545280469,neighbor_2,1,0.06412623789177187,1082,False
240318,220210,345,127.74297299676803,neighbor_2,1,0.07008289129753373,1082,False
240299,190194,345,64.27359771484625,mst,1,0.03526205360873312,1082,False
180138,160092,345,72.91677644619661,mst,1,0.04000391095935005,1082,False
190170,190121,345,143.42256179587747,neighbor_2,1,0.07868509376408989,1082,False
210347,240012,345,182.11805849869828,neighbor_2,1,0.0999143811801302,1082,False
150513,240299,345,118.67014390981261,neighbor_3,1,0.06510531734770647,1082,True
111332,111370,345,3.1553707203248718,mst,1,0.0017311128589558003,1082,False
111310,111346,345,4.249375264710589,mst,1,0.002331310269150191,1082,False
111323,111310,345,5.389854559486986,mst,1,0.002957004853892041,1082,False
150440,150475,345,6.4347951374040875,mst,1,0.0035302845828396297,1082,False
150443,150521,345,7.942307678140834,mst,1,0.004357342502689322,1082,False
120440,120468,345,8.441186328913712,neighbor_2,1,0.004631039422626049,1082,False
240215,240208,345,21.006168749205383,delaunay,1,0.011524493336047987,1082,False
110883,111207,345,23.68559893664329,delaunay,1,0.01299449368252726,1082,False
111323,110440,345,24.180052495263066,delaunay,1,0.01326576288965073,1082,False
111035,110972,345,24.64338030214577,delaunay,1,0.013519955754926432,1082,False
160139,160252,345,10.209737544987062,mst,1,0.00560130948697883,1082,False
200171,200193,345,12.165903332559928,mst,1,0.006674509452771799,1082,False
160247,160276,345,12.42552834021048,mst,1,0.006816946024916988,1082,False
190170,190160,345,13.997115274841638,mst,1,0.007679156710331098,1082,False
120415,270216,345,15.089490629314716,mst,1,0.008278460307450124,1082,False
111189,111067,345,16.767894071754128,mst,1,0.00919927311813102,1082,False
150464,150479,345,17.862909050750567,mst,1,0.009800024877244377,1082,False
110943,111207,345,17.967845284151508,mst,1,0.009857595438396082,1082,False
150265,260137,345,19.60923472343854,mst,1,0.010758101469779766,1082,False
260105,260137,345,19.86127071541257,mst,1,0.010896374523977658,1082,False
110943,110585,345,24.66046155747946,delaunay,1,0.013529326945628304,1082,False
240257,220184,345,26.42155985396013,delaunay,1,0.014495508157644162,1082,False
170512,170517,345,26.540398108695427,delaunay,1,0.014560705704665505,1082,False
111035,110585,345,28.00013994529507,delaunay,1,0.015361555458330336,1082,False
120440,120494,345,28.084018203540055,delaunay,1,0.015407573103895532,1082,False
260206,260119,345,20.258354487734486,mst,1,0.011114224306230304,1082,False
150513,150500,345,20.584829789078622,mst,1,0.01129333656985368,1082,False
210317,140334,345,21.884923962515774,mst,1,0.012006599745870867,1082,False
140185,140266,345,25.305983760659824,mst,1,0.013883476072850969,1082,False
120148,120351,345,26.44110345595345,mst,1,0.014506230251407353,1082,False
240257,190112,345,85.48230490822327,neighbor_2,1,0.046897664444503086,1082,False
240257,240302,345,90.27458817120969,neighbor_2,1,0.0495268272008401,1082,False
120415,120198,345,91.48801115523165,neighbor_2,1,0.05019254046155536,1082,False
150375,210342,345,96.09023477873393,neighbor_2,1,0.052717431892890784,1082,False
190170,190163,345,98.85339612542687,neighbor_2,1,0.0542333691828639,1082,False
140353,140360,345,26.78974330995415,mst,1,0.014697502525855964,1082,False
210323,260185,345,28.42931163354863,mst,1,0.015597009449029411,1082,False
120494,120031,345,29.60751944082831,mst,1,0.016243402810217085,1082,False
230273,230207,345,31.42603593321771,mst,1,0.017241085036245465,1082,False
170526,170520,345,32.44558642042253,mst,1,0.017800435146007907,1082,False
160284,160139,345,28.30460228396214,delaunay,1,0.015528590877065557,1082,False
111393,111235,345,34.19090775543383,delaunay,1,0.018757960734550126,1082,False
220154,220223,345,36.36887195893161,delaunay,1,0.019952844687403774,1082,False
180124,180135,345,37.044280778256706,delaunay,1,0.020323390336653334,1082,False
110883,111235,345,37.98665216181666,delaunay,1,0.02084039811944237,1082,False
150532,150434,345,32.50541405594582,mst,1,0.01783325803699443,1082,False
111305,111284,345,34.038257772336436,mst,1,0.018674213253800205,1082,False
160234,160192,345,38.72882265968394,mst,1,0.02124757084375015,1082,False
170479,170462,345,39.37233354542708,mst,1,0.021600616513475224,1082,False
110160,230072,345,39.58066156432941,mst,1,0.021714910314225674,1082,False
210317,210306,345,100.11882225184384,neighbor_2,1,0.0549276126279807,1082,False
150375,210306,345,100.13361239235797,neighbor_2,1,0.05493572685755913,1082,False
130310,230277,345,113.11529508409045,neighbor_3,1,0.062057792640126924,1082,False
150513,170450,345,115.3391669139852,neighbor_2,1,0.06327786262955877,1082,False
140372,210335,345,117.48478059578714,neighbor_2,1,0.06445499830207857,1082,False
220099,220172,345,39.594677627459006,mst,1,0.02172259986618839,1082,False
270001,140334,345,42.843521888578174,mst,1,0.023504994575292204,1082,False
150532,150120,345,42.99142156807866,mst,1,0.02358613592434813,1082,False
120447,120494,345,52.527339472839124,mst,1,0.028817771624250324,1082,False
170548,170462,345,54.350732748064935,mst,1,0.029818129371549176,1082,False
130310,250366,345,39.01729538213227,delaunay,1,0.02140583397146177,1082,False
250328,250366,345,41.06182211870981,delaunay,1,0.02252751089562488,1082,False
220223,220157,345,41.43945396625826,delaunay,1,0.02273468888045927,1082,False
200143,200117,345,43.44167082188833,delaunay,1,0.023833153578402086,1082,False
130310,230242,345,45.45407986207694,delaunay,1,0.024937209955838053,1082,False
240180,240251,345,60.376522442983216,mst,1,0.033124023654919586,1082,False
190127,190084,345,70.95695219524191,mst,1,0.03892870387186975,1082,False
190143,190058,345,102.40408863780702,mst,1,0.05618136515899012,1082,False
230263,230068,345,43.66658927870788,mst,1,0.023956549295522996,1082,True
210317,210090,345,127.96498710466086,neighbor_2,1,0.07020469361843608,1082,False
111216,160215,345,49.47473901486293,mst,1,0.027143041022226838,1082,True
140372,160215,345,155.83154825565484,neighbor_3,1,0.08549296451244916,1082,False
111300,160215,345,121.18196764154675,neighbor_2,1,0.06648336473003993,1082,True
160192,160215,345,46.904256263773554,delaunay,1,0.025732811880062285,1082,False
220119,220189,345,47.45956962664063,delaunay,1,0.0260374702509526,1082,False
190188,190207,345,53.544869653157434,delaunay,1,0.02937601334468541,1082,False
190207,190163,345,53.684759836472274,delaunay,1,0.029452760489994873,1082,False
120151,270001,345,54.56016706539472,delaunay,1,0.029933030114432057,1082,False
240318,120151,345,229.40545834853063,neighbor_2,1,0.1258573949183705,1082,False
120151,120031,345,74.25052832605829,delaunay,1,0.04073563956892759,1082,False
180138,180013,345,78.32264243406786,delaunay,1,0.04296970007094838,1082,False
120440,120437,345,8.039726019114614,mst,1,0.004410788565832257,1082,False
110417,111346,345,10.227011060768485,mst,1,0.00561078615642245,1082,False
111393,110440,345,10.928820611447465,mst,1,0.005995815886809658,1082,False
111393,111279,345,13.251663670309725,mst,1,0.007270183891377652,1082,False
160271,160188,345,13.8085867484602,mst,1,0.007575725391089696,1082,False
200127,200167,345,14.139487593055298,mst,1,0.007757265615009544,1082,False
240237,240262,345,15.881931119034691,mst,1,0.008713212367762785,1082,False
270216,270206,345,16.676305843405302,mst,1,0.009149025596087934,1082,False
160271,160276,345,17.129136595330372,mst,1,0.009397459522579905,1082,False
110440,111346,345,17.590604361099608,mst,1,0.009650631924215957,1082,False
200127,200029,345,17.988811388710705,mst,1,0.009869097951546389,1082,False
130354,130327,345,18.79403809567064,mst,1,0.010310864840556965,1082,False
200205,180141,345,21.318011546400623,mst,1,0.011695577853223782,1082,False
160192,160209,345,21.604684526258232,mst,1,0.011852853598526886,1082,False
260137,130350,345,21.87063522298074,mst,1,0.011998760597022831,1082,False
200190,200143,345,22.27091864820057,mst,1,0.012218365786410394,1082,False
130367,130327,345,22.66782613010551,mst,1,0.012436118851467254,1082,False
110943,111171,345,22.85416179580061,mst,1,0.012538347114184247,1082,False
140213,140338,345,22.973815815422043,mst,1,0.012603992209595122,1082,False
