plant_code,lat,lon,state,grid_voltage_kv,grid_voltage_2_kv,grid_voltage_3_kv,nerc_region,balancing_authority
1,55.339722,-160.497222,AK,0.48,,,,
2,33.458665,-87.356823,AL,115.0,,,SERC,SOCO
3,31.0069,-88.0103,AL,230.0,,,SERC,SOCO
4,32.583889,-86.283056,AL,115.0,,,SERC,SOCO
7,34.0128,-85.9708,AL,115.0,,,SERC,SOCO
8,33.644344,-87.196486,AL,230.0,,,SERC,SOCO
9,31.7569,-106.375,TX,115.0,,,WECC,EPE
10,32.6017,-87.7811,AL,230.0,,,SERC,SOCO
11,33.7845,-86.0524,AL,115.0,,,SERC,SOCO
12,33.2553,-87.4495,AL,115.0,,,SERC,SOCO
13,32.6189,-86.2548,AL,115.0,,,SERC,SOCO
14,33.425878,-86.337547,AL,115.0,,,SERC,SOCO
15,32.9633,-86.5187,AL,115.0,,,SERC,SOCO
16,32.680394,-85.911442,AL,115.0,,,SERC,SOCO
17,32.806025,-86.444892,AL,115.0,,,SERC,SOCO
18,33.9406,-87.1077,AL,161.0,,,SERC,SOCO
19,32.535436,-85.887614,AL,115.0,,,SERC,SOCO
20,34.172142,-85.753806,AL,115.0,,,SERC,SOCO
21,32.5743,-85.8901,AL,115.0,,,SERC,SOCO
26,33.244211,-86.458056,AL,230.0,,,SERC,SOCO
30,44.0501,-94.4178,MN,69.0,,,MRO,MISO
34,39.134259,-120.953341,CA,60.0,,,WECC,CISO
38,32.100881,-87.399767,AL,115.0,,,SERC,SOCO
46,34.7042,-87.1189,AL,500.0,,,SERC,TVA
47,34.7439,-87.8486,AL,161.0,,,SERC,TVA
48,34.421272,-86.393931,AL,161.0,,,SERC,TVA
49,34.8069,-87.3819,AL,161.0,,,SERC,TVA
50,34.883022,-85.755253,AL,161.0,,,SERC,TVA
51,32.030556,-93.569167,LA,345.0,,,SERC,MISO
53,31.4033,-86.479469,AL,46.0,,,SERC,SOCO
54,37.8833,-84.1017,KY,138.0,345.0,,SERC,PJM
55,31.361146,-86.518307,AL,46.0,,,SERC,SOCO
56,31.488019,-87.910747,AL,115.0,230.0,,SERC,SOCO
59,40.854765,-98.348222,NE,115.0,,,MRO,SWPP
60,40.580872,-98.312437,NE,115.0,,,MRO,SWPP
62,58.3176,-134.101,AK,23.0,,,,
63,58.3107,-134.4174,AK,12.0,,,,
64,58.3536,-134.4953,AK,69.0,,,,
65,58.3269,-134.4631,AK,69.0,,,,
66,59.4545,-135.3131,AK,2.4,,,,
69,59.235931,-135.446228,AK,12.47,,,,
70,55.615208,-131.356111,AK,115.0,115.0,,,
71,57.6861,-152.895,AK,138.0,,,,
72,34.01135,-118.4168,CA,66.0,,,WECC,CISO
75,61.2221,-149.8661,AK,115.0,,,,
77,61.475211,-149.15009,AK,115.0,,,,
78,58.1415,-133.737,AK,138.0,,,,
79,64.847743,-147.735063,AK,12.5,,,,
84,55.344641,-131.633425,AK,34.5,,,,
85,55.357397,-131.69696,AK,34.5,,,,
87,35.4159,-108.082,NM,230.0,,,WECC,WACM
88,41.949,-74.2063,NY,13.8,,,NPCC,NYIS
90,64.505331,-165.429814,AK,4.0,,,,
91,56.81104,-132.957091,AK,24.9,,,,
92,60.130922,-149.43501,AK,115.0,69.0,12.47,,
93,57.0516,-135.2297,AK,69.0,,,,
95,56.460976,-132.379439,AK,12.47,,,,
96,61.1861,-151.0356,AK,138.0,,,,
99,47.079722,-122.365,WA,115.0,,,WECC,PSEI
100,33.466477,-111.781064,AZ,4.16,,,WECC,SRP
104,37.147926,-119.2567,CA,220.0,,,WECC,CISO
108,37.9308,-100.9725,KS,115.0,,,MRO,SWPP
109,59.042914,-158.468597,AK,12.0,,,,
112,34.351111,-111.700556,AZ,115.0,,,WECC,
113,34.9394,-110.3033,AZ,500.0,,,WECC,AZPS
114,31.364122,-109.5538,AZ,69.0,,,WECC,AZPS
115,34.402222,-111.617222,AZ,115.0,,,WECC,
116,33.4225,-111.9122,AZ,69.0,,,WECC,AZPS
117,33.4417,-112.1583,AZ,230.0,,,WECC,AZPS
118,32.5517,-111.3,AZ,115.0,,,WECC,AZPS
120,32.7214,-114.7106,AZ,69.0,,,WECC,AZPS
124,32.252273,-110.992148,AZ,138.0,,,WECC,TEPC
126,32.16,-110.9047,AZ,138.0,,,WECC,TEPC
130,33.371506,-80.113235,SC,230.0,,,SERC,SC
136,29.733056,-81.632778,FL,230.0,,,SERC,SEC
141,33.5561,-112.2153,AZ,230.0,69.0,,WECC,SRP
143,33.439375,-111.946052,AZ,4.16,,,WECC,SRP
145,33.5907,-111.344,AZ,115.0,,,WECC,SRP
147,33.3556,-111.9353,AZ,230.0,69.0,,WECC,SRP
148,33.5536,-111.4431,AZ,115.0,,,WECC,SRP
149,33.671104,-111.161786,AZ,115.0,,,WECC,SRP
150,33.5661,-111.536,AZ,115.0,,,WECC,SRP
151,37.62936,-120.93139,CA,69.0,,,WECC,BANC
152,35.197044,-114.570669,AZ,230.0,,,WECC,WALC
153,36.936614,-111.483872,AZ,345.0,,,WECC,WALC
154,36.01551,-114.738006,NV,230.0,,,WECC,WALC
159,40.493631,-111.312506,UT,12.47,,,WECC,PACE
160,32.0603,-109.8931,AZ,230.0,115.0,69.0,WECC,WALC
161,37.611461,-120.594678,CA,69.0,,,WECC,TIDC
162,37.621536,-120.746247,CA,12.0,,,WECC,TIDC
164,24.579167,-81.685,FL,115.0,,,SERC,
165,36.190278,-95.2894,OK,161.0,345.0,,MRO,SWPP
166,34.4425,-93.0262,AR,115.0,,,SERC,MISO
167,34.7535,-92.1987,AR,115.0,,,SERC,MISO
168,34.9806,-90.8722,AR,161.0,,,SERC,MISO
169,33.3592,-93.4649,AR,115.0,,,SERC,MISO
170,34.4341,-92.9049,AR,115.0,,,SERC,MISO
171,34.635997,-92.409602,AR,115.0,,,SERC,MISO
172,35.705381,-89.9689,AR,161.0,,,SERC,MISO
173,34.4629,-90.5987,AR,230.0,,,SERC,MISO
174,34.4272,-92.8941,AR,115.0,,,SERC,MISO
180,40.45193,-121.86215,CA,12.0,,,WECC,CISO
182,36.421507,-93.847373,AR,161.0,,,MRO,SPA
187,34.211913,-93.110963,AR,115.0,,,SERC,MISO
188,35.5207,-91.9953,AR,161.0,,,MRO,SPA
192,36.060556,-90.521389,AR,13.2,,,MRO,SPA
193,36.3858,-90.1867,AR,69.0,,,SERC,SPA
195,34.148427,-93.715168,AR,69.0,,,SERC,SWPP
196,36.2491,-92.2401,AR,161.0,,,MRO,SPA
197,34.570984,-93.194425,AR,115.0,,,SERC,MISO
198,36.3635,-92.5763,AR,161.0,,,MRO,SPA
199,35.2503,-93.1686,AR,161.0,,,MRO,SPA
201,35.462382,-93.804926,AR,161.0,,,SERC,SWPP
202,35.260102,-91.363426,AR,161.0,,,SERC,MISO
203,33.5648,-92.7917,AR,115.0,,,SERC,MISO
204,40.1719,-88.8339,IL,345.0,,,SERC,MISO
207,30.4308,-81.5508,FL,230.0,,,SERC,JEA
210,38.23926,-95.68978,KS,345.0,,,MRO,SWPP
214,39.215979,-120.80355,CA,12.0,,,WECC,CISO
215,38.071944,-120.539444,CA,17.5,,,WECC,CISO
217,36.909137,-119.087712,CA,115.0,,,WECC,CISO
218,36.908907,-119.087556,CA,230.0,,,WECC,CISO
219,40.007445,-121.249438,CA,230.0,,,WECC,CISO
220,39.91062,-121.327692,CA,230.0,,,WECC,CISO
221,40.175656,-121.190663,CA,115.0,,,WECC,CISO
222,40.085476,-121.148241,CA,115.0,,,WECC,CISO
223,40.085997,-121.149373,CA,230.0,,,WECC,CISO
224,39.788877,-121.657383,CA,60.0,,,WECC,CISO
225,38.771764,-120.813239,CA,21.0,,,WECC,CISO
226,39.605043,-121.600525,CA,12.0,,,WECC,CISO
227,40.404645,-122.121904,CA,60.0,,,WECC,CISO
229,40.570817,-122.02093,CA,60.0,,,WECC,CISO
231,39.825907,-121.409687,CA,230.0,,,WECC,CISO
232,39.869265,-121.631819,CA,60.0,,,WECC,CISO
233,39.29807,-120.8443,CA,60.0,,,WECC,CISO
235,39.256873,-120.767437,CA,115.0,,,WECC,CISO
236,39.257388,-120.767046,CA,115.0,,,WECC,CISO
237,39.216985,-120.835587,CA,115.0,,,WECC,CISO
238,38.793574,-120.619152,CA,115.0,,,WECC,CISO
239,38.330985,-120.669901,CA,115.0,,,WECC,CISO
240,36.927424,-119.02025,CA,230.0,,,WECC,CISO
241,38.956985,-121.041932,CA,60.0,,,WECC,CISO
242,40.268712,-121.089479,CA,60.0,,,WECC,CISO
243,40.929297,-121.544462,CA,60.0,,,WECC,CISO
244,40.960675,-121.548657,CA,60.0,,,WECC,CISO
246,40.7415,-124.2103,CA,115.0,60.0,,WECC,CISO
247,37.733611,-122.389722,CA,115.0,,,WECC,
248,40.400988,-121.965502,CA,60.0,,,WECC,CISO
249,40.992295,-121.975182,CA,230.0,,,WECC,CISO
250,37.092486,-119.552826,CA,115.0,,,WECC,CISO
253,40.677827,-121.873253,CA,60.0,,,WECC,CISO
254,36.888166,-119.158777,CA,115.0,,,WECC,CISO
255,39.698755,-121.57096,CA,12.0,,,WECC,CISO
258,37.52301,-120.329905,CA,70.0,,,WECC,CISO
260,36.804837,-121.782241,CA,500.0,,,WECC,CISO
261,38.147093,-120.446396,CA,17.5,,,WECC,CISO
262,39.2364,-121.271741,CA,60.0,,,WECC,CISO
264,38.032103,-120.326537,CA,21.0,,,WECC,CISO
265,40.99084,-121.498243,CA,230.0,,,WECC,CISO
266,40.997448,-121.748139,CA,230.0,,,WECC,CISO
267,40.986361,-121.84944,CA,230.0,,,WECC,CISO
268,40.986197,-121.977594,CA,230.0,,,WECC,CISO
269,40.922568,-121.992906,CA,230.0,,,WECC,CISO
270,40.847462,-121.990798,CA,230.0,,,WECC,CISO
272,39.722892,-121.469814,CA,230.0,,,WECC,CISO
274,39.361786,-123.127934,CA,60.0,,,WECC,CISO
275,39.90521,-121.345226,CA,230.0,,,WECC,CISO
276,37.203233,-119.497508,CA,70.0,,,WECC,CISO
277,37.253718,-119.519352,CA,70.0,,,WECC,CISO
279,38.497914,-120.21811,CA,60.0,,,WECC,CISO
280,40.395396,-121.879186,CA,60.0,,,WECC,CISO
281,39.324613,-120.644807,CA,60.0,,,WECC,CISO
282,39.324592,-120.645375,CA,60.0,,,WECC,CISO
283,39.337679,-120.635467,CA,60.0,,,WECC,CISO
284,38.18653,-120.11168,CA,70.0,,,WECC,CISO
285,38.139048,-120.370325,CA,115.0,,,WECC,CISO
286,38.777,-122.745,CA,230.0,,,WECC,CISO
287,38.449291,-120.492645,CA,230.0,,,WECC,CISO
289,36.163076,-118.707104,CA,70.0,,,WECC,CISO
290,40.459111,-121.86708,CA,60.0,,,WECC,CISO
291,38.420898,-120.549572,CA,70.0,,,WECC,CISO
292,38.889862,-121.098525,CA,12.0,,,WECC,CISO
293,37.15105,-119.504724,CA,70.0,,,WECC,CISO
294,41.978914,-122.335317,CA,69.0,,,WECC,PACW
295,41.975716,-122.358127,CA,115.0,,,WECC,PACW
296,41.985605,-122.360455,CA,69.0,,,WECC,PACW
297,41.932981,-122.43678,CA,69.0,,,WECC,PACW
298,31.4219,-96.2525,TX,345.0,,,TRE,ERCO
299,38.4889,-112.8533,UT,46.0,,,WECC,PACE
309,32.697222,-117.114722,CA,115.0,,,WECC,CISO
312,39.902222,-83.024444,OH,115.0,,,RFC,
313,56.986284,-135.12275,AK,69.0,,,,
314,32.673097,-115.392026,CA,35.0,,,WECC,IID
315,33.7688,-118.1009,CA,220.0,,,WECC,CISO
316,34.0969,-118.4795,CA,34.5,,,WECC,LDWP
317,37.2042,-119.2396,CA,220.0,,,WECC,CISO
318,37.2,-119.3069,CA,220.0,,,WECC,CISO
319,37.148517,-119.386623,CA,220.0,,,WECC,CISO
320,37.139,-119.4898,CA,220.0,,,WECC,CISO
321,37.2096,-119.3289,CA,220.0,,,WECC,CISO
322,37.200062,-119.30681,CA,220.0,,,WECC,CISO
323,37.273581,-118.573339,CA,55.0,,,WECC,CISO
324,37.301962,-118.531957,CA,115.0,,,WECC,CISO
325,37.323035,-118.501714,CA,115.0,,,WECC,CISO
326,37.3344,-118.4797,CA,55.0,,,WECC,CISO
327,37.3499,-118.4628,CA,66.0,,,WECC,CISO
328,35.588069,-118.524804,CA,66.0,,,WECC,CISO
332,34.155162,-117.397119,CA,12.0,,,WECC,CISO
335,33.6439,-117.9792,CA,220.0,,,WECC,CISO
336,36.461326,-118.87988,CA,66.0,,,WECC,CISO
337,36.465066,-118.862023,CA,66.0,,,WECC,CISO
338,36.486059,-118.835645,CA,66.0,,,WECC,CISO
339,35.776185,-118.436233,CA,66.0,,,WECC,CISO
340,35.460303,-118.77959,CA,66.0,,,WECC,CISO
341,33.7641,-118.2248,CA,66.0,,,WECC,CISO
342,38.042729,-119.172015,CA,55.0,,,WECC,CISO
344,37.220302,-119.337983,CA,220.0,,,WECC,CISO
350,34.1292,-119.1689,CA,220.0,,,WECC,CISO
353,37.944237,-119.2161,CA,12.0,,,WECC,CISO
354,37.257045,-119.158936,CA,33.0,,,WECC,CISO
356,33.8504,-118.395,CA,220.0,,,WECC,CISO
357,37.766954,-119.123284,CA,115.0,,,WECC,CISO
358,34.0818,-117.2418,CA,220.0,,,WECC,CISO
360,33.368794,-117.554916,CA,220.0,,,WECC,CISO
361,34.14522,-117.058481,CA,33.0,,,WECC,CISO
363,34.107245,-117.099091,CA,33.0,,,WECC,CISO
365,36.13568,-118.788868,CA,66.0,,,WECC,CISO
371,46.4711,-119.3339,WA,500.0,,,WECC,BPAT
375,34.178056,-118.315556,CA,115.0,,,WECC,
376,38.2569,-120.8507,CA,60.0,,,WECC,CISO
377,34.1556,-118.2782,CA,230.0,,,WECC,LDWP
378,47.287206,-93.498266,MN,23.0,,,MRO,MISO
380,37.896649,-119.9675,CA,230.0,,,WECC,CISO
381,37.809388,-120.299254,CA,115.0,230.0,,WECC,CISO
382,37.877667,-119.953233,CA,230.0,,,WECC,CISO
383,32.968889,-115.534444,CA,92.0,,,WECC,IID
384,41.494636,-88.123827,IL,345.0,,,RFC,PJM
385,32.705435,-115.030975,CA,92.0,,,WECC,IID
386,32.705428,-115.126103,CA,92.0,34.5,,WECC,IID
387,32.705341,-115.219067,CA,92.0,,,WECC,IID
388,32.736642,-114.713858,CA,92.0,34.5,161.0,WECC,IID
389,32.802222,-115.54,CA,92.0,,,WECC,IID
390,61.0828,-146.3033,AK,14.4,138.0,,,
391,37.142795,-118.324075,CA,34.5,,,WECC,LDWP
392,34.587237,-118.656638,CA,230.0,,,WECC,LDWP
393,37.437921,-118.556988,CA,230.0,,,WECC,LDWP
394,36.443421,-118.04389,CA,34.5,,,WECC,LDWP
396,34.318248,-118.494449,CA,34.5,,,WECC,LDWP
397,34.103931,-118.413377,CA,4.8,,,WECC,LDWP
398,36.109722,-117.956667,CA,34.5,,,WECC,LDWP
399,33.7706,-118.2656,CA,138.0,,,WECC,LDWP
400,33.764741,-118.09913,CA,230.0,,,WECC,LDWP
401,37.51,-118.569167,CA,230.0,,,WECC,LDWP
402,37.41416,-118.523889,CA,34.5,,,WECC,LDWP
403,34.312778,-118.492778,CA,34.5,,,WECC,LDWP
404,33.918151,-118.427648,CA,230.0,138.0,,WECC,LDWP
406,63.33552,-142.99997,AK,12.47,,,,
407,37.546036,-118.590001,CA,230.0,,,WECC,LDWP
408,34.244991,-118.391327,CA,230.0,138.0,,WECC,LDWP
409,37.584345,-120.26859,CA,115.0,,,WECC,CISO
410,37.522065,-120.31009,CA,70.0,,,WECC,CISO
412,39.177903,-120.890856,CA,115.0,,,WECC,CISO
413,39.2184,-120.8352,CA,115.0,,,WECC,CISO
414,38.202569,-120.076983,CA,115.0,,,WECC,CISO
415,38.246656,-120.034072,CA,115.0,,,WECC,CISO
416,37.876111,-120.605,CA,115.0,,,WECC,CISO
417,39.551012,-121.278784,CA,115.0,,,WECC,CISO
418,39.531784,-121.491247,CA,60.0,,,WECC,CISO
419,39.553811,-121.204077,CA,115.0,,,WECC,CISO
420,34.1254,-118.148,CA,34.0,,,WECC,CISO
421,55.47691,-133.14869,AK,12.47,,,,
422,34.126,-118.1494,CA,34.0,,,WECC,CISO
423,55.204937,-132.821435,AK,2.4,,,,
424,39.077971,-120.406069,CA,60.0,,,WECC,CISO
425,39.024801,-120.596383,CA,230.0,,,WECC,CISO
426,39.003372,-120.746651,CA,60.0,,,WECC,CISO
427,39.000999,-120.725053,CA,230.0,,,WECC,CISO
428,37.477838,-120.444492,CA,12.0,,,WECC,CISO
430,38.82881,-120.537089,CA,230.0,,,WECC,BANC
431,38.83405,-120.53176,CA,230.0,,,WECC,BANC
432,38.982697,-120.324503,CA,69.0,,,WECC,BANC
433,38.896511,-120.378292,CA,69.0,,,WECC,BANC
435,38.765336,-120.787366,CA,230.0,,,WECC,BANC
436,34.2056,-117.3344,CA,115.0,,,WECC,CISO
437,39.542985,-121.492188,CA,230.0,,,WECC,CISO
438,39.514893,-121.630077,CA,230.0,,,WECC,CISO
439,37.695994,-120.420152,CA,69.0,,,WECC,TIDC
440,37.6697,-120.4436,CA,69.0,,,WECC,TIDC
441,38.70675,-121.158443,CA,230.0,,,WECC,BANC
442,40.646934,-122.626973,CA,230.0,,,WECC,BANC
443,40.611858,-122.446441,CA,230.0,,,WECC,BANC
444,38.63735,-121.220198,CA,115.0,,,WECC,BANC
445,40.717455,-122.422274,CA,230.0,,,WECC,BANC
446,37.098671,-121.047718,CA,72.5,,,WECC,CISO
447,34.295334,-114.140222,CA,161.0,,,WECC,WALC
448,37.0692,-121.0772,CA,230.0,,,WECC,CISO
450,40.628115,-122.467509,CA,230.0,,,WECC,BANC
451,40.797296,-122.762553,CA,230.0,,,WECC,BANC
454,39.330833,-121.191666,CA,230.0,60.0,,WECC,CISO
455,39.238996,-121.270409,CA,60.0,,,WECC,CISO
457,33.166246,-117.016566,CA,12.0,,,WECC,CISO
460,38.2667,-104.6144,CO,115.0,69.0,,WECC,PSCO
462,38.4344,-105.25,CO,115.0,,,WECC,PSCO
464,37.4594,-105.8947,CO,115.0,69.0,,WECC,PSCO
465,39.67,-105.0028,CO,115.0,,,WECC,PSCO
466,40.004725,-105.332495,CO,115.0,,,WECC,PSCO
467,39.6551,-105.7088,CO,230.0,,,WECC,PSCO
468,39.127778,-108.326111,CO,69.0,,,WECC,PSCO
469,39.807275,-104.964548,CO,115.0,,,WECC,PSCO
470,38.2081,-104.5747,CO,345.0,230.0,,WECC,WACM
471,39.1364,-108.7347,CO,69.0,,,WECC,PSCO
472,39.6919,-105.6978,CO,25.0,,,WECC,PSCO
474,38.53419,-106.182003,CO,25.0,,,WECC,PSCO
476,39.57013,-107.226876,CO,115.0,69.0,,WECC,PSCO
477,40.0195,-105.202,CO,115.0,,,WECC,PSCO
478,39.737348,-105.016991,CO,13.0,,,WECC,PSCO
479,33.8343,-117.4971,CA,34.5,,,WECC,CISO
480,33.85895,-117.6106,CA,12.0,,,WECC,CISO
481,33.8361,-117.1831,CA,34.5,,,WECC,CISO
482,34.004722,-118.09917,CA,12.0,,,WECC,CISO
483,33.92493,-117.95517,CA,66.0,,,WECC,CISO
484,33.3944,-117.1889,CA,34.5,,,WECC,CISO
487,33.9001,-117.82905,CA,12.0,,,WECC,CISO
489,37.6508,-120.4706,CA,69.0,,,WECC,TIDC
492,38.824444,-104.833333,CO,115.0,,,WECC,WACM
493,38.881389,-104.816944,CO,34.5,,,WECC,WACM
494,38.855556,-104.933056,CO,34.5,7.2,,WECC,WACM
495,38.841354,-104.973802,CO,7.2,,,WECC,WACM
502,38.032717,-102.073659,CO,24.9,,,WECC,WACM
504,40.9505,-102.2795,CO,2.4,,,WECC,WACM
505,43.417872,-108.177545,WY,115.0,,,WECC,WAUW
507,38.0647,-103.2159,CO,69.0,,,WECC,WACM
508,38.033327,-102.537915,CO,69.0,115.0,,WECC,PSCO
510,38.7903,-122.7559,CA,230.0,,,WECC,CISO
511,37.178979,-104.487492,CO,69.0,,,WECC,WACM
512,38.453191,-107.337483,CO,115.0,,,WECC,WACM
513,40.376771,-105.509665,CO,115.0,,,WECC,WACM
514,38.451753,-107.539299,CO,230.0,,,WECC,WACM
515,40.421031,-105.223804,CO,13.8,,,WECC,WACM
516,39.878805,-106.332725,CO,69.0,,,WECC,WACM
517,40.34408,-105.534308,CO,115.0,,,WECC,WACM
518,40.364996,-105.236032,CO,115.0,,,WECC,WACM
519,40.365056,-105.325074,CO,115.0,,,WECC,WACM
520,39.19366,-108.044088,CO,115.0,,,WECC,WACM
521,39.143808,-108.004777,CO,115.0,,,WECC,WACM
525,40.4856,-107.185,CO,230.0,,,WECC,PSCO
527,38.2383,-108.5069,CO,115.0,,,WECC,WACM
529,38.340015,-121.113861,CA,12.0,,,WECC,BANC
531,39.048802,-121.316966,CA,60.0,,,WECC,CISO
533,31.400255,-86.476449,AL,115.0,,,SERC,SOCO
534,38.850283,-120.381883,CA,69.0,,,WECC,BANC
535,38.652731,-121.393336,CA,69.0,,,WECC,BANC
537,38.2268,-121.0245,CA,115.0,,,WECC,CISO
539,41.5826,-73.4349,CT,13.8,,,NPCC,ISNE
540,41.2925,-72.7942,CT,115.0,,,NPCC,ISNE
541,41.659046,-73.491984,CT,27.6,,,NPCC,ISNE
542,41.0289,-73.5989,CT,115.0,,,NPCC,ISNE
544,41.209797,-73.108976,CT,115.0,,,NPCC,ISNE
546,41.4281,-72.1019,CT,115.0,,,NPCC,ISNE
547,42.610683,-72.471643,MA,345.0,,,NPCC,ISNE
550,48.620336,-118.111059,WA,115.0,,,WECC,AVA
551,41.6651,-72.1221,CT,23.0,,,NPCC,ISNE
552,41.44842,-73.295321,CT,69.0,,,NPCC,ISNE
553,41.3833,-73.1714,CT,115.0,,,NPCC,ISNE
554,41.5725,-72.0458,CT,23.0,,,NPCC,ISNE
557,41.555425,-72.041829,CT,23.0,,,NPCC,ISNE
559,41.915312,-72.693616,CT,27.6,,,NPCC,ISNE
560,41.957272,-73.369297,CT,69.0,,,NPCC,ISNE
561,41.798943,-73.116267,CT,115.0,,,NPCC,ISNE
562,41.554944,-72.579075,CT,345.0,115.0,,NPCC,ISNE
563,41.7495,-72.6524,CT,115.0,,,NPCC,ISNE
564,28.4822,-81.1678,FL,230.0,,,SERC,FMPP
565,41.776109,-73.120886,CT,115.0,,,NPCC,ISNE
566,41.3107,-72.1677,CT,345.0,,,NPCC,ISNE
568,41.1706,-73.1844,CT,345.0,,,NPCC,ISNE
579,41.828814,-74.131877,NY,69.0,,,NPCC,NYIS
581,41.52679,-72.064935,CT,13.8,,,NPCC,ISNE
583,41.538955,-72.050936,CT,4.8,,,NPCC,ISNE
584,36.8061,-107.6131,NM,115.0,,,WECC,WACM
585,32.711611,-114.942666,CA,35.0,,,WECC,IID
586,32.699451,-115.28245,CA,35.0,,,WECC,IID
589,44.4917,-73.208056,VT,34.5,,,NPCC,ISNE
591,39.7302,-75.5371,DE,12.5,,,RFC,PJM
592,39.600408,-75.626811,DE,13.8,,,RFC,PJM
593,39.73886,-75.50384,DE,230.0,138.0,69.0,RFC,PJM
594,38.5857,-75.2341,DE,69.0,138.0,230.0,RFC,PJM
597,39.7283,-75.6289,DE,12.0,,,RFC,PJM
599,39.176222,-75.546628,DE,230.0,,,RFC,PJM
602,39.182073,-76.537151,MD,230.0,,,RFC,PJM
607,48.4558,-122.4358,WA,230.0,115.0,115.0,WECC,PSEI
609,28.4698,-80.7644,FL,230.0,,,SERC,FPL
610,25.6321,-80.2989,FL,230.0,,,SERC,FPL
612,26.6967,-81.7831,FL,230.0,,,SERC,FPL
613,26.0686,-80.1984,FL,230.0,,,SERC,FPL
617,26.0856,-80.1253,FL,230.0,,,SERC,FPL
619,26.7653,-80.0525,FL,230.0,,,SERC,FPL
620,28.8419,-81.3256,FL,230.0,,,SERC,FPL
621,25.4356,-80.3308,FL,230.0,,,SERC,FPL
622,47.699167,-121.783333,WA,115.0,,,WECC,SCL
624,27.579444,-81.492778,FL,69.0,,,SERC,FPC
625,42.9126,-73.6805,NY,34.0,,,NPCC,NYIS
626,40.07531,-121.16143,CA,21.0,,,WECC,CISO
627,27.758056,-82.635278,FL,115.0,,,SERC,FPC
628,28.9656,-82.6977,FL,500.0,,,SERC,FPC
629,28.869577,-81.273957,FL,115.0,,,SERC,FPC
630,28.003262,-82.661507,FL,115.0,,,SERC,FPC
632,38.835182,-121.092982,CA,115.0,,,WECC,CISO
634,27.859535,-82.601759,FL,230.0,,,SERC,FPC
637,28.541515,-81.254067,FL,69.0,,,SERC,FPC
638,30.376389,-83.180556,FL,230.0,,,SERC,FPC
641,30.5661,-87.2244,FL,230.0,,,SERC,SOCO
642,30.6692,-84.8869,FL,115.0,,,SERC,SOCO
643,30.2686,-85.7003,FL,230.0,,,SERC,SOCO
645,27.7944,-82.4036,FL,230.0,,,SERC,TEC
646,27.907222,-82.423055,FL,115.0,,,SERC,
647,27.9375,-82.444444,FL,115.0,,,SERC,
649,33.1427,-81.7625,GA,500.0,,,SERC,SOCO
650,41.0851,-73.7748,NY,13.8,,,NPCC,NYIS
658,27.448611,-80.338611,FL,69.0,,,SERC,FMPP
663,29.7592,-82.3878,FL,138.0,,,SERC,GVL
664,29.6461,-82.3208,FL,138.0,12.47,,SERC,GVL
665,25.4756,-80.47,FL,13.2,,,SERC,HST
666,30.364818,-81.625967,FL,69.0,138.0,26.0,SERC,JEA
667,30.4172,-81.5525,FL,230.0,138.0,27.0,SERC,JEA
668,30.316389,-81.648888,FL,115.0,,,SERC,
672,28.289436,-81.407908,FL,69.0,,,SERC,FMPP
673,26.612767,-80.0677,FL,138.0,,,SERC,FMPP
674,43.219017,-108.787681,WY,34.5,,,WECC,WAUW
675,28.0491,-81.9238,FL,69.0,,,SERC,FMPP
676,28.0801,-81.9229,FL,230.0,69.0,,SERC,FMPP
678,44.625282,-72.530859,VT,34.5,,,NPCC,ISNE
679,29.0219,-80.9644,FL,23.0,,,SERC,NSB
681,29.0219,-80.9644,FL,23.0,,,SERC,NSB
682,37.071846,-119.558008,CA,115.0,,,WECC,CISO
683,28.493232,-80.780124,FL,230.0,115.0,,SERC,FMPP
685,28.2447,-81.2881,FL,230.0,,,SERC,FMPP
688,30.4522,-84.4,FL,230.0,115.0,,SERC,TAL
689,30.162304,-84.200673,FL,115.0,69.0,,SERC,TAL
690,30.708571,-84.863869,FL,115.0,,,SERC,FPL
692,41.835278,-106.242778,WY,245.0,,,WECC,WAUW
696,24.710833,-81.0927,FL,25.0,,,SERC,FPL
698,40.0786,-93.635,MO,13.2,,,SERC,SWPP
699,32.926944,-83.699444,GA,115.0,,,SERC,
700,33.8175,-84.480278,GA,115.0,,,SERC,
701,33.839475,-83.309716,GA,12.0,,,SERC,SOCO
702,32.663,-85.0908,AL,115.0,,,SERC,SOCO
703,34.1256,-84.9222,GA,500.0,230.0,,SERC,SOCO
704,34.7939,-83.5402,GA,46.0,,,SERC,SOCO
706,31.6026,-84.137,GA,46.0,,,SERC,SOCO
707,32.6096,-85.0795,AL,115.0,,,SERC,SOCO
708,34.2528,-85.3456,GA,230.0,,,SERC,SOCO
709,33.195,-83.2983,GA,230.0,,,SERC,SOCO
710,33.8239,-84.4758,GA,230.0,,,SERC,SOCO
711,32.813836,-85.167786,AL,11.0,,,SERC,SOCO
712,33.3207,-83.8414,GA,12.0,,,SERC,SOCO
714,39.893491,-121.59338,CA,12.0,,,WECC,CISO
715,31.213645,-81.546165,GA,230.0,,,SERC,SOCO
717,33.9681,-84.3841,GA,20.0,,,SERC,SOCO
718,34.7549,-83.5012,GA,46.0,,,SERC,SOCO
719,32.4994,-84.9965,GA,12.0,,,SERC,SOCO
720,32.5155,-85.0004,GA,115.0,,,SERC,SOCO
722,33.1405,-83.2018,GA,115.0,,,SERC,SOCO
