plant_code,lat,lon,state,grid_voltage_kv,grid_voltage_2_kv,grid_voltage_3_kv,nerc_region,balancing_authority
59131,41.581111,-70.998056,MA,15.0,,,NPCC,ISNE
59132,34.9325,-117.907222,CA,35.0,,,WECC,CISO
59133,34.917222,-117.900278,CA,35.0,,,WECC,CISO
59134,42.010278,-71.092222,MA,13.8,,,NPCC,ISNE
59135,42.182222,-72.5075,MA,15.0,,,NPCC,ISNE
59136,42.744722,-71.175,MA,13.2,,,NPCC,ISNE
59137,41.96,-70.778611,MA,23.0,,,NPCC,ISNE
59138,32.906111,-117.121389,CA,12.0,,,WECC,CISO
59139,33.21,-117.170556,CA,12.0,,,WECC,CISO
59140,42.529167,-71.665278,MA,13.8,,,NPCC,ISNE
59142,27.468889,-82.450833,FL,4.16,,,SERC,FPL
59143,40.029444,-105.004722,CO,12.47,,,WECC,WACM
59144,39.9825,-104.940833,CO,12.47,,,WECC,WACM
59145,28.979167,-95.306944,TX,138.0,,,TRE,ERCO
59146,35.911667,-78.873333,NC,14.4,,,SERC,DUK
59147,39.404564,-79.291143,MD,138.0,,,RFC,PJM
59148,35.831667,-77.269722,NC,12.5,,,SERC,PJM
59149,36.306389,-76.997222,NC,34.5,,,SERC,PJM
59150,36.221667,-119.903056,CA,230.0,,,WECC,CISO
59152,35.395833,-77.661667,NC,23.0,,,SERC,DUK
59153,36.129722,-77.721389,NC,34.5,,,SERC,PJM
59154,36.260556,-77.076389,NC,34.5,,,SERC,PJM
59155,36.433333,-76.087222,NC,34.5,,,SERC,PJM
59156,35.021111,-78.7875,NC,23.0,,,SERC,CPLE
59157,34.909167,-79.829444,NC,23.0,,,SERC,CPLE
59158,35.801944,-77.848889,NC,23.0,,,SERC,CPLE
59162,35.373889,-81.086944,NC,12.47,,,SERC,DUK
59163,35.363889,-77.451944,NC,22.86,,,SERC,CPLE
59164,35.781111,-77.846944,NC,115.0,,,SERC,CPLE
59166,39.7875,-75.350833,NJ,12.47,,,RFC,PJM
59167,34.715,-118.095,CA,12.0,,,WECC,CISO
59168,32.001389,-110.960556,AZ,34.5,,,WECC,TEPC
59169,34.710556,-118.166111,CA,12.0,,,WECC,CISO
59170,35.875278,-77.081111,NC,34.5,,,SERC,PJM
59171,36.016944,-76.883056,NC,34.5,,,SERC,PJM
59172,39.72,-86.193056,IN,13.2,,,RFC,MISO
59173,35.794328,-77.384542,NC,12.47,,,SERC,PJM
59174,36.141111,-77.211111,NC,34.5,,,SERC,PJM
59175,36.341944,-77.221111,NC,34.5,,,SERC,PJM
59176,35.801111,-77.063056,NC,12.47,,,SERC,PJM
59177,36.375,-76.938889,NC,34.5,,,SERC,PJM
59178,42.040556,-71.393611,MA,13.2,,,NPCC,ISNE
59179,42.054167,-71.391667,MA,13.2,,,NPCC,ISNE
59180,39.913056,-86.238056,IN,13.2,,,RFC,MISO
59181,41.691944,-90.866389,IA,12.5,,,MRO,MISO
59182,34.435,-117.378056,CA,12.0,,,WECC,CISO
59183,36.138056,-119.564722,CA,12.47,,,WECC,CISO
59184,35.131944,-88.586667,TN,161.0,,,SERC,TVA
59185,40.063743,-74.582429,NJ,34.5,,,RFC,PJM
59186,40.006667,-74.730278,NJ,26.4,,,RFC,PJM
59187,43.16,-98.08,SD,115.0,,,MRO,SWPP
59188,35.149722,-88.555278,TN,161.0,,,SERC,TVA
59189,35.441667,-77.85,NC,22.86,,,SERC,CPLE
59190,35.823333,-79.080278,NC,22.86,,,SERC,CPLE
59191,35.243056,-78.386944,NC,22.86,,,SERC,CPLE
59192,34.500008,-78.689167,NC,22.86,,,SERC,CPLE
59193,27.5925,-97.500833,TX,138.0,,,TRE,ERCO
59197,44.978611,-93.240833,MN,13.8,,,MRO,MISO
59198,40.6316,-103.194694,CO,13.2,,,WECC,PSCO
59199,39.0672,-108.509139,CO,13.2,,,WECC,PSCO
59200,48.964722,-99.613889,ND,230.0,,,MRO,MISO
59201,43.805,-92.769722,MN,161.0,,,MRO,MISO
59203,36.19,-119.12,CA,12.0,,,WECC,CISO
59204,29.479167,-98.297222,TX,34.5,,,TRE,ERCO
59205,29.216667,-99.716111,TX,138.0,,,TRE,ERCO
59206,30.993056,-102.270833,TX,138.0,,,TRE,ERCO
59207,33.04,-99.5525,TX,138.0,,,TRE,ERCO
59213,34.966944,-78.354444,NC,23.0,,,SERC,CPLE
59216,34.529722,-79.284167,NC,23.0,,,SERC,CPLE
59217,35.903333,-80.416944,NC,23.0,,,SERC,DUK
59219,36.05,-119.02,CA,12.0,,,WECC,CISO
59220,39.719364,-76.161625,MD,500.0,,,RFC,PJM
59221,30.815,-83.3625,GA,25.0,,,SERC,SOCO
59222,45.07,-68.21,ME,345.0,,,NPCC,ISNE
59223,42.014,-93.518056,IA,12.47,,,MRO,MISO
59224,42.006944,-93.523611,IA,12.47,,,MRO,MISO
59225,42.028333,-93.430278,IA,12.47,,,MRO,MISO
59226,42.016389,-93.515833,IA,12.47,,,MRO,MISO
59227,42.019167,-93.513611,IA,12.47,,,MRO,MISO
59228,42.498056,-93.367778,IA,12.47,,,MRO,MISO
59230,41.741944,-92.672222,IA,13.2,,,MRO,MISO
59231,41.881,-93.623056,IA,12.47,,,MRO,MISO
59232,41.978,-93.700556,IA,12.47,,,MRO,MISO
59233,32.240833,-110.948333,AZ,13.8,,,WECC,TEPC
59234,34.386944,-97.136944,OK,138.0,,,MRO,SWPP
59235,35.088889,-118.206389,CA,220.0,,,WECC,CISO
59236,35.060556,-118.243333,CA,220.0,,,WECC,CISO
59237,34.408333,-116.8625,CA,34.5,,,WECC,CISO
59238,33.495278,-98.5,TX,69.0,,,TRE,ERCO
59239,39.526111,-107.696111,CO,0.48,24.9,,WECC,PSCO
59240,26.790833,-81.965278,FL,22.86,,,SERC,FPL
59241,42.481389,-71.716944,MA,13.8,,,NPCC,ISNE
59242,42.59,-70.911944,MA,23.0,,,NPCC,ISNE
59243,34.511944,-102.051944,TX,345.0,,,TRE,ERCO
59244,33.699167,-101.524722,TX,115.0,,,MRO,SWPP
59245,32.931944,-101.143611,TX,138.0,,,TRE,ERCO
59246,35.093889,-101.326111,TX,34.0,345.0,,TRE,ERCO
59247,33.927778,-101.742222,TX,240.0,,,MRO,SWPP
59248,39.923056,-75.1275,NJ,0.48,,,RFC,PJM
59249,35.416111,-119.6825,CA,115.0,,,WECC,CISO
59250,35.4225,-119.629167,CA,115.0,,,WECC,CISO
59251,34.982778,-103.378333,NM,115.0,,,MRO,SWPP
59253,35.63,-119.573889,CA,115.0,,,WECC,CISO
59254,41.803333,-71.523333,RI,23.0,,,NPCC,ISNE
59255,39.059167,-87.506111,IN,12.0,,,RFC,MISO
59256,38.393333,-121.927778,CA,12.0,,,WECC,CISO
59257,37.305833,-121.755,CA,21.0,,,WECC,CISO
59260,41.032778,-87.0725,IN,12.0,,,RFC,MISO
59261,33.850556,-118.304167,CA,13.2,,,WECC,LDWP
59262,34.599444,-117.932778,CA,12.47,,,WECC,CISO
59263,34.259722,-116.340278,CA,25.0,,,WECC,CISO
59264,34.26,-116.335278,CA,25.0,,,WECC,CISO
59265,37.267778,-120.484444,CA,21.0,,,WECC,CISO
59267,37.267778,-120.4825,CA,21.0,,,WECC,CISO
59268,36.8625,-121.428889,CA,21.0,,,WECC,CISO
59269,34.512778,-117.387222,CA,12.47,,,WECC,CISO
59270,34.511389,-117.387222,CA,12.47,,,WECC,CISO
59271,34.509444,-117.387222,CA,12.47,,,WECC,CISO
59272,34.508056,-117.387222,CA,12.47,,,WECC,CISO
59273,34.613056,-117.938889,CA,12.47,,,WECC,CISO
59274,40.928056,-72.771111,NY,13.0,,,NPCC,NYIS
59275,41.0675,-72.440278,NY,13.0,,,NPCC,NYIS
59276,40.925278,-72.763333,NY,13.0,,,NPCC,NYIS
59277,39.922222,-74.806667,NJ,13.2,,,RFC,PJM
59278,39.926667,-74.813611,NJ,13.2,,,RFC,PJM
59279,37.643889,-121.884167,CA,21.0,,,WECC,CISO
59280,37.356389,-121.871944,CA,12.0,,,WECC,CISO
59281,40.560556,-112.047778,UT,13.8,,,WECC,PACE
59282,39.108889,-76.771389,MD,13.8,,,RFC,PJM
59283,38.001111,-121.703889,CA,20.8,,,WECC,CISO
59284,35.978889,-98.710278,OK,345.0,,,MRO,SWPP
59292,42.375,-96.829,NE,230.0,,,MRO,SWPP
59295,41.581667,-71.486667,RI,12.47,,,NPCC,ISNE
59296,41.016944,-84.593611,OH,138.0,,,RFC,PJM
59297,40.47,-74.685,NJ,480.0,,,RFC,PJM
59299,38.160833,-122.565,CA,12.0,,,WECC,CISO
59300,36.306667,-119.629167,CA,12.0,,,WECC,CISO
59301,41.675833,-71.7075,RI,620.0,,,NPCC,ISNE
59302,41.6725,-71.705833,RI,620.0,,,NPCC,ISNE
59305,41.695556,-71.720833,RI,620.0,,,NPCC,ISNE
59306,41.686389,-71.728333,RI,620.0,,,NPCC,ISNE
59308,35.248889,-118.034444,CA,34.5,,,WECC,LDWP
59309,35.265833,-117.999167,CA,34.5,,,WECC,LDWP
59310,37.231944,-92.453889,MO,12.47,,,SERC,AECI
59311,36.1225,-98.992222,OK,345.0,,,MRO,SWPP
59312,36.1225,-98.992222,OK,345.0,,,MRO,SWPP
59313,41.659722,-71.699722,RI,620.0,,,NPCC,ISNE
59314,41.669722,-71.708333,RI,620.0,,,NPCC,ISNE
59315,35.269444,-118.014444,CA,34.5,,,WECC,LDWP
59316,35.253056,-118.014722,CA,34.5,,,WECC,LDWP
59317,35.253611,-118.026944,CA,34.5,,,WECC,LDWP
59318,40.069601,-74.584842,NJ,34.5,,,RFC,PJM
59319,40.229725,-74.225818,NJ,34.5,,,RFC,PJM
59320,26.388611,-98.806111,TX,138.0,,,TRE,ERCO
59321,26.380556,-98.818333,TX,345.0,,,TRE,ERCO
59322,35.305556,-119.6225,CA,115.0,,,WECC,CISO
59323,38.587222,-121.457778,CA,480.0,,,WECC,BANC
59324,41.516389,-81.597222,OH,13.8,,,RFC,PJM
59325,35.2025,-81.363056,NC,230.0,,,SERC,DUK
59326,39.465,-84.347778,OH,345.0,,,RFC,PJM
59327,39.882778,-75.829444,PA,34.0,,,RFC,PJM
59328,32.702107,-116.354587,CA,480.0,,,WECC,CISO
59329,36.421111,-121.340278,CA,480.0,,,WECC,CISO
59330,36.505,-121.451667,CA,12.0,,,WECC,CISO
59331,38.233611,-122.0925,CA,12.0,,,WECC,CISO
59332,32.7,-101.741111,TX,345.0,,,TRE,ERCO
59333,35.069722,-78.116111,NC,23.0,,,SERC,CPLE
59334,34.812222,-118.352778,CA,220.0,,,WECC,CISO
59335,31.546111,-84.0675,GA,12.4,,,SERC,SOCO
59337,35.211944,-78.100833,NC,22.86,,,SERC,CPLE
59338,32.975,-112.694444,AZ,500.0,230.0,,WECC,SRP
59339,37.130278,-121.052222,CA,230.0,,,WECC,CISO
59357,43.786667,-122.958056,OR,20.8,,,WECC,PACW
59358,42.559173,-71.625875,MA,25.0,,,NPCC,ISNE
59359,34.473889,-117.562778,CA,12.0,,,WECC,CISO
59360,34.471389,-117.562222,CA,12.0,,,WECC,CISO
59361,42.200833,-72.322222,MA,13.2,,,NPCC,ISNE
59362,42.200833,-72.322222,MA,13.2,,,NPCC,ISNE
59363,42.200833,-72.322222,MA,13.2,,,NPCC,ISNE
59364,40.605,-74.439444,NJ,4.16,,,NPCC,PJM
59365,40.205833,-74.579722,NJ,12.47,,,NPCC,PJM
59366,41.189167,-74.591667,NJ,34.5,,,NPCC,PJM
59367,40.33,-74.4625,NJ,277.0,,,NPCC,PJM
59368,42.263333,-71.609167,MA,13.8,,,NPCC,ISNE
59370,40.196389,-74.583611,NJ,277.0,,,NPCC,PJM
59371,40.200278,-74.576111,NJ,277.0,,,NPCC,PJM
59373,40.776111,-82.568611,OH,12.47,,,RFC,PJM
59374,42.203333,-121.046389,OR,12.0,,,WECC,PACW
59375,34.823889,-77.969722,NC,22.86,,,SERC,CPLE
59376,35.34854,-78.5532,NC,22.86,,,SERC,CPLE
59377,34.823889,-77.969722,NC,22.86,,,SERC,CPLE
59379,42.477778,-91.891111,IA,12.7,,,MRO,MISO
59380,35.615833,-119.578333,CA,115.0,,,WECC,CISO
59381,29.709444,-95.400278,TX,4.16,,,TRE,ERCO
59382,42.695833,-120.557778,OR,69.0,,,WECC,PACW
59383,38.2725,-95.240278,KS,12.5,,,MRO,SWPP
59384,34.080556,-101.323611,TX,345.0,,,TRE,ERCO
59386,37.641111,-113.6125,UT,138.0,,,WECC,PACE
59387,38.524167,-113.033889,UT,345.0,,,WECC,PACE
59388,38.500833,-113.03,UT,345.0,,,WECC,PACE
59389,38.497778,-112.986944,UT,345.0,,,WECC,PACE
59390,42.8475,-70.898333,MA,22.9,,,NPCC,ISNE
59391,26.451111,-98.1775,TX,138.0,,,TRE,ERCO
59392,37.741111,-83.988889,KY,12.47,,,RFC,PJM
59393,35.049167,-106.53,NM,12.47,,,WECC,PNM
59394,42.199167,-71.679167,MA,13.8,,,NPCC,ISNE
59395,36.185,-119.375,CA,0.48,0.48,0.48,WECC,CISO
59396,42.594167,-71.249444,MA,13.2,,,NPCC,ISNE
59404,35.479722,-114.936111,NV,69.0,,,WECC,NEVP
59405,33.713056,-117.0725,CA,12.0,,,WECC,CISO
59406,36.098889,-79.493889,NC,23.94,,,SERC,DUK
59407,31.978333,-106.4275,TX,13.8,,,WECC,EPE
59408,35.393333,-119.127778,CA,21.6,,,WECC,CISO
59409,34.768333,-117.323611,CA,12.0,,,WECC,CISO
59410,34.766389,-117.323611,CA,12.0,,,WECC,CISO
59411,34.765,-117.323611,CA,12.0,,,WECC,CISO
59412,35.126111,-119.243333,CA,70.0,,,WECC,CISO
59413,36.141944,-119.581667,CA,115.0,,,WECC,CISO
59414,35.815,-119.459722,CA,115.0,,,WECC,CISO
59415,41.542778,-72.093611,CT,13.8,,,NPCC,ISNE
59416,33.8025,-117.919722,CA,12.0,,,WECC,CISO
59417,33.738889,-101.485,TX,69.0,,,MRO,SWPP
59421,34.413056,-117.470833,CA,12.0,,,WECC,CISO
59422,34.4175,-117.469722,CA,12.0,,,WECC,CISO
59423,34.415278,-117.47,CA,12.0,,,WECC,CISO
59424,39.694722,-86.321667,IN,13.8,,,RFC,MISO
59425,41.237778,-86.246111,IN,69.0,,,RFC,MISO
59426,36.248333,-76.501944,NC,22.86,,,SERC,PJM
59427,36.223056,-76.461944,NC,34.5,,,SERC,PJM
59428,40.526389,-123.725556,CA,12.0,,,WECC,CISO
59429,36.361944,-76.916944,NC,34.5,,,SERC,PJM
59430,36.088611,-115.177778,NV,12.4,,,WECC,NEVP
59431,34.703611,-118.334167,CA,66.0,,,WECC,CISO
59432,39.890833,-86.255556,IN,13.2,,,RFC,MISO
59433,39.904722,-86.26,IN,13.2,,,RFC,MISO
59434,39.910833,-86.245278,IN,13.2,,,RFC,MISO
59435,44.933333,-97.741389,SD,69.0,,,MRO,SWPP
59436,42.981667,-83.979444,MI,46.0,,,RFC,MISO
59437,44.912667,-68.683833,ME,12.5,,,NPCC,ISNE
59438,44.884444,-68.663889,ME,12.5,,,NPCC,ISNE
59439,36.438611,-80.568333,NC,12.47,,,SERC,DUK
59440,34.557222,-117.3775,CA,33.0,,,WECC,CISO
59441,34.557222,-117.3775,CA,33.0,,,WECC,CISO
59442,31.8225,-98.690556,TX,138.0,,,TRE,ERCO
59443,34.689167,-118.324722,CA,66.0,,,WECC,CISO
59444,33.145,-112.66,AZ,12.0,,,WECC,AZPS
59445,44.787778,-73.088611,VT,2.0,,,NPCC,ISNE
59446,40.314722,-74.499167,NJ,13.2,,,RFC,PJM
59448,42.709444,-87.885278,WI,24.9,,,RFC,MISO
59449,30.965,-84.626111,GA,115.0,,,SERC,SOCO
59450,30.991944,-84.633889,GA,46.0,,,SERC,SOCO
59451,35.674444,-78.526111,NC,0.48,,,SERC,CPLE
59452,42.248889,-83.628889,MI,41.0,41.0,,RFC,MISO
59453,42.655,-73.7777,NY,34.5,,,NPCC,NYIS
59454,32.145833,-110.866944,AZ,13.8,,,WECC,TEPC
59455,32.097884,-110.815696,AZ,13.7,,,WECC,TEPC
59456,32.894722,-117.198056,CA,12.0,,,WECC,CISO
59457,32.904167,-117.201111,CA,12.0,,,WECC,CISO
59458,32.903333,-117.195556,CA,12.0,,,WECC,CISO
59459,33.665,-84.336111,GA,480.0,,,SERC,SEPA
59460,36.984167,-97.133611,OK,345.0,,,MRO,SPA
59461,33.718889,-117.702222,CA,12.0,,,WECC,CISO
59462,39.902697,-104.673935,CO,0.48,,,WECC,SWPP
59463,42.791944,-71.1775,MA,13.0,,,NPCC,ISNE
59464,42.124444,-72.3325,MA,13.0,,,NPCC,ISNE
59465,41.655,-70.956389,MA,13.0,,,NPCC,ISNE
59466,42.659444,-71.991667,MA,13.0,,,NPCC,ISNE
59467,41.919444,-85.024167,MI,13.8,,,RFC,MISO
59468,42.470833,-72.045,MA,15.0,,,NPCC,ISNE
59469,34.682222,-117.3475,CA,33.0,,,WECC,CISO
59470,42.4975,-76.46,NY,0.48,34.5,,NPCC,NYIS
59472,39.128056,-119.14,NV,60.0,,,WECC,NEVP
59473,37.33,-122.01,CA,12.47,,,WECC,CISO
59474,35.715,-81.15,NC,100.0,,,SERC,DUK
59475,36.243889,-101.001389,TX,345.0,,,MRO,SWPP
59476,43.539722,-72.955833,VT,12.47,,,NPCC,ISNE
59477,44.426111,-73.156389,VT,12.47,,,NPCC,ISNE
59478,39.801111,-84.895,IN,13.8,,,RFC,PJM
59479,40.216389,-85.774722,IN,12.47,,,RFC,PJM
59480,40.946111,-87.136389,IN,12.47,,,RFC,MISO
59481,40.767778,-86.045556,IN,12.47,,,RFC,MISO
59482,37.946111,-86.7375,IN,13.8,,,RFC,MISO
59483,40.053056,-86.887222,IN,13.8,,,RFC,MISO
59484,42.352085,-72.538853,MA,13.8,13.8,13.8,NPCC,ISNE
59485,42.581389,-71.762222,MA,13.8,13.8,13.8,NPCC,ISNE
59486,34.898889,-77.808889,NC,22.9,,,SERC,DUK
59487,35.433889,-77.99,NC,23.0,,,SERC,DUK
59488,34.611944,-77.928889,NC,22.8,,,SERC,DUK
59489,41.627222,-83.574722,OH,12.47,,,RFC,PJM
59490,44.425,-117.273889,OR,138.0,,,WECC,IPCO
59491,44.366944,-117.343889,OR,138.0,,,WECC,IPCO
59492,44.353056,-117.323056,OR,138.0,,,WECC,IPCO
59493,44.418056,-117.255,OR,138.0,,,WECC,IPCO
59494,44.381944,-117.273056,OR,138.0,,,WECC,IPCO
59495,41.416944,-72.234444,CT,23.0,,,NPCC,ISNE
59496,43.816944,-111.785833,ID,12.47,,,WECC,PACE
59497,35.1608,-77.1099,NC,12.47,,,SERC,DUK
59498,35.7998,-78.1398,NC,12.47,,,SERC,DUK
59499,35.487,-78.1922,NC,22.86,,,SERC,CPLE
59500,36.139444,-78.146944,NC,22.9,,,SERC,CPLE
59501,35.486944,-78.313889,NC,22.9,,,SERC,CPLE
59502,36.2487,-78.3475,NC,22.86,,,SERC,CPLE
59503,36.2922,-79.6214,NC,23.0,,,SERC,DUK
59504,35.2167,-77.0743,NC,22.86,,,SERC,CPLE
59505,36.432,-77.9703,NC,22.86,,,SERC,CPLE
59506,35.0717,-78.8078,NC,22.86,,,SERC,CPLE
59507,36.4338,-78.1526,NC,23.0,,,SERC,CPLE
59508,35.8918,-78.1823,NC,12.0,,,SERC,CPLE
59509,35.6633,-78.5206,NC,12.0,,,SERC,CPLE
59510,36.2847,-79.5667,NC,22.86,,,SERC,DUK
59511,35.1785,-81.665,NC,22.86,,,SERC,DUK
59512,35.3965,-78.5108,NC,12.0,,,SERC,CPLE
59513,35.836944,-77.126944,NC,34.5,,,SERC,PJM
59514,35.806667,-77.270556,NC,12.5,,,SERC,PJM
59515,36.42,-77.100278,NC,34.5,,,SERC,PJM
59516,36.418333,-77.655833,NC,34.5,,,SERC,PJM
59517,36.270278,-77.060278,NC,34.5,,,SERC,PJM
59518,36.233611,-75.880833,NC,34.5,,,SERC,PJM
59519,35.711667,-81.134167,NC,34.5,,,SERC,DUK
59520,36.119167,-79.521389,NC,23.0,,,SERC,DUK
59521,35.538889,-79.804167,NC,23.0,,,SERC,DUK
59522,36.544722,-120.316111,CA,70.0,,,WECC,CISO
59523,36.386944,-120.236667,CA,115.0,,,WECC,CISO
59524,35.612,-119.845,CA,70.0,,,WECC,CISO
59525,37.009444,-120.957222,CA,230.0,,,WECC,CISO
59526,36.127222,-77.734444,NC,34.5,,,SERC,PJM
59527,36.148056,-77.211944,NC,34.5,,,SERC,PJM
59528,34.648889,-118.076667,CA,66.0,,,WECC,CISO
59529,42.787778,-112.365556,ID,34.5,,,WECC,IPCO
59530,36.264722,-76.306111,NC,34.5,,,SERC,PJM
59531,36.941111,-119.96,CA,69.0,,,WECC,CISO
59532,35.249167,-117.955278,CA,230.0,,,WECC,LDWP
59533,35.504444,-78.192222,NC,22.9,,,SERC,CPLE
59534,35.4325,-78.411667,NC,22.9,,,SERC,CPLE
59535,31.810278,-82.575,GA,24.0,,,SERC,SOCO
59536,34.548056,-117.464444,CA,12.0,,,WECC,CISO
59537,34.548056,-117.464444,CA,12.0,,,WECC,CISO
59539,33.896111,-117.283611,CA,0.48,,,WECC,CISO
59540,34.100278,-117.552778,CA,12.0,,,WECC,CISO
59541,34.039722,-117.606667,CA,0.48,,,WECC,CISO
59542,35.6575,-82.710278,NC,22.86,,,SERC,CPLE
59543,42.473333,-71.430556,MA,12.8,,,NPCC,ISNE
59544,40.456667,-74.328889,NJ,2.4,,,RFC,PJM
59545,39.893889,-83.805556,OH,0.48,,,RFC,PJM
59546,40.691389,-80.323889,PA,2.3,,,RFC,PJM
59547,40.620556,-87.378056,IN,345.0,,,RFC,PJM
59548,35.898889,-76.379444,NC,34.5,,,SERC,PJM
59549,35.847222,-77.111389,NC,34.5,,,SERC,PJM
59550,38.521111,-121.993889,CA,12.0,,,WECC,CISO
59551,34.581944,-78.94,NC,22.86,,,SERC,CPLE
59552,34.6,-78.97,NC,22.86,,,SERC,CPLE
59553,35.368889,-82.3575,NC,12.47,,,SERC,CPLE
59554,35.319444,-81.764167,NC,12.47,,,SERC,DUK
59555,36.925833,-120.82,CA,70.0,,,WECC,CISO
59556,34.718056,-84.931944,GA,12.47,,,SERC,SOCO
59557,37.33,-122.01,CA,12.47,,,WECC,CISO
59558,35.283611,-106.812778,NM,12.47,,,WECC,PNM
59560,36.398056,-104.594167,NM,0.48,,,WECC,PNM
59561,35.230833,-77.5525,NC,22.86,,,SERC,CPLE
59562,34.742222,-79.463056,NC,22.86,,,SERC,CPLE
59563,35.220556,-79.551944,NC,22.86,,,SERC,CPLE
59564,35.260833,-81.515833,NC,12.4,,,SERC,DUK
59565,35.426667,-78.399983,NC,22.86,,,SERC,CPLE
59566,36.126111,-80.798889,NC,12.4,,,SERC,DUK
59567,34.61,-77.924167,NC,22.86,,,SERC,CPLE
59569,34.398056,-79.383611,SC,22.86,,,SERC,CPLE
59570,35.833889,-80.574444,NC,44.0,,,SERC,DUK
59572,34.455,-79.410278,SC,22.86,,,SERC,CPLE
59573,41.444722,-70.613056,MA,23.0,,,NPCC,ISNE
59574,41.808611,-86.323889,MI,69.0,,,RFC,PJM
59575,34.745833,-78.429444,NC,22.86,,,SERC,CPLE
59576,35.81771,-79.771085,NC,12.47,,,SERC,DUK
59577,35.468611,-80.293611,NC,12.4,,,SERC,DUK
59578,34.971944,-80.601944,NC,12.47,,,SERC,DUK
59579,36.126944,-78.1525,NC,22.86,,,SERC,CPLE
59581,36.079167,-79.199722,NC,12.4,,,SERC,DUK
59583,35.204444,-78.681111,NC,22.86,,,SERC,CPLE
59584,35.511698,-78.291129,NC,23.0,,,SERC,DUK
59586,35.058333,-77.853611,NC,22.86,,,SERC,CPLE
59587,36.199167,-80.697222,NC,12.4,,,SERC,DUK
59589,35.257778,-81.830556,NC,12.4,,,SERC,DUK
59591,36.435556,-77.566389,NC,34.5,,,SERC,PJM
59592,35.243889,-79.321667,NC,22.86,,,SERC,CPLE
59593,36.371111,-78.415278,NC,22.86,,,SERC,CPLE
59595,35.902222,-81.106111,NC,12.4,,,SERC,DUK
59596,34.151111,-79.41,SC,22.86,,,SERC,CPLE
59597,34.093333,-117.319444,CA,12.0,,,WECC,CISO
59598,34.042222,-117.361667,CA,12.0,,,WECC,CISO
59599,35.831944,-119.056111,CA,66.0,,,WECC,CISO
59600,35.835833,-119.056111,CA,66.0,,,WECC,CISO
59601,39.980278,-74.770278,NJ,26.0,,,RFC,PJM
59603,34.496944,-79.048889,NC,22.86,,,SERC,CPLE
59604,36.414722,-78.459722,NC,22.86,,,SERC,DUK
59605,36.325,-78.343056,NC,22.86,,,SERC,CPLE
59606,36.25,-78.25,NC,22.86,,,SERC,CPLE
59607,35.115278,-119.317778,CA,70.0,,,WECC,CISO
59610,33.74,-117.010556,CA,33.0,,,WECC,CISO
59611,28.066389,-82.0175,FL,12.47,,,SERC,FMPP
59613,43.244444,-77.174722,NY,12.0,,,NPCC,NYIS
59614,38.421389,-79.591389,VA,12.47,,,SERC,PJM
59618,34.81,-106.52,NM,12.47,,,WECC,PNM
59619,35.20115,-107.245156,NM,12.47,,,WECC,PNM
59620,38.311111,-113.053611,UT,12.47,,,WECC,PACE
59621,34.72,-102.253333,TX,345.0,,,TRE,ERCO
59622,41.774444,-70.615833,MA,22.8,,,NPCC,ISNE
59623,44.671944,-74.949444,NY,13.2,,,NPCC,NYIS
59624,42.148333,-72.748056,MA,23.0,,,NPCC,ISNE
59625,42.150278,-72.552222,MA,13.8,,,NPCC,ISNE
59626,42.158056,-72.595833,MA,13.8,,,NPCC,ISNE
59627,40.755289,-75.170955,NJ,12.47,,,RFC,PJM
59628,40.065278,-74.590556,NJ,12.47,,,RFC,PJM
59629,44.888889,-74.103333,NY,115.0,,,NPCC,NYIS
59630,40.236111,-74.321389,NJ,35.0,,,RFC,PJM
59631,40.555,-74.709444,NJ,35.0,,,RFC,PJM
59632,39.406944,-101.039444,KS,13.2,,,MRO,SWPP
59633,36.050833,-119.9475,CA,70.0,,,WECC,CISO
59634,33.035556,-111.430278,AZ,115.0,,,WECC,SRP
59635,40.120833,-88.961111,IL,34.5,,,SERC,MISO
59636,42.1275,-71.996389,MA,13.2,,,NPCC,ISNE
59637,40.92,-94.671667,IA,161.0,,,MRO,MISO
59638,35.726667,-119.905833,CA,12.47,,,WECC,CISO
59639,41.745556,-71.117222,MA,13.8,,,NPCC,ISNE
59641,36.468,-77.592,NC,34.5,,,SERC,PJM
59642,36.514722,-77.656111,NC,34.5,,,SERC,PJM
59643,36.476944,-77.467778,NC,34.5,,,SERC,PJM
59645,35.181111,-78.096944,NC,22.86,,,SERC,CPLE
59646,35.016111,-77.821944,NC,22.86,,,SERC,CPLE
59647,36.161944,-97.036944,OK,69.0,,,MRO,SWPP
59648,35.858056,-77.499167,NC,12.47,,,SERC,PJM
59649,29.33,-98.66,TX,13.2,,,TRE,ERCO
59650,33.925556,-83.263889,GA,12.47,,,SERC,SOCO
59651,34.071389,-118.196111,CA,34.5,,,WECC,LDWP
59652,34.236667,-118.565833,CA,34.5,,,WECC,LDWP
59653,33.121111,-107.287778,NM,12.0,,,WECC,PNM
59654,27.18,-98.916667,TX,138.0,,,TRE,ERCO
59655,45.753333,-100.275,SD,230.0,,,MRO,SWPP
59656,38.205278,-104.566667,CO,230.0,,,WECC,PSCO
59657,33.252222,-115.4975,CA,92.0,,,WECC,IID
59658,40.472283,-122.324205,CA,115.0,,,WECC,CISO
59659,39.735278,-105.648611,CO,330.0,115.0,,WECC,PSCO
59660,37.155,-113.439167,UT,69.0,12.47,7.2,WECC,PACE
59661,35.123333,-118.38,CA,66.0,,,WECC,CISO
