zcta,lat,lon,population,load_mw
76481.0,32.99042,-98.74549,191,0.382
76483.0,33.195202,-99.268024,895,1.79
76484.0,32.764096,-98.276879,909,1.818
76486.0,33.014639,-98.05319,970,1.94
76487.0,32.972482,-97.904879,2230,4.46
76490.0,32.945471,-98.018901,107,0.214
76491.0,33.036872,-99.048807,466,0.932
76501.0,31.075303,-97.252433,16922,33.844
76502.0,31.104022,-97.412045,42946,85.892
76504.0,31.137886,-97.373653,22769,45.538
76508.0,31.077568,-97.364064,7,0.014
76511.0,30.802086,-97.424363,2426,4.852
76513.0,31.051469,-97.500003,42162,84.324
76518.0,30.852653,-97.148898,1810,3.62
76519.0,31.020759,-97.120664,350,0.7000000000000001
76520.0,30.891129,-96.907601,8033,16.066
76522.0,31.219045,-97.968224,37382,74.764
76523.0,30.788927,-97.291022,0,0.0
76524.0,31.268644,-97.202495,4072,8.144
76525.0,31.499723,-98.13064,1188,2.376
76527.0,30.841795,-97.809699,3696,7.392
76528.0,31.417316,-97.755931,19224,38.448
76530.0,30.710857,-97.413885,1788,3.576
76531.0,31.686812,-98.18703,4595,9.19
76534.0,30.884371,-97.378453,3119,6.238
76537.0,30.817309,-97.602978,7065,14.13
76538.0,31.628871,-97.922097,1167,2.334
76539.0,31.095582,-98.027458,8824,17.648
76541.0,31.112884,-97.729602,18396,36.792
76542.0,31.010374,-97.741512,49765,99.53
76543.0,31.149188,-97.633113,32031,64.062
76544.0,31.143642,-97.761047,23514,47.028
76548.0,31.050862,-97.644687,31247,62.494
76549.0,31.017077,-97.833092,53490,106.98
76550.0,31.102486,-98.259569,14169,28.338
76554.0,30.967883,-97.376957,2461,4.922
76556.0,30.700413,-96.830663,1707,3.414
76557.0,31.285086,-97.390061,5991,11.982
76559.0,31.075955,-97.604369,6180,12.36
76561.0,31.409504,-97.531155,997,1.994
76565.0,31.643709,-98.351,175,0.35
76566.0,31.55244,-98.048509,231,0.462
76567.0,30.649554,-97.006117,8867,17.734
76569.0,30.940186,-97.226979,2614,5.228
76570.0,31.082267,-96.953514,2780,5.5600000000000005
76571.0,30.925739,-97.59865,9007,18.014
76573.0,30.818633,-97.502485,28,0.056
76574.0,30.579326,-97.388618,19328,38.656
76577.0,30.627232,-97.17025,3074,6.148
76578.0,30.535409,-97.23717,1233,2.466
76579.0,31.195905,-97.265253,5547,11.094
76596.0,31.476843,-97.728445,1268,2.536
76597.0,31.485697,-97.707407,17,0.034
76598.0,31.47532,-97.735455,482,0.964
76599.0,31.467872,-97.735181,2351,4.702
76621.0,31.881712,-97.085481,1061,2.122
76622.0,31.816191,-97.243292,1537,3.074
76623.0,32.211123,-96.752827,254,0.508
76624.0,31.661047,-96.955129,2485,4.97
76626.0,32.122997,-96.723082,1294,2.588
76627.0,32.108512,-97.395815,1334,2.668
76628.0,32.030464,-96.94885,101,0.202
76629.0,31.14975,-96.651785,1954,3.908
76630.0,31.340795,-97.21101,1375,2.75
76631.0,31.975524,-96.977168,681,1.362
76632.0,31.30653,-97.065653,1400,2.8000000000000003
76633.0,31.695107,-97.328851,5334,10.668
76634.0,31.817062,-97.546568,7610,15.22
76635.0,31.71629,-96.661428,1330,2.66
76636.0,32.170232,-97.290211,1509,3.018
76637.0,31.769065,-97.804444,461,0.922
76638.0,31.551176,-97.442763,3355,6.71
76639.0,31.866953,-96.655804,1437,2.874
76640.0,31.696619,-97.073707,3110,6.22
76641.0,32.038687,-96.807932,1687,3.374
76642.0,31.503056,-96.520013,6628,13.256
76643.0,31.453501,-97.195339,14705,29.41
76645.0,32.022463,-97.13336,10513,21.026
76648.0,31.848596,-96.807361,2697,5.394
76649.0,32.001589,-97.882698,646,1.292
76650.0,31.980079,-96.863626,153,0.306
76651.0,32.17771,-96.851184,4084,8.168000000000001
76652.0,32.117538,-97.575601,1089,2.178
76653.0,31.299588,-96.608952,1481,2.962
76654.0,31.733766,-97.009725,110,0.22
76655.0,31.401145,-97.183101,8168,16.336000000000002
76656.0,31.185096,-97.043667,2656,5.312
76657.0,31.446184,-97.380488,11151,22.302
76660.0,31.924604,-96.904503,624,1.248
76661.0,31.318386,-96.846019,7824,15.648
76664.0,31.560686,-96.802657,3387,6.774
76665.0,31.916215,-97.710123,2562,5.124
76666.0,32.043976,-96.91458,254,0.508
76667.0,31.651982,-96.468387,10991,21.982
76670.0,32.136018,-96.988963,1617,3.234
76671.0,31.988449,-97.531227,1748,3.496
76673.0,31.751025,-96.891756,1804,3.608
76676.0,31.863748,-96.951488,238,0.476
76678.0,31.661096,-96.760043,246,0.492
76679.0,31.927546,-96.579359,1206,2.412
76680.0,31.202131,-96.814363,189,0.378
76681.0,31.893446,-96.433731,732,1.464
76682.0,31.45345,-96.913489,3034,6.0680000000000005
76685.0,31.353546,-97.01374,37,0.074
76686.0,31.767574,-96.559327,188,0.376
76687.0,31.372916,-96.495028,1950,3.9
76689.0,31.662159,-97.506079,3821,7.642
76690.0,32.083642,-97.736491,1081,2.162
76691.0,31.769854,-97.098169,6479,12.958
76692.0,31.959701,-97.330421,10048,20.096
76693.0,31.787657,-96.395087,1825,3.65
76701.0,31.552011,-97.1382,1872,3.744
76704.0,31.574722,-97.127134,7681,15.362
76705.0,31.620914,-97.098526,31868,63.736
76706.0,31.475639,-97.083866,39667,79.334
76707.0,31.553876,-97.159082,15595,31.19
76708.0,31.627123,-97.215893,27095,54.19
76710.0,31.539723,-97.195009,24607,49.214
76711.0,31.513756,-97.152983,10475,20.95
76712.0,31.526544,-97.261231,26104,52.208
76798.0,31.548378,-97.119061,1630,3.26
76801.0,31.748303,-99.032891,24636,49.272
76802.0,31.743705,-98.911628,5271,10.542
76820.0,30.766987,-99.050013,86,0.172
76821.0,31.738576,-99.934162,4680,9.36
76823.0,31.706204,-99.151374,3139,6.2780000000000005
76824.0,30.936768,-98.467066,13,0.026
76825.0,31.106301,-99.394237,6682,13.364
76827.0,31.517913,-99.135467,592,1.184
76828.0,32.006167,-99.292204,199,0.398
76831.0,30.67044,-98.919443,0,0.0
76832.0,30.985763,-98.73555,709,1.418
76834.0,31.881956,-99.480043,5370,10.74
76836.0,31.443363,-99.549127,3,0.006
76837.0,31.222792,-99.896165,2070,4.14
76841.0,30.915116,-100.108691,174,0.348
76842.0,30.93982,-99.079893,277,0.554
76844.0,31.432854,-98.52307,3393,6.7860000000000005
76845.0,31.538066,-99.488185,256,0.512
76848.0,30.843122,-99.570053,79,0.158
76849.0,30.472352,-99.821506,3760,7.52
76852.0,31.35766,-99.457261,291,0.582
76853.0,31.267613,-98.371832,1333,2.666
76854.0,30.694786,-99.581344,306,0.612
76856.0,30.691484,-99.273312,3746,7.492
76857.0,31.931233,-98.927404,1773,3.5460000000000003
76858.0,31.176951,-99.616412,300,0.6
76859.0,30.885268,-99.858861,1787,3.5740000000000003
76861.0,31.592014,-100.192581,1984,3.968
76862.0,31.411505,-99.682323,210,0.42
76864.0,31.553975,-98.731107,857,1.714
76865.0,31.858516,-100.165338,216,0.432
76866.0,31.460967,-99.933766,662,1.324
76869.0,30.911096,-98.994617,37,0.074
76870.0,31.627357,-98.546717,238,0.476
76871.0,31.289123,-98.995473,823,1.646
76872.0,31.331919,-99.165902,876,1.752
76873.0,31.515316,-99.380601,93,0.186
76874.0,30.45867,-100.06915,14,0.028
76875.0,31.602931,-99.999545,449,0.898
76877.0,31.157059,-98.764007,4225,8.45
76878.0,31.657754,-99.292932,1670,3.34
76882.0,31.816904,-99.702274,250,0.5
76884.0,31.736907,-99.567789,98,0.196
76885.0,30.858957,-98.861313,234,0.468
76887.0,31.011897,-99.159484,89,0.178
76888.0,31.609899,-99.64049,137,0.274
76890.0,31.687955,-98.773665,865,1.73
76901.0,31.610896,-100.553311,30972,61.944
76903.0,31.484819,-100.43787,31429,62.858
76904.0,31.271515,-100.400625,36688,73.376
76905.0,31.509724,-100.322077,12746,25.492
76908.0,31.432075,-100.402186,2541,5.082
76930.0,31.272555,-101.172785,86,0.172
76932.0,31.268726,-101.542078,3941,7.882000000000001
76933.0,31.856368,-100.288351,1340,2.68
76934.0,31.603061,-100.668986,974,1.948
76935.0,31.083442,-100.423683,1852,3.704
76936.0,30.883194,-100.595683,2898,5.796
76937.0,31.388546,-100.151449,13,0.026
76939.0,31.268843,-100.563525,0,0.0
76940.0,31.439035,-100.142932,107,0.214
76941.0,31.272382,-100.889468,1421,2.842
76943.0,30.533977,-101.306031,3206,6.412
76945.0,31.884956,-100.61071,1762,3.524
76949.0,32.04114,-100.69458,13,0.026
76950.0,30.441414,-100.56062,3824,7.648000000000001
76951.0,31.802748,-101.055625,1274,2.548
76953.0,31.723763,-100.331847,83,0.166
76955.0,31.289523,-100.15267,141,0.282
76957.0,31.372148,-100.30516,158,0.316
76958.0,31.595106,-100.799358,134,0.268
77002.0,29.756845,-95.365652,17026,34.052
77003.0,29.749778,-95.345885,9612,19.224
77004.0,29.724893,-95.363752,38721,77.44200000000001
77005.0,29.718435,-95.423555,29022,58.044
77006.0,29.74097,-95.391301,21938,43.876
77007.0,29.771545,-95.411083,40112,80.224
77008.0,29.798249,-95.416933,36248,72.496
77009.0,29.795344,-95.36759,37149,74.298
77010.0,29.753624,-95.35981,911,1.822
77011.0,29.743217,-95.30911,18296,36.592
77012.0,29.718525,-95.274137,18640,37.28
77013.0,29.795268,-95.233977,19548,39.096
77014.0,29.985844,-95.465176,36560,73.12
77015.0,29.76393,-95.173121,57553,115.106
77016.0,29.862532,-95.29998,30462,60.924
77017.0,29.689824,-95.252393,34010,68.02
77018.0,29.826448,-95.426267,28049,56.098
77019.0,29.75415,-95.409498,22164,44.328
77020.0,29.773179,-95.314327,26093,52.186
77021.0,29.69843,-95.3569,25769,51.538
77022.0,29.83159,-95.379554,27200,54.4
77023.0,29.721825,-95.318275,28122,56.244
77024.0,29.772179,-95.514203,38723,77.446
77025.0,29.685706,-95.434764,29298,58.596
77026.0,29.800187,-95.328888,21269,42.538
77027.0,29.740079,-95.446409,19171,38.342
77028.0,29.827869,-95.287485,18620,37.24
77029.0,29.759665,-95.256251,17478,34.956
77030.0,29.706787,-95.401748,11362,22.724
77031.0,29.652205,-95.54623,17079,34.158
77032.0,29.985874,-95.345795,14351,28.702
77033.0,29.66688,-95.335133,29267,58.534
77034.0,29.618349,-95.192034,36778,73.556
77035.0,29.655689,-95.471263,36392,72.784
77036.0,29.701847,-95.534537,69154,138.308
77037.0,29.89036,-95.392527,18030,36.06
77038.0,29.918595,-95.441194,30428,60.856
77039.0,29.911171,-95.341182,27987,55.974
77040.0,29.874575,-95.527099,50343,100.686
77041.0,29.8586,-95.580768,33762,67.524
77042.0,29.740605,-95.560257,40659,81.318
77043.0,29.81093,-95.584639,24957,49.914
77044.0,29.906312,-95.180561,51978,103.956
77045.0,29.647339,-95.431435,35010,70.02
77046.0,29.733777,-95.433346,1344,2.688
77047.0,29.61065,-95.386863,32747,65.494
77048.0,29.618714,-95.324221,18520,37.04
77049.0,29.832928,-95.14904,38915,77.83
77050.0,29.902887,-95.269296,6052,12.104
77051.0,29.656113,-95.378696,17547,35.094
77053.0,29.583542,-95.460693,31521,63.042
77054.0,29.68025,-95.404913,24780,49.56
77055.0,29.796871,-95.49165,45201,90.402
77056.0,29.748202,-95.468948,22155,44.31
77057.0,29.744081,-95.487974,42897,85.794
77058.0,29.561579,-95.099626,15930,31.86
77059.0,29.613528,-95.118667,17483,34.966
77060.0,29.935512,-95.397624,45376,90.752
77061.0,29.647155,-95.276204,26488,52.976
77062.0,29.573552,-95.130613,25568,51.136
77063.0,29.736298,-95.523277,41829,83.658
77064.0,29.917097,-95.537531,49042,98.084
77065.0,29.92647,-95.603801,39951,79.902
77066.0,29.957224,-95.503319,38753,77.506
77067.0,29.952629,-95.446609,34582,69.164
77068.0,30.007063,-95.488362,10837,21.674
77069.0,29.988455,-95.5312,18968,37.936
77070.0,29.979455,-95.573317,56260,112.52
77071.0,29.651785,-95.519929,27650,55.3
77072.0,29.699688,-95.584817,65015,130.03
77073.0,30.000147,-95.400069,40979,81.958
77074.0,29.687947,-95.515725,40891,81.782
77075.0,29.62042,-95.268939,46588,93.176
77076.0,29.860021,-95.382184,34668,69.336
77077.0,29.751562,-95.615374,61908,123.816
77078.0,29.852397,-95.2541,14267,28.534
77079.0,29.776093,-95.603037,32826,65.652
77080.0,29.815894,-95.522885,45254,90.508
77081.0,29.712099,-95.480935,51781,103.562
77082.0,29.72449,-95.640002,52830,105.66
77083.0,29.694401,-95.649565,78240,156.48
77084.0,29.827486,-95.65992,108161,216.322
77085.0,29.620509,-95.485333,18155,36.31
77086.0,29.919035,-95.491606,30347,60.694
77087.0,29.686519,-95.303917,37703,75.406
77088.0,29.881487,-95.452619,57177,114.354
77089.0,29.586959,-95.225601,55410,110.82
77090.0,30.009427,-95.439603,39289,78.578
77091.0,29.853067,-95.435966,28351,56.702
77092.0,29.830024,-95.474409,39841,79.682
77093.0,29.863156,-95.341927,46985,93.97
77094.0,29.769218,-95.681281,11022,22.044
77095.0,29.909513,-95.651476,73956,147.912
77096.0,29.675339,-95.479372,33299,66.598
77098.0,29.734813,-95.416098,15487,30.974
77099.0,29.670869,-95.58599,50326,100.652
77201.0,29.766003,-95.364364,0,0.0
77301.0,30.310932,-95.438548,34512,69.024
77302.0,30.222119,-95.344934,18845,37.69
77303.0,30.377952,-95.37714,22040,44.08
77304.0,30.32776,-95.516045,35893,71.786
77306.0,30.28584,-95.312397,16203,32.406
77316.0,30.306163,-95.68639,27475,54.95
77318.0,30.439265,-95.529706,18553,37.106
77320.0,30.804665,-95.550875,36091,72.182
77326.0,30.504882,-94.817018,59,0.118
77327.0,30.318169,-94.91573,26206,52.412
77328.0,30.392374,-95.191181,16832,33.664
77331.0,30.633963,-95.161912,8064,16.128
77334.0,30.781836,-95.373439,352,0.704
77335.0,30.574473,-94.911179,3468,6.936
77336.0,30.063149,-95.098886,12398,24.796
77338.0,30.008015,-95.289431,45092,90.184
77339.0,30.046777,-95.221022,42193,84.386
77340.0,30.640258,-95.5384,31404,62.808
77342.0,30.740381,-95.555832,0,0.0
77345.0,30.053105,-95.157943,28593,57.186
77346.0,29.994499,-95.177499,63772,127.544
77350.0,30.824427,-94.833454,90,0.18
77351.0,30.717792,-94.817231,34367,68.734
77354.0,30.216858,-95.647214,39843,79.686
77355.0,30.156257,-95.74926,31201,62.402
77356.0,30.465662,-95.729888,28144,56.288
77357.0,30.159433,-95.188163,29890,59.78
77358.0,30.558321,-95.436252,5345,10.69
77359.0,30.751892,-95.301591,292,0.584
77360.0,30.846249,-95.117513,5415,10.83
77362.0,30.160534,-95.669154,4992,9.984
77363.0,30.316241,-95.849802,2961,5.922
77364.0,30.772997,-95.214951,2130,4.26
77365.0,30.110349,-95.268661,34286,68.572
77367.0,30.85587,-95.399169,42,0.084
77368.0,30.444755,-94.815611,102,0.204
77369.0,30.421815,-94.73533,612,1.224
77371.0,30.483628,-94.992832,7326,14.652
77372.0,30.241145,-95.160299,15484,30.968
77373.0,30.062169,-95.383966,62350,124.7
77374.0,30.396003,-94.62375,507,1.014
77375.0,30.094665,-95.586187,60115,120.23
77376.0,30.443771,-94.663769,508,1.016
77377.0,30.061727,-95.681504,38233,76.46600000000001
77378.0,30.47137,-95.363867,16134,32.268
77379.0,30.039457,-95.534383,82493,164.986
77380.0,30.136972,-95.46836,28014,56.028
77381.0,30.178248,-95.50096,35487,70.974
77382.0,30.195137,-95.547917,40026,80.052
77384.0,30.233846,-95.49577,19171,38.342
77385.0,30.186682,-95.429005,24619,49.238
77386.0,30.100262,-95.356488,60252,120.504
77388.0,30.057832,-95.471001,50972,101.944
77389.0,30.123469,-95.517064,39907,79.81400000000001
77396.0,29.950191,-95.256933,62309,124.618
77401.0,29.705132,-95.460959,19428,38.856
77406.0,29.64609,-95.794526,57622,115.244
77407.0,29.670004,-95.708089,61382,122.764
77412.0,29.553502,-96.411936,0,0.0
77414.0,28.908185,-95.868152,24254,48.508
77415.0,28.933093,-95.734948,0,0.0
77417.0,29.464406,-95.966234,3683,7.366
77418.0,29.987117,-96.252942,10250,20.5
77419.0,28.849575,-96.256767,1148,2.2960000000000003
77420.0,29.258985,-95.930309,2331,4.662
77422.0,28.960348,-95.557701,13965,27.93
77423.0,29.856772,-95.977313,13210,26.42
77426.0,30.1223,-96.258442,2415,4.83
77428.0,28.604069,-96.192476,0,0.0
77429.0,29.995758,-95.665088,90506,181.012
77430.0,29.259878,-95.667662,1867,3.734
77432.0,29.067417,-96.188569,39,0.078
77433.0,29.945301,-95.741369,94345,188.69
77434.0,29.527956,-96.305186,4562,9.124
77435.0,29.515694,-96.121026,3857,7.714
77436.0,29.419067,-96.238492,66,0.132
77437.0,29.212328,-96.280585,17177,34.354
77440.0,28.894576,-96.14783,28,0.056
77441.0,29.666682,-95.919826,11248,22.496
77442.0,29.422281,-96.506236,1286,2.572
77443.0,29.349096,-96.191821,390,0.78
77444.0,29.286377,-95.777811,582,1.164
77445.0,30.101838,-96.059373,14629,29.258
77446.0,30.086829,-95.990494,6781,13.562
77447.0,30.047619,-95.833733,16309,32.618
77448.0,29.416447,-96.085418,129,0.258
77449.0,29.837611,-95.73374,123157,246.314
77450.0,29.743565,-95.740717,75752,151.504
77451.0,29.435055,-96.00454,36,0.072
77453.0,29.213766,-95.999923,469,0.938
77454.0,29.520234,-96.198122,0,0.0
77455.0,29.132072,-96.428441,2121,4.242
77456.0,29.040018,-96.060809,1116,2.232
77457.0,28.730987,-95.882466,560,1.12
77458.0,28.951217,-96.237096,269,0.538
77459.0,29.526401,-95.530936,76662,153.324
77460.0,29.397434,-96.384512,43,0.086
77461.0,29.383068,-95.806472,12133,24.266
77464.0,29.592427,-95.955279,70,0.14
77465.0,28.763418,-96.23046,7331,14.662
77466.0,29.792687,-96.012215,539,1.078
77467.0,29.201173,-96.101539,16,0.032
77468.0,29.132669,-95.94109,24,0.048
77469.0,29.482678,-95.680186,57011,114.022
77470.0,29.537157,-96.546208,456,0.912
77471.0,29.54852,-95.86204,38430,76.86
77473.0,29.795148,-96.107713,38,0.076
77474.0,29.780109,-96.181158,13347,26.694
77475.0,29.488642,-96.652501,868,1.736
77476.0,29.692077,-95.951144,402,0.804
77477.0,29.624274,-95.568008,35496,70.992
77478.0,29.620312,-95.605693,24673,49.346
77479.0,29.566996,-95.636016,95615,191.23
77480.0,29.086348,-95.766753,8344,16.688
77481.0,29.473418,-95.558148,66,0.132
77482.0,29.092714,-95.903493,1676,3.352
77483.0,28.788475,-95.839228,360,0.72
77484.0,30.079431,-95.932255,11972,23.944
77485.0,29.632734,-96.055105,4209,8.418000000000001
77486.0,29.160441,-95.691989,7509,15.018
77488.0,29.307215,-96.091291,14832,29.664
77489.0,29.600498,-95.515537,39444,78.888
77493.0,29.853217,-95.831457,40547,81.09400000000001
77494.0,29.743948,-95.830502,126310,252.62
77498.0,29.64355,-95.65327,52950,105.9
77502.0,29.679517,-95.199782,38117,76.234
77503.0,29.703477,-95.158895,24102,48.204
77504.0,29.647916,-95.18978,25044,50.088
77505.0,29.645646,-95.140307,22967,45.934
77506.0,29.713919,-95.199702,37968,75.936
77507.0,29.624371,-95.063465,326,0.652
77510.0,29.363262,-95.087277,15223,30.446
77511.0,29.380858,-95.241857,50140,100.28
77514.0,29.703595,-94.600429,5461,10.922
77515.0,29.173439,-95.451545,33634,67.268
77517.0,29.364468,-95.131078,6515,13.03
77518.0,29.507162,-94.987247,11513,23.026
77519.0,30.218323,-94.575058,781,1.562
77520.0,29.733275,-94.994118,33837,67.674
77521.0,29.801948,-94.971708,60703,121.406
77523.0,29.789523,-94.859125,23431,46.862
77530.0,29.785907,-95.117207,32070,64.14
77531.0,29.046571,-95.391089,16352,32.704
77532.0,29.932894,-95.057219,30042,60.084
77533.0,30.087172,-94.599557,1045,2.09
77534.0,29.231528,-95.314319,2905,5.8100000000000005
77535.0,30.054844,-94.922316,34603,69.206
77536.0,29.698461,-95.121268,32745,65.49
77538.0,29.974167,-94.522942,808,1.616
77539.0,29.452997,-95.02847,44228,88.456
77541.0,29.015519,-95.282536,19072,38.144
77545.0,29.537301,-95.474615,23051,46.102
77546.0,29.515074,-95.192133,53148,106.296
77547.0,29.735876,-95.238178,9895,19.79
77550.0,29.310535,-94.775768,21710,43.42
77551.0,29.278188,-94.83329,22198,44.396
77554.0,29.252318,-94.924073,8730,17.46
77560.0,29.870622,-94.602137,510,1.02
77561.0,30.166506,-94.735446,98,0.196
77562.0,29.834034,-95.051268,10064,20.128
77563.0,29.303625,-95.032385,11129,22.258
77564.0,30.180866,-94.664855,1532,3.064
77565.0,29.535868,-95.026855,6953,13.906
77566.0,29.052739,-95.474351,29362,58.724
77568.0,29.363162,-94.980107,16676,33.352000000000004
77571.0,29.688455,-95.05738,37699,75.398
77573.0,29.503785,-95.0873,91454,182.908
77575.0,30.075658,-94.733441,16209,32.418
77577.0,29.284476,-95.28159,1497,2.994
77578.0,29.485422,-95.362322,22822,45.644
77580.0,29.868277,-94.869034,999,1.998
77581.0,29.561597,-95.279759,50737,101.474
77583.0,29.380856,-95.468782,41305,82.61
77584.0,29.545041,-95.350692,91993,183.986
77585.0,30.295238,-94.524753,1226,2.452
77586.0,29.583817,-95.036156,23003,46.006
77587.0,29.661991,-95.229642,17162,34.324
77590.0,29.391397,-94.920149,31045,62.09
77591.0,29.399363,-94.999115,14926,29.852
77597.0,29.836205,-94.702009,1026,2.052
77598.0,29.53942,-95.134993,26513,53.026
77611.0,30.014439,-93.828243,8608,17.216
77612.0,30.397704,-93.923702,9619,19.238
77613.0,30.052046,-94.360766,1045,2.09
77614.0,30.299774,-93.772977,408,0.8160000000000001
77615.0,30.326641,-94.052041,923,1.846
77616.0,30.569783,-94.182466,157,0.314
77617.0,29.507197,-94.518563,47,0.094
77619.0,29.947516,-93.918571,15531,31.062
77622.0,29.860899,-94.300072,1396,2.7920000000000003
77623.0,29.561256,-94.414021,634,1.268
77624.0,30.684267,-94.291914,793,1.586
77625.0,30.377327,-94.374331,9997,19.994
77627.0,29.986791,-94.009416,20969,41.938
77629.0,29.97984,-94.403073,810,1.62
77630.0,30.066254,-93.870098,27279,54.558
77632.0,30.201515,-93.804648,22200,44.4
77640.0,29.881613,-93.940858,16549,33.098
77642.0,29.95802,-93.891921,37902,75.804
77650.0,29.426496,-94.685696,1930,3.86
77651.0,29.985971,-93.955847,12729,25.458
77655.0,29.710502,-93.93785,264,0.528
77656.0,30.414774,-94.173656,16744,33.488
77657.0,30.227858,-94.197054,21323,42.646
77659.0,30.171444,-94.432275,5649,11.298
77660.0,30.649823,-94.14075,1589,3.178
77661.0,29.751627,-94.420716,1292,2.584
77662.0,30.177924,-94.018171,27587,55.174
77663.0,30.513226,-94.394328,720,1.44
77664.0,30.601435,-94.413805,2872,5.744
77665.0,29.812999,-94.416117,5857,11.714
77701.0,30.073053,-94.105486,14005,28.01
77702.0,30.086269,-94.128303,3334,6.668
77703.0,30.130893,-94.114079,13134,26.268
77705.0,29.898029,-94.161175,40224,80.44800000000001
77706.0,30.102243,-94.173445,29707,59.414
77707.0,30.053142,-94.166056,18867,37.734
77708.0,30.146124,-94.160613,11385,22.77
77713.0,30.071005,-94.252135,13867,27.734
77801.0,30.639285,-96.362454,14853,29.706
77802.0,30.661248,-96.322614,25257,50.514
77803.0,30.680975,-96.386145,34026,68.052
77807.0,30.677687,-96.483601,11052,22.104
77808.0,30.797736,-96.312084,12248,24.496
77830.0,30.530233,-96.012991,3007,6.014
77831.0,30.715806,-95.908313,2847,5.694
77833.0,30.215075,-96.410272,28507,57.014
77835.0,30.193586,-96.588051,3121,6.242
77836.0,30.541565,-96.676232,12516,25.032
77837.0,31.003109,-96.688981,1873,3.746
77840.0,30.60907,-96.325998,59700,119.4
77845.0,30.562014,-96.2739,68757,137.514
77853.0,30.354551,-96.840806,1189,2.378
77855.0,31.133325,-96.136815,218,0.436
77856.0,31.075823,-96.425784,5492,10.984
77857.0,30.785329,-96.704162,767,1.534
77859.0,30.871914,-96.526934,6340,12.68
77861.0,30.721716,-96.109298,2135,4.2700000000000005
77864.0,30.953672,-95.905344,7824,15.648
77865.0,31.235882,-96.22928,2154,4.308
77867.0,30.743004,-96.548436,315,0.63
77868.0,30.365776,-96.04642,18344,36.688
77871.0,31.06316,-96.127222,3009,6.018
77872.0,30.879381,-96.138959,2178,4.356
77873.0,30.564947,-95.800223,1272,2.544
77876.0,30.598375,-95.873929,246,0.492
77878.0,30.471289,-96.438138,312,0.624
77879.0,30.398612,-96.497852,5357,10.714
77880.0,30.286936,-96.189365,1800,3.6
77901.0,28.804956,-96.984707,42620,85.24
77904.0,28.938494,-97.020386,28838,57.676
77905.0,28.735496,-97.04338,15279,30.558
77950.0,28.291992,-96.898424,157,0.314
77951.0,28.634388,-96.901049,1534,3.068
77954.0,29.097035,-97.282413,11047,22.094
77957.0,29.042415,-96.689715,8454,16.908
77960.0,28.67673,-97.198682,62,0.124
77961.0,28.85788,-96.353868,138,0.276
77962.0,29.020933,-96.48981,3309,6.618
77963.0,28.652457,-97.405775,5733,11.466
77964.0,29.378848,-96.834606,7874,15.748
77968.0,28.905028,-96.829368,3142,6.284
77969.0,28.775164,-96.658931,177,0.354
77970.0,28.846341,-96.434149,337,0.674
77971.0,28.833262,-96.521612,1227,2.454
77973.0,28.543661,-96.97109,25,0.05
77974.0,28.896922,-97.321741,448,0.896
77975.0,29.559671,-97.081874,1722,3.444
77976.0,28.954115,-97.122655,38,0.076
77977.0,28.695562,-96.794157,513,1.026
77978.0,28.667111,-96.570992,576,1.152
77979.0,28.608004,-96.618527,17295,34.59
77982.0,28.444644,-96.491788,1139,2.278
77983.0,28.441719,-96.579574,2414,4.828
77984.0,29.453329,-97.191865,4129,8.258000000000001
77987.0,29.342572,-97.075651,218,0.436
77988.0,28.83905,-96.889623,356,0.712
77990.0,28.484888,-96.924886,788,1.576
77991.0,28.798662,-96.614555,631,1.262
77993.0,28.857734,-97.428562,87,0.174
77994.0,29.178194,-97.47155,424,0.848
77995.0,29.202324,-97.076306,10731,21.462
78001.0,28.291719,-99.213215,0,0.0
78002.0,29.28375,-98.737693,5758,11.516
78003.0,29.707222,-99.095171,10129,20.258
78004.0,29.903262,-98.556446,1328,2.656
78005.0,28.941736,-98.851298,1176,2.352
78006.0,29.85855,-98.703353,37568,75.136
78007.0,28.515416,-98.37317,198,0.396
78008.0,28.703692,-98.263517,351,0.7020000000000001
78009.0,29.357251,-98.886655,7632,15.264
78010.0,29.912815,-99.039927,4224,8.448
78011.0,28.790915,-98.717634,1574,3.148
78012.0,28.764527,-98.485947,227,0.454
78013.0,29.972311,-98.904698,6210,12.42
78014.0,28.371399,-99.135335,5510,11.02
78015.0,29.742911,-98.651442,17187,34.374
78016.0,29.17158,-98.967448,10940,21.88
78017.0,28.711947,-99.177422,6120,12.24
78019.0,28.040092,-99.402695,2111,4.222
78021.0,28.496731,-98.827726,158,0.316
78022.0,28.257475,-98.143051,4082,8.164
78023.0,29.578233,-98.748415,29847,59.694
78024.0,30.043922,-99.515501,1466,2.932
78025.0,30.0808,-99.282359,4860,9.72
78026.0,28.821017,-98.610076,7158,14.316
78027.0,29.969074,-98.539209,990,1.98
78028.0,30.03651,-99.163044,40058,80.116
78029.0,30.159136,-99.345011,0,0.0
78039.0,29.31215,-98.834792,2309,4.618
78040.0,27.513375,-99.50214,39997,79.994
78041.0,27.545395,-99.462018,47207,94.414
78043.0,27.554788,-99.265533,46141,92.282
78044.0,27.751747,-99.126085,600,1.2
78045.0,27.833815,-99.681424,67981,135.962
78046.0,27.368619,-99.347342,71726,143.452
78050.0,29.070547,-98.48181,682,1.364
78052.0,29.203679,-98.776694,6128,12.256
78055.0,29.830348,-99.331352,2120,4.24
78056.0,29.537033,-98.933944,2024,4.048
