zcta,lat,lon,population,load_mw
75093.0,33.034224,-96.811608,47908,95.816
75094.0,33.021794,-96.615481,23408,46.816
75098.0,33.012135,-96.534936,58717,117.434
75101.0,32.270032,-96.702494,643,1.286
75102.0,32.057938,-96.632547,1455,2.91
75103.0,32.51693,-95.883547,15358,30.716
75104.0,32.584814,-96.972312,48821,97.642
75105.0,32.26301,-96.387663,248,0.496
75109.0,32.042784,-96.343754,4150,8.3
75110.0,32.084614,-96.527768,29665,59.33
75114.0,32.610575,-96.444256,6870,13.74
75115.0,32.599427,-96.864075,53118,106.236
75116.0,32.66066,-96.911882,19755,39.51
75117.0,32.715013,-95.854461,4505,9.01
75119.0,32.32695,-96.589539,28901,57.802
75124.0,32.326026,-95.974056,4985,9.97
75125.0,32.53675,-96.621707,7664,15.328
75126.0,32.742601,-96.452883,52078,104.156
75127.0,32.690295,-95.789932,1906,3.812
75132.0,32.945748,-96.373883,2326,4.652
75134.0,32.617663,-96.778058,20759,41.518
75135.0,33.066345,-96.221437,7183,14.366
75137.0,32.643212,-96.916468,19341,38.682
75140.0,32.635479,-95.686402,6877,13.754
75141.0,32.637333,-96.697609,5814,11.628
75142.0,32.568163,-96.250214,21746,43.492
75143.0,32.364579,-96.244987,14336,28.672
75144.0,32.108388,-96.207955,3414,6.828
75146.0,32.566313,-96.748636,20663,41.326
75147.0,32.436676,-96.079558,6951,13.902
75148.0,32.124647,-96.02579,6396,12.792
75149.0,32.773369,-96.618811,57758,115.516
75150.0,32.817399,-96.630416,61863,123.726
75152.0,32.439871,-96.678051,5194,10.388
75153.0,32.158261,-96.329631,571,1.142
75154.0,32.524259,-96.809069,42192,84.384
75155.0,32.229113,-96.475509,2971,5.942
75156.0,32.277923,-96.105287,16718,33.436
75157.0,32.464184,-96.439335,233,0.466
75158.0,32.462594,-96.402343,4337,8.674
75159.0,32.603727,-96.544282,20857,41.714
75160.0,32.758408,-96.301323,24494,48.988
75161.0,32.738797,-96.163856,7483,14.966
75163.0,32.166777,-96.118531,2590,5.18
75164.0,33.065971,-96.308737,788,1.576
75165.0,32.373351,-96.787085,44571,89.142
75166.0,33.012738,-96.453766,4624,9.248
75167.0,32.360829,-96.915523,12091,24.182
75169.0,32.703269,-95.994666,12937,25.874
75172.0,32.605177,-96.674317,4814,9.628
75173.0,33.061737,-96.395825,4953,9.906
75180.0,32.716606,-96.620087,23939,47.878
75181.0,32.723894,-96.555946,25264,50.528
75182.0,32.800525,-96.547577,6199,12.398
75189.0,32.94205,-96.311669,30842,61.684000000000005
75201.0,32.78776,-96.799426,18032,36.064
75202.0,32.779257,-96.80477,2739,5.478
75203.0,32.746823,-96.802681,18295,36.59
75204.0,32.802127,-96.788853,32032,64.06400000000001
75205.0,32.835893,-96.795514,24726,49.452
75206.0,32.831279,-96.771191,39653,79.306
75207.0,32.786796,-96.819971,7715,15.43
75208.0,32.753141,-96.839613,30064,60.128
75209.0,32.84831,-96.825474,14558,29.116
75210.0,32.770635,-96.746362,9504,19.008
75211.0,32.736827,-96.907506,77920,155.84
75212.0,32.781246,-96.878831,28017,56.034
75214.0,32.828494,-96.745968,34658,69.316
75215.0,32.750602,-96.756846,17184,34.368
75216.0,32.711324,-96.781215,54253,108.506
75217.0,32.710306,-96.678549,86811,173.622
75218.0,32.841987,-96.702574,22712,45.424
75219.0,32.811817,-96.812898,24038,48.076
75220.0,32.868529,-96.876118,41110,82.22
75223.0,32.792244,-96.744003,15002,30.004
75224.0,32.711405,-96.838591,37602,75.20400000000001
75225.0,32.864887,-96.790359,22108,44.216
75226.0,32.782826,-96.776443,4774,9.548
75227.0,32.76681,-96.6869,60632,121.264
75228.0,32.824924,-96.679438,75303,150.606
75229.0,32.893295,-96.864339,32739,65.478
75230.0,32.902679,-96.793393,27402,54.804
75231.0,32.873494,-96.747555,40987,81.974
75232.0,32.660862,-96.840948,32823,65.646
75233.0,32.703913,-96.871889,16920,33.84
75234.0,32.923189,-96.891721,39644,79.288
75235.0,32.832614,-96.849082,19198,38.396
75236.0,32.676435,-96.93681,16920,33.84
75237.0,32.665617,-96.873056,21607,43.214
75238.0,32.878497,-96.707819,33396,66.792
75240.0,32.930338,-96.787496,26841,53.682
75241.0,32.665447,-96.759461,30863,61.726
75243.0,32.912633,-96.736637,68253,136.506
75244.0,32.925367,-96.836334,13552,27.104
75246.0,32.792496,-96.772763,2553,5.106
75247.0,32.813735,-96.883667,772,1.544
75248.0,32.969699,-96.797334,37602,75.20400000000001
75249.0,32.636053,-96.964574,18374,36.748
75251.0,32.919031,-96.772179,3750,7.5
75252.0,32.997373,-96.788213,27880,55.76
75253.0,32.674426,-96.609228,24666,49.332
75254.0,32.944116,-96.80009,26700,53.4
75270.0,32.781197,-96.802229,0,0.0
75287.0,32.999309,-96.841688,55060,110.12
75390.0,32.814164,-96.84065,0,0.0
75401.0,33.189002,-96.108829,20689,41.378
75402.0,33.067866,-96.08797,17463,34.926
75407.0,33.155792,-96.48041,18371,36.742
75409.0,33.3555,-96.516313,16750,33.5
75410.0,32.790203,-95.631982,4332,8.664
75411.0,33.857959,-95.64937,740,1.48
75412.0,33.801868,-95.151966,659,1.318
75413.0,33.44144,-96.179163,287,0.5740000000000001
75414.0,33.623644,-96.427868,3394,6.788
75415.0,33.46221,-95.757468,353,0.706
75416.0,33.682608,-95.340845,2946,5.892
75417.0,33.439658,-95.140371,2563,5.126
75418.0,33.571922,-96.170962,14570,29.14
75420.0,33.052795,-95.72123,1135,2.27
75421.0,33.66136,-95.731245,719,1.438
75422.0,33.141516,-95.934235,3084,6.168
75423.0,33.284688,-96.200217,3423,6.846
75424.0,33.321715,-96.378507,2891,5.782
75426.0,33.663063,-94.997258,4177,8.354000000000001
75428.0,33.274704,-95.917561,11474,22.948
75431.0,33.01419,-95.460935,1871,3.742
75432.0,33.397601,-95.681769,3196,6.392
75433.0,33.098096,-95.803234,3115,6.23
75435.0,33.482646,-95.320088,1146,2.2920000000000003
75436.0,33.712875,-95.240728,2122,4.244
75437.0,33.261225,-95.47242,1144,2.2880000000000003
75438.0,33.615571,-96.072162,973,1.946
75439.0,33.55352,-96.282897,1186,2.372
75440.0,32.881155,-95.747763,7112,14.224
75441.0,33.427656,-95.642911,192,0.384
75442.0,33.174219,-96.356004,9558,19.116
75446.0,33.615093,-95.900092,3415,6.83
75447.0,33.776751,-96.10937,1201,2.402
75448.0,33.316269,-95.788968,784,1.568
75449.0,33.420872,-95.945707,1247,2.494
75450.0,33.40225,-95.483203,197,0.394
75451.0,32.965772,-95.127063,1375,2.75
75452.0,33.402226,-96.23857,4673,9.346
75453.0,32.997657,-95.932679,2661,5.322
75454.0,33.28561,-96.566004,11848,23.696
75455.0,33.216815,-94.975144,27700,55.4
75457.0,33.168595,-95.215151,6243,12.486
75459.0,33.53262,-96.671495,5260,10.52
75460.0,33.655496,-95.60519,23926,47.852
75462.0,33.624342,-95.491739,11652,23.304
75468.0,33.507381,-95.403599,1228,2.456
75469.0,33.421409,-95.810604,310,0.62
75470.0,33.577874,-95.810125,147,0.294
75471.0,33.056806,-95.373518,1808,3.616
75472.0,32.884423,-95.869602,4014,8.028
75473.0,33.815579,-95.488005,3443,6.886
75474.0,32.924005,-96.109433,15912,31.824
75475.0,33.474893,-96.238245,111,0.222
75476.0,33.708311,-96.240654,1031,2.062
75477.0,33.529909,-95.738073,1172,2.344
75478.0,33.176532,-95.358602,947,1.894
75479.0,33.618234,-96.333066,1987,3.974
75480.0,33.024585,-95.197134,2030,4.0600000000000005
75481.0,33.320029,-95.373504,412,0.8240000000000001
75482.0,33.167968,-95.608224,25108,50.216
75486.0,33.745235,-95.744327,2311,4.622
75487.0,33.334851,-95.1615,1846,3.692
75488.0,33.778767,-95.996778,747,1.494
75489.0,33.519251,-96.484323,1110,2.22
75490.0,33.438031,-96.30828,2633,5.266
75491.0,33.486324,-96.39593,4781,9.562
75492.0,33.584372,-95.993544,369,0.738
75493.0,33.146015,-95.107952,589,1.178
75494.0,32.917192,-95.25986,10741,21.482
75495.0,33.439195,-96.546841,8621,17.242
75496.0,33.34964,-96.057908,3450,6.9
75497.0,32.924728,-95.568154,3963,7.926
75501.0,33.371831,-94.139813,35352,70.70400000000001
75503.0,33.511837,-94.142254,26843,53.686
75550.0,33.498221,-94.890845,775,1.55
75551.0,33.119332,-94.220491,11268,22.536
75554.0,33.553515,-94.780261,2356,4.712
75555.0,32.939166,-94.142316,1477,2.954
75556.0,33.154789,-94.062407,1292,2.584
75558.0,33.241961,-94.857848,2216,4.432
75559.0,33.503694,-94.627358,5263,10.526
75560.0,33.185033,-94.36393,1170,2.34
75561.0,33.516756,-94.281559,5135,10.27
75562.0,32.925399,-94.248447,133,0.266
75563.0,33.002696,-94.383454,4225,8.45
75565.0,32.938986,-94.074586,419,0.838
75566.0,33.148174,-94.491749,686,1.372
75567.0,33.310991,-94.311711,4655,9.31
75568.0,33.193211,-94.587279,2350,4.7
75569.0,33.441821,-94.128591,3554,7.1080000000000005
75570.0,33.459359,-94.439042,10703,21.406
75571.0,33.207019,-94.77363,2909,5.8180000000000005
75572.0,33.225893,-94.127695,3594,7.188
75573.0,33.348136,-94.229045,45,0.09
75574.0,33.325004,-94.550659,1369,2.738
75601.0,32.508588,-94.723844,15256,30.512
75602.0,32.449598,-94.666048,20576,41.152
75603.0,32.40305,-94.711177,6452,12.904
75604.0,32.509161,-94.824249,29922,59.844
75605.0,32.582243,-94.725529,32438,64.876
75630.0,32.867555,-94.549488,2104,4.208
75631.0,32.249318,-94.45322,3029,6.058
75633.0,32.138496,-94.274156,12831,25.662
75638.0,33.020475,-94.729699,5106,10.212
75639.0,32.293824,-94.169679,2756,5.5120000000000005
75640.0,32.708417,-94.683181,5181,10.362
75641.0,32.378406,-94.575782,138,0.276
75642.0,32.371536,-94.176598,23,0.046
75643.0,32.019371,-94.361907,2151,4.3020000000000005
75644.0,32.791213,-94.999846,13883,27.766
75645.0,32.688692,-94.871843,10393,20.786
75647.0,32.514634,-94.953287,12328,24.656
75650.0,32.513277,-94.548846,9775,19.55
75651.0,32.664407,-94.538189,2300,4.6000000000000005
75652.0,32.239409,-94.728328,16078,32.156
75654.0,32.077773,-94.83013,12268,24.536
75656.0,33.011304,-94.572161,4897,9.794
75657.0,32.794973,-94.310306,7274,14.548
75661.0,32.631317,-94.171261,2586,5.172
75662.0,32.384458,-94.870169,26318,52.636
75667.0,31.988175,-94.844274,1327,2.654
75668.0,32.907075,-94.678637,2469,4.938
75669.0,32.038799,-94.57588,1332,2.664
75670.0,32.569858,-94.418658,18263,36.526
75672.0,32.468303,-94.299079,16480,32.96
75681.0,31.925449,-94.704029,2425,4.8500000000000005
75682.0,32.250338,-94.936535,572,1.144
75683.0,32.826816,-94.737224,4053,8.106
75684.0,32.277021,-94.937156,8086,16.172
75686.0,32.965131,-94.951917,13483,26.966
75691.0,32.311917,-94.551752,3963,7.926
75692.0,32.470841,-94.118036,4387,8.774000000000001
75693.0,32.53378,-94.86066,6863,13.726
75701.0,32.321937,-95.302223,36089,72.178
75702.0,32.362434,-95.315262,27678,55.356
75703.0,32.235111,-95.320764,42955,85.91
75704.0,32.413201,-95.444258,10367,20.734
75705.0,32.363842,-95.086288,3138,6.276
75706.0,32.469555,-95.307879,10882,21.764
75707.0,32.301709,-95.177976,13206,26.412
75708.0,32.418412,-95.21307,9461,18.922
75709.0,32.304313,-95.390937,4624,9.248
75750.0,32.26754,-95.077715,3414,6.828
75751.0,32.094348,-95.906047,17356,34.712
75752.0,32.251937,-95.799861,7263,14.526
75754.0,32.42667,-95.667877,8021,16.042
75755.0,32.641695,-95.075624,4805,9.61
75756.0,32.302029,-95.600894,4332,8.664
75757.0,32.110362,-95.348104,13641,27.282
75758.0,32.271436,-95.521442,9041,18.082
75759.0,32.035939,-95.418796,116,0.232
75760.0,31.796249,-94.85434,2386,4.772
75762.0,32.218341,-95.413445,13703,27.406
75763.0,32.042754,-95.523388,6359,12.718
75764.0,31.895427,-95.143719,212,0.424
75765.0,32.642043,-95.234859,7507,15.014
75766.0,31.944675,-95.256775,26995,53.99
75770.0,32.158557,-95.643712,2552,5.104
75771.0,32.537897,-95.435716,20509,41.018
75773.0,32.681453,-95.447702,14305,28.61
75778.0,32.300926,-95.709837,2468,4.936
75779.0,31.863226,-95.484612,110,0.22
75780.0,31.991023,-95.091846,242,0.484
75783.0,32.816459,-95.424768,8118,16.236
75784.0,31.872135,-94.974153,708,1.416
75785.0,31.775433,-95.19655,10931,21.862
75788.0,31.825939,-94.925873,25,0.05
75789.0,32.109512,-95.094194,8379,16.758
75790.0,32.535169,-95.643977,3656,7.312
75791.0,32.221677,-95.220676,13952,27.904
75792.0,32.4761,-95.100668,2861,5.722
75801.0,31.734462,-95.531204,15808,31.616
75803.0,31.881777,-95.679494,21511,43.022
75831.0,31.473667,-96.009365,6155,12.31
75832.0,31.932016,-95.980741,0,0.0
75833.0,31.268635,-95.843907,2448,4.896
75835.0,31.284891,-95.490625,11425,22.85
75838.0,31.4789,-96.229757,679,1.358
75839.0,31.606693,-95.58334,6398,12.796
75840.0,31.782559,-96.093621,6297,12.594
75844.0,31.513801,-95.437616,5632,11.264
75845.0,31.087576,-95.076959,3129,6.258
75846.0,31.328853,-96.152369,2944,5.888
75847.0,31.356209,-95.152898,1745,3.49
75848.0,31.765238,-96.329928,100,0.2
75849.0,31.417411,-95.481647,51,0.102
75850.0,31.135677,-95.935045,1387,2.774
75851.0,31.092367,-95.499937,4916,9.832
75852.0,30.959521,-95.715509,3634,7.268
75853.0,31.946872,-95.814466,559,1.118
75855.0,31.557331,-95.863641,2952,5.904
75856.0,31.188898,-95.255739,171,0.342
75858.0,31.390774,-95.126654,0,0.0
75859.0,31.893076,-96.236904,1825,3.65
75860.0,31.61135,-96.238051,6351,12.702
75861.0,31.851579,-95.888459,9081,18.162
75862.0,30.964728,-95.325895,10115,20.23
75901.0,31.301675,-94.641408,29148,58.296
75904.0,31.340325,-94.826061,35208,70.416
75925.0,31.614855,-95.062493,3913,7.826
75926.0,31.248085,-94.969099,1207,2.414
75928.0,30.671395,-93.71134,1318,2.636
75929.0,31.245162,-94.175514,1653,3.306
75930.0,31.327534,-94.031144,1655,3.31
75931.0,31.113664,-94.021385,1967,3.934
75932.0,31.056147,-93.615655,1628,3.256
75933.0,30.553812,-93.812696,1049,2.098
75934.0,30.895058,-94.759121,201,0.402
75935.0,31.732513,-94.19129,12994,25.988
75936.0,30.952076,-94.579622,951,1.902
75937.0,31.465326,-94.367317,1033,2.066
75938.0,30.940517,-94.35364,2425,4.8500000000000005
75939.0,31.013779,-94.79742,5682,11.364
75941.0,31.187072,-94.758803,8737,17.474
75942.0,30.815166,-94.430587,96,0.192
75943.0,31.658422,-94.894177,1338,2.676
75944.0,31.354095,-94.38768,936,1.872
75946.0,31.819331,-94.520645,3851,7.702
75948.0,31.307588,-93.784102,6072,12.144
75949.0,31.229843,-94.509183,8518,17.036
75951.0,30.934425,-94.059578,16154,32.308
75954.0,31.904341,-94.048094,2634,5.268
75956.0,30.676367,-93.98312,9595,19.19
75959.0,31.512307,-93.861732,859,1.718
75960.0,30.912856,-94.865672,725,1.45
75961.0,31.558362,-94.504771,15447,30.894
75962.0,31.619873,-94.64708,3188,6.376
75964.0,31.631742,-94.740721,19410,38.82
75965.0,31.723324,-94.628592,18321,36.642
75966.0,30.827971,-93.714454,4534,9.068
75968.0,31.252156,-93.954016,2167,4.3340000000000005
75969.0,31.445715,-94.88759,3522,7.0440000000000005
75972.0,31.483597,-94.131501,6252,12.504
75973.0,31.711317,-93.942853,3036,6.072
75974.0,31.958364,-94.239838,3611,7.222
75975.0,31.897138,-94.413785,4052,8.104000000000001
75976.0,31.527552,-94.92527,989,1.978
75977.0,31.065187,-93.786673,444,0.888
75978.0,31.509059,-94.527256,193,0.386
75979.0,30.748559,-94.38912,12579,25.158
75980.0,31.138382,-94.375214,2255,4.51
76001.0,32.631994,-97.150534,37231,74.462
76002.0,32.621896,-97.093509,36302,72.604
76006.0,32.784931,-97.099915,24057,48.114
76008.0,32.695633,-97.630059,20288,40.576
76009.0,32.414937,-97.200076,19618,39.236
76010.0,32.722829,-97.080316,59526,119.052
76011.0,32.75203,-97.082615,22878,45.756
76012.0,32.75513,-97.139242,26730,53.46
76013.0,32.719328,-97.155027,34763,69.526
76014.0,32.692105,-97.086517,33289,66.578
76015.0,32.692198,-97.133787,17773,35.546
76016.0,32.689222,-97.18913,31705,63.41
76017.0,32.662513,-97.164024,46312,92.624
76018.0,32.662981,-97.095295,28353,56.706
76020.0,32.900196,-97.561179,30487,60.974
76021.0,32.852971,-97.130443,35168,70.336
76022.0,32.830659,-97.145163,13945,27.89
76023.0,33.041952,-97.597065,7090,14.18
76028.0,32.532677,-97.306547,72493,144.986
76031.0,32.346162,-97.328078,18432,36.864
76033.0,32.275189,-97.511185,25977,51.954
76034.0,32.891478,-97.149747,26693,53.386
76035.0,32.561809,-97.633657,2373,4.746
76036.0,32.581053,-97.419576,27835,55.67
76039.0,32.860285,-97.086028,37896,75.792
76040.0,32.814107,-97.091323,33419,66.83800000000001
76041.0,32.237638,-96.84175,514,1.028
76043.0,32.208483,-97.795246,7525,15.05
76044.0,32.425936,-97.539874,5407,10.814
76048.0,32.422347,-97.811542,24586,49.172
76049.0,32.459806,-97.706976,30062,60.124
76050.0,32.280895,-97.160931,6094,12.188
76051.0,32.924857,-97.068211,54130,108.26
76052.0,32.986137,-97.374691,23080,46.16
76053.0,32.8172,-97.180586,30317,60.634
76054.0,32.85941,-97.178636,12178,24.356
76055.0,32.162541,-97.15481,3181,6.362
76058.0,32.470332,-97.424179,21037,42.074
76059.0,32.392588,-97.32754,5716,11.432
76060.0,32.637952,-97.213658,8606,17.212
76061.0,32.503988,-97.188389,59,0.118
76063.0,32.57074,-97.144837,76609,153.218
76064.0,32.302367,-97.037219,2100,4.2
76065.0,32.469436,-96.99067,38800,77.60000000000001
76066.0,32.704456,-97.993148,4106,8.212
76067.0,32.799741,-98.126932,20437,40.874
76070.0,32.266142,-97.655142,955,1.91
76071.0,33.00087,-97.444484,4173,8.346
76073.0,33.095616,-97.721202,6237,12.474
76077.0,32.278261,-97.691539,333,0.666
76078.0,33.093365,-97.462793,9024,18.048
76082.0,32.970044,-97.733748,21151,42.302
76084.0,32.426278,-97.090428,9574,19.148
76085.0,32.861116,-97.692165,10965,21.93
76086.0,32.754964,-97.791085,23161,46.322
76087.0,32.682606,-97.782556,29119,58.238
76088.0,32.850685,-97.902855,12610,25.22
76092.0,32.959873,-97.148433,31837,63.674
76093.0,32.210496,-97.392571,2930,5.86
76102.0,32.759104,-97.329756,10632,21.264
76103.0,32.748947,-97.272638,16848,33.696
76104.0,32.728693,-97.31782,17653,35.306
76105.0,32.724047,-97.269432,22922,45.844
76106.0,32.816685,-97.359631,38906,77.812
76107.0,32.742058,-97.38173,29377,58.754
76108.0,32.788074,-97.523247,42902,85.804
76109.0,32.70065,-97.386965,23725,47.45
76110.0,32.707831,-97.338265,33720,67.44
76111.0,32.778499,-97.300112,22567,45.134
76112.0,32.747426,-97.217658,42218,84.436
76114.0,32.774494,-97.402276,27151,54.302
76115.0,32.6785,-97.330511,21907,43.814
76116.0,32.720723,-97.447033,50371,100.742
76117.0,32.803436,-97.267376,32191,64.382
76118.0,32.800434,-97.192762,16594,33.188
76119.0,32.691147,-97.262625,52279,104.558
76120.0,32.775915,-97.180963,19941,39.882
76123.0,32.619344,-97.393958,37075,74.15
76126.0,32.635919,-97.511626,23844,47.688
76127.0,32.775828,-97.435255,2038,4.0760000000000005
76129.0,32.708639,-97.363495,1616,3.232
76131.0,32.881821,-97.345943,47377,94.754
76132.0,32.668193,-97.415906,26265,52.53
76133.0,32.652918,-97.379538,53694,107.388
76134.0,32.638585,-97.334039,28852,57.704
76135.0,32.836325,-97.469908,20233,40.466
76137.0,32.859685,-97.291523,59983,119.966
76140.0,32.619935,-97.278061,30930,61.86
76148.0,32.868421,-97.252132,23679,47.358
76155.0,32.824018,-97.048737,6329,12.658
76164.0,32.7811,-97.354585,13628,27.256
76177.0,32.975361,-97.310486,10814,21.628
76179.0,32.909919,-97.434281,69066,138.132
76180.0,32.840011,-97.225295,37117,74.234
76182.0,32.886498,-97.208097,31889,63.778
76201.0,33.220974,-97.146038,29447,58.894
76205.0,33.192632,-97.129266,21657,43.314
76207.0,33.222016,-97.176122,14794,29.588
76208.0,33.20863,-97.055409,24992,49.984
76209.0,33.231552,-97.109871,26244,52.488
76210.0,33.149467,-97.096016,46046,92.092
76225.0,33.374041,-97.667809,2688,5.376
76226.0,33.114714,-97.173909,29240,58.48
76227.0,33.274295,-96.988878,36392,72.784
76228.0,33.61791,-98.062664,1215,2.43
76230.0,33.520572,-97.95612,9633,19.266
76233.0,33.537706,-96.906575,3317,6.634
76234.0,33.276319,-97.514178,18937,37.874
76238.0,33.479016,-97.351845,276,0.552
76239.0,33.503014,-97.529509,1310,2.62
76240.0,33.661602,-97.176369,28546,57.092
76244.0,32.927988,-97.283692,78815,157.63
76245.0,33.830932,-96.839764,1463,2.926
76247.0,33.101183,-97.347457,12542,25.084
76248.0,32.924955,-97.230259,39641,79.282
76249.0,33.278823,-97.30231,8196,16.392
76250.0,33.630166,-97.23576,894,1.788
76251.0,33.631922,-97.688998,763,1.526
76252.0,33.682081,-97.382855,2441,4.882
76253.0,33.615855,-97.310834,383,0.766
76255.0,33.82471,-97.739095,5477,10.954
76258.0,33.371085,-96.932195,6926,13.852
76259.0,33.198695,-97.312,5738,11.476
76261.0,33.793074,-97.963802,261,0.522
76262.0,33.009335,-97.22672,41158,82.316
76263.0,33.462023,-97.457438,23,0.046
76264.0,33.737974,-96.839543,1368,2.736
76265.0,33.75668,-97.538121,1464,2.928
76266.0,33.372827,-97.213258,16571,33.142
76268.0,33.627623,-96.767396,224,0.448
76270.0,33.455656,-97.752881,1932,3.864
76271.0,33.464625,-96.892739,1984,3.968
76272.0,33.455973,-97.127134,4404,8.808
76273.0,33.743893,-96.936121,9429,18.858
76301.0,33.905603,-98.47977,15113,30.226
76302.0,33.864598,-98.49111,12867,25.734
76305.0,34.006193,-98.387687,4285,8.57
76306.0,33.944942,-98.523592,15726,31.452
76308.0,33.852942,-98.54073,19937,39.874
76309.0,33.895237,-98.54428,13546,27.092
76310.0,33.799085,-98.50984,18908,37.816
76311.0,33.968972,-98.508943,8760,17.52
76351.0,33.558025,-98.695427,1805,3.61
76354.0,34.103277,-98.622462,12323,24.646
76357.0,34.082363,-98.184965,517,1.034
76360.0,33.963477,-98.961142,3581,7.162
76363.0,33.475952,-99.551825,399,0.798
76364.0,34.032012,-98.995325,189,0.378
76365.0,33.75849,-98.202251,4598,9.196
76366.0,33.723849,-98.783672,2152,4.304
76367.0,33.9732,-98.720985,13385,26.77
76370.0,33.527389,-98.884746,325,0.65
76371.0,33.484962,-99.642707,1540,3.08
76372.0,33.250203,-98.925556,953,1.906
76373.0,34.131724,-99.106566,144,0.288
76374.0,33.358656,-98.740056,3891,7.782
76377.0,34.008318,-98.258589,415,0.8300000000000001
76379.0,33.668239,-98.489118,680,1.36
76380.0,33.621035,-99.243769,3601,7.202
76384.0,34.160505,-99.34314,12112,24.224
76388.0,33.322836,-99.642126,231,0.462
76389.0,33.513054,-98.457321,1542,3.084
76401.0,32.282237,-98.196721,29904,59.808
76402.0,32.216326,-98.217165,952,1.904
76424.0,32.801213,-98.88698,8898,17.796
76426.0,33.166041,-97.845101,12694,25.388
76427.0,33.158189,-98.377664,1041,2.082
76429.0,32.759373,-98.666449,154,0.308
76430.0,32.790132,-99.241839,2169,4.338
76431.0,33.332344,-97.868439,3708,7.416
76432.0,31.842565,-98.805134,1467,2.934
76433.0,32.315739,-98.022849,1834,3.668
76435.0,32.242637,-98.85714,443,0.886
76436.0,31.863019,-98.2281,148,0.296
76437.0,32.403542,-99.038804,5899,11.798
76442.0,31.890896,-98.613096,7812,15.624
76443.0,32.13383,-99.213349,1903,3.806
76444.0,32.123666,-98.577422,3515,7.03
76445.0,32.302818,-98.552383,486,0.972
76446.0,32.07458,-98.349791,8120,16.240000000000002
76448.0,32.398455,-98.797824,4983,9.966
76449.0,32.901592,-98.315542,2351,4.702
76450.0,33.057759,-98.622222,13036,26.072
76452.0,31.747542,-98.364392,80,0.16
76453.0,32.584194,-98.335694,1438,2.876
76454.0,32.21185,-98.735794,1903,3.806
76455.0,31.813332,-98.384478,926,1.852
76457.0,31.944662,-98.027972,4045,8.09
76458.0,33.219589,-98.188154,6121,12.242
76459.0,33.276351,-98.382351,200,0.4
76460.0,33.306476,-98.500269,433,0.866
76462.0,32.527015,-98.008849,4412,8.824
76463.0,32.455408,-98.418168,450,0.9
76464.0,32.556004,-99.164736,516,1.032
76466.0,32.433309,-98.73742,125,0.25
76469.0,32.340927,-99.198503,90,0.18
76470.0,32.495875,-98.66402,3518,7.0360000000000005
76471.0,32.116953,-98.98514,1772,3.544
76472.0,32.600503,-98.17276,1502,3.004
76474.0,31.976523,-98.793857,327,0.654
76475.0,32.673266,-98.485899,1204,2.408
76476.0,32.362649,-97.924354,3151,6.3020000000000005
