Date,Hour,Type,Solve Time
2024-01-08,0,SCED,2.9965
2024-01-08,1,SCED,2.2296
2024-01-08,2,SCED,2.2639
2024-01-08,3,SCED,3.745
2024-01-08,4,SCED,2.2827
2024-01-08,5,SCED,2.2772
2024-01-08,6,SCED,3.9154
2024-01-08,7,SCED,2.2639
2024-01-08,8,SCED,1.987
2024-01-08,9,SCED,3.0414
2024-01-08,10,SCED,3.085
2024-01-08,11,SCED,3.8974
2024-01-08,12,SCED,3.005
2024-01-08,13,SCED,1.9765
2024-01-08,14,SCED,1.9667
2024-01-08,15,SCED,1.919
2024-01-08,16,SCED,3.0156
2024-01-08,17,SCED,3.0529
2024-01-08,18,SCED,1.9761
2024-01-08,19,SCED,3.058
2024-01-08,20,SCED,2.9215
2024-01-08,21,SCED,2.9616
2024-01-08,22,SCED,2.9612
2024-01-08,23,SCED,3.0409
