Date,Hour,Type,Solve Time
2024-06-17,0,SCED,1.5781
2024-06-17,1,SCED,1.4276
2024-06-17,2,SCED,1.4463
2024-06-17,3,SCED,1.4385
2024-06-17,4,SCED,1.4194
2024-06-17,5,SCED,1.441
2024-06-17,6,SCED,1.1389
2024-06-17,7,SCED,1.0434
2024-06-17,8,SCED,1.244
2024-06-17,9,SCED,1.0506
2024-06-17,10,SCED,1.2801
2024-06-17,11,SCED,1.0632
2024-06-17,12,SCED,1.1248
2024-06-17,13,SCED,1.4284
2024-06-17,14,SCED,1.4995
2024-06-17,15,SCED,1.1699
2024-06-17,16,SCED,1.1449
2024-06-17,17,SCED,1.1453
2024-06-17,18,SCED,1.4358
2024-06-17,19,SCED,1.7181
2024-06-17,20,SCED,1.22
2024-06-17,21,SCED,1.6872
2024-06-17,22,SCED,1.4701
2024-06-17,23,SCED,1.3258
