Date,Hour,Type,Solve Time
2024-06-17,0,SCED,3.9577
2024-06-17,1,SCED,3.4114
2024-06-17,2,SCED,3.0871
2024-06-17,3,SCED,3.0709
2024-06-17,4,SCED,3.1167
2024-06-17,5,SCED,3.5335
2024-06-17,6,SCED,5.2784
2024-06-17,7,SCED,1.8431
2024-06-17,8,SCED,4.3706
2024-06-17,9,SCED,3.4154
2024-06-17,10,SCED,3.0614
2024-06-17,11,SCED,9.7601
2024-06-17,12,SCED,3.8563
2024-06-17,13,SCED,3.4111
2024-06-17,14,SCED,8.85
2024-06-17,15,SCED,2.9658
2024-06-17,16,SCED,2.9021
2024-06-17,17,SCED,5.4937
2024-06-17,18,SCED,5.3695
2024-06-17,19,SCED,3.6061
2024-06-17,20,SCED,5.4668
2024-06-17,21,SCED,5.4622
2024-06-17,22,SCED,8.432
2024-06-17,23,SCED,5.1673
