Date,Hour,Type,Solve Time
2024-06-17,0,SCED,1.8215
2024-06-17,1,SCED,1.7407
2024-06-17,2,SCED,1.6458
2024-06-17,3,SCED,1.7755
2024-06-17,4,SCED,1.6544
2024-06-17,5,SCED,1.7409
2024-06-17,6,SCED,3.2763
2024-06-17,7,SCED,1.1099
2024-06-17,8,SCED,1.1001
2024-06-17,9,SCED,4.0952
2024-06-17,10,SCED,1.4973
2024-06-17,11,SCED,1.5907
2024-06-17,12,SCED,1.6436
2024-06-17,13,SCED,1.5868
2024-06-17,14,SCED,1.8487
2024-06-17,15,SCED,1.477
2024-06-17,16,SCED,1.4579
2024-06-17,17,SCED,1.3594
2024-06-17,18,SCED,1.3935
2024-06-17,19,SCED,1.3347
2024-06-17,20,SCED,3.076
2024-06-17,21,SCED,2.8516
2024-06-17,22,SCED,1.4584
2024-06-17,23,SCED,1.4659
