GEN,UnitOnT0State,PowerGeneratedT0
WAKEWE_G2,1,142.4
TRUENO_UNIT1,1,116.6
TRUENO_UNIT2,1,123.2
AJAXWIND_UNIT1,1,225.6
AJAXWIND_UNIT2,1,141.0
WEC_WECG1,1,59.8
EXGNWTL_WIND_1,1,92.3
WHMESA_UNIT1,1,152.3
WHMESA_UNIT2_23,1,13.9
WHMESA_UNIT2_28,1,183.3
WHMESA_UNIT3_23,1,18.6
WHMESA_UNIT3_28,1,132.5
SALVTION_UNIT1,1,125.0
SALVTION_UNIT2,1,125.0
WL_RANCH_UNIT1,1,199.5
WNDTHST2_UNIT1,1,67.6
MOZART_WIND_1,1,30.0
WHTTAIL_WR1,1,121.5
YNG_WND_UNIT1,1,193.0
YNG_WND_UNIT2,1,148.9
YNG_WND_UNIT3,1,146.1
ANCHOR_WIND1,1,16.0
BAIRDWND_UNIT1,1,195.0
BAIRDWND_UNIT2,1,145.0
BIGSAMWD_UNIT1,1,132.9
BIGSAMWD_UNIT2,1,132.5
BOARDCRK_UNIT1,1,108.8
BOARDCRK_UNIT2,1,190.4
CANYONWD_UNIT1,1,146.6
CANYONWD_UNIT2,1,2.5
CANYONWD_UNIT3,1,59.2
CANYONWD_UNIT4,1,20.2
CANYONWD_UNIT5,1,67.7
CANYONWD_UNIT6,1,12.6
COYOTE_W_UNIT1,1,90.0
COYOTE_W_UNIT2,1,26.6
COYOTE_W_UNIT3,1,126.0
ELSAUZ_UNIT1,1,153.0
ELSAUZ_UNIT2,1,148.5
FOXTROT_UNIT1,1,130.2
FOXTROT_UNIT2,1,84.0
FOXTROT_UNIT3,1,54.0
HARALD_UNIT1,1,162.1
LACASAWD_UNIT1,1,12.4
LACASAWD_UNIT2,1,133.3
LACASAWD_UNIT3,1,2.7
MAG_UNIT1,1,97.5
MAG_UNIT2,1,102.0
MARYNEAL_UNIT1,1,182.4
MONTECR1_WIND1,1,234.5
PCT_UNIT1,1,236.0
PHILLWND_UNIT1,1,153.0
PHILLWND_UNIT2,1,147.0
PRIDDY_UNIT1,1,187.2
PRIDDY_UNIT2,1,115.2
WH_WIND_UNIT1,1,209.4
WH_WIND_UNIT2,1,209.5
WILDWIND_UNIT1,1,18.4
WILDWIND_UNIT2,1,48.0
WILDWIND_UNIT3,1,6.3
WILDWIND_UNIT4,1,54.6
WILDWIND_UNIT5,1,52.8
7RNCHSLR_UNIT1,1,139.5
7RNCHSLR_UNIT2,1,95.5
7RNCHSLR_UNIT3,1,5.6
ACACIA_UNIT_1,1,10.0
AIRPRTRD_LONEWOLFE,1,1.0
ALEXIS_ALEXIS,1,10.0
ANDMDSLR_UNIT1,1,158.8
ANDMDSLR_UNIT2,1,162.4
ANG_SLR_UNIT1,1,195.4
ANSON1_UNIT1,1,100.8
ANSON1_UNIT2,1,100.8
ARAGORN_UNIT1,1,188.2
ASCK_SLR_SOLAR1,1,206.8
ASCK_SLR_SOLAR2,1,210.9
AURO_SLR_UNIT1,1,201.7
AZURE_SOLAR1,1,74.9
AZURE_SOLAR2,1,153.5
CECSOLAR_BECK1,1,1.0
SIRIUS_UNIT2,1,50.0
BELM_SLR_UNIT1,1,201.0
BKVSOLAR_BKVSOLAR1,1,2.5
BROOK_1UNIT,1,7.6
ELMEN_1UNIT,1,7.3
CAPRIDG4_BB_PV,1,30.0
CAPRIDG4_BB2_PV1,1,100.0
CAPRIDG4_BB2_PV2,1,15.0
LMESASLR_UNIT1,1,101.6
LMESASLR_IVORY,1,50.0
BOVINE_BOVINE,1,5.0
BOVINE2_BOVINE2,1,5.0
FILESSLR_PV1,1,146.1
BRIGHTSD_UNIT1,1,53.4
BR_ARROW_UNIT1,1,127.3
BR_ARROW_UNIT2,1,173.9
BRNSN_BRNSN,1,5.0
BRNSN2_BRNSN2,1,5.0
CASCADE,1,5.0
CASCADE2,1,5.0
CASL_GAP_UNIT1,1,180.0
CS10_CATAN,1,10.0
CHISUM_CHISUM,1,10.0
X443PV1_SWRI_PV1,1,5.0
CONIGLIO_UNIT1,1,125.7
CORALSLR_SOLAR1,1,97.7
CORALSLR_SOLAR2,1,56.3
CORAZON_UNIT1,1,202.6
CRWN_SLR_UNIT1,1,101.3
DAG_UNIT1,1,101.4
DAG_UNIT2,1,101.4
DILEOSLR_UNIT1,1,71.4
E_BLACK_UNIT_1,1,144.0
EDDYII_EDDYII,1,10.0
EIFSLR_UNIT1,1,241.0
ELARA_SL_UNIT1,1,132.4
ELLISSLR_UNIT1,1,81.3
EGROVESL_UNIT1,1,109.5
ESTONIAN_SOLAR1,1,88.4
ESTONIAN_SOLAR2,1,114.4
EUNICE_PV1,1,189.6
EUNICE_PV2,1,237.1
FENCESLR_SOLAR1,1,138.9
FENCESLR_SOLAR2,1,98.0
FIFTHGS1_FGSOLAR1,1,6.8
FIVEWSLR_UNIT1,1,194.4
FIVEWSLR_UNIT2,1,127.0
FWLR_SLR_UNIT1,1,152.5
FRFWS_FAIRFIELD,1,4.0
FRYE_SLR_UNIT1,1,250.9
FRYE_SLR_UNIT2,1,251.1
HOVEY_UNIT1,1,22.0
BOOTLEG_UNIT1,1,126.0
GALLOWAY_SOLAR1,1,250.0
GALLOWAY_SOLAR2,1,111.1
19599_1_GOLD_SPIKE,1,1.3
19599_2_GOLD_SPIKE,1,0.8
19599_GOLD_SPIKE,1,1.9
GOLINDA_UNIT1,1,101.1
GRAN_SLR_UNIT1,1,50.2
GREASWOD_UNIT1,1,126.3
GREASWOD_UNIT2,1,132.2
GRIFFIN_GRIFFIN,1,5.0
GRIZZLY_SOLAR1,1,101.7
HALO_SLR_UNIT1,1,251.2
HWY56_HWY56,1,5.3
SEALY_1UNIT,1,1.6
HOL_UNIT1,1,178.9
HOL_UNIT2,1,186.1
HOLSTEIN_SOLAR1,1,102.2
HOLSTEIN_SOLAR2,1,102.3
HOPKNSLR_UNIT1,1,175.4
HOPKNSLR_UNIT2,1,76.2
HRZN_SLR_UNIT1,1,203.5
HRNT_SLR_UNIT1,1,200.7
HRNT_SLR_UNIT2,1,200.5
HRNT_SLR_UNIT3,1,201.2
IMPACT_UNIT1,1,198.5
JADE_SLR_UNIT1,1,158.8
JADE_SLR_UNIT2,1,162.4
JUNG_SLR_UNIT1,1,40.2
JUNO_UNIT1,1,162.1
JUNO_UNIT2,1,143.5
KELAM_SL_UNIT1,1,59.8
LAMPWICK_LAMPWICK,1,7.5
LAMPASAS_HIGHWAY183,1,7.5
LAPETUS_UNIT_1,1,100.7
LEON_LEON,1,10.0
LILY_SOLAR1,1,147.6
LGDRAW_S_UNIT1_1,1,98.5
LGDRAW_S_UNIT1_2,1,128.3
LON_SOLAR1,1,78.2
MALAKOFF,1,5.0
MAND_SLR_UNIT1,1,251.5
MRKM_SLR_PV1,1,161.5
MARLIN_MARLIN,1,5.3
MARS_MARS,1,10.0
MCLNSLR_UNIT1,1,207.4
MERCURY_PV1,1,203.5
MERCURY_PV2,1,203.5
MEXIA_MEXIA,1,4.0
MEXIA1_MEXIA1,1,4.0
MEXIA2_MEXIA2,1,4.0
MISAE_UNIT1,1,121.4
MISAE_UNIT2,1,118.6
MLKF1_MALAKOFF1,1,5.0
MLKF2_MALAKOFF2,1,5.0
MROW_SLR_SOLAR1,1,202.2
MUSTNGCK_SOLAR1,1,61.0
MUSTNGCK_SOLAR2,1,91.3
NEBULA_UNIT1,1,137.5
NOBLESLR_SOLAR1,1,148.8
NOBLESLR_SOLAR2,1,130.2
NGNSVL_NGAINESV,1,5.2
OBERON_UNIT_1,1,180.0
OCI_ALM1_UNIT1,1,39.2
STHWG_UNIT1,1,4.4
WALZM_UNIT1,1,5.5
ECLIPSE_UNIT1,1,37.6
HELIOS_UNIT1,1,100.0
SIRIUS_UNIT1,1,110.2
SOLARA_UNIT1,1,112.0
OGS_SLR_UNIT1,1,130.6
OUTP_SLR_UNIT1,1,258.0
OUTP_SLR_UNIT2,1,259.1
PAR_UNIT1,1,243.2
PAR_UNIT2,1,240.2
PEGASUS_PEGASUS,1,10.0
PERE_SLR_UNIT1,1,152.8
PERE_SLR_UNIT2,1,148.3
PHOEBE_UNIT1,1,125.1
PHOEBE_UNIT2,1,128.1
PHOENIX_UNIT1,1,83.9
PISGAH_SOLAR1,1,189.4
PISGAH_SOLAR2,1,64.4
PITTSDDK_UNIT1,1,49.6
PLN_UNIT1,1,270.0
PLN_UNIT2,1,270.0
PORT_SLR_UNIT1,1,245.8
PFK_PFKPV,1,2.6
PROSPERO_UNIT1,1,153.6
PROSPERO_UNIT2,1,150.0
PRSPERO2_UNIT1,1,126.5
PRSPERO2_UNIT2,1,126.4
QUEEN_SL_SOLAR1,1,102.5
QUEEN_SL_SOLAR2,1,102.5
QUEEN_SL_SOLAR3,1,97.5
QUEEN_SL_SOLAR4,1,107.5
RADN_SLR_UNIT1,1,161.4
RADN_SLR_UNIT2,1,166.0
RAMBLER_UNIT1,1,211.2
RATLIFF_SOLAR1,1,162.4
REROCK_UNIT1,1,78.8
REROCK_UNIT2,1,78.8
REDBARN_UNIT_1,1,222.0
REDBARN_UNIT_2,1,28.0
COSERVSS_CSS1,1,2.0
DP24X001_RETAMADG,1,1.8
RIGGINS_UNIT1,1,155.4
RIPPEY_UNIT1,1,59.8
ROW_UNIT1,1,101.7
ROW_UNIT2,1,200.7
SIG_SLR_UNIT1,1,51.6
LASSO_UNIT1,1,50.0
SPARTA_UNIT1,1,147.5
SPARTA_UNIT2,1,104.9
SPTX12B_UNIT1,1,157.5
STAM_SLR_SOLAR1,1,77.8
STAM_SLR_SOLAR2,1,178.6
STRLING_STRLING,1,10.0
STLHS_SL_PV1,1,210.8
STRATEGC_UNIT1,1,135.0
SUNVASLR_UNIT1,1,165.8
SUNVASLR_UNIT2,1,86.2
SOME1_1UNIT,1,5.6
VALL1_1UNIT,1,9.9
SOME2_1UNIT,1,5.0
VALL2_1UNIT,1,9.9
SUN_SLR_UNIT_1,1,203.5
TALCOWST_TALCO,1,7.5
TAYGETE_UNIT1,1,125.9
TAYGETE_UNIT2,1,128.9
TAYGETE2_UNIT1,1,101.9
TAYGETE2_UNIT2,1,101.9
NOVA1SLR_UNIT1,1,126.8
NOVA1SLR_UNIT2,1,126.7
NOVA2SLR_UNIT1,1,202.4
TRBT_SLR_PV1,1,150.0
TRBT_SLR_PV2,1,156.9
TI_SOLAR_UNIT1,1,136.8
TI_SOLAR_UNIT2,1,131.1
ERATH_ERATH21,1,10.0
TRN_TRINITYBAY,1,1.5
TNS_SLR_UNIT1,1,119.4
TNS_SLR_UNIT2,1,119.5
TYSN_SLR_UNIT1,1,90.5
VANCOURT_UNIT1,1,45.7
VISION_UNIT1,1,129.2
WGU_UNIT1,1,120.0
WLNTSPRG_1UNIT,1,10.0
WAYMARK_UNIT1,1,182.0
WEBBER_S_WSP1,1,26.7
WMOOREII_WMOOREII,1,5.0
W_PECOS_UNIT1,1,100.0
WES_UNIT1,1,101.6
WES_UNIT2,1,101.6
WBORO_WHTSBORO,1,5.0
WBOROII_WHBOROII,1,5.0
WHTRT_WHTRGHT,1,10.0
ADL_SOLAR1,1,60.1
YLWJACKET_YLWJACKET,1,5.0
ZIER_SLR_PV1,1,161.3
ANSON2_UNIT1,1,200.9
AZSP_SLR_SOLAR1,1,181.0
BAKE_SLR_UNIT1,1,234.8
BAKE_SLR_UNIT2,1,234.6
BART_SLR_SOLAR1,1,125.8
BIG_STAR_UNIT1,1,132.3
BIG_STAR_UNIT2,1,70.8
BLVN_SLR_SOLAR2,1,132.0
BLVN_SLR_SOLAR3,1,139.7
BLUEJAY_UNIT1,1,69.0
BLUEJAY_UNIT2,1,141.0
BCK_UNIT1,1,217.5
BCK_UNIT2,1,221.3
BUZI_SLR_UNIT1,1,6.3
BUZI_SLR_UNIT2,1,119.6
BUZI_SLR_UNIT3,1,107.2
BUZI_SLR_UNIT4,1,18.6
CHIL_SLR_SOLAR1,1,174.3
CHIL_SLR_SOLAR2,1,178.1
CMPD_SLR_SOLAR1,1,195.2
CMPD_SLR_SOLAR2,1,211.4
CTW_SOLAR1,1,175.7
CTW_SOLAR2,1,175.7
DMA_SOLAR1,1,100.2
DAN_UNIT1,1,301.3
DAN_UNIT2,1,151.0
DAN_UNIT3,1,150.5
DELILA_1_G1,1,153.5
DELILA_1_G2,1,153.5
DELILA_2_G1,1,107.1
DELILA_2_G2,1,103.4
DELILA_2_G3,1,107.1
DIVR_SLR_SOLAR1,1,71.0
DIVR_SLR_SOLAR2,1,155.2
DORA_SLR_SOLAR1,1,198.7
DORA_SLR_SOLAR2,1,202.7
DRCK_SLR_SOLAR1,1,200.1
EBELLSLR_UNIT1,1,244.9
EBELLSL2_UNIT1,1,150.6
ELZA_SLR_SOLAR1,1,151.7
FAGUSSLR_UNIT2,1,166.4
FAGUSSLR_UNIT3,1,166.6
JAY_UNIT1,1,119.6
JAY_UNIT2,1,160.5
GRYH_SLR_SOLAR5,1,28.1
GRYH_SLR_SOLAR6,1,28.1
GRYH_SLR_SOLAR7,1,94.6
GRYH_SLR_SOLAR8,1,101.6
GRIM_SLR_UNIT1,1,104.5
GRIM_SLR_UNIT2,1,79.9
GRIM_SLR_UNIT3,1,26.9
HKSN_SLR_UNIT1,1,149.7
HKSN_SLR_UNIT2,1,3.9
HKSN_SLR_UNIT3,1,157.5
LMWD_SLR_SOLAR1,1,204.6
LNP_SOLAR1,1,120.7
MIDP_SLR_SOLAR1,1,98.3
MLB_SLR_SOLAR1,1,201.5
MYR_UNIT1,1,171.6
MYR_UNIT2,1,149.6
NRTN_SLR_SOLAR1,1,125.5
ORIANA_UNIT1,1,180.7
PHO_SOLAR1,1,129.6
PHO_SOLAR2,1,106.1
PHO_SOLAR3,1,110.0
PHO_SOLAR4,1,106.0
PINEFRST_UNIT1,1,242.7
PINEFRST_UNIT2,1,58.9
PINN_SLR_UNIT1,1,215.3
PINN_SLR_UNIT2,1,219.2
PINN_SLR_UNIT3,1,219.2
ROSELAND_SOLAR1,1,254.0
ROSELAND_SOLAR2,1,137.8
ROSELAND_SOLAR3,1,116.2
SAMSON_1_G1,1,128.4
SAMSON_1_G2,1,128.4
SAMSON_1_G3,1,101.5
SAMSON_1_G4,1,101.5
SAMSON_3_G1,1,128.4
SAMSON_3_G2,1,128.4
SBE_UNIT1,1,233.5
STAR_SLR_UNIT1,1,70.5
STAR_SLR_UNIT2,1,66.3
STRG_SLR_UNIT1,1,184.1
STRG_SLR_UNIT2,1,17.5
SYBR_SLR_UNIT1,1,132.5
SYBR_SLR_UNIT2,1,128.6
TNG_SOLAR1,1,125.1
TNG_SOLAR2,1,125.1
TREB_SLR_SOLAR1,1,196.3
TUL_SLR_UNIT1,1,128.1
TUL_SLR_UNIT2,1,128.1
A4_DGR1,24,3.5
A4_DGR2,24,3.5
K2_DGR1,24,2.94
K2_DGR2,24,2.94
P2_DGR1,24,4.09
P2_DGR2,24,4.09
Q1_DGR1,24,2.94
BRAUNIG_VHB3,24,126.0
V2_DGR1,24,3.2
V2_DGR2,24,3.2
V2_DGR3,24,3.2
V4_DGR1,24,4.09
X1_DGR1,24,2.94
Z0_DGR1,24,2.94
Z0_DGR2,24,2.94
Z5_DGR1,24,2.94
DC_E,24,60.0
DC_N,24,22.0
DC_L,24,10.0
DC_R,24,30.0
CEDARVALE_GAS,24,0.99
ENCHANTED_ROCK_NEWPP,24,3.0
BYNUM_SOLAR_PROJECT,1,56.0
GREYHOUND_SOLAR,1,335.5
HERMES_SOLAR,1,100.4
MRG_GOODY_SOLAR,1,170.8
PITTS_DUDIK_II,1,30.2
SHAULA_I_SOLAR,1,205.2
