UID,From Bus,To Bus,R,X,B,Cont Rating
L385_386_138,385,386,0.0,0.01714829,0.0,250
L386_1564_345,386,1564,0.0,0.00144938,0.0,2400
L376_1757_138,376,1757,0.0,0.02162791,0.0,250
L388_1757_138,388,1757,0.0,0.01463012,0.0,250
L387_388_138,387,388,0.0,0.01016845,0.0,250
L1677_3219_345,1677,3219,0.0,0.00194998,0.0,2400
L1145_1677_345,1145,1677,0.0,0.00260409,0.0,2400
L933_1138_138,933,1138,0.0,0.00950798,0.0,250
L1138_3329_138,1138,3329,0.0,0.01219376,0.0,250
L441_1427_138,441,1427,0.0,0.02587608,0.0,250
L1427_3336_138,1427,3336,0.0,0.00952794,0.0,250
L1011_1019_138,1011,1019,0.0,0.06632042,0.0,250
L1014_1019_138,1014,1019,0.0,0.04471844,0.0,250
L1019_2070_138,1019,2070,0.0,0.02053046,0.0,250
L897_1019_138,897,1019,0.0,0.14032504,0.0,500
L1011_1383_138,1011,1383,0.0,0.03007834,0.0,250
L1011_3094_138,1011,3094,0.0,0.11625278,0.0,250
L2546_3094_138,2546,3094,0.0,0.02664629,0.0,250
L867_3094_138,867,3094,0.0,0.02568652,0.0,250
L1948_3094_138,1948,3094,0.0,0.05129521,0.0,250
L698_2070_138,698,2070,0.0,0.00900515,0.0,250
L698_1772_138,698,1772,0.0,0.13034216,0.0,250
L1111_2113_138,1111,2113,0.0,0.01969439,0.0,500
L1111_2115_138,1111,2115,0.0,0.03453403,0.0,250
L1116_1775_138,1116,1775,0.0,0.02063022,0.0,250
L1115_1775_138,1115,1775,0.0,0.00716341,0.0,250
L1111_2114_138,1111,2114,0.0,0.02358538,0.0,250
L1141_3095_138,1141,3095,0.0,0.00572674,0.0,500
L1078_3095_138,1078,3095,0.0,0.00488668,0.0,250
L2247_3095_138,2247,3095,0.0,0.01922947,0.0,250
L1078_1114_138,1078,1114,0.0,0.00550326,0.0,250
L1078_3334_138,1078,3334,0.0,0.00933039,0.0,250
L1078_1079_138,1078,1079,0.0,0.00725919,0.0,250
L1114_1776_138,1114,1776,0.0,0.00972348,0.0,250
L1564_2115_345,1564,2115,0.0,0.00985474,0.0,2400
L2114_2115_138,2114,2115,0.0,0.0127824,0.0,250
L1113_1926_138,1113,1926,0.0,0.00416037,0.0,250
L1926_1928_138,1926,1928,0.0,0.00744077,0.0,250
L1926_1927_138,1926,1927,0.0,0.00707961,0.0,250
L397_1927_138,397,1927,0.0,0.01387986,0.0,250
L1115_1776_138,1115,1776,0.0,0.00386505,0.0,250
L249_251_138,249,251,0.0,0.01555598,0.0,250
L251_252_138,251,252,0.0,0.01363243,0.0,250
L252_1454_138,252,1454,0.0,0.04847175,0.0,250
L234_239_138,234,239,0.0,0.00455745,0.0,250
L239_1454_138,239,1454,0.0,0.16622107,0.0,250
L1454_3106_138,1454,3106,0.0,0.01500725,0.0,250
L1454_2045_138,1454,2045,0.0,0.0261235,0.0,500
L1849_1850_138,1849,1850,0.0,0.00972149,0.0,250
L1843_1850_138,1843,1850,0.0,0.04221225,0.0,250
L1842_1849_138,1842,1849,0.0,0.05067465,0.0,250
L1840_1843_138,1840,1843,0.0,0.00741483,0.0,250
L1843_3164_138,1843,3164,0.0,0.010362,0.0,250
L1841_1843_345,1841,1843,0.0,0.00146685,0.0,2400
L1844_3164_138,1844,3164,0.0,0.00298309,0.0,500
L125_1842_138,125,1842,0.0,0.02149622,0.0,250
L1842_3164_138,1842,3164,0.0,0.04781128,0.0,250
L864_865_138,864,865,0.0,0.07351376,0.0,250
L859_864_138,859,864,0.0,0.01333911,0.0,250
L864_1771_138,864,1771,0.0,0.13230561,0.0,250
L1852_3110_138,1852,3110,0.0,0.0775544,0.0,250
L1852_3159_138,1852,3159,0.0,0.08356448,0.0,250
L1852_3160_138,1852,3160,0.0,0.01842334,0.0,250
L1852_1858_138,1852,1858,0.0,0.01633218,0.0,250
L1855_1858_138,1855,1858,0.0,0.03867045,0.0,250
L1196_1197_138,1196,1197,0.0,0.03084856,0.0,250
L1196_1841_345,1196,1841,0.0,0.00279982,0.0,2400
L1197_3098_138,1197,3098,0.0,0.01723808,0.0,250
L125_127_138,125,127,0.0,0.02249391,0.0,250
L1088_1772_138,1088,1772,0.0,0.01948089,0.0,250
L1853_1855_138,1853,1855,0.0,0.02626318,0.0,250
L589_3096_138,589,3096,0.0,0.04657813,0.0,250
L590_3096_138,590,3096,0.0,0.00180382,0.0,999999
L860_1524_345,860,1524,0.0,0.00989506,0.0,2400
L591_3405_138,591,3405,0.0,0.03320111,0.0,250
L591_1208_138,591,1208,0.0,0.05812739,0.0,250
L1241_2143_138,1241,2143,0.0,0.04402405,0.0,250
L1166_1241_138,1166,1241,0.0,0.00166814,0.0,999999
L1168_1241_138,1168,1241,0.0,0.03087251,0.0,250
L1169_2143_138,1169,2143,0.0,0.00055272,0.0,999999
L532_1122_138,532,1122,0.0,0.02444938,0.0,250
L384_532_138,384,532,0.0,0.02765795,0.0,250
L384_1828_138,384,1828,0.0,0.01624837,0.0,250
L537_1828_138,537,1828,0.0,0.00324648,0.0,250
L847_1828_138,847,1828,0.0,0.00273566,0.0,250
L347_348_138,347,348,0.0,0.09422579,0.0,250
L348_578_138,348,578,0.0,0.06593132,0.0,999999
L334_348_138,334,348,0.0,0.0811401,0.0,250
L347_872_138,347,872,0.0,0.048364,0.0,250
L234_1216_138,234,1216,0.0,0.01966446,0.0,250
L234_1210_138,234,1210,0.0,0.06092491,0.0,500
L1215_1216_138,1215,1216,0.0,0.03017412,0.0,250
L273_3376_138,273,3376,0.0,0.02542113,0.0,250
L273_279_138,273,279,0.0,0.01048971,0.0,250
L272_273_138,272,273,0.0,0.00355377,0.0,250
L273_611_345,273,611,0.0,0.00025541,0.0,999999
L268_273_138,268,273,0.0,0.03872632,0.0,250
L268_288_138,268,288,0.0,0.03191808,0.0,500
L288_1503_345,288,1503,0.0,5.296e-05,0.0,999999
L288_289_138,288,289,0.0,0.00552121,0.0,250
L269_288_138,269,288,0.0,0.02324218,0.0,250
L288_1505_345,288,1505,0.0,0.00442825,0.0,2400
L192_1839_138,192,1839,0.0,0.00116331,0.0,999999
L192_355_138,192,355,0.0,0.03133344,0.0,250
L355_3098_138,355,3098,0.0,0.02302468,0.0,250
L1851_3098_345,1851,3098,0.0,0.00117542,0.0,2400
L1221_1222_138,1221,1222,0.0,0.03496104,0.0,250
L232_1222_138,232,1222,0.0,0.04422957,0.0,250
L1357_3369_138,1357,3369,0.0,0.02179353,0.0,250
L1221_1357_138,1221,1357,0.0,0.04450294,0.0,250
L921_1357_138,921,1357,0.0,0.03585696,0.0,250
L369_370_138,369,370,0.0,0.00746471,0.0,250
L370_371_138,370,371,0.0,0.01132178,0.0,250
L99_921_138,99,921,0.0,0.02198908,0.0,250
L900_901_138,900,901,0.0,0.00734898,0.0,250
L900_1945_138,900,1945,0.0,0.01670731,0.0,250
L1208_1945_138,1208,1945,0.0,0.03328093,0.0,250
L879_1943_138,879,1943,0.0,0.08080487,0.0,250
L1936_1943_138,1936,1943,0.0,0.00408255,0.0,250
L995_1948_138,995,1948,0.0,0.0700398,0.0,250
L879_880_138,879,880,0.0,0.00206522,0.0,999999
L880_3116_138,880,3116,0.0,0.04506564,0.0,250
L879_3099_138,879,3099,0.0,0.00845642,0.0,500
L882_898_230,882,898,0.0,0.00028119,0.0,999999
L898_1509_345,898,1509,0.0,0.00702212,0.0,2400
L878_898_230,878,898,0.0,0.00301966,0.0,400
L871_1935_138,871,1935,0.0,0.03606448,0.0,250
L869_1935_138,869,1935,0.0,0.02679395,0.0,250
L1509_1935_345,1509,1935,0.0,0.00786981,0.0,2400
L1771_2860_138,1771,2860,0.0,0.0010795,0.0,999999
L1771_1772_138,1771,1772,0.0,0.03573125,0.0,250
L996_1771_138,996,1771,0.0,0.03513064,0.0,250
L1313_1772_138,1313,1772,0.0,0.04509158,0.0,250
L905_1208_138,905,1208,0.0,0.02249191,0.0,250
L589_1208_138,589,1208,0.0,0.00895327,0.0,250
L592_1208_138,592,1208,0.0,0.01985402,0.0,250
L908_1208_138,908,1208,0.0,0.04864934,0.0,250
L592_1517_345,592,1517,0.0,0.01682873,0.0,2400
L231_1517_345,231,1517,0.0,0.00674736,0.0,2400
L1438_1854_138,1438,1854,0.0,0.02399443,0.0,250
L1438_1573_345,1438,1573,0.0,0.00516006,0.0,2400
L1437_1573_345,1437,1573,0.0,0.01020478,0.0,2400
L233_1219_138,233,1219,0.0,0.10410292,0.0,250
L1219_1534_138,1219,1534,0.0,0.02076791,0.0,250
L233_1515_138,233,1515,0.0,0.00828082,0.0,250
L233_1218_138,233,1218,0.0,0.0212468,0.0,250
L225_226_138,225,226,0.0,0.07612371,0.0,250
L225_1534_138,225,1534,0.0,0.00958181,0.0,250
L905_3349_138,905,3349,0.0,0.02180949,0.0,250
L576_577_138,576,577,0.0,0.07240832,0.0,250
L577_581_138,577,581,0.0,0.01768305,0.0,250
L577_3102_138,577,3102,0.0,0.11380445,0.0,250
L351_581_138,351,581,0.0,0.03995148,0.0,250
L579_581_138,579,581,0.0,0.01957267,0.0,250
L256_351_138,256,351,0.0,0.08755923,0.0,250
L578_1351_138,578,1351,0.0,0.05065869,0.0,999999
L1351_2743_138,1351,2743,0.0,0.11135413,0.0,250
L371_3369_138,371,3369,0.0,0.01072317,0.0,250
L887_1949_138,887,1949,0.0,0.0085083,0.0,250
L599_887_138,599,887,0.0,0.07232651,0.0,250
L887_1936_138,887,1936,0.0,0.08471183,0.0,250
L3099_3113_138,3099,3113,0.0,0.14071813,0.0,250
L881_3099_138,881,3099,0.0,0.01008864,0.0,250
L160_161_138,160,161,0.0,0.02835633,0.0,250
L891_892_138,891,892,0.0,0.01697269,0.0,250
L531_892_138,531,892,0.0,0.14714125,0.0,250
L859_1524_345,859,1524,0.0,0.00014491,0.0,999999
L859_2801_138,859,2801,0.0,0.00368547,0.0,250
L1239_3166_138,1239,3166,0.0,0.0249602,0.0,250
L223_1239_138,223,1239,0.0,0.04314409,0.0,250
L222_1239_138,222,1239,0.0,0.01428292,0.0,250
L1239_1526_345,1239,1526,0.0,0.01109118,0.0,2400
L223_1209_138,223,1209,0.0,0.00571477,0.0,250
L223_224_138,223,224,0.0,0.01422107,0.0,500
L1312_3100_138,1312,3100,0.0,0.01618851,0.0,250
L1310_3100_138,1310,3100,0.0,0.00808328,0.0,250
L1312_3101_138,1312,3101,0.0,0.04730645,0.0,250
L1514_1534_138,1514,1534,0.0,0.19110145,0.0,250
L1534_3292_138,1534,3292,0.0,0.07689593,0.0,250
L1534_2715_138,1534,2715,0.0,0.01337902,0.0,250
L1526_1534_345,1526,1534,0.0,0.00971493,0.0,2400
L226_1526_345,226,1526,0.0,0.00620051,0.0,2400
L1526_1831_345,1526,1831,0.0,0.0025194,0.0,2400
L229_1831_138,229,1831,0.0,0.01823777,0.0,250
L228_229_138,228,229,0.0,0.03282199,0.0,250
L229_2058_138,229,2058,0.0,0.00193552,0.0,999999
L1313_3101_138,1313,3101,0.0,0.02797322,0.0,250
L1311_3101_138,1311,3101,0.0,0.00278754,0.0,500
L1516_3102_345,1516,3102,0.0,0.00043608,0.0,2400
L1510_3102_138,1510,3102,0.0,0.00685612,0.0,500
L1388_3103_138,1388,3103,0.0,0.0351506,0.0,250
L1388_1439_138,1388,1439,0.0,0.00533365,0.0,250
L1388_3267_138,1388,3267,0.0,0.00401071,0.0,500
L1388_3268_138,1388,3268,0.0,0.0050962,0.0,250
L1388_3269_138,1388,3269,0.0,0.00431002,0.0,250
L1387_1388_138,1387,1388,0.0,0.01638007,0.0,250
L3103_3360_138,3103,3360,0.0,0.0156318,0.0,250
L1512_3103_138,1512,3103,0.0,0.00177988,0.0,999999
L231_238_138,231,238,0.0,0.04604537,0.0,250
L238_241_138,238,241,0.0,0.10334867,0.0,250
L240_241_138,240,241,0.0,0.04743216,0.0,250
L1120_3104_138,1120,3104,0.0,0.03103812,0.0,250
L97_1120_138,97,1120,0.0,0.06332535,0.0,250
L1120_1213_138,1120,1213,0.0,0.01880645,0.0,250
L376_1120_138,376,1120,0.0,0.0708619,0.0,500
L2725_3104_138,2725,3104,0.0,0.00207519,0.0,250
L377_3104_138,377,3104,0.0,0.01188248,0.0,250
L1833_3105_345,1833,3105,0.0,0.00881106,0.0,2400
L1000_3105_138,1000,3105,0.0,0.01489151,0.0,250
L97_3105_138,97,3105,0.0,0.00614178,0.0,250
L156_161_138,156,161,0.0,0.01772695,0.0,250
L586_3106_138,586,3106,0.0,0.00585045,0.0,250
L1513_3106_345,1513,3106,0.0,0.00121037,0.0,2400
L586_3254_138,586,3254,0.0,0.0426652,0.0,250
L3107_3108_138,3107,3108,0.0,0.02479059,0.0,250
L608_3107_138,608,3107,0.0,0.02097742,0.0,250
L2747_3107_138,2747,3107,0.0,0.00286137,0.0,500
L1513_3108_345,1513,3108,0.0,0.00107863,0.0,2400
L242_3108_138,242,3108,0.0,0.00802142,0.0,250
L329_331_138,329,331,0.0,0.02375499,0.0,250
L320_321_138,320,321,0.0,0.00918273,0.0,250
L319_320_138,319,320,0.0,0.00062256,0.0,999999
L330_855_138,330,855,0.0,0.02498414,0.0,250
L330_331_138,330,331,0.0,0.01712235,0.0,250
L849_1934_138,849,1934,0.0,0.04369681,0.0,250
L849_2121_345,849,2121,0.0,0.00136119,0.0,2400
L850_855_138,850,855,0.0,0.01588322,0.0,250
L850_2340_138,850,2340,0.0,0.0317804,0.0,250
L1228_3292_138,1228,3292,0.0,0.06929952,0.0,250
L1226_1228_138,1226,1228,0.0,0.0311758,0.0,250
L1226_1227_138,1226,1227,0.0,0.06430508,0.0,250
L236_1215_138,236,1215,0.0,0.00308685,0.0,250
L3109_3118_230,3109,3118,0.0,0.00027921,0.0,999999
L126_3110_138,126,3110,0.0,0.00764829,0.0,250
L1694_3110_138,1694,3110,0.0,0.01105041,0.0,500
L354_3111_138,354,3111,0.0,0.00775005,0.0,250
L1841_3111_345,1841,3111,0.0,0.0082333,0.0,2400
L1840_1841_345,1840,1841,0.0,0.00138969,0.0,2400
L1243_1841_345,1243,1841,0.0,0.00109127,0.0,2400
L876_3112_138,876,3112,0.0,0.00373535,0.0,250
L876_2121_345,876,2121,0.0,0.00610131,0.0,2400
L873_3112_138,873,3112,0.0,0.02877736,0.0,250
L868_3112_345,868,3112,0.0,0.00014948,0.0,999999
L871_872_138,871,872,0.0,0.00033722,0.0,999999
L2546_3113_138,2546,3113,0.0,0.01637807,0.0,250
L873_3114_138,873,3114,0.0,0.0105376,0.0,500
L3114_3116_138,3114,3116,0.0,0.01627232,0.0,500
L886_3114_138,886,3114,0.0,0.00815312,0.0,500
L1509_3350_345,1509,3350,0.0,0.00042398,0.0,2400
L1853_3115_138,1853,3115,0.0,0.04602342,0.0,250
L1744_1853_138,1744,1853,0.0,0.02291294,0.0,250
L189_3115_138,189,3115,0.0,0.00242239,0.0,500
L1832_3115_138,1832,3115,0.0,0.00176392,0.0,999999
L1832_3166_138,1832,3166,0.0,0.00995694,0.0,250
L193_221_138,193,221,0.0,0.04197679,0.0,250
L193_194_138,193,194,0.0,0.06198845,0.0,250
L875_3116_138,875,3116,0.0,0.00559504,0.0,250
L1400_3117_138,1400,3117,0.0,0.00106354,0.0,999999
L1109_3117_138,1109,3117,0.0,0.00325446,0.0,250
L1681_3117_138,1681,3117,0.0,0.02727085,0.0,250
L848_1934_138,848,1934,0.0,0.06218,0.0,250
L848_2340_138,848,2340,0.0,0.00046293,0.0,999999
L1934_2339_138,1934,2339,0.0,0.08516677,0.0,250
L852_1934_138,852,1934,0.0,0.07122306,0.0,250
L851_852_138,851,852,0.0,0.0202072,0.0,250
L146_3384_230,146,3384,0.0,0.00074301,0.0,999999
L146_3385_230,146,3385,0.0,0.00110028,0.0,400
L146_1162_230,146,1162,0.0,0.0038103,0.0,400
L538_1854_138,538,1854,0.0,0.04758979,0.0,250
L155_3118_230,155,3118,0.0,0.00073308,0.0,999999
L149_1121_138,149,1121,0.0,0.01466604,0.0,250
L1121_1414_138,1121,1414,0.0,0.00645505,0.0,250
L149_3325_138,149,3325,0.0,0.01216583,0.0,250
L156_926_138,156,926,0.0,0.00489866,0.0,250
L1924_1928_138,1924,1928,0.0,0.00716142,0.0,250
L1113_1925_138,1113,1925,0.0,0.00520395,0.0,250
L1147_1925_138,1147,1925,0.0,0.00361563,0.0,250
L1143_1147_138,1143,1147,0.0,0.00693993,0.0,250
L16_1147_138,16,1147,0.0,0.02069607,0.0,250
L1906_2791_138,1906,2791,0.0,0.00033123,0.0,999999
L1906_3307_138,1906,3307,0.0,0.05809746,0.0,250
L123_1133_138,123,1133,0.0,0.03648351,0.0,500
L1133_3048_345,1133,3048,0.0,0.00102029,0.0,2400
L123_1532_138,123,1532,0.0,0.05908318,0.0,500
L1720_1731_138,1720,1731,0.0,0.04509557,0.0,250
L1402_1731_138,1402,1731,0.0,0.00700179,0.0,250
L1731_3280_138,1731,3280,0.0,0.02049454,0.0,250
L1720_3261_138,1720,3261,0.0,0.00741283,0.0,500
L1720_3211_138,1720,3211,0.0,0.00899317,0.0,500
L3119_3211_345,3119,3211,0.0,7.985e-05,0.0,999999
L3119_3204_345,3119,3204,0.0,3.334e-05,0.0,999999
L2791_3048_345,2791,3048,0.0,0.00030622,0.0,2400
L1353_3120_345,1353,3120,0.0,0.00116628,0.0,2400
L3120_3121_345,3120,3121,0.0,0.00138485,0.0,2400
L1402_3120_345,1402,3120,0.0,0.00286004,0.0,2400
L1402_3122_138,1402,3122,0.0,0.0051401,0.0,250
L1093_1402_138,1093,1402,0.0,0.00604001,0.0,500
L3121_3122_138,3121,3122,0.0,0.02726686,0.0,250
L1906_3121_138,1906,3121,0.0,0.00311479,0.0,500
L1728_3122_138,1728,3122,0.0,0.00715343,0.0,250
L227_1903_345,227,1903,0.0,0.00195401,0.0,2400
L170_185_138,170,185,0.0,0.00857215,0.0,500
L185_1238_138,185,1238,0.0,0.16377274,0.0,250
L183_185_138,183,185,0.0,0.02876738,0.0,250
L1896_3124_138,1896,3124,0.0,0.01331516,0.0,250
L1899_3124_345,1899,3124,0.0,0.00173893,0.0,999999
L1250_3037_138,1250,3037,0.0,0.00996293,0.0,250
L2643_2925_345,2643,2925,0.0,0.00010163,0.0,999999
L2924_3142_138,2924,3142,0.0,0.01996975,0.0,250
L2924_2926_138,2924,2926,0.0,0.00852625,0.0,500
L3037_3129_138,3037,3129,0.0,0.00203928,0.0,999999
L3036_3037_138,3036,3037,0.0,0.00703571,0.0,250
L1278_1899_345,1278,1899,0.0,0.00101303,0.0,999999
L1278_3298_138,1278,3298,0.0,0.01721613,0.0,500
L1278_3034_138,1278,3034,0.0,0.01569166,0.0,500
L2657_3035_138,2657,3035,0.0,0.00576864,0.0,250
L1894_2657_138,1894,2657,0.0,0.00257005,0.0,999999
L3035_3036_138,3035,3036,0.0,0.00808528,0.0,999999
L1896_3125_138,1896,3125,0.0,0.00288731,0.0,250
L1877_1878_138,1877,1878,0.0,0.00038311,0.0,999999
L1878_1895_138,1878,1895,0.0,0.00087198,0.0,999999
L1249_3034_138,1249,3034,0.0,0.0017719,0.0,250
L1249_2927_138,1249,2927,0.0,0.00123913,0.0,999999
L1894_3125_138,1894,3125,0.0,0.00900714,0.0,999999
L1249_3125_138,1249,3125,0.0,0.0027636,0.0,500
L1894_3126_138,1894,3126,0.0,0.01083291,0.0,999999
L1090_3126_138,1090,3126,0.0,0.00659273,0.0,250
L3126_3127_138,3126,3127,0.0,0.00071834,0.0,999999
L1249_3127_138,1249,3127,0.0,0.01818788,0.0,500
L1892_3127_138,1892,3127,0.0,0.01239929,0.0,250
L3038_3128_138,3038,3128,0.0,0.00148456,0.0,999999
L1190_3128_138,1190,3128,0.0,0.00370741,0.0,250
L3128_3136_138,3128,3136,0.0,0.00268179,0.0,500
L1190_1235_138,1190,1235,0.0,0.00241042,0.0,250
L108_3129_138,108,3129,0.0,0.00382115,0.0,250
L3129_3130_138,3129,3130,0.0,0.0031507,0.0,500
L3130_3395_138,3130,3395,0.0,0.00495054,0.0,250
L3130_3293_138,3130,3293,0.0,0.00197543,0.0,999999
L1250_1289_138,1250,1289,0.0,0.0123953,0.0,250
L1250_3131_138,1250,3131,0.0,0.00272768,0.0,250
L1250_1255_138,1250,1255,0.0,0.02160996,0.0,500
L1255_3131_138,1255,3131,0.0,0.00492859,0.0,500
L3131_3143_138,3131,3143,0.0,0.00754453,0.0,500
L1892_3132_138,1892,3132,0.0,0.005182,0.0,250
L1090_3132_138,1090,3132,0.0,0.00298309,0.0,250
L1092_3132_138,1092,3132,0.0,0.00568883,0.0,250
L2929_2958_138,2929,2958,0.0,0.00537954,0.0,250
L1892_2958_138,1892,2958,0.0,0.00985119,0.0,500
L1417_2958_138,1417,2958,0.0,0.0183096,0.0,999999
L1191_1255_138,1191,1255,0.0,0.01005272,0.0,500
L2928_3135_138,2928,3135,0.0,0.00230067,0.0,999999
L1191_1235_138,1191,1235,0.0,0.00500242,0.0,500
L1235_3134_138,1235,3134,0.0,0.00308286,0.0,500
L1192_3133_138,1192,3133,0.0,0.0021171,0.0,500
L2922_3133_138,2922,3133,0.0,0.00119922,0.0,999999
L3133_3135_138,3133,3135,0.0,0.00102962,0.0,999999
L1192_3134_138,1192,3134,0.0,0.00227074,0.0,500
L1192_2049_138,1192,2049,0.0,0.00295715,0.0,500
L1192_1893_138,1192,1893,0.0,0.00910491,0.0,250
L2049_3134_138,2049,3134,0.0,0.00148057,0.0,999999
L1893_3041_138,1893,3041,0.0,0.00237051,0.0,250
L1893_3135_138,1893,3135,0.0,0.00511017,0.0,500
L1958_3038_138,1958,3038,0.0,0.00488868,0.0,250
L3038_3136_138,3038,3136,0.0,0.00269975,0.0,500
L1868_3136_138,1868,3136,0.0,0.00395484,0.0,500
L1957_3136_138,1957,3136,0.0,0.01548414,0.0,500
L1867_1890_138,1867,1890,0.0,0.00722726,0.0,500
L1869_1890_138,1869,1890,0.0,0.00920269,0.0,250
L1287_1887_138,1287,1887,0.0,0.00581453,0.0,500
L1887_3146_138,1887,3146,0.0,0.00192754,0.0,999999
L1285_3137_138,1285,3137,0.0,0.00362161,0.0,500
L1291_3137_138,1291,3137,0.0,0.00296713,0.0,500
L111_3137_138,111,3137,0.0,0.00115532,0.0,999999
L1285_3148_138,1285,3148,0.0,0.00446566,0.0,500
L1236_3138_138,1236,3138,0.0,0.01418715,0.0,500
L1335_3138_138,1335,3138,0.0,0.00469912,0.0,250
L1886_3138_138,1886,3138,0.0,0.00823493,0.0,500
L1236_3276_138,1236,3276,0.0,0.00731306,0.0,500
L1236_3139_138,1236,3139,0.0,0.01059546,0.0,500
L1248_3139_138,1248,3139,0.0,0.00301103,0.0,500
L3139_3394_138,3139,3394,0.0,0.00892733,0.0,500
L1870_3139_138,1870,3139,0.0,0.01210796,0.0,500
L1339_3299_138,1339,3299,0.0,0.00704568,0.0,250
L1339_3140_138,1339,3140,0.0,0.00716541,0.0,250
L3140_3141_138,3140,3141,0.0,0.00845043,0.0,500
L2670_3140_138,2670,3140,0.0,0.00797753,0.0,500
L1886_3141_138,1886,3141,0.0,0.00257603,0.0,250
L3141_3276_138,3141,3276,0.0,0.01279437,0.0,500
L1868_3316_138,1868,3316,0.0,0.00710155,0.0,500
L1722_3142_138,1722,3142,0.0,0.00451754,0.0,500
L3142_3145_138,3142,3145,0.0,0.02665427,0.0,500
L1880_3143_138,1880,3143,0.0,0.01028019,0.0,500
L1289_3143_138,1289,3143,0.0,0.0018996,0.0,999999
L1872_1880_138,1872,1880,0.0,0.00499842,0.0,500
L1878_3144_138,1878,3144,0.0,0.00612581,0.0,500
L1877_3144_138,1877,3144,0.0,0.00506028,0.0,500
L2923_3144_138,2923,3144,0.0,0.00265186,0.0,250
L1819_3145_345,1819,3145,0.0,0.00183921,0.0,2400
L3145_3305_138,3145,3305,0.0,0.01612067,0.0,250
L1874_1875_138,1874,1875,0.0,0.00580655,0.0,500
L1289_1874_138,1289,1874,0.0,0.017272,0.0,250
L1864_1874_138,1864,1874,0.0,0.00837062,0.0,250
L1179_1864_138,1179,1864,0.0,0.01975625,0.0,500
L1864_3151_138,1864,3151,0.0,0.00137482,0.0,999999
L1179_1871_345,1179,1871,0.0,0.00203682,0.0,2400
L1289_3147_138,1289,3147,0.0,0.00329836,0.0,500
L1874_3392_138,1874,3392,0.0,0.01009662,0.0,250
L1873_3146_138,1873,3146,0.0,0.00272768,0.0,500
L3146_3147_138,3146,3147,0.0,0.0011653,0.0,999999
L1287_1290_138,1287,1290,0.0,0.00071035,0.0,999999
L1287_1888_138,1287,1888,0.0,0.00113338,0.0,999999
L3147_3392_138,3147,3392,0.0,0.00284741,0.0,500
L111_1871_345,111,1871,0.0,0.00364374,0.0,2400
L116_1871_345,116,1871,0.0,0.00018658,0.0,999999
L111_116_138,111,116,0.0,0.03876822,0.0,500
L110_111_138,110,111,0.0,0.00439582,0.0,500
L111_1889_138,111,1889,0.0,0.03638374,0.0,500
L1286_1889_138,1286,1889,0.0,0.00275163,0.0,999999
L114_1889_138,114,1889,0.0,0.00333029,0.0,500
L114_1288_138,114,1288,0.0,0.0020732,0.0,500
L1288_3293_138,1288,3293,0.0,0.00199538,0.0,500
L1136_3148_138,1136,3148,0.0,0.00110145,0.0,999999
L1888_3148_138,1888,3148,0.0,0.00130298,0.0,999999
L1260_1871_345,1260,1871,0.0,0.00318347,0.0,2400
L1176_1871_345,1176,1871,0.0,0.00421236,0.0,2400
L1260_3321_138,1260,3321,0.0,0.01827967,0.0,250
L1176_1260_138,1176,1260,0.0,0.01004075,0.0,250
L1200_1260_138,1200,1260,0.0,0.05560523,0.0,250
L1174_1176_138,1174,1176,0.0,0.00244234,0.0,250
L1170_1871_345,1170,1871,0.0,0.00201827,0.0,2400
L1170_1176_138,1170,1176,0.0,0.0101066,0.0,250
L1871_3322_345,1871,3322,0.0,0.00124962,0.0,2400
L1871_3149_345,1871,3149,0.0,0.00527916,0.0,2400
L1525_3167_138,1525,3167,0.0,0.00631338,0.0,250
L117_1525_138,117,1525,0.0,0.00464125,0.0,250
L1525_3301_138,1525,3301,0.0,0.01653172,0.0,500
L117_1185_138,117,1185,0.0,0.00695988,0.0,250
L1340_3149_138,1340,3149,0.0,0.00198141,0.0,500
L3149_3150_138,3149,3150,0.0,0.00844844,0.0,500
L1870_3149_138,1870,3149,0.0,0.00947406,0.0,500
L3150_3167_138,3150,3167,0.0,0.00364157,0.0,250
L1863_3150_138,1863,3150,0.0,0.00402867,0.0,500
L3150_3151_138,3150,3151,0.0,0.00248824,0.0,250
L3150_3152_138,3150,3152,0.0,0.00054673,0.0,999999
L1870_1884_138,1870,1884,0.0,0.01289015,0.0,500
L1863_1870_138,1863,1870,0.0,0.02217864,0.0,500
L1870_3394_138,1870,3394,0.0,0.00321855,0.0,500
L1884_3300_138,1884,3300,0.0,0.00544739,0.0,500
L1863_1864_138,1863,1864,0.0,0.00411647,0.0,250
L1863_3151_138,1863,3151,0.0,0.00150252,0.0,250
L1863_3152_138,1863,3152,0.0,0.00402268,0.0,500
L1259_3152_138,1259,3152,0.0,0.01888227,0.0,250
L1834_1835_345,1834,1835,0.0,0.00222636,0.0,2400
L1747_1834_345,1747,1834,0.0,0.00275572,0.0,2400
L1835_1836_138,1835,1836,0.0,0.04464461,0.0,250
L1299_3153_138,1299,3153,0.0,0.00744675,0.0,500
L1862_3153_138,1862,3153,0.0,0.01318547,0.0,500
L1603_3153_138,1603,3153,0.0,0.00964167,0.0,250
L1862_3154_138,1862,3154,0.0,0.00229868,0.0,750
L1862_3155_138,1862,3155,0.0,0.00277956,0.0,999999
L62_3154_138,62,3154,0.0,0.01859294,0.0,500
L1808_3154_138,1808,3154,0.0,0.00602804,0.0,250
