Date,Hour,Generator,Output,Curtailment
2024-06-17,0,AGUAYO_UNIT1,142.7836,0.0
2024-06-17,0,AMADEUS1_UNIT1,27.0809,0.0
2024-06-17,0,AMADEUS1_UNIT2,26.4168,0.0
2024-06-17,0,AMADEUS2_UNIT3,131.1248,0.0
2024-06-17,0,ANACACHO_ANA,73.6424,0.0
2024-06-17,0,ANCHOR_WIND2,72.9783,0.0
2024-06-17,0,ANCHOR_WIND3,66.411,0.0
2024-06-17,0,ANCHOR_WIND4,28.5567,0.0
2024-06-17,0,ANCHOR_WIND5,14.2415,0.0
2024-06-17,0,APOGEE_UNIT1,18.4475,0.0
2024-06-17,0,APOGEE_UNIT2,10.3306,0.0
2024-06-17,0,APOGEE_UNIT3,22.2846,0.0
2024-06-17,0,APOGEE_UNIT4,84.8585,0.0
2024-06-17,0,APOGEE_UNIT5,81.169,0.0
2024-06-17,0,APOGEE_UNIT6,17.7096,0.0
2024-06-17,0,APOGEE_UNIT7,55.3425,0.0
2024-06-17,0,APPALOSA_UNIT1,116.5144,0.0
2024-06-17,0,APPALOSA_UNIT2,10.2568,0.0
2024-06-17,0,AQUILLA_U1_23,10.2568,0.0
2024-06-17,0,AQUILLA_U1_28,99.9117,0.0
2024-06-17,0,AQUILLA_U2_23,5.1653,0.0
2024-06-17,0,AQUILLA_U2_28,106.11,0.0
2024-06-17,0,AVIATOR_UNIT1,132.8958,0.0
2024-06-17,0,AVIATOR_UNIT2,107.4382,0.0
2024-06-17,0,DEWOLF_UNIT1,147.0635,0.0
2024-06-17,0,BLACKJAK_UNIT1,88.548,0.0
2024-06-17,0,BLACKJAK_UNIT2,88.548,0.0
2024-06-17,0,BAFFIN_UNIT1,73.79,0.0
2024-06-17,0,BAFFIN_UNIT2,75.2658,0.0
2024-06-17,0,BARROW_UNIT1,66.5586,0.0
2024-06-17,0,BARROW_UNIT2,52.0219,0.0
2024-06-17,0,BRTSW_BCW1,88.548,0.0
2024-06-17,0,BLSUMMIT_BLSMT1_5,97.9931,0.0
2024-06-17,0,BLSUMMIT_BLSMT1_6,5.1653,0.0
2024-06-17,0,BLSUMMIT_UNIT2_25,68.2558,0.0
2024-06-17,0,BLSUMMIT_UNIT2_17,5.0915,0.0
2024-06-17,0,BLSUMIT3_UNIT_17,10.1092,0.0
2024-06-17,0,BLSUMIT3_UNIT_25,137.6183,0.0
2024-06-17,0,BCATWIND_WIND_1,119.5398,0.0
2024-06-17,0,BRISCOE_WIND,110.6112,0.0
2024-06-17,0,BBREEZE_UNIT1,88.548,0.0
2024-06-17,0,BBREEZE_UNIT2,79.6932,0.0
2024-06-17,0,BUCKTHRN_UNIT1,33.1317,0.0
2024-06-17,0,BUCKTHRN_UNIT2,41.101,0.0
2024-06-17,0,BUFF_GAP_UNIT1,88.9907,0.0
2024-06-17,0,BUFF_GAP_UNIT2_1,85.2275,0.0
2024-06-17,0,BUFF_GAP_UNIT2_2,86.3343,0.0
2024-06-17,0,BUFF_GAP_UNIT3,125.5906,0.0
2024-06-17,0,BULLCRK_WND1,65.6731,0.0
2024-06-17,0,BULLCRK_WND2,67.1489,0.0
2024-06-17,0,CABEZON_WIND1,85.0061,0.0
2024-06-17,0,CABEZON_WIND2,90.319,0.0
2024-06-17,0,CFLATS_U1,109.5044,0.0
2024-06-17,0,CALLAHAN_WND1,90.8355,0.0
2024-06-17,0,CAMWIND_UNIT1,121.7535,0.0
2024-06-17,0,CSEC_CSECG1,99.1738,0.0
2024-06-17,0,CSEC_CSECG2,91.2044,0.0
2024-06-17,0,CN_BRKS_UNIT_1,155.0328,0.0
2024-06-17,0,CAPRIDGE_CR1,170.9714,0.0
2024-06-17,0,CAPRIDGE_CR2,110.3161,0.0
2024-06-17,0,CAPRIDGE_CR3,148.2441,0.0
2024-06-17,0,CAPRIDG4_CR4,89.6548,0.0
2024-06-17,0,CEDROHIL_CHW1,58.5893,0.0
2024-06-17,0,CEDROHIL_CHW2,57.5562,0.0
2024-06-17,0,CHALUPA_UNIT1,127.8781,0.0
2024-06-17,0,CHAMPION_UNIT1,71.9453,0.0
2024-06-17,0,CHAMPION_UNIT2,13.356,0.0
2024-06-17,0,CHAMPION_UNIT3,6.6411,0.0
2024-06-17,0,SANTACRU_UNIT1,111.1277,0.0
2024-06-17,0,SANTACRU_UNIT2,72.6094,0.0
2024-06-17,0,COTPLNS_COTTONPL,37.1902,0.0
2024-06-17,0,CRANELL_UNIT1,162.338,0.0
2024-06-17,0,CRAWFISH_UNIT1,120.4253,0.0
2024-06-17,0,DERMOTT_UNIT1,93.3444,0.0
2024-06-17,0,DERMOTT_UNIT2,93.3444,0.0
2024-06-17,0,DSKYWND1_UNIT_1A,48.5538,0.0
2024-06-17,0,DSKYWND2_UNIT_2A,48.5538,0.0
2024-06-17,0,DSKYWND1_UNIT_1B,17.6358,0.0
2024-06-17,0,DSKYWND2_UNIT_2B,10.8471,0.0
2024-06-17,0,GRANDVW1_COLA,73.9376,0.0
2024-06-17,0,GRANDVW1_COLB,73.9376,0.0
2024-06-17,0,EL_RAYO_UNIT1,74.6755,0.0
2024-06-17,0,EL_RAYO_UNIT2,73.0521,0.0
2024-06-17,0,ELB_ELBCREEK,89.95,0.0
2024-06-17,0,DIGBY_UNIT1,17.1998,57.5495
2024-06-17,0,DIGBY_UNIT2,0.0,99.1
2024-06-17,0,ALGODON_UNIT1,126.6236,0.0
2024-06-17,0,ALGODON_UNIT2,21.1039,0.0
2024-06-17,0,CHALUPA_UNIT2,18.5951,0.0
2024-06-17,0,ASTRA_UNIT1,120.4253,0.0
2024-06-17,0,FTWIND_UNIT_1,147.58,0.0
2024-06-17,0,FLUVANNA_UNIT1,58.8844,0.0
2024-06-17,0,FLUVANNA_UNIT2,55.7852,0.0
2024-06-17,0,FOARDCTY_UNIT1,137.6183,0.0
2024-06-17,0,FOARDCTY_UNIT2,120.868,0.0
2024-06-17,0,MCDLD_FCW1,92.3851,0.0
2024-06-17,0,GOAT_GOATWIND,59.032,0.0
2024-06-17,0,GOAT_GOATWIN2,51.3578,0.0
2024-06-17,0,GWEC_GWEC_G1,109.6519,0.0
2024-06-17,0,GOODNIT1_UNIT1,89.2859,0.0
2024-06-17,0,GOODNIT1_UNIT2,101.1661,0.0
2024-06-17,0,GOPHER_UNIT1,60.5078,0.0
2024-06-17,0,GOPHER_UNIT2,56.0804,0.0
2024-06-17,0,GRANDVW1_GV1A,79.2505,0.0
2024-06-17,0,GRANDVW1_GV1B,76.594,0.0
2024-06-17,0,BRAZ_WND_BRAZ_WND1,88.548,0.0
2024-06-17,0,BRAZ_WND_BRAZ_WND2,46.045,0.0
2024-06-17,0,GPASTURE_WIND_I,110.685,0.0
2024-06-17,0,GRIF_TRL_UNIT1,72.8307,0.0
2024-06-17,0,GRIF_TRL_UNIT2,93.6395,0.0
2024-06-17,0,TGW_T1,104.4866,0.0
2024-06-17,0,TGW_T2,104.4866,0.0
2024-06-17,0,GUNMTN_G1,88.4742,0.0
2024-06-17,0,HWF_HWFG1,122.1962,0.0
2024-06-17,0,HART_WND_UNIT1,120.5729,0.0
2024-06-17,0,HRFDWIND_WIND_G,73.7162,0.0
2024-06-17,0,HRFDWIND_WIND_V,73.79,0.0
