Date,Hour,Type,Solve Time
2024-06-17,0,SCED,1.6783
2024-06-17,1,SCED,1.5006
2024-06-17,2,SCED,1.5543
2024-06-17,3,SCED,1.4908
2024-06-17,4,SCED,1.5098
2024-06-17,5,SCED,1.5646
2024-06-17,6,SCED,1.0141
2024-06-17,7,SCED,2.8956
2024-06-17,8,SCED,1.0061
2024-06-17,9,SCED,1.4201
2024-06-17,10,SCED,1.2407
2024-06-17,11,SCED,1.1116
2024-06-17,12,SCED,1.1302
2024-06-17,13,SCED,1.3907
2024-06-17,14,SCED,1.3766
2024-06-17,15,SCED,3.5956
2024-06-17,16,SCED,1.327
2024-06-17,17,SCED,1.2449
2024-06-17,18,SCED,1.2883
2024-06-17,19,SCED,1.5645
2024-06-17,20,SCED,2.3478
2024-06-17,21,SCED,2.0213
2024-06-17,22,SCED,2.1116
2024-06-17,23,SCED,1.4869
