Date,Hour,Type,Solve Time
2024-08-20,0,SCED,2.1812
2024-08-20,1,SCED,1.9296
2024-08-20,2,SCED,1.925
2024-08-20,3,SCED,6.2656
2024-08-20,4,SCED,1.9477
2024-08-20,5,SCED,1.9399
2024-08-20,6,SCED,1.2763
2024-08-20,7,SCED,1.2362
2024-08-20,8,SCED,1.2142
2024-08-20,9,SCED,1.2935
2024-08-20,10,SCED,1.2509
2024-08-20,11,SCED,1.5696
2024-08-20,12,SCED,1.6281
2024-08-20,13,SCED,1.5498
2024-08-20,14,SCED,1.3062
2024-08-20,15,SCED,2.1619
2024-08-20,16,SCED,1.8911
2024-08-20,17,SCED,6.0018
2024-08-20,18,SCED,2.1562
2024-08-20,19,SCED,2.1715
2024-08-20,20,SCED,2.4013
2024-08-20,21,SCED,1.6898
2024-08-20,22,SCED,1.7163
2024-08-20,23,SCED,1.766
