Date,Hour,Type,Solve Time
2024-06-17,0,SCED,2.925
2024-06-17,1,SCED,2.5574
2024-06-17,2,SCED,3.1408
2024-06-17,3,SCED,2.6822
2024-06-17,4,SCED,3.4512
2024-06-17,5,SCED,3.387
2024-06-17,6,SCED,1.7896
2024-06-17,7,SCED,3.9857
2024-06-17,8,SCED,3.2888
2024-06-17,9,SCED,2.0887
2024-06-17,10,SCED,5.2166
2024-06-17,11,SCED,2.5265
2024-06-17,12,SCED,4.1302
2024-06-17,13,SCED,2.7954
2024-06-17,14,SCED,4.2141
2024-06-17,15,SCED,3.9373
2024-06-17,16,SCED,3.6652
2024-06-17,17,SCED,2.1894
2024-06-17,18,SCED,2.1718
2024-06-17,19,SCED,3.4972
2024-06-17,20,SCED,1.9953
2024-06-17,21,SCED,5.0533
2024-06-17,22,SCED,2.5103
2024-06-17,23,SCED,3.8212
