Date,Hour,Type,Solve Time
2024-06-17,0,SCED,2.0197
2024-06-17,1,SCED,1.8002
2024-06-17,2,SCED,1.7967
2024-06-17,3,SCED,1.8077
2024-06-17,4,SCED,1.7939
2024-06-17,5,SCED,2.793
2024-06-17,6,SCED,1.0528
2024-06-17,7,SCED,1.2769
2024-06-17,8,SCED,3.386
2024-06-17,9,SCED,1.7166
2024-06-17,10,SCED,1.3789
2024-06-17,11,SCED,3.8137
2024-06-17,12,SCED,1.7672
2024-06-17,13,SCED,2.0209
2024-06-17,14,SCED,1.9392
2024-06-17,15,SCED,2.4561
2024-06-17,16,SCED,2.012
2024-06-17,17,SCED,1.488
2024-06-17,18,SCED,1.4694
2024-06-17,19,SCED,2.8053
2024-06-17,20,SCED,2.2688
2024-06-17,21,SCED,2.2081
2024-06-17,22,SCED,2.2559
2024-06-17,23,SCED,1.5198
