Date,Hour,Type,Solve Time
2024-06-17,0,SCED,1.8688
2024-06-17,1,SCED,1.5745
2024-06-17,2,SCED,1.5965
2024-06-17,3,SCED,1.5046
2024-06-17,4,SCED,1.6317
2024-06-17,5,SCED,1.475
2024-06-17,6,SCED,1.0602
2024-06-17,7,SCED,1.1367
2024-06-17,8,SCED,1.0395
2024-06-17,9,SCED,1.2857
2024-06-17,10,SCED,1.3183
2024-06-17,11,SCED,1.8514
2024-06-17,12,SCED,3.3465
2024-06-17,13,SCED,1.3412
2024-06-17,14,SCED,1.6583
2024-06-17,15,SCED,1.8443
2024-06-17,16,SCED,1.3944
2024-06-17,17,SCED,1.3439
2024-06-17,18,SCED,1.3459
2024-06-17,19,SCED,1.7425
2024-06-17,20,SCED,4.829
2024-06-17,21,SCED,2.1663
2024-06-17,22,SCED,2.0261
2024-06-17,23,SCED,1.4564
