Date,Hour,Type,Solve Time
2024-06-17,0,SCED,1.8602
2024-06-17,1,SCED,1.6321
2024-06-17,2,SCED,1.6561
2024-06-17,3,SCED,1.6675
2024-06-17,4,SCED,1.6249
2024-06-17,5,SCED,1.6613
2024-06-17,6,SCED,1.1566
2024-06-17,7,SCED,1.0409
2024-06-17,8,SCED,1.0279
2024-06-17,9,SCED,1.596
2024-06-17,10,SCED,1.3585
2024-06-17,11,SCED,1.5234
2024-06-17,12,SCED,1.5216
2024-06-17,13,SCED,1.42
2024-06-17,14,SCED,1.7384
2024-06-17,15,SCED,1.3685
2024-06-17,16,SCED,1.3309
2024-06-17,17,SCED,1.341
2024-06-17,18,SCED,1.2842
2024-06-17,19,SCED,1.2572
2024-06-17,20,SCED,2.837
2024-06-17,21,SCED,2.6935
2024-06-17,22,SCED,1.4071
2024-06-17,23,SCED,1.3197
