Date,Hour,Type,Solve Time
2024-08-20,0,SCED,1.7928
2024-08-20,1,SCED,3.3036
2024-08-20,2,SCED,1.556
2024-08-20,3,SCED,1.5528
2024-08-20,4,SCED,1.6136
2024-08-20,5,SCED,1.5521
2024-08-20,6,SCED,1.0207
2024-08-20,7,SCED,1.0151
2024-08-20,8,SCED,1.1426
2024-08-20,9,SCED,1.0447
2024-08-20,10,SCED,1.0198
2024-08-20,11,SCED,1.2479
2024-08-20,12,SCED,3.4039
2024-08-20,13,SCED,1.3737
2024-08-20,14,SCED,1.4947
2024-08-20,15,SCED,1.4328
2024-08-20,16,SCED,2.0804
2024-08-20,17,SCED,1.8001
2024-08-20,18,SCED,1.8762
2024-08-20,19,SCED,1.7803
2024-08-20,20,SCED,3.9803
2024-08-20,21,SCED,1.3838
2024-08-20,22,SCED,1.4404
2024-08-20,23,SCED,1.3869
