Date,Hour,Type,Solve Time
2024-08-20,0,SCED,2.0535
2024-08-20,1,SCED,1.8458
2024-08-20,2,SCED,1.8654
2024-08-20,3,SCED,1.8566
2024-08-20,4,SCED,1.8684
2024-08-20,5,SCED,1.8427
2024-08-20,6,SCED,1.2255
2024-08-20,7,SCED,1.0759
2024-08-20,8,SCED,1.2454
2024-08-20,9,SCED,1.0893
2024-08-20,10,SCED,3.6288
2024-08-20,11,SCED,1.3945
2024-08-20,12,SCED,1.613
2024-08-20,13,SCED,2.042
2024-08-20,14,SCED,2.747
2024-08-20,15,SCED,1.6512
2024-08-20,16,SCED,1.8818
2024-08-20,17,SCED,1.9443
2024-08-20,18,SCED,1.4193
2024-08-20,19,SCED,5.1136
2024-08-20,20,SCED,1.9769
2024-08-20,21,SCED,2.1169
2024-08-20,22,SCED,4.4985
2024-08-20,23,SCED,1.4451
