Date,Hour,Type,Solve Time
2024-06-17,0,SCED,2.8382
2024-06-17,1,SCED,2.3194
2024-06-17,2,SCED,2.4137
2024-06-17,3,SCED,2.3484
2024-06-17,4,SCED,2.3381
2024-06-17,5,SCED,2.3764
2024-06-17,6,SCED,1.2138
2024-06-17,7,SCED,1.2009
2024-06-17,8,SCED,1.8743
2024-06-17,9,SCED,1.7153
2024-06-17,10,SCED,2.5755
2024-06-17,11,SCED,2.7289
2024-06-17,12,SCED,2.3414
2024-06-17,13,SCED,4.2288
2024-06-17,14,SCED,2.4339
2024-06-17,15,SCED,3.4392
2024-06-17,16,SCED,4.7887
2024-06-17,17,SCED,1.8492
2024-06-17,18,SCED,2.8145
2024-06-17,19,SCED,3.7259
2024-06-17,20,SCED,2.4408
2024-06-17,21,SCED,1.9525
2024-06-17,22,SCED,4.0847
2024-06-17,23,SCED,3.1129
