GEN UID,Bus ID,Unit Group,Unit Type,Fuel,PMin MW,PMax MW,Min Down Time Hr,Min Up Time Hr,Ramp Rate MW/Min,Start Time Cold Hr,Start Time Warm Hr,Start Time Hot Hr,Start Heat Cold MBTU,Start Heat Warm MBTU,Start Heat Hot MBTU,Fuel Price $/MMBTU,Fixed Cost($/hr),MW Break 1,MWh Price 1
LPCCS_CT12,2371,Gas-CC,G,Gas,55.8,186.0,4,4,3.72,4,4,4,0.0,0.0,0.0,0.0,0.0,55.8,28.0
LPCCS_CT21,2371,Gas-CC,G,Gas,55.8,186.0,4,4,3.72,4,4,4,0.0,0.0,0.0,0.0,0.0,55.8,28.0
LPCCS_CT22,2371,Gas-CC,G,Gas,55.8,186.0,4,4,3.72,4,4,4,0.0,0.0,0.0,0.0,0.0,55.8,28.0
LPCCS_UNIT1,2371,Gas-CC,G,Gas,64.8,216.0,4,4,4.32,4,4,4,0.0,0.0,0.0,0.0,0.0,64.8,28.0
LPCCS_UNIT2,2371,Gas-CC,G,Gas,64.8,216.0,4,4,4.32,4,4,4,0.0,0.0,0.0,0.0,0.0,64.8,28.0
LARDVFTN_G4,877,Gas-GT,G,Gas,9.85,98.5,1,1,7.88,1,1,1,0.0,0.0,0.0,0.0,0.0,9.85,42.0
LARDVFTN_G5,877,Gas-GT,G,Gas,9.85,98.5,1,1,7.88,1,1,1,0.0,0.0,0.0,0.0,0.0,9.85,42.0
LEON_CRK_LCPCT1,1310,Gas-GT,G,Gas,4.8,48.0,1,1,3.84,1,1,1,0.0,0.0,0.0,0.0,0.0,4.8,42.0
LEON_CRK_LCPCT2,1310,Gas-GT,G,Gas,4.8,48.0,1,1,3.84,1,1,1,0.0,0.0,0.0,0.0,0.0,4.8,42.0
LEON_CRK_LCPCT3,1310,Gas-GT,G,Gas,4.8,48.0,1,1,3.84,1,1,1,0.0,0.0,0.0,0.0,0.0,4.8,42.0
LEON_CRK_LCPCT4,1310,Gas-GT,G,Gas,4.8,48.0,1,1,3.84,1,1,1,0.0,0.0,0.0,0.0,0.0,4.8,42.0
LIG_UNIT1,1871,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
LIG_UNIT2,1871,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
LOSTPI_LOSTPGT1,1541,Gas-CC,G,Gas,60.75,202.5,4,4,4.05,4,4,4,0.0,0.0,0.0,0.0,0.0,60.75,28.0
LOSTPI_LOSTPGT2,1541,Gas-CC,G,Gas,60.75,202.5,4,4,4.05,4,4,4,0.0,0.0,0.0,0.0,0.0,60.75,28.0
LOSTPI_LOSTPST1,1541,Gas-CC,G,Gas,61.2,204.0,4,4,4.08,4,4,4,0.0,0.0,0.0,0.0,0.0,61.2,28.0
NEDIN_NEDIN_G1,1483,Gas-CC,G,Gas,80.07,266.9,4,4,5.338,4,4,4,0.0,0.0,0.0,0.0,0.0,80.07,28.0
NEDIN_NEDIN_G2,1483,Gas-CC,G,Gas,80.07,266.9,4,4,5.338,4,4,4,0.0,0.0,0.0,0.0,0.0,80.07,28.0
NEDIN_NEDIN_G3,1483,Gas-CC,G,Gas,77.52,258.4,4,4,5.168,4,4,4,0.0,0.0,0.0,0.0,0.0,77.52,28.0
MDANP_CT1,1970,Gas-CC,G,Gas,77.4,258.0,4,4,5.16,4,4,4,0.0,0.0,0.0,0.0,0.0,77.4,28.0
MDANP_CT2,1970,Gas-CC,G,Gas,76.8,256.0,4,4,5.12,4,4,4,0.0,0.0,0.0,0.0,0.0,76.8,28.0
MDANP_CT3,1970,Gas-CC,G,Gas,76.5,255.0,4,4,5.1,4,4,4,0.0,0.0,0.0,0.0,0.0,76.5,28.0
MDANP_CT4,1970,Gas-CC,G,Gas,77.4,258.0,4,4,5.16,4,4,4,0.0,0.0,0.0,0.0,0.0,77.4,28.0
MDANP_CT5,1970,Gas-CC,G,Gas,82.8,276.0,4,4,5.52,4,4,4,0.0,0.0,0.0,0.0,0.0,82.8,28.0
MDANP_CT6,1970,Gas-CC,G,Gas,83.4,278.0,4,4,5.56,4,4,4,0.0,0.0,0.0,0.0,0.0,83.4,28.0
MGSES_CT1,1605,Gas-GT,G,Gas,8.94,89.4,1,1,7.152,1,1,1,0.0,0.0,0.0,0.0,0.0,8.94,42.0
MGSES_CT2,1605,Gas-GT,G,Gas,8.94,89.4,1,1,7.152,1,1,1,0.0,0.0,0.0,0.0,0.0,8.94,42.0
MGSES_CT3,1605,Gas-GT,G,Gas,8.94,89.4,1,1,7.152,1,1,1,0.0,0.0,0.0,0.0,0.0,8.94,42.0
MGSES_CT4,1605,Gas-GT,G,Gas,8.94,89.4,1,1,7.152,1,1,1,0.0,0.0,0.0,0.0,0.0,8.94,42.0
MGSES_CT5,1605,Gas-GT,G,Gas,8.94,89.4,1,1,7.152,1,1,1,0.0,0.0,0.0,0.0,0.0,8.94,42.0
MGSES_CT6,1605,Gas-GT,G,Gas,8.94,89.4,1,1,7.152,1,1,1,0.0,0.0,0.0,0.0,0.0,8.94,42.0
MCSES_UNIT6,3032,Gas-ST,G,Gas,36.6,122.0,4,4,2.44,4,4,4,0.0,0.0,0.0,0.0,0.0,36.6,35.0
MCSES_UNIT7,3032,Gas-ST,G,Gas,35.4,118.0,4,4,2.36,4,4,4,0.0,0.0,0.0,0.0,0.0,35.4,35.0
MCSES_UNIT8,3032,Gas-ST,G,Gas,170.4,568.0,4,4,11.36,4,4,4,0.0,0.0,0.0,0.0,0.0,170.4,35.0
NUECES_B_NUECESG8,904,Gas-CC,G,Gas,56.88,189.6,4,4,3.792,4,4,4,0.0,0.0,0.0,0.0,0.0,56.88,28.0
NUECES_B_NUECESG9,904,Gas-CC,G,Gas,56.88,189.6,4,4,3.792,4,4,4,0.0,0.0,0.0,0.0,0.0,56.88,28.0
NUECES_B_NUECESG7,904,Gas-CC,G,Gas,105.3,351.0,4,4,7.02,4,4,4,0.0,0.0,0.0,0.0,0.0,105.3,28.0
CALAVERS_OWS1,1502,Gas-ST,G,Gas,133.5,445.0,4,4,8.9,4,4,4,0.0,0.0,0.0,0.0,0.0,133.5,35.0
CALAVERS_OWS2,1502,Gas-ST,G,Gas,130.5,435.0,4,4,8.7,4,4,4,0.0,0.0,0.0,0.0,0.0,130.5,35.0
OECCS_CT11,2979,Gas-CC,G,Gas,58.56,195.2,4,4,3.904,4,4,4,0.0,0.0,0.0,0.0,0.0,58.56,28.0
OECCS_CT12,2979,Gas-CC,G,Gas,56.73,189.1,4,4,3.782,4,4,4,0.0,0.0,0.0,0.0,0.0,56.73,28.0
OECCS_CT21,2979,Gas-CC,G,Gas,58.56,195.2,4,4,3.904,4,4,4,0.0,0.0,0.0,0.0,0.0,58.56,28.0
OECCS_CT22,2979,Gas-CC,G,Gas,56.73,189.1,4,4,3.782,4,4,4,0.0,0.0,0.0,0.0,0.0,56.73,28.0
OECCS_UNIT1,2979,Gas-CC,G,Gas,67.2,224.0,4,4,4.48,4,4,4,0.0,0.0,0.0,0.0,0.0,67.2,28.0
OECCS_UNIT2,2979,Gas-CC,G,Gas,67.2,224.0,4,4,4.48,4,4,4,0.0,0.0,0.0,0.0,0.0,67.2,28.0
VICTPRT2_UNIT1,227,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
VICTPRT2_UNIT2,227,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
PANDA_S_SHER1CT1,2799,Gas-CC,G,Gas,69.6,232.0,4,4,4.64,4,4,4,0.0,0.0,0.0,0.0,0.0,69.6,28.0
PANDA_S_SHER1CT2,2799,Gas-CC,G,Gas,69.6,232.0,4,4,4.64,4,4,4,0.0,0.0,0.0,0.0,0.0,69.6,28.0
PANDA_S_SHER1ST1,2799,Gas-CC,G,Gas,105.93,353.1,4,4,7.062,4,4,4,0.0,0.0,0.0,0.0,0.0,105.93,28.0
PANDA_T1_TMPL1CT1,644,Gas-CC,G,Gas,69.6,232.0,4,4,4.64,4,4,4,0.0,0.0,0.0,0.0,0.0,69.6,28.0
PANDA_T1_TMPL1CT2,644,Gas-CC,G,Gas,69.6,232.0,4,4,4.64,4,4,4,0.0,0.0,0.0,0.0,0.0,69.6,28.0
PANDA_T1_TMPL1ST1,644,Gas-CC,G,Gas,105.93,353.1,4,4,7.062,4,4,4,0.0,0.0,0.0,0.0,0.0,105.93,28.0
PANDA_T2_TMPL2CT1,644,Gas-CC,G,Gas,69.6,232.0,4,4,4.64,4,4,4,0.0,0.0,0.0,0.0,0.0,69.6,28.0
PANDA_T2_TMPL2CT2,644,Gas-CC,G,Gas,69.6,232.0,4,4,4.64,4,4,4,0.0,0.0,0.0,0.0,0.0,69.6,28.0
PANDA_T2_TMPL2ST1,644,Gas-CC,G,Gas,105.93,353.1,4,4,7.062,4,4,4,0.0,0.0,0.0,0.0,0.0,105.93,28.0
TNSKA_GT1,2746,Gas-CC,G,Gas,27.27,90.9,4,4,1.818,4,4,4,0.0,0.0,0.0,0.0,0.0,27.27,28.0
TNSKA_GT2,2746,Gas-CC,G,Gas,27.27,90.9,4,4,1.818,4,4,4,0.0,0.0,0.0,0.0,0.0,27.27,28.0
TNSKA_STG,2746,Gas-CC,G,Gas,27.0,90.0,4,4,1.8,4,4,4,0.0,0.0,0.0,0.0,0.0,27.0,28.0
PSG_PSG_GT2,1219,Gas-CC,G,Gas,64.53,215.1,4,4,4.302,4,4,4,0.0,0.0,0.0,0.0,0.0,64.53,28.0
PSG_PSG_GT3,1219,Gas-CC,G,Gas,64.53,215.1,4,4,4.302,4,4,4,0.0,0.0,0.0,0.0,0.0,64.53,28.0
PSG_PSG_ST2,1219,Gas-CC,G,Gas,58.65,195.5,4,4,3.91,4,4,4,0.0,0.0,0.0,0.0,0.0,58.65,28.0
PEARSAL2_AGR_A,1758,Gas-IC,G,Gas,5.06,50.6,1,1,4.048,1,1,1,0.0,0.0,0.0,0.0,0.0,5.06,45.0
PEARSAL2_AGR_B,1758,Gas-IC,G,Gas,5.06,50.6,1,1,4.048,1,1,1,0.0,0.0,0.0,0.0,0.0,5.06,45.0
PEARSAL2_AGR_C,1758,Gas-IC,G,Gas,5.06,50.6,1,1,4.048,1,1,1,0.0,0.0,0.0,0.0,0.0,5.06,45.0
PEARSAL2_AGR_D,1758,Gas-IC,G,Gas,5.06,50.6,1,1,4.048,1,1,1,0.0,0.0,0.0,0.0,0.0,5.06,45.0
PB2SES_CT1,684,Gas-GT,G,Gas,8.94,89.4,1,1,7.152,1,1,1,0.0,0.0,0.0,0.0,0.0,8.94,42.0
PB2SES_CT2,684,Gas-GT,G,Gas,8.94,89.4,1,1,7.152,1,1,1,0.0,0.0,0.0,0.0,0.0,8.94,42.0
PB2SES_CT3,684,Gas-GT,G,Gas,8.94,89.4,1,1,7.152,1,1,1,0.0,0.0,0.0,0.0,0.0,8.94,42.0
PB2SES_CT4,684,Gas-GT,G,Gas,8.94,89.4,1,1,7.152,1,1,1,0.0,0.0,0.0,0.0,0.0,8.94,42.0
PB2SES_CT5,684,Gas-GT,G,Gas,8.94,89.4,1,1,7.152,1,1,1,0.0,0.0,0.0,0.0,0.0,8.94,42.0
PRO_UNIT1,1871,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
PRO_UNIT2,1871,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
PRO_UNIT3,1871,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
PRO_UNIT4,1871,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
PRO_UNIT5,1871,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
PRO_UNIT6,1871,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
PRO_UNIT7,1871,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
PRO_UNIT8,1871,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
BAC_CTG1,1156,Gas-GT,G,Gas,6.5,65.0,1,1,5.2,1,1,1,0.0,0.0,0.0,0.0,0.0,6.5,42.0
BAC_CTG2,1156,Gas-GT,G,Gas,6.5,65.0,1,1,5.2,1,1,1,0.0,0.0,0.0,0.0,0.0,6.5,42.0
BAC_CTG3,1156,Gas-GT,G,Gas,6.5,65.0,1,1,5.2,1,1,1,0.0,0.0,0.0,0.0,0.0,6.5,42.0
BAC_CTG4,1156,Gas-GT,G,Gas,6.5,65.0,1,1,5.2,1,1,1,0.0,0.0,0.0,0.0,0.0,6.5,42.0
BAC_CTG5,1156,Gas-GT,G,Gas,6.5,65.0,1,1,5.2,1,1,1,0.0,0.0,0.0,0.0,0.0,6.5,42.0
BAC_CTG6,1156,Gas-GT,G,Gas,6.5,65.0,1,1,5.2,1,1,1,0.0,0.0,0.0,0.0,0.0,6.5,42.0
STEAM1A_STEAM_1,2926,Gas-ST,G,Gas,5.64,18.8,4,4,1.0,4,4,4,0.0,0.0,0.0,0.0,0.0,5.64,35.0
STEAM_STEAM_2,2928,Gas-ST,G,Gas,7.5,25.0,4,4,1.0,4,4,4,0.0,0.0,0.0,0.0,0.0,7.5,35.0
STEAM_STEAM_3,2928,Gas-ST,G,Gas,12.96,43.2,4,4,1.0,4,4,4,0.0,0.0,0.0,0.0,0.0,12.96,35.0
QALSW_GT1,1580,Gas-CC,G,Gas,27.18,90.6,4,4,1.812,4,4,4,0.0,0.0,0.0,0.0,0.0,27.18,28.0
QALSW_GT2,1580,Gas-CC,G,Gas,27.18,90.6,4,4,1.812,4,4,4,0.0,0.0,0.0,0.0,0.0,27.18,28.0
QALSW_GT3,1580,Gas-CC,G,Gas,27.18,90.6,4,4,1.812,4,4,4,0.0,0.0,0.0,0.0,0.0,27.18,28.0
QALSW_GT4,1580,Gas-CC,G,Gas,27.18,90.6,4,4,1.812,4,4,4,0.0,0.0,0.0,0.0,0.0,27.18,28.0
QALSW_STG1,1580,Gas-CC,G,Gas,29.43,98.1,4,4,1.962,4,4,4,0.0,0.0,0.0,0.0,0.0,29.43,28.0
QALSW_STG2,1580,Gas-CC,G,Gas,29.43,98.1,4,4,1.962,4,4,4,0.0,0.0,0.0,0.0,0.0,29.43,28.0
MIL_MILLERG4,2356,Gas-GT,G,Gas,11.6,116.0,1,1,9.28,1,1,1,0.0,0.0,0.0,0.0,0.0,11.6,42.0
MIL_MILLERG5,2356,Gas-GT,G,Gas,11.6,116.0,1,1,9.28,1,1,1,0.0,0.0,0.0,0.0,0.0,11.6,42.0
MIL_MILLERG1,2356,Gas-ST,G,Gas,22.5,75.0,4,4,1.5,4,4,4,0.0,0.0,0.0,0.0,0.0,22.5,35.0
MIL_MILLERG2,2356,Gas-ST,G,Gas,36.0,120.0,4,4,2.4,4,4,4,0.0,0.0,0.0,0.0,0.0,36.0,35.0
MIL_MILLERG3,2356,Gas-ST,G,Gas,64.8,216.0,4,4,4.32,4,4,4,0.0,0.0,0.0,0.0,0.0,64.8,35.0
OLINGR_OLING_4,2926,Gas-GT,G,Gas,9.5,95.0,1,1,7.6,1,1,1,0.0,0.0,0.0,0.0,0.0,9.5,42.0
OLINGR_OLING_2,2926,Gas-ST,G,Gas,34.08,113.6,4,4,2.272,4,4,4,0.0,0.0,0.0,0.0,0.0,34.08,35.0
OLINGR_OLING_3,2926,Gas-ST,G,Gas,46.98,156.6,4,4,3.132,4,4,4,0.0,0.0,0.0,0.0,0.0,46.98,35.0
RAB_UNIT1,1937,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
RAB_UNIT2,1937,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
RAB_UNIT3,1937,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
RAB_UNIT4,1937,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
RAB_UNIT5,1937,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
RAB_UNIT6,1937,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
RAB_UNIT7,1937,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
RAB_UNIT8,1937,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
REDGATE_AGR_A,332,Gas-IC,G,Gas,5.63,56.3,1,1,4.504,1,1,1,0.0,0.0,0.0,0.0,0.0,5.63,45.0
REDGATE_AGR_B,332,Gas-IC,G,Gas,5.63,56.3,1,1,4.504,1,1,1,0.0,0.0,0.0,0.0,0.0,5.63,45.0
REDGATE_AGR_C,332,Gas-IC,G,Gas,5.63,56.3,1,1,4.504,1,1,1,0.0,0.0,0.0,0.0,0.0,5.63,45.0
REDGATE_AGR_D,332,Gas-IC,G,Gas,5.63,56.3,1,1,4.504,1,1,1,0.0,0.0,0.0,0.0,0.0,5.63,45.0
JAD_UNIT1,1871,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
JAD_UNIT2,1871,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
JAD_UNIT3,1871,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
JAD_UNIT4,1871,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
JAD_UNIT5,1871,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
JAD_UNIT6,1871,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
JAD_UNIT7,1871,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
JAD_UNIT8,1871,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
RIONOG_CT1,1519,Gas-CC,G,Gas,60.9,203.0,4,4,4.06,4,4,4,0.0,0.0,0.0,0.0,0.0,60.9,28.0
RIONOG_CT2,1519,Gas-CC,G,Gas,60.9,203.0,4,4,4.06,4,4,4,0.0,0.0,0.0,0.0,0.0,60.9,28.0
RIONOG_CT3,1519,Gas-CC,G,Gas,60.9,203.0,4,4,4.06,4,4,4,0.0,0.0,0.0,0.0,0.0,60.9,28.0
RIONOG_ST1,1519,Gas-CC,G,Gas,111.96,373.2,4,4,7.464,4,4,4,0.0,0.0,0.0,0.0,0.0,111.96,28.0
RAYBURN_RAYBURG7,2799,Gas-CC,G,Gas,18.15,60.5,4,4,1.21,4,4,4,0.0,0.0,0.0,0.0,0.0,18.15,28.0
RAYBURN_RAYBURG8,2799,Gas-CC,G,Gas,18.15,60.5,4,4,1.21,4,4,4,0.0,0.0,0.0,0.0,0.0,18.15,28.0
RAYBURN_RAYBURG9,2799,Gas-CC,G,Gas,18.15,60.5,4,4,1.21,4,4,4,0.0,0.0,0.0,0.0,0.0,18.15,28.0
RAYBURN_RAYBURG10,2799,Gas-CC,G,Gas,12.6,42.0,4,4,1.0,4,4,4,0.0,0.0,0.0,0.0,0.0,12.6,28.0
SJS_SJS_G1,3019,Gas-GT,G,Gas,8.82,88.2,1,1,7.056,1,1,1,0.0,0.0,0.0,0.0,0.0,8.82,42.0
SJS_SJS_G2,3019,Gas-GT,G,Gas,8.82,88.2,1,1,7.056,1,1,1,0.0,0.0,0.0,0.0,0.0,8.82,42.0
SANDHSYD_SH1,1423,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
SANDHSYD_SH2,1423,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
SANDHSYD_SH3,1423,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
SANDHSYD_SH4,1423,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
SANDHSYD_SH_5A,1413,Gas-CC,G,Gas,59.67,198.9,4,4,3.978,4,4,4,0.0,0.0,0.0,0.0,0.0,59.67,28.0
SANDHSYD_SH6,1423,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
SANDHSYD_SH7,1423,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
SANDHSYD_SH_5C,1413,Gas-CC,G,Gas,57.3,191.0,4,4,3.82,4,4,4,0.0,0.0,0.0,0.0,0.0,57.3,28.0
SILASRAY_SILAS_10,254,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
SILASRAY_SILAS_9,254,Gas-CC,G,Gas,15.0,50.0,4,4,1.0,4,4,4,0.0,0.0,0.0,0.0,0.0,15.0,28.0
SILASRAY_SILAS_6,254,Gas-CC,G,Gas,7.5,25.0,4,4,1.0,4,4,4,0.0,0.0,0.0,0.0,0.0,7.5,28.0
GIDEON_GIDEONG1,1741,Gas-ST,G,Gas,40.8,136.0,4,4,2.72,4,4,4,0.0,0.0,0.0,0.0,0.0,40.8,35.0
GIDEON_GIDEONG2,1741,Gas-ST,G,Gas,40.8,136.0,4,4,2.72,4,4,4,0.0,0.0,0.0,0.0,0.0,40.8,35.0
GIDEON_GIDEONG3,1741,Gas-ST,G,Gas,105.3,351.0,4,4,7.02,4,4,4,0.0,0.0,0.0,0.0,0.0,105.3,35.0
SKY1_SKY1A,192,Gas-IC,G,Gas,2.67,26.7,1,1,2.136,1,1,1,0.0,0.0,0.0,0.0,0.0,2.67,45.0
SKY1_SKY1B,192,Gas-IC,G,Gas,2.67,26.7,1,1,2.136,1,1,1,0.0,0.0,0.0,0.0,0.0,2.67,45.0
SPNCER_SPNCE_4,2827,Gas-ST,G,Gas,18.3,61.0,4,4,1.22,4,4,4,0.0,0.0,0.0,0.0,0.0,18.3,35.0
SPNCER_SPNCE_5,2827,Gas-ST,G,Gas,19.5,65.0,4,4,1.3,4,4,4,0.0,0.0,0.0,0.0,0.0,19.5,35.0
SCSES_UNIT1A,2558,Gas-ST,G,Gas,53.1,177.0,4,4,3.54,4,4,4,0.0,0.0,0.0,0.0,0.0,53.1,35.0
SCSES_UNIT2,2558,Gas-ST,G,Gas,150.6,502.0,4,4,10.04,4,4,4,0.0,0.0,0.0,0.0,0.0,150.6,35.0
THW_THWGT_1,99,Gas-GT,G,Gas,1.63,16.3,1,1,1.304,1,1,1,0.0,0.0,0.0,0.0,0.0,1.63,42.0
THW_THWGT31,99,Gas-CC,G,Gas,15.39,51.3,4,4,1.026,4,4,4,0.0,0.0,0.0,0.0,0.0,15.39,28.0
THW_THWGT32,99,Gas-CC,G,Gas,15.39,51.3,4,4,1.026,4,4,4,0.0,0.0,0.0,0.0,0.0,15.39,28.0
THW_THWGT33,99,Gas-CC,G,Gas,15.39,51.3,4,4,1.026,4,4,4,0.0,0.0,0.0,0.0,0.0,15.39,28.0
THW_THWGT34,99,Gas-CC,G,Gas,15.39,51.3,4,4,1.026,4,4,4,0.0,0.0,0.0,0.0,0.0,15.39,28.0
THW_THWGT41,99,Gas-CC,G,Gas,15.39,51.3,4,4,1.026,4,4,4,0.0,0.0,0.0,0.0,0.0,15.39,28.0
THW_THWGT42,99,Gas-CC,G,Gas,15.39,51.3,4,4,1.026,4,4,4,0.0,0.0,0.0,0.0,0.0,15.39,28.0
THW_THWGT43,99,Gas-CC,G,Gas,18.6,62.0,4,4,1.24,4,4,4,0.0,0.0,0.0,0.0,0.0,18.6,28.0
THW_THWGT44,99,Gas-CC,G,Gas,18.6,62.0,4,4,1.24,4,4,4,0.0,0.0,0.0,0.0,0.0,18.6,28.0
THW_THWGT51,99,Gas-GT,G,Gas,8.5,85.0,1,1,6.8,1,1,1,0.0,0.0,0.0,0.0,0.0,8.5,42.0
THW_THWGT52,99,Gas-GT,G,Gas,8.5,85.0,1,1,6.8,1,1,1,0.0,0.0,0.0,0.0,0.0,8.5,42.0
THW_THWGT53,99,Gas-GT,G,Gas,8.5,85.0,1,1,6.8,1,1,1,0.0,0.0,0.0,0.0,0.0,8.5,42.0
THW_THWGT54,99,Gas-GT,G,Gas,8.5,85.0,1,1,6.8,1,1,1,0.0,0.0,0.0,0.0,0.0,8.5,42.0
THW_THWGT55,99,Gas-GT,G,Gas,8.5,85.0,1,1,6.8,1,1,1,0.0,0.0,0.0,0.0,0.0,8.5,42.0
THW_THWGT56,99,Gas-GT,G,Gas,8.5,85.0,1,1,6.8,1,1,1,0.0,0.0,0.0,0.0,0.0,8.5,42.0
THW_THWST_3,99,Gas-CC,G,Gas,33.93,113.1,4,4,2.262,4,4,4,0.0,0.0,0.0,0.0,0.0,33.93,28.0
THW_THWST_4,99,Gas-CC,G,Gas,33.93,113.1,4,4,2.262,4,4,4,0.0,0.0,0.0,0.0,0.0,33.93,28.0
TXCTY_CTA,1160,Gas-CC,G,Gas,38.73,129.1,4,4,2.582,4,4,4,0.0,0.0,0.0,0.0,0.0,38.73,28.0
TXCTY_CTB,1160,Gas-CC,G,Gas,38.73,129.1,4,4,2.582,4,4,4,0.0,0.0,0.0,0.0,0.0,38.73,28.0
TXCTY_CTC,1160,Gas-CC,G,Gas,38.73,129.1,4,4,2.582,4,4,4,0.0,0.0,0.0,0.0,0.0,38.73,28.0
TXCTY_ST,1160,Gas-CC,G,Gas,43.11,143.7,4,4,2.874,4,4,4,0.0,0.0,0.0,0.0,0.0,43.11,28.0
TGS_GT01,186,Gas-GT,G,Gas,9.4,94.0,1,1,7.52,1,1,1,0.0,0.0,0.0,0.0,0.0,9.4,42.0
TIMPP_AGR1,937,Gas-IC,G,Gas,3.77,37.7,1,1,3.016,1,1,1,0.0,0.0,0.0,0.0,0.0,3.77,45.0
TIMPP_AGR2,937,Gas-IC,G,Gas,5.65,56.5,1,1,4.52,1,1,1,0.0,0.0,0.0,0.0,0.0,5.65,45.0
TIMPP_AGR3,937,Gas-IC,G,Gas,3.77,37.7,1,1,3.016,1,1,1,0.0,0.0,0.0,0.0,0.0,3.77,45.0
TIMPP_AGR4,937,Gas-IC,G,Gas,5.65,56.5,1,1,4.52,1,1,1,0.0,0.0,0.0,0.0,0.0,5.65,45.0
TRSES_UNIT6,2248,Gas-ST,G,Gas,71.7,239.0,4,4,4.78,4,4,4,0.0,0.0,0.0,0.0,0.0,71.7,35.0
