GEN UID,Bus ID,Unit Group,Unit Type,Fuel,PMin MW,PMax MW,Min Down Time Hr,Min Up Time Hr,Ramp Rate MW/Min,Start Time Cold Hr,Start Time Warm Hr,Start Time Hot Hr,Start Heat Cold MBTU,Start Heat Warm MBTU,Start Heat Hot MBTU,Fuel Price $/MMBTU,Fixed Cost($/hr),MW Break 1,MWh Price 1
OGSES_UNIT2,2449,Coal,C,Coal,366.72,916.8,8,8,9.168,8,8,8,0.0,0.0,0.0,0.0,0.0,366.72,25.0
SANMIGL_G1,2406,Coal,C,Coal,172.0,430.0,8,8,4.3,8,8,8,0.0,0.0,0.0,0.0,0.0,172.0,25.0
SCES_UNIT1,2651,Coal,C,Coal,403.2,1008.0,8,8,10.08,8,8,8,0.0,0.0,0.0,0.0,0.0,403.2,25.0
TNP_ONE_TNP_O_1,2443,Coal,C,Coal,69.84,174.6,8,8,1.746,8,8,8,0.0,0.0,0.0,0.0,0.0,69.84,25.0
TNP_ONE_TNP_O_2,2443,Coal,C,Coal,69.84,174.6,8,8,1.746,8,8,8,0.0,0.0,0.0,0.0,0.0,69.84,25.0
WAP_WAP_G5,2792,Coal,C,Coal,293.64,734.1,8,8,7.341,8,8,8,0.0,0.0,0.0,0.0,0.0,293.64,25.0
WAP_WAP_G6,2792,Coal,C,Coal,293.64,734.1,8,8,7.341,8,8,8,0.0,0.0,0.0,0.0,0.0,293.64,25.0
WAP_WAP_G7,2792,Coal,C,Coal,245.84,614.6,8,8,6.146,8,8,8,0.0,0.0,0.0,0.0,0.0,245.84,25.0
WAP_WAP_G8,2792,Coal,C,Coal,261.6,654.0,8,8,6.54,8,8,8,0.0,0.0,0.0,0.0,0.0,261.6,25.0
BRAUNIG_AVR1_CT1,2155,Gas-CC,G,Gas,56.7,189.0,4,4,3.78,4,4,4,0.0,0.0,0.0,0.0,0.0,56.7,28.0
BRAUNIG_AVR1_CT2,2155,Gas-CC,G,Gas,56.7,189.0,4,4,3.78,4,4,4,0.0,0.0,0.0,0.0,0.0,56.7,28.0
BRAUNIG_AVR1_ST,2155,Gas-CC,G,Gas,66.6,222.0,4,4,4.44,4,4,4,0.0,0.0,0.0,0.0,0.0,66.6,28.0
ATKINS_ATKINSG7,667,Gas-GT,G,Gas,2.1,21.0,1,1,1.68,1,1,1,0.0,0.0,0.0,0.0,0.0,2.1,42.0
B_DAVIS_B_DAVIG3,1643,Gas-CC,G,Gas,56.88,189.6,4,4,3.792,4,4,4,0.0,0.0,0.0,0.0,0.0,56.88,28.0
B_DAVIS_B_DAVIG4,1643,Gas-CC,G,Gas,56.88,189.6,4,4,3.792,4,4,4,0.0,0.0,0.0,0.0,0.0,56.88,28.0
B_DAVIS_B_DAVIG1,1153,Gas-ST,G,Gas,105.84,352.8,4,4,7.056,4,4,4,0.0,0.0,0.0,0.0,0.0,105.84,35.0
B_DAVIS_B_DAVIG2,1643,Gas-CC,G,Gas,105.3,351.0,4,4,7.02,4,4,4,0.0,0.0,0.0,0.0,0.0,105.3,28.0
BASTEN_GTG1100,2436,Gas-CC,G,Gas,56.4,188.0,4,4,3.76,4,4,4,0.0,0.0,0.0,0.0,0.0,56.4,28.0
BASTEN_GTG2100,2436,Gas-CC,G,Gas,56.4,188.0,4,4,3.76,4,4,4,0.0,0.0,0.0,0.0,0.0,56.4,28.0
BASTEN_ST0100,2436,Gas-CC,G,Gas,72.6,242.0,4,4,4.84,4,4,4,0.0,0.0,0.0,0.0,0.0,72.6,28.0
BCH_UNIT1,2239,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
BCH_UNIT2,2239,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
BCH_UNIT3,2239,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
BCH_UNIT4,2239,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
BCH_UNIT5,2239,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
BCH_UNIT6,2239,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
BCH_UNIT7,2239,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
BCH_UNIT8,2239,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
BOSQUESW_BSQSU_1,2452,Gas-CC,G,Gas,56.61,188.7,4,4,3.774,4,4,4,0.0,0.0,0.0,0.0,0.0,56.61,28.0
BOSQUESW_BSQSU_2,2452,Gas-CC,G,Gas,56.61,188.7,4,4,3.774,4,4,4,0.0,0.0,0.0,0.0,0.0,56.61,28.0
BOSQUESW_BSQSU_3,2452,Gas-CC,G,Gas,56.61,188.7,4,4,3.774,4,4,4,0.0,0.0,0.0,0.0,0.0,56.61,28.0
BOSQUESW_BSQSU_4,2452,Gas-CC,G,Gas,28.5,95.0,4,4,1.9,4,4,4,0.0,0.0,0.0,0.0,0.0,28.5,28.0
BOSQUESW_BSQSU_5,2452,Gas-CC,G,Gas,76.26,254.2,4,4,5.084,4,4,4,0.0,0.0,0.0,0.0,0.0,76.26,28.0
BVE_UNIT1,2629,Gas-CC,G,Gas,59.67,198.9,4,4,3.978,4,4,4,0.0,0.0,0.0,0.0,0.0,59.67,28.0
BVE_UNIT2,2629,Gas-CC,G,Gas,59.67,198.9,4,4,3.978,4,4,4,0.0,0.0,0.0,0.0,0.0,59.67,28.0
BVE_UNIT3,2629,Gas-CC,G,Gas,82.68,275.6,4,4,5.512,4,4,4,0.0,0.0,0.0,0.0,0.0,82.68,28.0
