Date,Hour,Type,Solve Time
2024-08-20,0,SCED,1.7916
2024-08-20,1,SCED,1.638
2024-08-20,2,SCED,1.5778
2024-08-20,3,SCED,1.6002
2024-08-20,4,SCED,1.6575
2024-08-20,5,SCED,1.5656
2024-08-20,6,SCED,1.0537
2024-08-20,7,SCED,1.023
2024-08-20,8,SCED,1.2113
2024-08-20,9,SCED,1.394
2024-08-20,10,SCED,1.0908
2024-08-20,11,SCED,1.0862
2024-08-20,12,SCED,3.1008
2024-08-20,13,SCED,1.4866
2024-08-20,14,SCED,1.4835
2024-08-20,15,SCED,1.6766
2024-08-20,16,SCED,1.6367
2024-08-20,17,SCED,1.2851
2024-08-20,18,SCED,1.3133
2024-08-20,19,SCED,1.667
2024-08-20,20,SCED,1.3818
2024-08-20,21,SCED,2.242
2024-08-20,22,SCED,1.301
2024-08-20,23,SCED,1.2968
