Date,Hour,Generator,Output,Curtailment
2024-03-29,0,AGUAYO_UNIT1,123.84,0.0
2024-03-29,0,AMADEUS1_UNIT1,23.488,0.0
2024-03-29,0,AMADEUS1_UNIT2,22.912,0.0
2024-03-29,0,AMADEUS2_UNIT3,113.728,0.0
2024-03-29,0,ANACACHO_ANA,63.872,0.0
2024-03-29,0,ANCHOR_WIND2,63.296,0.0
2024-03-29,0,ANCHOR_WIND3,57.6,0.0
2024-03-29,0,ANCHOR_WIND4,24.768,0.0
2024-03-29,0,ANCHOR_WIND5,12.352,0.0
2024-03-29,0,APOGEE_UNIT1,16.0,0.0
2024-03-29,0,APOGEE_UNIT2,8.96,0.0
2024-03-29,0,APOGEE_UNIT3,19.328,0.0
2024-03-29,0,APOGEE_UNIT4,73.6,0.0
2024-03-29,0,APOGEE_UNIT5,70.4,0.0
2024-03-29,0,APOGEE_UNIT6,15.36,0.0
2024-03-29,0,APOGEE_UNIT7,48.0,0.0
2024-03-29,0,APPALOSA_UNIT1,101.056,0.0
2024-03-29,0,APPALOSA_UNIT2,8.896,0.0
2024-03-29,0,AQUILLA_U1_23,8.896,0.0
2024-03-29,0,AQUILLA_U1_28,86.656,0.0
2024-03-29,0,AQUILLA_U2_23,4.48,0.0
2024-03-29,0,AQUILLA_U2_28,92.032,0.0
2024-03-29,0,AVIATOR_UNIT1,115.264,0.0
2024-03-29,0,AVIATOR_UNIT2,93.184,0.0
2024-03-29,0,DEWOLF_UNIT1,127.552,0.0
2024-03-29,0,BLACKJAK_UNIT1,76.8,0.0
2024-03-29,0,BLACKJAK_UNIT2,76.8,0.0
2024-03-29,0,BAFFIN_UNIT1,64.0,0.0
2024-03-29,0,BAFFIN_UNIT2,65.28,0.0
2024-03-29,0,BARROW_UNIT1,57.728,0.0
2024-03-29,0,BARROW_UNIT2,45.12,0.0
2024-03-29,0,BRTSW_BCW1,76.8,0.0
2024-03-29,0,BLSUMMIT_BLSMT1_5,84.992,0.0
2024-03-29,0,BLSUMMIT_BLSMT1_6,4.48,0.0
2024-03-29,0,BLSUMMIT_UNIT2_25,59.2,0.0
2024-03-29,0,BLSUMMIT_UNIT2_17,4.416,0.0
2024-03-29,0,BLSUMIT3_UNIT_17,8.768,0.0
2024-03-29,0,BLSUMIT3_UNIT_25,119.36,0.0
2024-03-29,0,BCATWIND_WIND_1,103.68,0.0
2024-03-29,0,BRISCOE_WIND,95.936,0.0
2024-03-29,0,BBREEZE_UNIT1,76.8,0.0
2024-03-29,0,BBREEZE_UNIT2,69.12,0.0
2024-03-29,0,BUCKTHRN_UNIT1,28.736,0.0
2024-03-29,0,BUCKTHRN_UNIT2,35.648,0.0
2024-03-29,0,BUFF_GAP_UNIT1,77.184,0.0
2024-03-29,0,BUFF_GAP_UNIT2_1,73.92,0.0
2024-03-29,0,BUFF_GAP_UNIT2_2,74.88,0.0
2024-03-29,0,BUFF_GAP_UNIT3,108.928,0.0
2024-03-29,0,BULLCRK_WND1,56.96,0.0
2024-03-29,0,BULLCRK_WND2,58.24,0.0
2024-03-29,0,CABEZON_WIND1,73.728,0.0
2024-03-29,0,CABEZON_WIND2,78.336,0.0
2024-03-29,0,CFLATS_U1,94.976,0.0
2024-03-29,0,CALLAHAN_WND1,78.784,0.0
2024-03-29,0,CAMWIND_UNIT1,105.6,0.0
2024-03-29,0,CSEC_CSECG1,86.016,0.0
2024-03-29,0,CSEC_CSECG2,79.104,0.0
2024-03-29,0,CN_BRKS_UNIT_1,134.464,0.0
2024-03-29,0,CAPRIDGE_CR1,148.288,0.0
2024-03-29,0,CAPRIDGE_CR2,95.68,0.0
2024-03-29,0,CAPRIDGE_CR3,128.576,0.0
2024-03-29,0,CAPRIDG4_CR4,77.76,0.0
2024-03-29,0,CEDROHIL_CHW1,50.816,0.0
2024-03-29,0,CEDROHIL_CHW2,49.92,0.0
2024-03-29,0,CHALUPA_UNIT1,110.912,0.0
2024-03-29,0,CHAMPION_UNIT1,62.4,0.0
2024-03-29,0,CHAMPION_UNIT2,11.584,0.0
2024-03-29,0,CHAMPION_UNIT3,5.76,0.0
2024-03-29,0,SANTACRU_UNIT1,96.384,0.0
2024-03-29,0,SANTACRU_UNIT2,62.976,0.0
2024-03-29,0,COTPLNS_COTTONPL,32.256,0.0
2024-03-29,0,CRANELL_UNIT1,140.8,0.0
2024-03-29,0,CRAWFISH_UNIT1,104.448,0.0
2024-03-29,0,DERMOTT_UNIT1,80.96,0.0
2024-03-29,0,DERMOTT_UNIT2,80.96,0.0
2024-03-29,0,DSKYWND1_UNIT_1A,42.112,0.0
2024-03-29,0,DSKYWND2_UNIT_2A,42.112,0.0
2024-03-29,0,DSKYWND1_UNIT_1B,15.296,0.0
2024-03-29,0,DSKYWND2_UNIT_2B,9.408,0.0
2024-03-29,0,GRANDVW1_COLA,64.128,0.0
2024-03-29,0,GRANDVW1_COLB,64.128,0.0
2024-03-29,0,EL_RAYO_UNIT1,64.768,0.0
2024-03-29,0,EL_RAYO_UNIT2,63.36,0.0
2024-03-29,0,ELB_ELBCREEK,78.016,0.0
2024-03-29,0,DIGBY_UNIT1,64.832,0.0
2024-03-29,0,DIGBY_UNIT2,85.952,0.0
2024-03-29,0,ALGODON_UNIT1,109.824,0.0
2024-03-29,0,ALGODON_UNIT2,18.304,0.0
2024-03-29,0,CHALUPA_UNIT2,16.128,0.0
2024-03-29,0,ASTRA_UNIT1,104.448,0.0
2024-03-29,0,FTWIND_UNIT_1,128.0,0.0
2024-03-29,0,FLUVANNA_UNIT1,51.072,0.0
2024-03-29,0,FLUVANNA_UNIT2,48.384,0.0
2024-03-29,0,FOARDCTY_UNIT1,119.36,0.0
2024-03-29,0,FOARDCTY_UNIT2,104.832,0.0
2024-03-29,0,MCDLD_FCW1,80.128,0.0
2024-03-29,0,GOAT_GOATWIND,51.2,0.0
2024-03-29,0,GOAT_GOATWIN2,44.544,0.0
2024-03-29,0,GWEC_GWEC_G1,95.104,0.0
2024-03-29,0,GOODNIT1_UNIT1,77.44,0.0
2024-03-29,0,GOODNIT1_UNIT2,87.744,0.0
2024-03-29,0,GOPHER_UNIT1,52.48,0.0
2024-03-29,0,GOPHER_UNIT2,48.64,0.0
2024-03-29,0,GRANDVW1_GV1A,68.736,0.0
2024-03-29,0,GRANDVW1_GV1B,66.432,0.0
2024-03-29,0,BRAZ_WND_BRAZ_WND1,76.8,0.0
2024-03-29,0,BRAZ_WND_BRAZ_WND2,39.936,0.0
2024-03-29,0,GPASTURE_WIND_I,96.0,0.0
2024-03-29,0,GRIF_TRL_UNIT1,63.168,0.0
2024-03-29,0,GRIF_TRL_UNIT2,81.216,0.0
2024-03-29,0,TGW_T1,90.624,0.0
2024-03-29,0,TGW_T2,90.624,0.0
2024-03-29,0,GUNMTN_G1,76.736,0.0
2024-03-29,0,HWF_HWFG1,105.984,0.0
2024-03-29,0,HART_WND_UNIT1,104.576,0.0
2024-03-29,0,HRFDWIND_WIND_G,63.936,0.0
2024-03-29,0,HRFDWIND_WIND_V,64.0,0.0
2024-03-29,0,HICKMAN_G1,97.6,0.0
2024-03-29,0,HICKMAN_G2,94.4,0.0
2024-03-29,0,MIRASOLE_MIR11,33.28,0.0
2024-03-29,0,MIRASOLE_MIR12,62.72,0.0
2024-03-29,0,MIRASOLE_MIR21,64.0,0.0
2024-03-29,0,MIRASOLE_MIR13,32.256,0.0
2024-03-29,0,HI_LONE_WGR1A,29.44,0.0
2024-03-29,0,HI_LONE_WGR1B,33.28,0.0
2024-03-29,0,HI_LONE_WGR1C,16.192,0.0
2024-03-29,0,HI_LONE_WGR2,78.4,0.0
2024-03-29,0,HI_LONE_WGR2A,16.192,0.0
2024-03-29,0,HI_LONE_WGR3,81.664,0.0
2024-03-29,0,HI_LONE_WGR4,65.024,0.0
2024-03-29,0,HORSECRK_UNIT1,86.272,0.0
2024-03-29,0,HORSECRK_UNIT2,65.088,0.0
2024-03-29,0,HHGT_HHOLLOW1,136.32,0.0
2024-03-29,0,HHGT_HHOLLOW2,117.76,0.0
2024-03-29,0,HHGT_HHOLLOW3,143.04,0.0
2024-03-29,0,HHGT_HHOLLOW4,73.6,0.0
2024-03-29,0,INDL_INADALE1,60.8,0.0
2024-03-29,0,INDL_INADALE2,65.28,0.0
2024-03-29,0,INDNNWP_INDNNWP2,57.856,0.0
2024-03-29,0,INRT_W_UNIT1,43.328,0.0
2024-03-29,0,INRT_W_UNIT2,17.792,0.0
2024-03-29,0,INRT_W_UNIT3,131.776,0.0
2024-03-29,0,BORDAS_JAVEL18,12.608,0.0
2024-03-29,0,BORDAS_JAVEL20,147.2,0.0
2024-03-29,0,BORDAS2_JAVEL2_A,61.44,0.0
2024-03-29,0,BORDAS2_JAVEL2_B,47.36,0.0
2024-03-29,0,BORDAS2_JAVEL2_C,19.2,0.0
2024-03-29,0,HRFDWIND_JRDWIND1,93.568,0.0
2024-03-29,0,HRFDWIND_JRDWIND2,98.304,0.0
2024-03-29,0,KARAKAW1_UNIT1,66.112,0.0
2024-03-29,0,KARAKAW1_UNIT2,66.112,0.0
2024-03-29,0,KARAKAW2_UNIT3,64.256,0.0
2024-03-29,0,KEECHI_U1,70.4,0.0
2024-03-29,0,KING_NE_KINGNE,51.008,0.0
2024-03-29,0,KING_NW_KINGNW,51.008,0.0
2024-03-29,0,KING_SE_KINGSE,25.92,0.0
2024-03-29,0,KING_SW_KINGSW,51.008,0.0
2024-03-29,0,LGD_LANGFORD,102.4,0.0
2024-03-29,0,LACY_CRK_UNIT1,86.656,0.0
2024-03-29,0,LACY_CRK_UNIT2,9.664,0.0
2024-03-29,0,LACY_CRK_UNIT3,88.448,0.0
2024-03-29,0,LACY_CRK_UNIT4,8.064,0.0
2024-03-29,0,LMAJADAS_UNIT1,70.4,0.0
2024-03-29,0,LMAJADAS_UNIT2,15.36,0.0
2024-03-29,0,LMAJADAS_UNIT3,88.704,0.0
2024-03-29,0,LOCKETT_UNIT1,117.568,0.0
2024-03-29,0,LGW_UNIT1,68.032,0.0
2024-03-29,0,LGW_UNIT2,66.496,0.0
2024-03-29,0,LNCRK_G83,124.16,0.0
