Date,Hour,Type,Solve Time
2024-06-17,0,SCED,1.4801
2024-06-17,1,SCED,1.2569
2024-06-17,2,SCED,1.2579
2024-06-17,3,SCED,1.2452
2024-06-17,4,SCED,1.261
2024-06-17,5,SCED,1.249
2024-06-17,6,SCED,0.8606
2024-06-17,7,SCED,0.8389
2024-06-17,8,SCED,0.8412
2024-06-17,9,SCED,0.8388
2024-06-17,10,SCED,0.9049
2024-06-17,11,SCED,0.8683
2024-06-17,12,SCED,0.9122
2024-06-17,13,SCED,0.9139
2024-06-17,14,SCED,1.0464
2024-06-17,15,SCED,1.0438
2024-06-17,16,SCED,0.9251
2024-06-17,17,SCED,1.0127
2024-06-17,18,SCED,2.8754
2024-06-17,19,SCED,0.934
2024-06-17,20,SCED,0.9275
2024-06-17,21,SCED,1.5916
2024-06-17,22,SCED,1.0988
2024-06-17,23,SCED,1.2232
