Date,Hour,Generator,Output,Curtailment
2024-08-20,0,AGUAYO_UNIT1,79.0447,0.0
2024-08-20,0,AMADEUS1_UNIT1,14.992,0.0
2024-08-20,0,AMADEUS1_UNIT2,14.6243,0.0
2024-08-20,0,AMADEUS2_UNIT3,72.5904,0.0
2024-08-20,0,ANACACHO_ANA,40.7683,0.0
2024-08-20,0,ANCHOR_WIND2,40.4006,0.0
2024-08-20,0,ANCHOR_WIND3,36.765,0.0
2024-08-20,0,ANCHOR_WIND4,15.8089,0.0
2024-08-20,0,ANCHOR_WIND5,7.8841,0.0
2024-08-20,0,APOGEE_UNIT1,10.2125,0.0
2024-08-20,0,APOGEE_UNIT2,5.719,0.0
2024-08-20,0,APOGEE_UNIT3,12.3367,0.0
2024-08-20,0,APOGEE_UNIT4,46.9775,0.0
2024-08-20,0,APOGEE_UNIT5,44.935,0.0
2024-08-20,0,APOGEE_UNIT6,9.804,0.0
2024-08-20,0,APOGEE_UNIT7,30.6375,0.0
2024-08-20,0,APPALOSA_UNIT1,64.5022,0.0
2024-08-20,0,APPALOSA_UNIT2,5.6781,0.0
2024-08-20,0,AQUILLA_U1_23,5.6781,0.0
2024-08-20,0,AQUILLA_U1_28,55.3109,0.0
2024-08-20,0,AQUILLA_U2_23,2.8595,0.0
2024-08-20,0,AQUILLA_U2_28,58.7423,0.0
2024-08-20,0,AVIATOR_UNIT1,73.5708,0.0
2024-08-20,0,AVIATOR_UNIT2,59.4776,0.0
2024-08-20,0,DEWOLF_UNIT1,81.4141,0.0
2024-08-20,0,BLACKJAK_UNIT1,49.02,0.0
2024-08-20,0,BLACKJAK_UNIT2,49.02,0.0
2024-08-20,0,BAFFIN_UNIT1,40.85,0.0
2024-08-20,0,BAFFIN_UNIT2,41.667,0.0
2024-08-20,0,BARROW_UNIT1,36.8467,0.0
2024-08-20,0,BARROW_UNIT2,28.7992,0.0
2024-08-20,0,BRTSW_BCW1,49.02,0.0
2024-08-20,0,BLSUMMIT_BLSMT1_5,54.2488,0.0
2024-08-20,0,BLSUMMIT_BLSMT1_6,2.8595,0.0
2024-08-20,0,BLSUMMIT_UNIT2_25,37.7862,0.0
2024-08-20,0,BLSUMMIT_UNIT2_17,2.8186,0.0
2024-08-20,0,BLSUMIT3_UNIT_17,5.5964,0.0
2024-08-20,0,BLSUMIT3_UNIT_25,76.1852,0.0
2024-08-20,0,BCATWIND_WIND_1,66.177,0.0
2024-08-20,0,BRISCOE_WIND,61.2341,0.0
2024-08-20,0,BBREEZE_UNIT1,49.02,0.0
2024-08-20,0,BBREEZE_UNIT2,44.118,0.0
2024-08-20,0,BUCKTHRN_UNIT1,18.3416,0.0
2024-08-20,0,BUCKTHRN_UNIT2,22.7535,0.0
2024-08-20,0,BUFF_GAP_UNIT1,49.2651,0.0
2024-08-20,0,BUFF_GAP_UNIT2_1,47.1817,0.0
2024-08-20,0,BUFF_GAP_UNIT2_2,47.7945,0.0
2024-08-20,0,BUFF_GAP_UNIT3,69.5267,0.0
2024-08-20,0,BULLCRK_WND1,36.3565,0.0
2024-08-20,0,BULLCRK_WND2,37.1735,0.0
2024-08-20,0,CABEZON_WIND1,47.0592,0.0
2024-08-20,0,CABEZON_WIND2,50.0004,0.0
2024-08-20,0,CFLATS_U1,60.6214,0.0
2024-08-20,0,CALLAHAN_WND1,50.2863,0.0
2024-08-20,0,CAMWIND_UNIT1,67.4025,0.0
2024-08-20,0,CSEC_CSECG1,54.9024,0.0
2024-08-20,0,CSEC_CSECG2,50.4906,0.0
2024-08-20,0,CN_BRKS_UNIT_1,85.8258,0.0
2024-08-20,0,CAPRIDGE_CR1,94.6494,0.0
2024-08-20,0,CAPRIDGE_CR2,61.0707,0.0
2024-08-20,0,CAPRIDGE_CR3,82.0677,0.0
2024-08-20,0,CAPRIDG4_CR4,49.6327,0.0
2024-08-20,0,CEDROHIL_CHW1,32.4349,0.0
2024-08-20,0,CEDROHIL_CHW2,31.863,0.0
2024-08-20,0,CHALUPA_UNIT1,70.793,0.0
2024-08-20,0,CHAMPION_UNIT1,39.8287,0.0
2024-08-20,0,CHAMPION_UNIT2,7.3939,0.0
2024-08-20,0,CHAMPION_UNIT3,3.6765,0.0
2024-08-20,0,SANTACRU_UNIT1,61.5201,0.0
2024-08-20,0,SANTACRU_UNIT2,40.1964,0.0
2024-08-20,0,COTPLNS_COTTONPL,20.5884,0.0
2024-08-20,0,CRANELL_UNIT1,89.87,0.0
2024-08-20,0,CRAWFISH_UNIT1,66.6672,0.0
2024-08-20,0,DERMOTT_UNIT1,51.6752,0.0
2024-08-20,0,DERMOTT_UNIT2,51.6752,0.0
2024-08-20,0,DSKYWND1_UNIT_1A,26.8793,0.0
2024-08-20,0,DSKYWND2_UNIT_2A,26.8793,0.0
2024-08-20,0,DSKYWND1_UNIT_1B,9.7631,0.0
2024-08-20,0,DSKYWND2_UNIT_2B,6.0049,0.0
2024-08-20,0,GRANDVW1_COLA,40.9317,0.0
2024-08-20,0,GRANDVW1_COLB,40.9317,0.0
2024-08-20,0,EL_RAYO_UNIT1,41.3402,0.0
2024-08-20,0,EL_RAYO_UNIT2,40.4415,0.0
2024-08-20,0,ELB_ELBCREEK,49.7961,0.0
2024-08-20,0,DIGBY_UNIT1,41.381,0.0
2024-08-20,0,DIGBY_UNIT2,54.8616,0.0
2024-08-20,0,ALGODON_UNIT1,70.0986,0.0
2024-08-20,0,ALGODON_UNIT2,11.6831,0.0
2024-08-20,0,CHALUPA_UNIT2,10.2942,0.0
2024-08-20,0,ASTRA_UNIT1,66.6672,0.0
2024-08-20,0,FTWIND_UNIT_1,81.7,0.0
2024-08-20,0,FLUVANNA_UNIT1,32.5983,0.0
2024-08-20,0,FLUVANNA_UNIT2,30.8826,0.0
2024-08-20,0,FOARDCTY_UNIT1,76.1852,0.0
2024-08-20,0,FOARDCTY_UNIT2,66.9123,0.0
2024-08-20,0,MCDLD_FCW1,51.1442,0.0
2024-08-20,0,GOAT_GOATWIND,32.68,0.0
2024-08-20,0,GOAT_GOATWIN2,28.4316,0.0
2024-08-20,0,GWEC_GWEC_G1,60.7031,0.0
2024-08-20,0,GOODNIT1_UNIT1,49.4285,0.0
2024-08-20,0,GOODNIT1_UNIT2,56.0053,0.0
2024-08-20,0,GOPHER_UNIT1,33.497,0.0
2024-08-20,0,GOPHER_UNIT2,31.046,0.0
2024-08-20,0,GRANDVW1_GV1A,43.8729,0.0
2024-08-20,0,GRANDVW1_GV1B,42.4023,0.0
2024-08-20,0,BRAZ_WND_BRAZ_WND1,49.02,0.0
2024-08-20,0,BRAZ_WND_BRAZ_WND2,25.4904,0.0
2024-08-20,0,GPASTURE_WIND_I,61.275,0.0
2024-08-20,0,GRIF_TRL_UNIT1,40.319,0.0
2024-08-20,0,GRIF_TRL_UNIT2,51.8387,0.0
2024-08-20,0,TGW_T1,57.8436,0.0
2024-08-20,0,TGW_T2,57.8436,0.0
2024-08-20,0,GUNMTN_G1,48.9791,0.0
2024-08-20,0,HWF_HWFG1,67.6476,0.0
2024-08-20,0,HART_WND_UNIT1,66.7489,0.0
2024-08-20,0,HRFDWIND_WIND_G,40.8092,0.0
2024-08-20,0,HRFDWIND_WIND_V,40.85,0.0
2024-08-20,0,HICKMAN_G1,62.2962,0.0
2024-08-20,0,HICKMAN_G2,60.2537,0.0
2024-08-20,0,MIRASOLE_MIR11,21.242,0.0
2024-08-20,0,MIRASOLE_MIR12,40.033,0.0
2024-08-20,0,MIRASOLE_MIR21,40.85,0.0
2024-08-20,0,MIRASOLE_MIR13,20.5884,0.0
2024-08-20,0,HI_LONE_WGR1A,18.791,0.0
2024-08-20,0,HI_LONE_WGR1B,21.242,0.0
2024-08-20,0,HI_LONE_WGR1C,10.335,0.0
2024-08-20,0,HI_LONE_WGR2,50.0412,0.0
2024-08-20,0,HI_LONE_WGR2A,10.335,0.0
2024-08-20,0,HI_LONE_WGR3,52.1246,0.0
2024-08-20,0,HI_LONE_WGR4,41.5036,0.0
2024-08-20,0,HORSECRK_UNIT1,55.0658,0.0
2024-08-20,0,HORSECRK_UNIT2,41.5444,0.0
2024-08-20,0,HHGT_HHOLLOW1,87.0105,0.0
2024-08-20,0,HHGT_HHOLLOW2,75.164,0.0
2024-08-20,0,HHGT_HHOLLOW3,91.2997,0.0
2024-08-20,0,HHGT_HHOLLOW4,46.9775,0.0
2024-08-20,0,INDL_INADALE1,38.8075,0.0
2024-08-20,0,INDL_INADALE2,41.667,0.0
2024-08-20,0,INDNNWP_INDNNWP2,36.9284,0.0
2024-08-20,0,INRT_W_UNIT1,27.6554,0.0
2024-08-20,0,INRT_W_UNIT2,11.3563,0.0
2024-08-20,0,INRT_W_UNIT3,84.1101,0.0
2024-08-20,0,BORDAS_JAVEL18,8.0474,0.0
2024-08-20,0,BORDAS_JAVEL20,93.955,0.0
2024-08-20,0,BORDAS2_JAVEL2_A,39.216,0.0
2024-08-20,0,BORDAS2_JAVEL2_B,30.229,0.0
2024-08-20,0,BORDAS2_JAVEL2_C,12.255,0.0
2024-08-20,0,HRFDWIND_JRDWIND1,59.7227,0.0
2024-08-20,0,HRFDWIND_JRDWIND2,62.7456,0.0
2024-08-20,0,KARAKAW1_UNIT1,42.198,0.0
2024-08-20,0,KARAKAW1_UNIT2,42.198,0.0
2024-08-20,0,KARAKAW2_UNIT3,41.0134,0.0
2024-08-20,0,KEECHI_U1,44.935,0.0
2024-08-20,0,KING_NE_KINGNE,32.5574,0.0
2024-08-20,0,KING_NW_KINGNW,32.5574,0.0
2024-08-20,0,KING_SE_KINGSE,16.5442,0.0
2024-08-20,0,KING_SW_KINGSW,32.5574,0.0
2024-08-20,0,LGD_LANGFORD,65.36,0.0
2024-08-20,0,LACY_CRK_UNIT1,55.3109,0.0
2024-08-20,0,LACY_CRK_UNIT2,6.1683,0.0
2024-08-20,0,LACY_CRK_UNIT3,56.4547,0.0
2024-08-20,0,LACY_CRK_UNIT4,5.1471,0.0
2024-08-20,0,LMAJADAS_UNIT1,44.935,0.0
2024-08-20,0,LMAJADAS_UNIT2,9.804,0.0
2024-08-20,0,LMAJADAS_UNIT3,56.6181,0.0
2024-08-20,0,LOCKETT_UNIT1,75.0414,0.0
2024-08-20,0,LGW_UNIT1,43.4235,0.0
2024-08-20,0,LGW_UNIT2,42.4432,0.0
2024-08-20,0,LNCRK_G83,79.249,0.0
2024-08-20,0,LNCRK2_G871,40.033,0.0
2024-08-20,0,LNCRK2_G872,40.85,0.0
2024-08-20,0,LHORN_N_UNIT1,40.85,0.0
2024-08-20,0,LHORN_N_UNIT2,40.85,0.0
2024-08-20,0,LONEWOLF_G1,19.608,0.0
2024-08-20,0,LONEWOLF_G2,20.8335,0.0
2024-08-20,0,LONEWOLF_G3,10.4167,0.0
2024-08-20,0,LONEWOLF_G4,9.804,0.0
2024-08-20,0,LV3_UNIT_1,81.7,0.0
2024-08-20,0,LV4_UNIT_1,81.7,0.0
2024-08-20,0,LV5_UNIT_1,44.935,0.0
2024-08-20,0,LV1_LV1A,81.7408,0.0
2024-08-20,0,LV2_LV2,82.3536,0.0
2024-08-20,0,REDFISH_MV1A,40.7683,0.0
2024-08-20,0,REDFISH_MV1B,42.2797,0.0
2024-08-20,0,MARIAH_NORTE1,47.0592,0.0
2024-08-20,0,MARIAH_NORTE2,47.0592,0.0
2024-08-20,0,MAVCRK_W_UNIT1,82.3536,0.0
2024-08-20,0,MAVCRK_W_UNIT2,4.5343,0.0
2024-08-20,0,MAVCRK_W_UNIT3,13.7256,0.0
2024-08-20,0,MAVCRK_W_UNIT4,9.0687,0.0
2024-08-20,0,MAVCRK_E_UNIT5,29.1669,0.0
2024-08-20,0,MAVCRK_E_UNIT6,13.603,0.0
2024-08-20,0,MAVCRK_E_UNIT7,8.987,0.0
