Date,Hour,Type,Solve Time
2024-01-08,0,SCED,3.1067
2024-01-08,1,SCED,2.4151
2024-01-08,2,SCED,2.5973
2024-01-08,3,SCED,2.5449
2024-01-08,4,SCED,2.3889
2024-01-08,5,SCED,2.4488
2024-01-08,6,SCED,3.5495
2024-01-08,7,SCED,4.9846
2024-01-08,8,SCED,2.3233
2024-01-08,9,SCED,3.309
2024-01-08,10,SCED,4.9037
2024-01-08,11,SCED,3.5245
2024-01-08,12,SCED,3.4426
2024-01-08,13,SCED,2.0713
2024-01-08,14,SCED,3.5086
2024-01-08,15,SCED,1.9669
2024-01-08,16,SCED,1.9432
2024-01-08,17,SCED,3.2367
2024-01-08,18,SCED,4.6437
2024-01-08,19,SCED,2.3819
2024-01-08,20,SCED,2.0078
2024-01-08,21,SCED,3.6515
2024-01-08,22,SCED,4.6032
2024-01-08,23,SCED,3.7023
