Date,Hour,Generator,Output,Curtailment
2024-01-08,0,AGUAYO_UNIT1,0.0,146.8471
2024-01-08,0,AMADEUS1_UNIT1,27.8516,0.0
2024-01-08,0,AMADEUS1_UNIT2,27.1686,0.0
2024-01-08,0,AMADEUS2_UNIT3,134.8565,-0.0
2024-01-08,0,ANACACHO_ANA,75.7382,0.0
2024-01-08,0,ANCHOR_WIND2,75.0552,0.0
2024-01-08,0,ANCHOR_WIND3,68.301,0.0
2024-01-08,0,ANCHOR_WIND4,29.3694,0.0
2024-01-08,0,ANCHOR_WIND5,14.6468,0.0
2024-01-08,0,APOGEE_UNIT1,0.0,18.9725
2024-01-08,0,APOGEE_UNIT2,0.0,10.6246
2024-01-08,0,APOGEE_UNIT3,0.0,22.9188
2024-01-08,0,APOGEE_UNIT4,0.0,87.2735
2024-01-08,0,APOGEE_UNIT5,0.0,83.479
2024-01-08,0,APOGEE_UNIT6,0.0,18.2136
2024-01-08,0,APOGEE_UNIT7,0.0,56.9175
2024-01-08,0,APPALOSA_UNIT1,0.0,119.8303
2024-01-08,0,APPALOSA_UNIT2,0.0,10.5487
2024-01-08,0,AQUILLA_U1_23,0.0,10.5487
2024-01-08,0,AQUILLA_U1_28,0.0,102.7551
2024-01-08,0,AQUILLA_U2_23,0.0,5.3123
2024-01-08,0,AQUILLA_U2_28,0.0,109.1298
2024-01-08,0,AVIATOR_UNIT1,0.0,136.6779
2024-01-08,0,AVIATOR_UNIT2,0.0,110.4958
2024-01-08,0,DEWOLF_UNIT1,0.0,151.2488
2024-01-08,0,BLACKJAK_UNIT1,91.068,0.0
2024-01-08,0,BLACKJAK_UNIT2,91.068,0.0
2024-01-08,0,BAFFIN_UNIT1,75.89,0.0
2024-01-08,0,BAFFIN_UNIT2,77.4078,0.0
2024-01-08,0,BARROW_UNIT1,0.0,68.4528
2024-01-08,0,BARROW_UNIT2,0.0,53.5025
2024-01-08,0,BRTSW_BCW1,91.068,0.0
2024-01-08,0,BLSUMMIT_BLSMT1_5,0.0,100.7819
2024-01-08,0,BLSUMMIT_BLSMT1_6,0.0,5.3123
2024-01-08,0,BLSUMMIT_UNIT2_25,0.0,70.1983
2024-01-08,0,BLSUMMIT_UNIT2_17,0.0,5.2364
2024-01-08,0,BLSUMIT3_UNIT_17,0.0,10.3969
2024-01-08,0,BLSUMIT3_UNIT_25,0.0,141.5349
2024-01-08,0,BCATWIND_WIND_1,0.0,122.9418
2024-01-08,0,BRISCOE_WIND,0.0,113.7591
2024-01-08,0,BBREEZE_UNIT1,91.068,0.0
2024-01-08,0,BBREEZE_UNIT2,81.9612,0.0
2024-01-08,0,BUCKTHRN_UNIT1,34.0746,0.0
2024-01-08,0,BUCKTHRN_UNIT2,23.4155,18.8552
2024-01-08,0,BUFF_GAP_UNIT1,0.0,91.5233
2024-01-08,0,BUFF_GAP_UNIT2_1,0.0,87.653
2024-01-08,0,BUFF_GAP_UNIT2_2,0.0,88.7913
2024-01-08,0,BUFF_GAP_UNIT3,0.0,129.1648
2024-01-08,0,BULLCRK_WND1,67.5421,0.0
2024-01-08,0,BULLCRK_WND2,69.0599,0.0
2024-01-08,0,CABEZON_WIND1,87.4253,0.0
2024-01-08,0,CABEZON_WIND2,92.8894,0.0
2024-01-08,0,CFLATS_U1,112.6208,0.0
2024-01-08,0,CALLAHAN_WND1,0.0,93.4206
2024-01-08,0,CAMWIND_UNIT1,125.2185,0.0
2024-01-08,0,CSEC_CSECG1,0.0,101.9962
2024-01-08,0,CSEC_CSECG2,93.8,0.0
2024-01-08,0,CN_BRKS_UNIT_1,0.0,159.4449
2024-01-08,0,CAPRIDGE_CR1,0.0,175.8371
2024-01-08,0,CAPRIDGE_CR2,0.0,113.4556
2024-01-08,0,CAPRIDGE_CR3,0.0,152.463
2024-01-08,0,CAPRIDG4_CR4,0.0,92.2064
2024-01-08,0,CEDROHIL_CHW1,60.2567,0.0
2024-01-08,0,CEDROHIL_CHW2,59.1942,0.0
2024-01-08,0,CHALUPA_UNIT1,131.5174,0.0
2024-01-08,0,CHAMPION_UNIT1,73.9928,0.0
2024-01-08,0,CHAMPION_UNIT2,13.7361,0.0
2024-01-08,0,CHAMPION_UNIT3,6.8301,0.0
2024-01-08,0,SANTACRU_UNIT1,114.2903,0.0
2024-01-08,0,SANTACRU_UNIT2,74.6758,0.0
2024-01-08,0,COTPLNS_COTTONPL,0.0,38.2486
2024-01-08,0,CRANELL_UNIT1,166.958,0.0
2024-01-08,0,CRAWFISH_UNIT1,123.8525,0.0
2024-01-08,0,DERMOTT_UNIT1,96.0008,0.0
2024-01-08,0,DERMOTT_UNIT2,96.0008,0.0
2024-01-08,0,DSKYWND1_UNIT_1A,0.0,49.9356
2024-01-08,0,DSKYWND2_UNIT_2A,0.0,49.9356
