Date,Hour,Type,Solve Time
2025-11-05,0,SCED,1.7009
2025-11-05,1,SCED,1.4556
2025-11-05,2,SCED,3.1692
2025-11-05,3,SCED,1.44
2025-11-05,4,SCED,1.4293
2025-11-05,5,SCED,1.4316
2025-11-05,6,SCED,1.4508
2025-11-05,7,SCED,1.4251
2025-11-05,8,SCED,1.4355
2025-11-05,9,SCED,1.4437
2025-11-05,10,SCED,1.4509
2025-11-05,11,SCED,1.5055
2025-11-05,12,SCED,1.5165
2025-11-05,13,SCED,1.4656
2025-11-05,14,SCED,1.479
2025-11-05,15,SCED,1.4851
2025-11-05,16,SCED,1.4512
2025-11-05,17,SCED,1.4463
2025-11-05,18,SCED,1.4469
2025-11-05,19,SCED,1.5057
2025-11-05,20,SCED,1.4788
2025-11-05,21,SCED,1.562
2025-11-05,22,SCED,1.517
2025-11-05,23,SCED,1.5043
