Date,Hour,Type,Solve Time
2024-06-17,0,SCED,1.9396
2024-06-17,1,SCED,1.7988
2024-06-17,2,SCED,1.7171
2024-06-17,3,SCED,1.7479
2024-06-17,4,SCED,1.7075
2024-06-17,5,SCED,3.6803
2024-06-17,6,SCED,1.2199
2024-06-17,7,SCED,1.0311
2024-06-17,8,SCED,1.1046
2024-06-17,9,SCED,1.7873
2024-06-17,10,SCED,1.3997
2024-06-17,11,SCED,1.2076
2024-06-17,12,SCED,1.5703
2024-06-17,13,SCED,1.5315
2024-06-17,14,SCED,4.033
2024-06-17,15,SCED,1.7945
2024-06-17,16,SCED,1.8503
2024-06-17,17,SCED,1.3914
2024-06-17,18,SCED,1.3716
2024-06-17,19,SCED,1.2729
2024-06-17,20,SCED,1.7771
2024-06-17,21,SCED,3.4118
2024-06-17,22,SCED,1.8104
2024-06-17,23,SCED,1.4608
