Date,Hour,Type,Solve Time
2024-10-29,0,SCED,1.1694
2024-10-29,1,SCED,1.0657
2024-10-29,2,SCED,1.0552
2024-10-29,3,SCED,1.0637
2024-10-29,4,SCED,1.0518
2024-10-29,5,SCED,1.0581
2024-10-29,6,SCED,0.9198
2024-10-29,7,SCED,0.9306
2024-10-29,8,SCED,0.9347
2024-10-29,9,SCED,2.9742
2024-10-29,10,SCED,1.0747
2024-10-29,11,SCED,0.964
2024-10-29,12,SCED,1.125
2024-10-29,13,SCED,0.973
2024-10-29,14,SCED,1.0032
2024-10-29,15,SCED,0.9791
2024-10-29,16,SCED,0.986
2024-10-29,17,SCED,0.9744
2024-10-29,18,SCED,1.1486
2024-10-29,19,SCED,0.9966
2024-10-29,20,SCED,1.0078
2024-10-29,21,SCED,1.0175
2024-10-29,22,SCED,0.9764
2024-10-29,23,SCED,0.9664
