Date,Hour,Type,Solve Time
2025-11-05,0,SCED,1.0766
2025-11-05,1,SCED,0.987
2025-11-05,2,SCED,0.9922
2025-11-05,3,SCED,0.9997
2025-11-05,4,SCED,0.9972
2025-11-05,5,SCED,0.983
2025-11-05,6,SCED,2.5462
2025-11-05,7,SCED,1.0063
2025-11-05,8,SCED,0.9968
2025-11-05,9,SCED,1.0016
2025-11-05,10,SCED,0.9956
2025-11-05,11,SCED,0.9985
2025-11-05,12,SCED,0.9999
2025-11-05,13,SCED,1.0096
2025-11-05,14,SCED,0.9904
2025-11-05,15,SCED,1.0322
2025-11-05,16,SCED,1.0027
2025-11-05,17,SCED,1.009
2025-11-05,18,SCED,1.0104
2025-11-05,19,SCED,0.9972
2025-11-05,20,SCED,1.0045
2025-11-05,21,SCED,1.0031
2025-11-05,22,SCED,0.9956
2025-11-05,23,SCED,0.9976
