Date,Hour,Type,Solve Time
2025-11-05,0,SCED,1.6001
2025-11-05,1,SCED,1.3486
2025-11-05,2,SCED,1.3619
2025-11-05,3,SCED,1.3463
2025-11-05,4,SCED,4.5775
2025-11-05,5,SCED,1.3357
2025-11-05,6,SCED,1.324
2025-11-05,7,SCED,1.2693
2025-11-05,8,SCED,1.2688
2025-11-05,9,SCED,1.2771
2025-11-05,10,SCED,1.3022
2025-11-05,11,SCED,1.278
2025-11-05,12,SCED,1.2891
2025-11-05,13,SCED,1.2154
2025-11-05,14,SCED,1.2279
2025-11-05,15,SCED,1.5512
2025-11-05,16,SCED,1.5067
2025-11-05,17,SCED,1.3004
2025-11-05,18,SCED,1.345
2025-11-05,19,SCED,1.3301
2025-11-05,20,SCED,1.3137
2025-11-05,21,SCED,1.2882
2025-11-05,22,SCED,1.3069
2025-11-05,23,SCED,1.2873
