Date,Hour,Type,Solve Time
2024-08-20,0,SCED,3.4615
2024-08-20,1,SCED,1.6039
2024-08-20,2,SCED,1.6512
2024-08-20,3,SCED,1.6132
2024-08-20,4,SCED,1.6143
2024-08-20,5,SCED,1.6163
2024-08-20,6,SCED,1.2047
2024-08-20,7,SCED,1.0965
2024-08-20,8,SCED,1.2086
2024-08-20,9,SCED,1.0897
2024-08-20,10,SCED,1.4951
2024-08-20,11,SCED,1.3876
2024-08-20,12,SCED,2.1284
2024-08-20,13,SCED,1.639
2024-08-20,14,SCED,3.7307
2024-08-20,15,SCED,2.1173
2024-08-20,16,SCED,2.2874
2024-08-20,17,SCED,1.4219
2024-08-20,18,SCED,1.3828
2024-08-20,19,SCED,1.3638
2024-08-20,20,SCED,2.1688
2024-08-20,21,SCED,1.7084
2024-08-20,22,SCED,1.6498
2024-08-20,23,SCED,1.77
