Date,Hour,Type,Solve Time
2024-06-17,0,SCED,4.1257
2024-06-17,1,SCED,3.1633
2024-06-17,2,SCED,6.2242
2024-06-17,3,SCED,3.1359
2024-06-17,4,SCED,3.0714
2024-06-17,5,SCED,3.068
2024-06-17,6,SCED,1.7856
2024-06-17,7,SCED,2.5818
2024-06-17,8,SCED,2.6365
2024-06-17,9,SCED,5.0785
2024-06-17,10,SCED,2.9463
2024-06-17,11,SCED,3.0464
2024-06-17,12,SCED,3.1565
2024-06-17,13,SCED,3.1829
2024-06-17,14,SCED,3.6214
2024-06-17,15,SCED,3.0792
2024-06-17,16,SCED,2.6899
2024-06-17,17,SCED,2.7007
2024-06-17,18,SCED,2.7896
2024-06-17,19,SCED,4.6835
2024-06-17,20,SCED,5.7387
2024-06-17,21,SCED,4.8061
2024-06-17,22,SCED,4.9737
2024-06-17,23,SCED,4.825
