Date,Hour,Type,Solve Time
2024-01-08,0,SCED,1.081
2024-01-08,1,SCED,0.9829
2024-01-08,2,SCED,0.9813
2024-01-08,3,SCED,0.985
2024-01-08,4,SCED,1.0507
2024-01-08,5,SCED,0.9564
2024-01-08,6,SCED,1.0299
2024-01-08,7,SCED,0.8953
2024-01-08,8,SCED,0.9089
2024-01-08,9,SCED,0.8957
2024-01-08,10,SCED,0.9041
2024-01-08,11,SCED,0.8964
2024-01-08,12,SCED,0.9635
2024-01-08,13,SCED,0.8949
2024-01-08,14,SCED,0.9727
2024-01-08,15,SCED,0.9138
2024-01-08,16,SCED,2.4427
2024-01-08,17,SCED,0.9649
2024-01-08,18,SCED,0.9673
2024-01-08,19,SCED,1.0657
2024-01-08,20,SCED,0.9917
2024-01-08,21,SCED,0.9822
2024-01-08,22,SCED,0.9862
2024-01-08,23,SCED,0.9584
