Date,Hour,Type,Solve Time
2024-08-20,0,SCED,1.8319
2024-08-20,1,SCED,1.5716
2024-08-20,2,SCED,1.5838
2024-08-20,3,SCED,1.6186
2024-08-20,4,SCED,2.4976
2024-08-20,5,SCED,1.643
2024-08-20,6,SCED,0.952
2024-08-20,7,SCED,0.9587
2024-08-20,8,SCED,1.0899
2024-08-20,9,SCED,1.1684
2024-08-20,10,SCED,1.2528
2024-08-20,11,SCED,1.2335
2024-08-20,12,SCED,1.4598
2024-08-20,13,SCED,1.3143
2024-08-20,14,SCED,1.7249
2024-08-20,15,SCED,1.4006
2024-08-20,16,SCED,1.6113
2024-08-20,17,SCED,1.2738
2024-08-20,18,SCED,1.642
2024-08-20,19,SCED,1.8
2024-08-20,20,SCED,2.0175
2024-08-20,21,SCED,1.3415
2024-08-20,22,SCED,1.4123
2024-08-20,23,SCED,1.3614
