uid,from_bus,to_bus,voltage_kv,length_km,capacity_mva,reactance
L1039_4103,1039,4103,138.0,4.59,400,0.00915716
L2997_4247,2997,4247,138.0,6.56,400,0.01308648
L648_1006,648,1006,138.0,8.23,2400.0,0.01642115
L1713_1714,1713,1714,138.0,7.44,600.0,0.01485302
L154_3659,154,3659,230.0,0.38,600,0.00025365
L2151_2304,2151,2304,138.0,11.93,600.0,0.02379681
L626_3751,626,3751,138.0,8.22,400,0.01639945
L3013_4286,3013,4286,138.0,0.33,400,0.00066041
L904_3603,904,3603,138.0,0.47,400,0.00093687
L4017_4019,4017,4019,138.0,0.48,400,0.00096338
L743_3794,743,3794,138.0,17.56,400,0.03504131
L2862_2955,2862,2955,345.0,1.47,2400.0,0.00039464
L1883_3254,1883,3254,138.0,2.53,400,0.00505476
L3551_3552,3551,3552,138.0,2.12,400,0.00423298
L1853_3277,1853,3277,138.0,1.59,400,0.00316984
L4142_4177,4142,4177,138.0,0.73,400,0.00145847
L53_2477,53,2477,138.0,29.53,600.0,0.0589328
L27_96,27,96,138.0,0.6,400,0.00119986
L222_1506,222,1506,345.0,21.43,2400.0,0.00576069
L1136_3552,1136,3552,138.0,1.17,400,0.00233798
L1903_3030,1903,3030,345.0,0.87,1200,0.0002332
L219_220,219,220,138.0,5.96,2400.0,0.01188511
L253_342,253,342,138.0,2.29,600.0,0.00456029
L2518_2542,2518,2542,138.0,3.54,600.0,0.00706597
L2291_3725,2291,3725,138.0,10.9,400,0.02175415
L1385_3468,1385,3468,138.0,2.61,400,0.00521615
L2773_3969,2773,3969,138.0,18.86,400,0.03763832
L3306_3311,3306,3311,138.0,10.64,400,0.02123718
L1789_3453,1789,3453,138.0,4.99,400,0.00996507
L333_334,333,334,138.0,5.6,600.0,0.01118026
L1784_3296,1784,3296,138.0,0.81,400,0.00161002
L4038_4195,4038,4195,138.0,0.39,400,0.00078806
L1422_3448,1422,3448,138.0,4.06,400,0.00810802
L3330_3331,3330,3331,138.0,0.37,400,0.00073422
L2457_3904,2457,3904,138.0,0.51,400,0.00101359
L2852_2854,2852,2854,138.0,12.86,600.0,0.02565871
L927_1288,927,1288,138.0,4.25,600.0,0.00847917
L448_2252,448,2252,138.0,19.03,600.0,0.03796448
L4127_4128,4127,4128,138.0,0.33,400,0.00066487
L3974_3975,3974,3975,138.0,9.7,400,0.01934817
L262_3634,262,3634,138.0,14.24,400,0.02841036
L3019_3249,3019,3249,138.0,6.14,400,0.01224359
L1705_1793,1705,1793,138.0,5.43,600.0,0.01083358
L44_3871,44,3871,345.0,0.35,1200,9.408e-05
L540_3162,540,3162,138.0,3.78,400,0.00754961
L651_3593,651,3593,138.0,6.89,400,0.01374391
L1836_1837,1836,1837,345.0,7.5,2400.0,0.00201731
L2680_2681,2680,2681,138.0,16.07,600.0,0.0320593
L1045_2889,1045,2889,138.0,3.77,2400.0,0.00751529
L2704_4201,2704,4201,138.0,1.39,400,0.00276594
L3797_3916,3797,3916,138.0,0.38,400,0.00076689
L1271_3263,1271,3263,138.0,0.96,400,0.00192189
L1298_3383,1298,3383,138.0,4.22,400,0.00842464
L2866_4042,2866,4042,138.0,5.86,400,0.0116964
L2021_2224,2021,2224,138.0,0.39,400,0.00078732
L907_3717,907,3717,138.0,21.88,400,0.04365855
L471_482,471,482,138.0,3.33,600.0,0.00665301
L586_1192,586,1192,138.0,27.56,600.0,0.05499108
L3855_3883,3855,3883,138.0,0.74,400,0.00146929
L3906_3907,3906,3907,138.0,1.91,400,0.00382072
L778_786,778,786,138.0,17.0,600.0,0.03391468
L621_3829,621,3829,138.0,15.25,400,0.03043237
L715_3806,715,3806,138.0,0.58,400,0.00116719
L395_3471,395,3471,138.0,10.08,400,0.02011943
L2858_4140,2858,4140,138.0,0.85,400,0.00169183
L881_3230,881,3230,138.0,3.72,400,0.00742952
L2197_2584,2197,2584,698.0,6.55,4000.0,0.00073337
L96_475,96,475,138.0,11.3,600.0,0.02254429
L1266_3353,1266,3353,138.0,5.68,400,0.0113318
L1072_3575,1072,3575,138.0,4.45,400,0.00887713
L584_1192,584,1192,138.0,4.39,600.0,0.00876248
L761_1577,761,1577,345.0,5.54,2400.0,0.00148962
L1316_3467,1316,3467,138.0,4.84,400,0.00965347
L3885_3886,3885,3886,138.0,0.87,400,0.00174139
L950_951,950,951,138.0,4.0,600.0,0.00797333
L2367_2371,2367,2371,138.0,8.77,600.0,0.01750727
L212_1326,212,1326,138.0,1.79,600.0,0.00356555
L4238_4243,4238,4243,138.0,3.22,400,0.00643126
L2175_2722,2175,2722,138.0,9.85,600.0,0.01965903
L1500_1502,1500,1502,138.0,8.0,2400.0,0.0159616
L990_3221,990,3221,138.0,6.61,400,0.01319567
L1736_3357,1736,3357,138.0,2.05,400,0.00409347
L1454_3423,1454,3423,138.0,0.33,400,0.0006657
L4262_4263,4262,4263,138.0,12.67,400,0.02529006
L1877_3270,1877,3270,138.0,0.98,400,0.00195723
L321_322,321,322,138.0,5.06,600.0,0.01009368
L1713_3370,1713,3370,138.0,2.1,400,0.00418749
L3453_3454,3453,3454,138.0,0.47,400,0.00093765
L403_4186,403,4186,138.0,20.3,400,0.04051443
L1144_1254,1144,1254,138.0,1.92,600.0,0.00383208
L163_196,163,196,138.0,39.93,600.0,0.07968269
L1357_3468,1357,3468,138.0,1.28,400,0.00255831
L3664_3665,3664,3665,138.0,3.62,400,0.00721598
L1394_1395,1394,1395,138.0,3.02,600.0,0.00602205
L2238_2239,2238,2239,138.0,0.69,400,0.00138284
L3755_3785,3755,3785,138.0,3.2,400,0.00639003
L3851_3894,3851,3894,138.0,0.33,400,0.0006646
L1086_3394,1086,3394,138.0,10.4,400,0.02075192
L1057_2871,1057,2871,138.0,2.37,600.0,0.0047206
L2623_4256,2623,4256,138.0,2.42,400,0.0048241
L1708_3376,1708,3376,138.0,14.96,400,0.02984152
L2162_2268,2162,2268,138.0,7.6,600.0,0.01515794
L244_1434,244,1434,138.0,2.36,600.0,0.00470128
L1392_3420,1392,3420,138.0,8.41,400,0.01678839
L847_849,847,849,138.0,28.77,600.0,0.05740372
L1310_3328,1310,3328,138.0,0.35,400,0.00069086
L2221_2847,2221,2847,138.0,4.56,600.0,0.00908937
L3443_3444,3443,3444,138.0,3.8,400,0.00757447
L914_4063,914,4063,138.0,1.31,400,0.00261439
L3403_3598,3403,3598,138.0,5.05,400,0.01008187
L2470_3892,2470,3892,138.0,4.96,400,0.00989681
L2249_2659,2249,2659,138.0,24.51,600.0,0.04890196
L4159_4161,4159,4161,138.0,4.66,400,0.00930141
L2563_2799,2563,2799,138.0,6.96,600.0,0.0138812
L324_3629,324,3629,138.0,6.04,400,0.01204631
L1588_2981,1588,2981,345.0,4.55,2400.0,0.00122325
L1366_3454,1366,3454,138.0,3.53,400,0.00704462
L1577_3758,1577,3758,345.0,0.55,1200,0.00014741
L3221_3690,3221,3690,138.0,30.36,400,0.06058048
L1434_2379,1434,2379,138.0,1.22,2400.0,0.00242554
L1049_4090,1049,4090,138.0,6.27,400,0.01251854
L141_1147,141,1147,230.0,5.26,600.0,0.00348325
L4070_4071,4070,4071,138.0,0.39,400,0.00077527
L1899_4013,1899,4013,345.0,4.88,1200,0.00131224
L491_493,491,493,345.0,0.35,1200,9.44e-05
L3445_3686,3445,3686,138.0,2.28,400,0.00454357
L61_4166,61,4166,138.0,0.32,400,0.0006457
L2656_2964,2656,2964,345.0,24.36,2400.0,0.00654918
L2614_4209,2614,4209,138.0,5.78,400,0.01152748
L2081_4181,2081,4181,138.0,0.5,400,0.00099968
L3755_3757,3755,3757,138.0,2.01,400,0.00401597
L1139_3197,1139,3197,138.0,3.87,400,0.00772854
L1238_3369,1238,3369,138.0,2.57,400,0.00512461
L2046_2047,2046,2047,138.0,6.91,600.0,0.01378293
L1191_3362,1191,3362,138.0,4.53,400,0.00903214
L535_918,535,918,138.0,6.63,600.0,0.01323623
L2928_4066,2928,4066,138.0,2.81,400,0.00560986
L1146_1415,1146,1415,138.0,2.96,600.0,0.00589947
L3935_4299,3935,4299,138.0,0.4,400,0.00079437
L1065_1376,1065,1376,138.0,5.34,600.0,0.01066195
L971_975,971,975,138.0,4.46,2400.0,0.00890914
L1181_1182,1181,1182,138.0,15.32,600.0,0.03057335
L1751_3345,1751,3345,138.0,2.94,400,0.0058693
L1033_2874,1033,2874,138.0,3.73,2400.0,0.00744272
L2262_4231,2262,4231,138.0,1.35,400,0.00268886
L2922_2923,2922,2923,138.0,6.9,600.0,0.01376733
L2986_4005,2986,4005,345.0,1.91,1200,0.00051448
L491_919,491,919,345.0,93.65,2400.0,0.02517765
L2035_2379,2035,2379,138.0,3.63,2400.0,0.0072482
L882_1939,882,1939,138.0,3.74,600.0,0.0074628
L227_1202,227,1202,138.0,7.1,600.0,0.01416796
L385_2127,385,2127,138.0,1.78,600.0,0.00356058
L2037_2741,2037,2741,138.0,0.38,400,0.00075473
L1737_3351,1737,3351,138.0,0.57,400,0.00114217
L744_3762,744,3762,138.0,3.68,400,0.00734433
L1778_3472,1778,3472,138.0,2.96,400,0.00590778
L2224_3965,2224,3965,138.0,18.93,400,0.03776277
L725_3716,725,3716,138.0,20.96,400,0.04183165
L1029_1626,1029,1626,138.0,2.69,600.0,0.0053584
L363_1432,363,1432,138.0,10.19,600.0,0.0203322
L1535_1840,1535,1840,345.0,30.2,2400.0,0.00811835
L3860_3861,3860,3861,138.0,0.49,400,0.00098135
L2634_4239,2634,4239,138.0,1.2,400,0.00238518
L929_3937,929,3937,138.0,35.07,400,0.06997912
L602_3603,602,3603,138.0,1.26,400,0.00250999
L2920_4290,2920,4290,138.0,1.09,400,0.00218105
L946_2838,946,2838,138.0,1.53,2400.0,0.00305187
L1475_1477,1475,1477,138.0,6.38,600.0,0.01272239
L1314_3455,1314,3455,138.0,1.4,400,0.00279399
L239_3640,239,3640,138.0,0.51,400,0.00100919
L1239_3303,1239,3303,138.0,3.99,400,0.00795668
L3760_3761,3760,3761,138.0,13.34,400,0.02660988
L225_2048,225,2048,138.0,0.98,400,0.00195541
L1140_1141,1140,1141,138.0,17.2,600.0,0.03432872
L3034_3996,3034,3996,345.0,7.98,1200,0.00214638
L2441_2722,2441,2722,138.0,15.56,600.0,0.03103969
L105_3680,105,3680,138.0,0.56,400,0.00112482
L412_1669,412,1669,138.0,4.88,600.0,0.00973103
L2039_3253,2039,3253,138.0,0.75,400,0.0015004
L2141_4249,2141,4249,138.0,6.7,400,0.01336308
L1383_3458,1383,3458,138.0,0.42,400,0.00082952
L2906_3252,2906,3252,138.0,0.66,400,0.00131796
L1782_3335,1782,3335,138.0,3.35,400,0.00667911
L409_3952,409,3952,138.0,3.14,400,0.00625769
L2316_4209,2316,4209,138.0,5.01,400,0.0100041
L120_3286,120,3286,138.0,2.15,400,0.00428485
L2695_2696,2695,2696,138.0,3.52,2400.0,0.00702623
L708_3745,708,3745,138.0,4.99,400,0.00996227
L41_3856,41,3856,345.0,4.98,1200,0.00134017
L360_897,360,897,138.0,5.46,600.0,0.01088604
L3412_3516,3412,3516,138.0,8.32,400,0.01659802
L663_669,663,669,138.0,14.45,600.0,0.02882656
L2962_2963,2962,2963,345.0,3.04,2400.0,0.00081796
L1280_1701,1280,1701,138.0,0.61,400,0.00122637
L1219_3246,1219,3246,138.0,2.96,400,0.00590628
L1368_3607,1368,3607,138.0,0.67,400,0.00133368
L2053_3701,2053,3701,345.0,3.39,1200,0.0009111
L1241_3300,1241,3300,138.0,2.55,400,0.00508384
L350_1840,350,1840,345.0,13.0,2400.0,0.00349535
L1172_1249,1172,1249,138.0,2.23,2400.0,0.00445476
L152_3546,152,3546,138.0,4.42,400,0.00882119
L1859_1880,1859,1880,138.0,3.94,600.0,0.00786769
L1602_1694,1602,1694,345.0,12.92,2400.0,0.00347394
L1838_3287,1838,3287,138.0,4.63,400,0.00924077
L107_1861,107,1861,345.0,13.15,2400.0,0.00353502
L3024_3025,3024,3025,138.0,2.2,2400.0,0.00439788
L1489_2738,1489,2738,138.0,0.9,400,0.00179264
L2998_4247,2998,4247,138.0,3.47,400,0.00692815
L1899_2759,1899,2759,345.0,7.6,2400.0,0.00204413
L571_572,571,572,138.0,29.72,600.0,0.05929843
L2929_4053,2929,4053,138.0,18.58,400,0.03707378
L2201_2643,2201,2643,138.0,3.59,600.0,0.00716094
L877_922,877,922,138.0,4.99,400,0.00996384
L3260_3465,3260,3465,138.0,4.21,400,0.00839191
L440_3439,440,3439,138.0,0.95,400,0.00190068
L2133_2986,2133,2986,345.0,4.56,2400.0,0.00122642
L2_1283,2,1283,138.0,19.99,600.0,0.03988998
L3883_3884,3883,3884,138.0,0.37,400,0.00072948
L1371_3566,1371,3566,138.0,1.39,400,0.00277435
L782_783,782,783,138.0,11.08,600.0,0.02211719
L1166_1505,1166,1505,138.0,4.88,600.0,0.00973593
L512_3844,512,3844,138.0,3.56,400,0.00710481
L784_787,784,787,138.0,20.76,2400.0,0.04142318
L2649_3019,2649,3019,138.0,4.2,600.0,0.0083895
L1426_3426,1426,3426,138.0,11.24,400,0.02241825
L949_2840,949,2840,138.0,2.47,600.0,0.00492021
L2213_2220,2213,2220,138.0,11.78,600.0,0.02350722
L2223_2847,2223,2847,138.0,2.86,600.0,0.00570694
L2751_2752,2751,2752,138.0,1.76,2400.0,0.00350205
L1860_3679,1860,3679,138.0,1.67,400,0.00333117
L276_295,276,295,138.0,1.72,600.0,0.00343361
L1291_3216,1291,3216,138.0,3.61,400,0.00719834
L1323_3288,1323,3288,138.0,0.44,400,0.00087359
L582_583,582,583,138.0,45.98,600.0,0.09175161
L1489_3417,1489,3417,138.0,0.53,400,0.00106249
L3395_3396,3395,3396,138.0,3.01,400,0.00601361
L1901_3192,1901,3192,138.0,0.37,400,0.00074548
L2778_3718,2778,3718,138.0,12.19,400,0.02432603
L234_237,234,237,138.0,47.83,600.0,0.09544655
L2677_4054,2677,4054,138.0,4.84,400,0.00965722
L727_728,727,728,138.0,4.27,600.0,0.00851868
L3316_3333,3316,3333,138.0,0.35,400,0.00070787
L959_960,959,960,138.0,2.37,600.0,0.00473669
L2513_4288,2513,4288,138.0,6.88,400,0.01372892
L4074_4267,4074,4267,138.0,3.19,400,0.00635554
L3789_3837,3789,3837,138.0,0.61,400,0.00122366
L91_3977,91,3977,138.0,13.69,400,0.02731688
L1249_1396,1249,1396,138.0,3.27,2400.0,0.00653053
L2539_3229,2539,3229,138.0,8.08,400,0.0161194
L2457_3708,2457,3708,138.0,0.5,400,0.00099223
L2152_4029,2152,4029,138.0,4.57,400,0.00911371
L1569_2814,1569,2814,345.0,8.0,2400.0,0.00215154
L2169_4059,2169,4059,138.0,2.77,400,0.00553378
L264_269,264,269,138.0,17.75,600.0,0.03541217
L755_1473,755,1473,138.0,5.78,600.0,0.01154037
L906_3466,906,3466,138.0,2.31,400,0.00460078
L767_3782,767,3782,138.0,5.06,400,0.01009432
L1363_1411,1363,1411,138.0,3.22,2400.0,0.00641684
L1675_3668,1675,3668,138.0,5.76,400,0.01150131
L31_3827,31,3827,345.0,2.99,1200,0.00080367
L2133_4274,2133,4274,138.0,2.85,400,0.00568623
L1373_3775,1373,3775,138.0,14.47,400,0.02886793
L2680_4013,2680,4013,138.0,3.47,400,0.00693366
L2247_2248,2247,2248,138.0,0.98,400,0.00194627
L3023_4018,3023,4018,138.0,2.98,400,0.00594631
L3643_3697,3643,3697,138.0,0.73,400,0.00145537
L495_498,495,498,138.0,5.5,600.0,0.01097855
L303_3631,303,3631,138.0,3.93,400,0.00784541
L1626_1696,1626,1696,345.0,2.43,2400.0,0.00065398
L1104_3493,1104,3493,138.0,0.31,400,0.00062356
L601_3604,601,3604,138.0,0.93,400,0.00184809
L2194_2592,2194,2592,138.0,3.47,600.0,0.00692059
L2099_2624,2099,2624,138.0,27.11,600.0,0.0541004
L935_3223,935,3223,138.0,13.36,400,0.02665632
L34_3869,34,3869,138.0,0.39,400,0.00076856
L1247_3372,1247,3372,138.0,0.46,400,0.0009121
L2104_3206,2104,3206,138.0,5.97,400,0.01190872
L231_1493,231,1493,138.0,19.38,600.0,0.03866225
L2636_3986,2636,3986,138.0,9.27,400,0.01850368
L2822_2935,2822,2935,138.0,4.6,2400.0,0.00917134
L1814_3582,1814,3582,138.0,1.44,400,0.0028802
L1407_3440,1407,3440,138.0,0.53,400,0.00106386
L2476_2477,2476,2477,138.0,3.46,600.0,0.00690144
L4094_4155,4094,4155,138.0,2.1,400,0.00418478
L217_3648,217,3648,138.0,30.4,400,0.0606657
L4169_4298,4169,4298,138.0,0.4,400,0.00080529
L1408_3394,1408,3394,138.0,0.94,400,0.0018855
L612_3718,612,3718,138.0,3.33,400,0.00664593
L557_561,557,561,138.0,4.54,600.0,0.00906176
L412_3954,412,3954,138.0,3.05,400,0.00609134
L1860_1874,1860,1874,138.0,6.25,2400.0,0.01247035
L528_1816,528,1816,138.0,21.39,600.0,0.04267787
L1289_3485,1289,3485,138.0,1.67,400,0.00333277
L700_702,700,702,138.0,1.71,600.0,0.00340558
L369_370,369,370,138.0,4.44,600.0,0.00886083
L3735_3900,3735,3900,138.0,0.43,400,0.00086313
L2864_4043,2864,4043,138.0,2.61,400,0.00520486
L31_685,31,685,345.0,8.32,2400.0,0.00223605
L978_979,978,979,138.0,97.43,600.0,0.1944058
L1357_3455,1357,3455,138.0,0.5,400,0.00099257
L1777_3473,1777,3473,138.0,3.53,400,0.00704461
L961_3719,961,3719,138.0,6.82,400,0.01361238
L1156_1164,1156,1164,138.0,5.85,600.0,0.01167627
L1562_3321,1562,3321,138.0,2.45,400,0.00489288
L1577_2452,1577,2452,345.0,9.78,2400.0,0.00262898
L4290_4291,4290,4291,138.0,1.64,400,0.00327711
L2811_4138,2811,4138,138.0,0.69,400,0.00138403
L992_1002,992,1002,138.0,7.54,600.0,0.01503796
L689_3732,689,3732,138.0,10.31,400,0.02057762
L2290_3811,2290,3811,138.0,0.35,400,0.000699
L3443_3652,3443,3652,138.0,1.99,400,0.00396703
L3745_3798,3745,3798,138.0,5.44,400,0.01085584
L1311_1312,1311,1312,138.0,12.07,600.0,0.02408408
L1474_2432,1474,2432,138.0,18.93,600.0,0.03776617
L30_3846,30,3846,138.0,0.84,400,0.0016803
L2770_4242,2770,4242,138.0,1.36,400,0.00272337
L1145_3486,1145,3486,138.0,0.61,400,0.00121707
L1620_2998,1620,2998,345.0,0.91,1200,0.00024458
L1185_1504,1185,1504,138.0,2.95,600.0,0.00587783
L645_1006,645,1006,138.0,8.06,600.0,0.01607435
L1331_1936,1331,1936,138.0,41.58,600.0,0.0829668
L3025_4016,3025,4016,138.0,5.2,400,0.01038028
L416_1452,416,1452,138.0,22.69,600.0,0.04527674
L1567_2971,1567,2971,345.0,3.65,2400.0,0.00098218
L1422_3447,1422,3447,138.0,2.62,400,0.00521819
L4022_4146,4022,4146,138.0,0.85,400,0.0016931
L1566_4075,1566,4075,138.0,0.99,400,0.0019724
L1374_1699,1374,1699,138.0,8.03,600.0,0.01602355
L1323_3291,1323,3291,138.0,0.59,400,0.00118139
L1209_1262,1209,1262,138.0,6.96,2400.0,0.01388515
L1865_3269,1865,3269,138.0,1.91,400,0.00380585
L1880_3529,1880,3529,138.0,3.44,400,0.00687407
L1075_1077,1075,1077,138.0,0.96,400,0.00190581
L199_4195,199,4195,138.0,7.2,400,0.01435732
L4069_4070,4069,4070,138.0,0.46,400,0.00091965
L2564_2565,2564,2565,138.0,10.82,600.0,0.02158774
L2686_3973,2686,3973,138.0,11.8,400,0.02354604
L1090_1091,1090,1091,138.0,13.18,600.0,0.02629988
L1148_3544,1148,3544,230.0,0.35,600,0.00023445
L1428_3562,1428,3562,138.0,7.63,400,0.01522702
L2191_4065,2191,4065,138.0,0.38,400,0.00075937
L2397_4261,2397,4261,138.0,1.72,400,0.00342647
L2452_3825,2452,3825,138.0,6.94,400,0.01385754
L984_3148,984,3148,138.0,18.71,400,0.03733466
L2864_4158,2864,4158,138.0,23.29,400,0.0464671
L1707_1886,1707,1886,138.0,9.84,2400.0,0.01963636
L1158_1161,1158,1161,138.0,1.08,600.0,0.00216363
L3515_3534,3515,3534,138.0,0.51,400,0.00101863
L1921_2796,1921,2796,138.0,2.39,2400.0,0.00476952
L184_3299,184,3299,138.0,1.6,400,0.00318914
L1168_1504,1168,1504,138.0,2.75,600.0,0.00548786
L911_1814,911,1814,138.0,1.29,600.0,0.00256895
L1369_3449,1369,3449,138.0,2.39,400,0.00477163
L1889_3240,1889,3240,345.0,4.9,1200,0.0013178
L3579_3612,3579,3612,138.0,2.27,400,0.00452505
L1961_4246,1961,4246,138.0,16.66,400,0.03323989
L2141_2660,2141,2660,138.0,1.88,600.0,0.00375346
L3219_3606,3219,3606,138.0,5.42,400,0.0108079
L3709_3887,3709,3887,138.0,0.73,400,0.00144809
L1590_2047,1590,2047,345.0,7.38,2400.0,0.00198397
L186_1513,186,1513,138.0,4.14,2400.0,0.00826534
L2367_2672,2367,2672,138.0,5.52,600.0,0.01101397
L1304_1806,1304,1806,138.0,2.14,2400.0,0.00427137
L1333_2329,1333,2329,138.0,6.72,2400.0,0.01340275
L2007_3795,2007,3795,138.0,4.46,400,0.00889426
L1334_3237,1334,3237,138.0,4.16,400,0.00830644
L1293_3216,1293,3216,138.0,7.9,400,0.01576048
L1130_1363,1130,1363,138.0,4.06,600.0,0.00810241
L526_856,526,856,138.0,8.82,600.0,0.01758971
L1483_3626,1483,3626,345.0,2.19,1200,0.00058913
L2750_2873,2750,2873,138.0,3.01,600.0,0.00600178
L30_2486,30,2486,138.0,0.49,400,0.0009764
L931_4160,931,4160,138.0,9.32,400,0.01860016
L1302_1790,1302,1790,138.0,1.31,2400.0,0.00262134
L2463_3736,2463,3736,138.0,18.91,400,0.03773
L2708_4190,2708,4190,138.0,0.57,400,0.00113213
L1319_3464,1319,3464,138.0,4.34,400,0.00866969
L1015_2756,1015,2756,138.0,1.54,2400.0,0.00306847
L245_1434,245,1434,138.0,4.3,600.0,0.00857318
L4077_4087,4077,4087,138.0,6.18,400,0.01232667
L1001_1364,1001,1364,138.0,14.87,600.0,0.02966878
L236_237,236,237,138.0,23.17,600.0,0.04624268
L1108_3304,1108,3304,138.0,3.57,400,0.00711994
L1907_3324,1907,3324,138.0,2.12,400,0.00423498
L3035_4078,3035,4078,138.0,0.77,400,0.00152933
L3171_3172,3171,3172,138.0,0.54,400,0.0010677
L11_1648,11,1648,345.0,11.24,2400.0,0.00302123
L360_3589,360,3589,138.0,20.14,400,0.04019316
L882_1926,882,1926,138.0,42.06,600.0,0.08393258
L151_921,151,921,138.0,2.38,600.0,0.00474715
L2674_3947,2674,3947,138.0,9.77,400,0.01949517
L1760_1801,1760,1801,138.0,8.63,600.0,0.01721981
L565_566,565,566,138.0,3.74,600.0,0.00746972
L1852_3281,1852,3281,138.0,6.38,400,0.01273124
L2036_2379,2036,2379,138.0,0.91,400,0.00180809
L2509_2677,2509,2677,138.0,5.14,600.0,0.01026224
L215_216,215,216,138.0,1.52,2400.0,0.00303076
L4116_4183,4116,4183,138.0,3.98,400,0.00794451
L1891_2974,1891,2974,345.0,2.42,2400.0,0.00065061
L3016_3503,3016,3503,138.0,0.99,400,0.00196602
L2800_3968,2800,3968,138.0,1.55,400,0.0030981
L431_1102,431,1102,138.0,17.41,600.0,0.03474261
L1075_3573,1075,3573,138.0,1.18,400,0.00235656
L2742_2922,2742,2922,138.0,16.3,600.0,0.03252225
L1051_4240,1051,4240,138.0,1.65,400,0.00329793
L2604_2605,2604,2605,138.0,0.59,400,0.00117928
L134_137,134,137,138.0,4.25,600.0,0.00848901
L1162_1861,1162,1861,345.0,11.29,2400.0,0.00303485
L1677_3668,1677,3668,138.0,6.18,400,0.01232538
L1136_3469,1136,3469,138.0,2.56,400,0.00511448
L780_781,780,781,138.0,3.37,600.0,0.0067265
L3948_4301,3948,4301,138.0,17.6,400,0.03512736
L2067_2813,2067,2813,138.0,4.6,600.0,0.00916935
L1068_3400,1068,3400,138.0,1.13,400,0.00225609
L3243_3266,3243,3266,138.0,1.21,400,0.00241835
L1385_3469,1385,3469,138.0,3.94,400,0.00786501
L254_2424,254,2424,138.0,0.31,400,0.00061363
L263_3422,263,3422,138.0,1.62,400,0.0032278
L3961_4049,3961,4049,138.0,4.27,400,0.00851861
L627_3751,627,3751,138.0,6.46,400,0.01289066
L1837_3340,1837,3340,345.0,6.32,1200,0.00169906
L1298_3482,1298,3482,138.0,0.63,400,0.00125281
L1157_1158,1157,1158,138.0,0.69,400,0.00137405
L313_314,313,314,138.0,4.33,600.0,0.00864187
L3327_3328,3327,3328,138.0,2.45,400,0.00488246
L1294_1759,1294,1759,138.0,21.74,600.0,0.04337756
L1072_3595,1072,3595,138.0,0.7,400,0.00140065
L452_457,452,457,138.0,44.92,400,0.08962852
L3031_3193,3031,3193,138.0,2.57,400,0.00512713
L53_692,53,692,138.0,5.32,600.0,0.01061326
L1741_3176,1741,3176,138.0,3.9,400,0.00779129
L2944_3939,2944,3939,138.0,2.73,400,0.00545147
L1141_1142,1141,1142,138.0,7.55,600.0,0.0150679
L1985_1986,1985,1986,138.0,3.35,600.0,0.00668899
L2603_4163,2603,4163,138.0,4.85,400,0.00968756
L450_3168,450,3168,138.0,19.14,400,0.03819998
L1862_3264,1862,3264,138.0,2.67,400,0.00532139
L692_3827,692,3827,138.0,2.66,400,0.00531385
L477_2468,477,2468,138.0,6.97,600.0,0.01390477
L766_3783,766,3783,138.0,7.79,400,0.01553947
L1615_2844,1615,2844,345.0,4.6,2400.0,0.00123606
L2660_4251,2660,4251,138.0,0.47,400,0.00092858
L797_2148,797,2148,138.0,6.22,600.0,0.01241442
L1084_1257,1084,1257,138.0,15.11,600.0,0.03014526
L3871_3872,3871,3872,138.0,4.21,400,0.00840633
L427_3181,427,3181,138.0,1.8,400,0.00358781
L772_775,772,775,138.0,10.01,600.0,0.01996885
L1902_4010,1902,4010,138.0,2.81,400,0.00560288
L1148_3547,1148,3547,230.0,0.41,600,0.00026849
L1626_2839,1626,2839,138.0,11.0,600.0,0.02195186
L3855_3884,3855,3884,138.0,0.37,400,0.00073991
L553_554,553,554,138.0,0.34,400,0.00067048
L3259_3464,3259,3464,138.0,8.94,400,0.01784612
L4000_4001,4000,4001,138.0,8.43,400,0.01681172
L1992_2826,1992,2826,138.0,5.25,600.0,0.01048551
L211_553,211,553,138.0,4.83,600.0,0.00964731
L2171_2678,2171,2678,138.0,3.17,600.0,0.00632645
L1902_4011,1902,4011,138.0,1.04,400,0.00206692
L1932_1939,1932,1939,138.0,1.46,600.0,0.00292283
L3989_4245,3989,4245,138.0,4.36,400,0.00870184
L1124_3557,1124,3557,138.0,6.12,400,0.0122166
L2316_2399,2316,2399,138.0,3.34,2400.0,0.00667452
L142_3307,142,3307,230.0,5.19,600,0.0034362
L1551_4045,1551,4045,138.0,9.0,400,0.01796233
L1998_2205,1998,2205,138.0,11.08,600.0,0.02210429
L996_3159,996,3159,345.0,0.42,1200,0.00011159
L1996_3976,1996,3976,138.0,19.3,400,0.03850762
L1680_4123,1680,4123,345.0,2.81,1200,0.00075438
L513_3844,513,3844,138.0,6.2,400,0.01236362
L2321_4026,2321,4026,138.0,11.05,400,0.02204979
L1666_1798,1666,1798,138.0,8.34,600.0,0.0166499
L287_292,287,292,138.0,2.51,600.0,0.00501384
L1920_1921,1920,1921,138.0,0.68,400,0.00134836
L29_3846,29,3846,138.0,2.02,400,0.00403753
L1277_3393,1277,3393,138.0,1.33,400,0.00264478
L1026_1774,1026,1774,138.0,0.35,400,0.00070387
L1826_3298,1826,3298,138.0,0.39,400,0.00077989
L1048_4001,1048,4001,138.0,4.02,400,0.00802683
L4130_4133,4130,4133,138.0,0.32,400,0.00063106
L1561_3952,1561,3952,345.0,1.28,1200,0.00034471
