id,name,zone,base_kv,lat,lng,mw_load,gen_mw,gen_fuels
955,Newman_Switching_Station,NORTH,138.0,32.91366,-96.62454,0.0,0.0,
956,San_Angelo_Paulann_Substation,WEST,138.0,31.48819,-100.38534,0.0,0.0,
957,San_Angelo_North_Substation,WEST,138.0,31.49401,-100.43535,0.0,0.0,
958,San_Angelo_Lake_Drive_Substation,WEST,138.0,31.49592,-100.46638,0.0,0.0,
959,San_Angelo_Coke_Street_Substation,WEST,138.0,31.46392,-100.40445,0.0,0.0,
960,Rusthill_Substation,WEST,138.0,31.45165,-100.42493,0.0,0.0,
961,Schkade_Substation,WEST,138.0,31.40459,-100.53173,0.0,0.0,
962,Santiago_Substation,WEST,138.0,31.11624,-100.51322,0.0,160.0,Wind
963,Langford_Wind_Substation,WEST,138.0,31.1185,-100.63085,0.0,0.0,
964,Eldorado_Live_Oak_Substation,WEST,138.0,30.87789,-100.57014,0.0,0.0,
965,PAVE_PAWS_Substation,WEST,138.0,30.97954,-100.55125,0.0,0.0,
966,Hillsboro_Substation,NORTH,138.0,32.01488,-97.13707,0.0,146.1,Solar
967,Richardson_Woodhaven_Substation,NORTH,138.0,32.93826,-96.71519,0.0,0.0,
968,Richardson_Collins_Boulevard_Substation,NORTH,138.0,32.96749,-96.71533,0.0,0.0,
969,Sonora_Substation,WEST,138.0,30.56759,-100.65577,0.0,0.0,
970,Cauthorn_Substation,WEST,138.0,30.30473,-100.67489,0.0,0.0,
971,Waco_North_Substation,NORTH,138.0,31.57754,-97.1793,0.0,0.0,
972,Bellmead_Substation,NORTH,138.0,31.61185,-97.11046,0.0,0.0,
973,Crawford_Substation,NORTH,138.0,31.54022,-97.40892,0.0,0.0,
974,McGregor_Substation,NORTH,138.0,31.44208,-97.42581,0.0,0.0,
975,Waco_Northwest_Substation,NORTH,138.0,31.5439,-97.20503,0.0,0.0,
976,Waco_East_Substation,NORTH,138.0,31.55972,-97.11965,0.0,0.0,
977,Robinson_Substation,NORTH,138.0,31.44551,-97.10767,0.0,0.0,
978,Illinnois_4_Substation,WEST,138.0,30.55424,-101.5352,0.0,1215.0,Wind
979,Comstock_Substation,WEST,138.0,29.748,-101.13846,0.0,0.0,
980,Picacho_Substation,WEST,138.0,29.4325,-100.94105,0.0,0.0,
981,Del_Rio_Substation,WEST,138.0,29.36699,-100.89338,0.0,0.0,
982,Buena_Vista_Substation,WEST,138.0,29.40091,-100.91582,0.0,0.0,
983,Amistad_Switchyard,WEST,138.0,29.44818,-101.0548,0.0,75.8,Gas
984,Rough_Canyon_Substation,WEST,138.0,29.53742,-100.89609,0.0,0.0,
985,Dilley_Switching_Station,SOUTH,138.0,28.66896,-99.20521,0.0,0.0,
986,Palo_Duro_Substation,SOUTH,138.0,28.846,-99.19068,0.0,538.1,Solar
987,Ranchtown_Substation,SOUTH,138.0,29.61772,-98.73593,0.0,0.0,
988,Bedias_Substation_988,NORTH,138.0,30.78556,-95.9657,0.0,0.0,
989,North_Zulch_Substation,NORTH,138.0,30.91979,-96.07393,0.0,0.0,
990,Hilltop_Lakes_Substation,NORTH,138.0,31.08006,-96.22233,0.0,0.0,
991,Central_Bluff_Substation,WEST,345.0,32.11715,-100.15508,0.0,0.0,
992,Anacacho_Substation,SOUTH,138.0,29.20458,-100.17125,0.0,0.0,
993,Tippet_Substation,WEST,138.0,30.9921,-102.134,0.0,0.0,
994,Oxy_Tap_Substation,WEST,138.0,31.11923,-102.29795,0.0,0.0,
995,North_McCamey_Substation,WEST,138.0,31.15508,-102.22687,0.0,159.4,Wind
996,North_McCamey_Subsation,WEST,345.0,31.15356,-102.22295,0.0,0.0,
998,Castle_Gap_Substation,WEST,138.0,31.11571,-102.29497,0.0,0.0,
999,Bakersfield_Substation,WEST,345.0,30.97561,-102.28938,0.0,0.0,
1000,Terrell_Substation,NORTH,138.0,32.7715,-96.28061,0.0,0.0,
1001,West_Batesville_Substation,SOUTH,138.0,28.94476,-99.72877,0.0,0.0,
1002,Odlaw_Substation,SOUTH,138.0,29.26821,-100.198,0.0,99.8,Wind
1003,Eclipse_Substation,SOUTH,138.0,29.32394,-100.3921,0.0,37.6,Solar
1004,Asphalt_Mines_Substation,SOUTH,138.0,29.18814,-100.02416,0.0,0.0,
1005,Waco_Atco_Substation,NORTH,138.0,31.48529,-97.25074,0.0,0.0,
1006,Belton_Substation,SOUTH,138.0,31.08332,-97.45866,0.0,0.0,
1007,Waco_Woodway_Substation,NORTH,138.0,31.51218,-97.2223,0.0,0.0,
1008,Waco_Sanger_Avenue_Substation,NORTH,138.0,31.52251,-97.19705,0.0,0.0,
1009,Uvalde_Substation,SOUTH,138.0,29.2129,-99.79833,0.0,0.0,
1010,Reagan_Street_Substation,NORTH,138.0,32.80376,-96.81918,0.0,0.0,
1011,Lomo_Alto_Substation,NORTH,138.0,32.84994,-96.81256,0.0,0.0,
1012,Record_Crossing_Substation,NORTH,138.0,32.81815,-96.85592,0.0,0.0,
1013,J_K_Spruce_Switchyard,SOUTH,345.0,29.31216,-98.31978,0.0,1482.0,Coal
1014,Morrison_Lane_Substation,NORTH,138.0,32.8832,-96.89354,0.0,0.0,
1015,Northaven_Switching_Station,NORTH,138.0,32.90142,-96.80983,0.0,0.0,
1016,Hutchins_Substation,NORTH,138.0,32.63037,-96.70541,0.0,0.0,
1017,Ranch_Road_12_Substation,SOUTH,138.0,29.90067,-97.99195,0.0,0.0,
1018,Keene_Substation,NORTH,138.0,32.36748,-97.33612,0.0,0.0,
1019,Cleburne_Substation,NORTH,138.0,32.35415,-97.37483,0.0,0.0,
1020,Alvarado_Substation,NORTH,138.0,32.39634,-97.22353,0.0,0.0,
1021,Thompson_Creek_Substation,NORTH,138.0,30.59505,-96.41766,0.0,0.0,
1022,Pooley_Road_Substation,SOUTH,138.0,29.6956,-97.74712,0.0,0.0,
1023,Loop_337_Substation,SOUTH,138.0,29.70231,-98.15976,0.0,0.0,
1024,Freiheit_Road_Substation,SOUTH,138.0,29.7039,-98.08603,0.0,0.0,
1025,EC_Mornhinweg_Substation,SOUTH,138.0,29.65839,-98.20282,0.0,0.0,
1026,Cemex_Substation,SOUTH,138.0,29.67513,-98.18087,0.0,0.0,
1027,Highway_32_Substation,SOUTH,138.0,29.94572,-98.09359,0.0,0.0,
1028,Fischer_Substation,SOUTH,138.0,29.93321,-98.2057,0.0,0.0,
1029,West_Substation,NORTH,138.0,33.04816,-97.035,0.0,0.0,
1030,Highland_Substation,NORTH,138.0,33.086,-97.05211,0.0,0.0,
1033,Carrollton_Josey_Lane_Substation,NORTH,138.0,32.97748,-96.8891,0.0,0.0,
1034,Rock_Hill_Substation,NORTH,138.0,33.20315,-96.79332,0.0,0.0,
1035,Panther_Creek_Substation,NORTH,138.0,33.2034,-96.87706,0.0,0.0,
1036,North_Lake_Substation,NORTH,138.0,32.95132,-96.97599,0.0,0.0,
1037,Lebanon_Substation,NORTH,138.0,33.13703,-96.77487,0.0,0.0,
1038,Lebanon_Substation_1038,NORTH,138.0,33.11113,-96.77471,0.0,0.0,
1039,Frisco_Substation,NORTH,138.0,33.18187,-96.83169,0.0,0.0,
1040,Custer_Substation,NORTH,138.0,33.15991,-96.75257,0.0,0.0,
1041,Coppell_Switching_Station,NORTH,138.0,32.94915,-97.00774,0.0,0.0,
1042,Sattler_Substation,SOUTH,138.0,29.84974,-98.1713,0.0,0.0,
1043,Crane_s_Mill_Substation,SOUTH,138.0,29.85231,-98.28334,0.0,0.0,
1044,Grapevine_Ball_Street,NORTH,138.0,32.92613,-97.08488,0.0,0.0,
1045,Euless_Substation,NORTH,138.0,32.86542,-97.0994,0.0,0.0,
1046,Keller_Wall_Price_Substation,NORTH,138.0,32.9207,-97.25645,0.0,0.0,
1047,Colleyville_Substation,NORTH,138.0,32.89461,-97.16528,0.0,0.0,
1048,North_Main_Substation,NORTH,138.0,32.76214,-97.33582,0.0,0.0,
1049,Blackstone_Substation,NORTH,138.0,32.76472,-97.39172,0.0,0.0,
1050,Forest_Hill_Switching_Station,NORTH,138.0,32.64487,-97.28717,0.0,0.0,
1051,Euless_South_Substation,NORTH,138.0,32.81514,-97.12219,0.0,0.0,
1052,Blackwell_Street_Substation,NORTH,138.0,32.86734,-96.76588,0.0,0.0,
1053,Armstrong_Substation_1053,NORTH,138.0,32.82296,-96.79212,0.0,0.0,
1054,Mistletoe_Heights_Substation,NORTH,138.0,32.7346,-97.35377,0.0,0.0,
1055,Hemphill_Substation,NORTH,138.0,32.73943,-97.33247,0.0,0.0,
1056,Wall_Street_Substation,NORTH,138.0,32.76218,-96.78516,0.0,0.0,
1057,Calumet_Substation,NORTH,138.0,32.74217,-96.8946,0.0,0.0,
1058,Haskell_Substation,NORTH,138.0,32.78226,-96.74603,0.0,0.0,
1059,Greenville_Avenue_Substation,NORTH,138.0,32.8412,-96.76922,0.0,0.0,
1060,Kirkland_Park_Substation,NORTH,138.0,32.89312,-96.764,0.0,0.0,
1061,Trading_Post_Substation,SOUTH,138.0,30.31221,-97.97106,0.0,0.0,
1062,Brown_Substation_1062,NORTH,345.0,31.53799,-99.1959,0.0,327.4,Solar
1063,Goldthwaite_Substation,NORTH,138.0,31.43103,-98.56649,0.0,0.0,
1064,Round_Rock_Westinghouse_Substation,SOUTH,138.0,30.56713,-97.69858,0.0,0.0,
1065,Georgetown_South_Substation,SOUTH,138.0,30.58853,-97.68292,0.0,0.0,
1067,Round_Rock_Northeast_Substation,SOUTH,138.0,30.54131,-97.649,0.0,0.0,
1068,Temple_Elm_Creek_Substation,SOUTH,138.0,31.13104,-97.33034,0.0,0.0,
1069,Seaton_Substation,SOUTH,138.0,31.0811,-97.28252,0.0,0.0,
1070,Temple_Substation,SOUTH,138.0,31.08817,-97.33158,0.0,0.0,
1072,Temple_Southeast_Substation,SOUTH,138.0,31.07126,-97.35503,0.0,0.0,
1073,Lake_Belton_Substation,SOUTH,138.0,31.1415,-97.43416,0.0,0.0,
1074,Big_Foot_Substation,SOUTH,138.0,29.0597,-98.95023,0.0,0.0,
1075,Taylor_Substation,HOUSTON,138.0,29.75111,-95.19437,0.0,0.0,
1076,Jacintoport_Substation,HOUSTON,138.0,29.75185,-95.12521,0.0,0.0,
1077,Port_Substation,HOUSTON,138.0,29.75308,-95.18474,0.0,0.0,
1078,Haden_Substation,HOUSTON,138.0,29.75971,-95.17306,0.0,0.0,
1079,Mula_Substation,HOUSTON,138.0,29.63327,-95.56195,0.0,0.0,
1080,Warren_Substation,SOUTH,138.0,30.31063,-97.75831,0.0,0.0,
1081,Turnersville_Substation,SOUTH,138.0,30.07392,-97.78299,0.0,0.0,
1082,Slaughter_Lane_Substation,SOUTH,138.0,30.17241,-97.81154,0.0,0.0,
1083,Brodie_Lane_Substation,SOUTH,138.0,30.18759,-97.84825,0.0,0.0,
1084,Henly_Substation,SOUTH,138.0,30.20273,-98.157,0.0,0.0,
1085,Manchaca_Substation,SOUTH,138.0,30.13541,-97.85056,0.0,0.0,
1086,Lago_Vista_Substation,SOUTH,138.0,30.4606,-97.97862,0.0,0.0,
1087,Dripping_Springs_Substation,SOUTH,138.0,30.17373,-98.08387,0.0,0.0,
1088,Phillips_Johnson_City_Substation,SOUTH,138.0,30.28187,-98.23935,0.0,0.0,
1089,Rutherford_Substation,SOUTH,138.0,30.11771,-97.98582,0.0,0.0,
1090,Wilson_Substation,SOUTH,138.0,29.33786,-98.17281,0.0,0.0,
1091,Sutherland_Springs_Substation,SOUTH,138.0,29.26689,-98.06394,0.0,0.0,
1092,Highway_123_Substation,SOUTH,138.0,29.49403,-97.95851,0.0,0.0,
1093,Hickory_Forest_Substation,SOUTH,138.0,29.46822,-97.86416,0.0,0.0,
1094,Cushman_Substation,SOUTH,138.0,29.57412,-97.94557,0.0,0.0,
1095,Stockdale_Road_Substation,SOUTH,138.0,29.14726,-98.14489,0.0,0.0,
1096,Bee_Creek_Substation,SOUTH,138.0,30.34696,-98.00442,0.0,0.0,
1097,Taylor_Substation_1097,SOUTH,138.0,30.56707,-97.39753,0.0,0.0,
1098,Elgin_Switching_Station,SOUTH,138.0,30.41729,-97.35918,0.0,0.0,
1099,Kent_Substation,SOUTH,138.0,30.49531,-97.80822,0.0,0.0,
1100,Chief_Brady_Substation,SOUTH,138.0,30.59193,-97.69587,0.0,0.0,
1101,Rivery_Substation,SOUTH,138.0,30.64852,-97.68964,0.0,0.0,
1102,Glasscock_Substation,SOUTH,138.0,30.7396,-97.69408,0.0,0.0,
1103,Lakeshore_Substation,SOUTH,138.0,30.31524,-97.78054,0.0,0.0,
1104,Northland_Substation,SOUTH,138.0,30.33526,-97.7546,0.0,0.0,
1105,Balcones_Substation,SOUTH,138.0,30.39112,-97.73032,0.0,0.0,
1106,Robertson_Substation,NORTH,138.0,30.94506,-96.56943,0.0,0.0,
1107,Lake_Forest_Substation,HOUSTON,138.0,30.34049,-95.61444,0.0,0.0,
1108,College_Station_Junction,NORTH,138.0,30.62919,-96.29255,0.0,0.0,
1109,Orsted_Substation,WEST,345.0,30.69638,-100.1951,0.0,0.0,
1111,Edison_Substation,SOUTH,345.0,30.33275,-99.57615,0.0,0.0,
1112,Randolph_Field_Substation,SOUTH,138.0,29.54353,-98.29067,0.0,0.0,
1113,Schumansville_Substation,SOUTH,138.0,29.65384,-98.09707,0.0,0.0,
1114,New_Berlin_Substation,SOUTH,138.0,29.48763,-98.04406,0.0,0.0,
1115,Geronimo_Substation,SOUTH,138.0,29.62742,-97.97074,0.0,0.0,
1116,Rosharon_Substation,HOUSTON,138.0,29.35366,-95.4296,0.0,484.0,Gas
1117,Ulrich_Substation,HOUSTON,138.0,29.73598,-95.48381,0.0,0.0,
1119,Thompsons_Substation,HOUSTON,138.0,29.4813,-95.58651,0.0,0.0,
1122,Celnec_Substation,HOUSTON,138.0,29.62836,-95.0649,0.0,0.0,
1123,Sprinkle_Substation,SOUTH,138.0,30.35338,-97.64544,0.0,0.0,
1124,Harris_Branch_Substation,SOUTH,138.0,30.37142,-97.58086,0.0,0.0,
1125,Wells_Branch_Substation,SOUTH,138.0,30.44598,-97.68881,0.0,0.0,
1126,Fiskville_Substation,SOUTH,138.0,30.36214,-97.68299,0.0,0.0,
1127,Round_Rock_Substation,SOUTH,138.0,30.5212,-97.70237,0.0,0.0,
1128,Round_Rock_South_Substation,SOUTH,138.0,30.47413,-97.69403,0.0,0.0,
1129,Northwest_Substation,SOUTH,138.0,30.46461,-97.7573,0.0,0.0,
1130,Williamson_Substation,SOUTH,138.0,30.43705,-97.75019,0.0,0.0,
1131,Tech_Ridge_Substation,SOUTH,138.0,30.41965,-97.66606,0.0,0.0,
1132,Howard_Lane_Substation,SOUTH,138.0,30.43329,-97.68874,0.0,0.0,
1133,Jollyville_Substation,SOUTH,138.0,30.47957,-97.78153,0.0,0.0,
1134,Hi_Cross_Substation,SOUTH,138.0,30.18633,-97.7692,0.0,0.0,
1135,Burleson_Substation_1135,SOUTH,138.0,30.21473,-97.73655,0.0,0.0,
1136,Grove_Substation,SOUTH,138.0,30.2165,-97.71113,0.0,0.0,
1137,AMD_Substation,SOUTH,138.0,30.2147,-97.72378,0.0,0.0,
1138,Met_Center_Substation,SOUTH,138.0,30.21116,-97.69326,0.0,0.0,
1139,Ingram_Substation,SOUTH,138.0,30.08448,-99.24543,0.0,0.0,
1140,Hunt_Substation,SOUTH,138.0,30.07612,-99.33619,0.0,0.0,
1141,Turtle_Creek_Substation,SOUTH,138.0,29.96899,-99.20726,0.0,0.0,
1142,Rim_Rock_Substation,SOUTH,138.0,30.03014,-99.17315,0.0,0.0,
1143,Goat_Creek_Substation,SOUTH,138.0,30.07989,-99.21013,0.0,0.0,
1144,Kerrville_Travis_Substation,SOUTH,138.0,30.04273,-99.12456,0.0,0.0,
1145,Kerrville_Legion_Substation,SOUTH,138.0,30.00028,-99.1004,0.0,0.0,
1146,Metro_Substation,HOUSTON,138.0,30.1748,-95.46245,0.0,0.0,
1147,Fish_Creek_Substation,HOUSTON,138.0,30.29738,-95.54773,0.0,0.0,
1148,Conroe_Bulk_Substation,HOUSTON,138.0,30.28897,-95.45518,0.0,0.0,
1149,Conair_Substation,HOUSTON,138.0,30.33804,-95.44727,0.0,0.0,
1150,Plantation_Substation,HOUSTON,138.0,30.2517,-95.43334,0.0,0.0,
1151,Alden_Substation,HOUSTON,138.0,30.23207,-95.51526,0.0,0.0,
1156,ISP_Substation,HOUSTON,138.0,29.42571,-94.96396,0.0,995.0,Gas
1157,Cherokee_Switching_Station,HOUSTON,138.0,29.36723,-94.91581,0.0,0.0,
1158,Comanche_Switching_Station,HOUSTON,138.0,29.37336,-94.9148,0.0,0.0,
1159,Amoco_Substation,HOUSTON,138.0,29.36367,-94.92477,0.0,0.0,
1160,Caddo_Substation,HOUSTON,138.0,29.37962,-94.94402,0.0,531.0,Gas
1161,Tejas_Substation,HOUSTON,138.0,29.38007,-94.92292,0.0,0.0,
1162,Heights_Substation,HOUSTON,138.0,29.38989,-94.94996,0.0,0.0,
1163,Apache_Substation,HOUSTON,138.0,29.37877,-94.94754,0.0,0.0,
1164,Greenbelt_Substation,HOUSTON,138.0,29.37969,-94.93466,0.0,0.0,
1165,Kemah_Substation,HOUSTON,138.0,29.53832,-95.02628,0.0,0.0,
1166,Seminole_Substation,HOUSTON,138.0,29.4684,-95.17876,0.0,0.0,
1167,Nash_Substation,HOUSTON,138.0,29.24365,-95.59413,0.0,0.0,
1168,Hastings_Substation,HOUSTON,138.0,29.4833,-95.25262,0.0,0.0,
1169,Friendswood_Substation,HOUSTON,138.0,29.49917,-95.20144,0.0,0.0,
1170,Amoco_Substation_1170,HOUSTON,138.0,29.23388,-95.18706,0.0,0.0,
1171,League_City_Main_Substation,HOUSTON,138.0,29.50086,-95.08207,0.0,0.0,
1172,Freeport_Substation,HOUSTON,138.0,28.94047,-95.34854,0.0,0.0,
1173,Freeman_Substation,HOUSTON,138.0,29.87529,-95.84127,0.0,0.0,
1174,PSArco_Substation,HOUSTON,138.0,29.81335,-95.12102,0.0,0.0,
1176,Strawberry_Belt_Substation,HOUSTON,138.0,29.69922,-95.17216,0.0,0.0,
1177,South_Channel_Substation,HOUSTON,138.0,29.72207,-95.16458,0.0,0.0,
1178,Hidden_Valley_Substation,HOUSTON,138.0,29.91131,-95.42301,0.0,0.0,
1179,College_Substation,HOUSTON,138.0,29.65971,-95.24501,0.0,0.0,
1181,Welcome_Substation,SOUTH,138.0,30.03277,-96.47848,0.0,0.0,
1182,Pisek_Substation,SOUTH,138.0,29.92119,-96.57182,0.0,0.0,
1183,Southwyck_Substation,HOUSTON,138.0,29.55239,-95.38934,0.0,0.0,
1184,Mustang_Bayou_Substation,HOUSTON,138.0,29.36292,-95.2035,0.0,0.0,
1185,Alvin_Substation,HOUSTON,138.0,29.43342,-95.24959,0.0,0.0,
1186,Monsanto_Substation,HOUSTON,138.0,29.25639,-95.21168,0.0,0.0,
1187,Scenic_Woods_Substation,HOUSTON,138.0,29.88383,-95.28542,0.0,0.0,
1188,Lockwood_Substation,HOUSTON,138.0,29.93523,-95.28847,0.0,0.0,
1189,Glenwood_Substation,HOUSTON,138.0,29.85064,-95.26594,0.0,0.0,
1191,Bertwood_Substation,HOUSTON,138.0,29.84411,-95.31406,0.0,0.0,
1192,Kenedy_Switching_Station,SOUTH,138.0,28.84233,-97.83773,0.0,0.0,
1193,Bay_City_Substation,SOUTH,138.0,28.98775,-95.96933,0.0,0.0,
1194,Alcoa_Substation,SOUTH,138.0,28.65745,-96.55782,0.0,0.0,
1195,Formosa_Plastics_Switching_Station,SOUTH,138.0,28.68634,-96.55125,0.0,0.0,
1196,Formosa_Substation,SOUTH,138.0,28.6836,-96.55116,0.0,0.0,
1197,Hearne_Substation,NORTH,138.0,30.88407,-96.62588,0.0,0.0,
1198,Oak_Hill_Substation,SOUTH,138.0,30.23386,-97.85945,0.0,0.0,
1199,Black_Bayou_Substation,SOUTH,138.0,28.64242,-96.91974,0.0,0.0,
1200,Vistron_Substation,SOUTH,138.0,28.57457,-96.8331,0.0,0.0,
1201,Joslin_Substation,SOUTH,138.0,28.64877,-96.54674,0.0,121.0,Gas
1202,Loop_463_Substation,SOUTH,138.0,28.81652,-97.07497,0.0,0.0,
1203,Vanderbilt_Substation,SOUTH,138.0,28.80579,-96.64582,0.0,0.0,
1204,Gonzales_Substation,SOUTH,138.0,29.51795,-97.46823,0.0,0.0,
1205,Cuero_Substation,SOUTH,138.0,29.10746,-97.27222,0.0,0.0,
1206,Thomaston_Substation,SOUTH,138.0,28.99759,-97.1487,0.0,0.0,
1207,Cheapside_Substation,SOUTH,138.0,29.30915,-97.39533,0.0,0.0,
1208,Cuero_Hydro_Substation,SOUTH,138.0,29.12936,-97.30812,0.0,0.0,
1209,Cy_Fair_Substation,HOUSTON,138.0,29.94801,-95.67259,0.0,0.0,
1210,Ganado_Substation,SOUTH,138.0,29.01319,-96.50278,0.0,529.3,Solar
1211,El_Campo_Substation,SOUTH,138.0,29.187,-96.26764,0.0,0.0,
1212,Edna_Substation,SOUTH,138.0,28.95655,-96.64609,0.0,0.0,
1213,Dupont_Switching_Station,SOUTH,138.0,28.69294,-96.94574,0.0,0.0,
1216,Hitchcock_Substation,HOUSTON,138.0,29.34758,-95.01607,0.0,0.0,
1217,Alta_Loma_Substation,HOUSTON,138.0,29.39161,-95.09073,0.0,0.0,
1218,Moody_Substation_1218,HOUSTON,138.0,29.26063,-94.85324,0.0,0.0,
1219,Davson_Substation,HOUSTON,138.0,29.71638,-95.18919,0.0,625.7,Gas
1222,Pledger_Substation,SOUTH,138.0,29.18844,-95.91163,0.0,0.0,
1223,South_Lane_City_Substation,SOUTH,138.0,29.19473,-96.01582,0.0,0.0,
1224,Lake_Jackson_Substation,HOUSTON,138.0,29.05296,-95.42413,0.0,0.0,
1226,West_Columbia_Substation,HOUSTON,138.0,29.15672,-95.65747,0.0,0.0,
1227,Guy_Burks_Substation,SOUTH,138.0,30.14807,-96.42284,0.0,0.0,
1228,Greens_Bayou_345kV_Substation,HOUSTON,345.0,29.8183,-95.21805,0.0,432.0,Gas
1230,Mary_s_Creek_Substation,HOUSTON,138.0,29.55409,-95.25743,0.0,0.0,
1231,La_Porte_Substation,HOUSTON,138.0,29.66488,-95.0162,0.0,0.0,
1232,Hall_Substation,HOUSTON,138.0,29.5895,-95.24031,0.0,0.0,
1234,Underwood_Substation,HOUSTON,138.0,29.69206,-95.08921,0.0,0.0,
1235,Telview_Substation,HOUSTON,138.0,29.57952,-95.48736,0.0,0.0,
1236,Quail_Valley_Substation,HOUSTON,138.0,29.587,-95.53423,0.0,0.0,
1238,Fondren_Substation,HOUSTON,138.0,29.66778,-95.50912,0.0,0.0,
1239,West_Galveston_Substation,HOUSTON,138.0,29.29621,-94.82718,0.0,0.0,
1240,Galveston_26th_Street_Substation,HOUSTON,138.0,29.30286,-94.79751,0.0,0.0,
1241,Friendswood_Substation_1241,HOUSTON,138.0,29.5227,-95.15343,0.0,0.0,
1242,Dickinson_Substation,HOUSTON,138.0,29.46118,-95.05701,0.0,0.0,
1243,Freeway_Park_Substation,HOUSTON,138.0,29.40407,-94.99501,0.0,0.0,
1245,Plaza_Substation,HOUSTON,138.0,29.68952,-95.3896,0.0,0.0,
1246,Greens_Road_Substation,HOUSTON,138.0,29.95077,-95.33329,0.0,0.0,
1247,Intercontinental_Substation,HOUSTON,138.0,29.98691,-95.36754,0.0,0.0,
1248,Katy_Substation,HOUSTON,138.0,29.78706,-95.83944,0.0,0.0,
1249,Surfside_Substation,HOUSTON,138.0,28.95884,-95.33928,0.0,0.0,
1250,Petson_Substation,HOUSTON,138.0,29.25303,-95.22031,0.0,0.0,
1253,Liverpool_Substation,HOUSTON,138.0,29.27912,-95.295,0.0,79.7,Solar
1254,Kerrville_Stadium_Substation,SOUTH,138.0,30.05796,-99.13397,0.0,0.0,
1255,Castell_Substation,SOUTH,138.0,30.73845,-98.96326,0.0,0.0,
1256,Mountain_Top_Substation,SOUTH,138.0,30.23007,-98.37035,0.0,0.0,
1257,Miller_Creek_Substation,SOUTH,138.0,30.26202,-98.29849,0.0,0.0,
1258,Wolf_Creek_Substation,SOUTH,138.0,30.12334,-99.08816,0.0,0.0,
1259,Fredericksburg_Substation,SOUTH,138.0,30.25975,-98.88515,0.0,0.0,
1260,Cedar_Bayou_Substation,HOUSTON,138.0,29.75798,-94.95007,0.0,0.0,
1261,Kingwood_Substation,HOUSTON,138.0,30.05433,-95.18906,0.0,0.0,
1262,Kluge_Substation,HOUSTON,138.0,29.98953,-95.61854,0.0,0.0,
1263,Drilco_Substation,HOUSTON,138.0,29.96445,-95.38296,0.0,0.0,
1264,Atascocita_Substation,HOUSTON,138.0,30.0049,-95.09704,0.0,0.0,
1265,Gertie_Substation,HOUSTON,138.0,29.86368,-95.68403,0.0,0.0,
1266,Rayford_Substation,HOUSTON,138.0,30.12872,-95.44505,0.0,0.0,
1267,Bayway_Substation,HOUSTON,138.0,29.60934,-95.04952,0.0,0.0,
1268,Bayou_Cogen_Substation,HOUSTON,138.0,29.62622,-95.04648,0.0,0.0,
1269,Luzbay_Substation,HOUSTON,138.0,29.63972,-95.05543,0.0,0.0,
1270,Sylvan_Substation,HOUSTON,138.0,29.65467,-95.04027,0.0,0.0,
1271,Fairmont_Substation,HOUSTON,138.0,29.6497,-95.10289,0.0,0.0,
1272,Bypark_Substation,HOUSTON,138.0,29.64234,-95.05948,0.0,0.0,
1273,Septon_Substation,HOUSTON,138.0,29.61626,-95.03676,0.0,0.0,
1274,Lexington_Substation,SOUTH,138.0,30.41587,-97.00344,0.0,0.0,
1275,Devil_s_Hill_Substation,SOUTH,138.0,29.92224,-98.41218,0.0,0.0,
1276,Jett_Substation,SOUTH,138.0,30.37484,-97.80645,0.0,0.0,
1277,Alamo_Cement_Substation,SOUTH,138.0,29.61175,-98.37446,0.0,0.0,
1278,Airport_Substation_1278,SOUTH,138.0,25.90627,-97.44735,0.0,0.0,
1279,Krugerville_Substation,NORTH,138.0,33.27813,-96.99323,0.0,0.0,
1280,Tuttle_Switchyard,SOUTH,138.0,29.52913,-98.41864,0.0,0.0,
1281,Bandera_Substation,SOUTH,138.0,29.73645,-99.11161,0.0,0.0,
1282,Mason_Creek_Substation,SOUTH,138.0,29.76054,-99.02239,0.0,0.0,
1283,Verde_Creek_Substation,SOUTH,138.0,29.93315,-99.05521,0.0,0.0,
1284,Raymond_F_Barker_Substation,SOUTH,138.0,29.95837,-99.04634,0.0,0.0,
1285,Medina_Lake_Substation,SOUTH,138.0,29.61254,-98.93316,0.0,0.0,
1286,Schertz_Substation,SOUTH,138.0,29.56365,-98.2616,0.0,0.0,
1287,Trumbo_Substation,SOUTH,138.0,29.21001,-98.50474,0.0,0.0,
1288,Palo_Alto_Substation_1288,SOUTH,138.0,29.31815,-98.5497,0.0,0.0,
1289,Mauermann_Road_Substation,SOUTH,138.0,29.28441,-98.50747,0.0,0.0,
1290,Capitol_Cement_Substation,SOUTH,138.0,29.54803,-98.41975,0.0,0.0,
1291,Lytle_Substation,SOUTH,138.0,29.21663,-98.84475,0.0,0.0,
1292,Hondo_Substation,SOUTH,138.0,29.34529,-99.15091,0.0,0.0,
1293,Pearson_Substation,SOUTH,138.0,29.2629,-98.9241,0.0,0.0,
1294,Hondo_Creek_Substation,SOUTH,138.0,29.27244,-99.0844,0.0,0.0,
1295,Fort_Sam_Substation,SOUTH,138.0,29.4553,-98.43794,0.0,0.0,
1297,Hot_Wells_Substation,SOUTH,138.0,29.37012,-98.45487,0.0,0.0,
1298,Dresden_Drive_Substation,SOUTH,138.0,29.49873,-98.50815,0.0,0.0,
1299,Los_Angeles_Heights_Substation,SOUTH,138.0,29.46684,-98.52638,0.0,0.0,
